376051	18862	853	732	0.674	0.442	551.007	3.900	0	805	559	0.355	0.480	571.254	4.046	0
376071	18863	839	718	0.673	0.442	551.601	3.888	0	845	614	0.354	0.480	571.358	4.008	0
376091	18864	1164	749	0.670	0.443	552.356	3.936	0	1134	708	0.351	0.482	571.014	3.907	0
376111	18865	1339	852	0.668	0.444	553.858	4.030	0	1326	802	0.349	0.482	570.919	4.068	0
376131	18866	1348	837	0.669	0.444	555.133	4.111	0	1315	835	0.349	0.482	570.062	3.916	0
376151	18867	1359	867	0.669	0.444	558.770	4.068	0	1323	822	0.349	0.482	567.655	3.978	0
376171	18868	1367	862	0.669	0.444	561.184	4.087	0	1279	840	0.349	0.482	565.534	3.828	0
376191	18869	1356	815	0.669	0.444	562.482	4.053	0	1267	834	0.349	0.482	563.161	3.855	0
376211	18870	1331	855	0.669	0.444	562.471	4.057	0	1285	830	0.349	0.481	562.020	3.957	0
376230	18871	903	630	0.673	0.442	564.633	4.054	0	969	783	0.352	0.480	561.990	3.963	0
376250	18872	821	647	0.673	0.442	564.003	4.089	0	840	704	0.354	0.479	561.128	3.781	0
376270	18873	834	655	0.673	0.442	562.223	3.938	0	880	740	0.354	0.479	562.057	3.813	0
376290	18874	873	646	0.673	0.442	561.821	3.969	0	888	709	0.354	0.479	562.799	3.722	0
376310	18875	851	658	0.673	0.442	561.523	3.992	0	882	689	0.354	0.479	566.835	3.896	0
376330	18876	868	646	0.673	0.442	561.489	3.986	0	859	658	0.354	0.479	570.200	3.997	0
376350	18877	865	689	0.673	0.442	561.489	3.917	0	860	639	0.353	0.480	572.325	3.794	0
376370	18878	853	640	0.673	0.442	561.401	4.032	0	877	638	0.353	0.480	572.332	3.802	0
376390	18879	876	648	0.673	0.442	561.400	3.951	0	857	659	0.354	0.480	572.340	3.777	0
376410	18880	798	613	0.674	0.441	561.398	3.978	0	805	561	0.354	0.479	573.391	3.871	0
376430	18881	853	639	0.674	0.441	561.190	3.967	0	806	647	0.354	0.479	573.159	3.896	0
376450	18882	840	658	0.674	0.441	560.946	3.960	0	800	564	0.354	0.479	572.485	3.860	0
376470	18883	834	650	0.674	0.441	559.035	4.081	0	811	563	0.354	0.479	571.786	3.850	0
376490	18884	837	637	0.674	0.441	557.837	3.889	0	849	608	0.354	0.479	571.355	3.809	0
376510	18885	816	627	0.674	0.441	556.908	3.943	0	810	629	0.354	0.479	571.354	3.821	0
376530	18886	825	682	0.674	0.441	556.692	3.959	0	841	613	0.354	0.479	571.352	3.800	0
376549	18887	834	663	0.674	0.442	556.600	3.842	0	773	548	0.354	0.479	571.168	3.859	0
376569	18888	818	653	0.674	0.441	556.655	3.940	0	794	650	0.354	0.479	571.165	3.847	0
376589	18889	828	655	0.674	0.441	556.735	3.832	0	791	600	0.354	0.479	571.020	3.781	0
376609	18890	838	589	0.674	0.441	556.916	3.877	0	762	571	0.354	0.479	570.774	3.798	0
376629	18891	799	631	0.674	0.441	556.813	3.776	0	832	557	0.354	0.479	570.470	3.797	0
376649	18892	849	583	0.674	0.441	556.657	3.913	0	765	601	0.354	0.479	569.098	3.758	0
376669	18893	831	617	0.674	0.441	556.633	3.949	0	809	569	0.354	0.479	568.061	3.639	0
376689	18894	819	621	0.674	0.441	556.748	3.954	0	776	563	0.354	0.479	568.042	3.786	0
376709	18895	832	579	0.674	0.441	556.644	3.814	0	790	594	0.354	0.479	568.017	3.710	0
376729	18896	817	650	0.674	0.441	556.463	3.797	0	755	557	0.354	0.479	568.704	3.702	0
376749	18897	824	595	0.674	0.441	556.403	3.850	0	807	590	0.354	0.479	568.730	3.679	0
376769	18898	816	563	0.674	0.441	556.464	3.935	0	782	570	0.354	0.479	568.490	3.777	0
376789	18899	830	625	0.674	0.441	556.463	3.925	0	794	573	0.354	0.479	568.350	3.660	0
376809	18900	793	594	0.674	0.441	556.268	3.881	0	769	560	0.354	0.479	568.067	3.781	0
376829	18901	820	585	0.674	0.441	556.138	3.917	0	804	542	0.354	0.479	566.834	3.791	0
376849	18902	858	605	0.674	0.441	555.985	3.852	0	796	551	0.354	0.479	566.438	3.894	0
376868	18903	868	619	0.674	0.441	555.923	3.819	0	766	583	0.354	0.479	566.437	3.695	0
376888	18904	812	584	0.674	0.441	555.922	3.755	0	799	547	0.354	0.479	566.631	3.716	0
376908	18905	812	621	0.674	0.441	555.832	3.771	0	798	563	0.354	0.478	568.152	3.749	0
376928	18906	817	574	0.674	0.441	555.683	3.881	0	764	538	0.354	0.479	567.619	3.693	0
376948	18907	804	623	0.674	0.441	555.741	3.824	0	785	585	0.354	0.479	567.566	3.841	0
376968	18908	783	585	0.674	0.441	555.870	3.880	0	772	534	0.354	0.479	567.557	3.732	0
376988	18909	835	575	0.674	0.441	556.702	3.782	0	784	562	0.354	0.479	567.547	3.712	0
377008	18910	852	586	0.674	0.441	556.888	3.840	0	789	600	0.354	0.479	566.155	3.714	0
377028	18911	862	589	0.674	0.441	557.188	3.908	0	758	591	0.354	0.479	565.834	3.605	0
377048	18912	834	590	0.674	0.441	557.185	3.898	0	794	533	0.354	0.479	565.830	3.750	0
377068	18913	823	576	0.674	0.441	557.182	3.953	0	766	546	0.354	0.479	565.967	3.761	0
377088	18914	798	654	0.674	0.441	557.201	3.808	0	826	564	0.354	0.479	567.602	3.715	0
377108	18915	810	641	0.674	0.441	557.276	3.787	0	779	547	0.354	0.479	569.310	3.836	0
377128	18916	824	615	0.674	0.441	556.780	3.870	0	782	559	0.354	0.479	570.948	3.719	0
377148	18917	846	633	0.674	0.441	556.408	3.825	0	756	550	0.354	0.479	571.203	3.698	0
377168	18918	808	626	0.674	0.441	555.988	3.833	0	733	550	0.354	0.479	571.202	3.906	0
377187	18919	850	628	0.674	0.441	555.989	3.833	0	797	599	0.354	0.479	570.986	3.773	0
377207	18920	801	620	0.674	0.441	555.925	3.783	0	791	555	0.354	0.479	571.383	3.840	0
377227	18921	810	602	0.674	0.441	555.756	3.817	0	788	562	0.354	0.479	571.342	3.763	0
377247	18922	815	583	0.674	0.441	555.581	3.791	0	796	556	0.354	0.479	571.347	3.704	0
377267	18923	836	594	0.674	0.441	555.295	3.829	0	830	534	0.354	0.479	571.525	3.631	0
377287	18924	809	561	0.674	0.441	555.209	3.769	0	783	557	0.354	0.479	571.806	3.679	0
377307	18925	790	629	0.674	0.441	555.022	3.842	0	770	630	0.354	0.479	572.079	3.664	0
377327	18926	836	594	0.674	0.441	555.022	3.742	0	815	528	0.354	0.479	572.017	3.638	0
377347	18927	839	612	0.674	0.441	555.085	3.838	0	813	515	0.354	0.479	572.015	3.746	0
377367	18928	836	592	0.674	0.442	555.086	3.822	0	791	546	0.354	0.479	572.013	3.727	0
377387	18929	817	582	0.674	0.442	555.173	3.756	0	776	529	0.354	0.479	571.836	3.653	0
377407	18930	852	624	0.674	0.441	555.435	3.664	0	779	552	0.354	0.479	571.538	3.643	0
377427	18931	834	584	0.674	0.441	555.714	3.798	0	798	526	0.354	0.479	571.374	3.684	0
377447	18932	829	611	0.674	0.442	555.927	3.709	0	815	531	0.354	0.480	570.996	3.503	0
377467	18933	827	574	0.674	0.442	556.011	3.732	0	781	494	0.354	0.480	569.140	3.468	0
377487	18934	840	573	0.674	0.442	556.080	3.740	0	787	507	0.354	0.480	567.341	3.626	0
377506	18935	824	574	0.674	0.442	556.193	3.788	0	781	519	0.354	0.480	565.700	3.548	0
377526	18936	827	568	0.674	0.442	556.069	3.796	0	805	539	0.354	0.480	565.606	3.573	0
377546	18937	853	587	0.674	0.442	556.025	3.723	0	794	568	0.354	0.480	565.650	3.656	0
377566	18938	854	562	0.674	0.442	556.191	3.712	0	761	580	0.354	0.480	565.650	3.666	0
377586	18939	833	583	0.674	0.442	556.337	3.811	0	804	544	0.354	0.480	565.649	3.613	0
377606	18940	801	554	0.674	0.442	556.437	3.771	0	805	541	0.354	0.480	567.366	3.550	0
377626	18941	838	572	0.674	0.442	556.437	3.778	0	773	566	0.354	0.481	568.867	3.607	0
377646	18942	827	626	0.674	0.442	556.281	3.713	0	795	550	0.354	0.481	569.924	3.638	0
377666	18943	827	604	0.674	0.442	556.134	3.682	0	787	513	0.354	0.481	569.990	3.576	0
377686	18944	830	596	0.673	0.442	556.439	3.696	0	822	538	0.354	0.481	570.087	3.640	0
377706	18945	822	593	0.674	0.442	556.520	3.777	0	792	554	0.354	0.480	570.088	3.630	0
377726	18946	818	610	0.674	0.442	556.636	3.766	0	758	539	0.354	0.481	570.191	3.592	0
377746	18947	842	603	0.674	0.442	556.882	3.757	0	792	490	0.354	0.481	570.192	3.512	0
377766	18948	864	614	0.674	0.442	556.402	3.762	0	792	514	0.354	0.481	570.090	3.716	0
377786	18949	844	560	0.674	0.442	558.304	3.786	0	789	508	0.354	0.481	569.901	3.521	0
377805	18950	846	552	0.674	0.442	559.695	3.733	0	796	506	0.354	0.480	569.582	3.751	0
377825	18951	873	567	0.674	0.442	559.724	3.805	0	812	577	0.354	0.480	569.583	3.700	0
377845	18952	857	572	0.674	0.442	559.285	3.718	0	807	507	0.354	0.480	569.890	3.564	0
377865	18953	839	613	0.674	0.442	558.089	3.670	0	807	537	0.354	0.480	569.972	3.608	0
377885	18954	834	539	0.674	0.442	557.323	3.812	0	792	531	0.354	0.481	570.289	3.670	0
377905	18955	854	568	0.674	0.442	557.427	3.832	0	795	583	0.354	0.481	570.376	3.725	0
377925	18956	821	535	0.674	0.442	557.275	3.727	0	786	513	0.354	0.480	570.481	3.662	0
377945	18957	857	546	0.674	0.442	557.273	3.637	0	798	545	0.354	0.480	570.676	3.726	0
377965	18958	842	566	0.674	0.442	557.425	3.774	0	791	558	0.354	0.480	570.851	3.629	0
377985	18959	850	571	0.674	0.442	557.546	3.723	0	793	534	0.354	0.481	570.853	3.735	0
378005	18960	836	587	0.674	0.442	557.684	3.749	0	809	574	0.354	0.481	570.856	3.670	0
378025	18961	853	602	0.674	0.442	557.848	3.668	0	754	493	0.354	0.481	571.047	3.738	0
378045	18962	865	578	0.674	0.442	557.925	3.605	0	781	520	0.354	0.481	571.358	3.837	0
