-5,-5,-5,-8,-5,-7,-6,-9,-8,-2,-5,-6,-8,-5,-16,-9,-9,-8,-5,-5
-19,-16,-15,-9,-13,-16,-11,-19,-11,-9,-13,-16,-14,-13,-12,-13,-15,-8,-13,-23
-22,-19,-12,-21,-18,-10,-15,-21,-15,-18,-20,-14,-11,-19,-24,-19,-23,-22,-17,-23
-15,-10,-17,-14,-10,-20,-18,-16,-22,-20,-25,-20,-26,-19,-22,-20,-18,-22,-19,-15
-21,-21,-16,-15,-18,-16,-18,-11,-14,-19,-14,-14,-21,-14,-9,-16,-18,-17,-19,-14
-10,-18,-9,-16,-11,-16,-18,-18,-19,-11,-15,-16,-20,-16,-13,-15,-11,-6,-14,-19
-6,-13,-16,-14,-14,-8,-10,-9,-11,-8,-8,-11,-7,-15,-9,-9,-13,-11,-10,-11
-10,-4,-9,-11,-12,-10,-11,-9,-9,-12,-6,-11,-6,-11,-7,-8,-9,-13,-9,-5
-7,-8,-10,-6,-13,-8,-5,-4,-9,-8,-6,-9,-5,-4,-6,-5,-5,-8,-10,-7
-8,-5,-7,-5,-5,-7,-5,-7,-6,-10,-6,-3,-7,-5,-2,-8,-5,-4,-3,-3
-3,-5,-10,-3,-2,-6,-5,-3,-2,-5,-3,-3,-2,-4,-4,-3,-1,-6,-6,-1
0,-2,-1,0,-3,-3,-1,-2,-3,-3,-2,-1,-2,-2,-1,-1,-2,-3,-4,0
-2,-1,-1,-3,-2,-2,-2,-1,0,-2,-2,-3,0,-2,-2,0,0,-1,0,-2
-1,-1,-1,-1,0,0,-2,0,0,0,-1,0,0,0,-1,0,0,0,0,0
0,0,0,-1,-2,0,-2,0,0,-1,-1,-2,0,0,-1,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,-3,0,0,0,0
0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
