1.0127,4.0092
10.221,-1.212
12.844,0.047583
2.1721,1.7182
12.973,-0.81689
8.2695,-1.3924
9.7403,-0.31959
10.065,-1.2412
12.141,4.5743
3.1391,-0.71732
1.4627,0.72855
6.8024,4.9556
6.9678,5.1481
6.0024,4.9459
11.402,0.077106
2.1659,0.25062
1.9652,5.6739
5.7341,6.1867
11.652,6.2163
9.9605,0.023368
4.0267,0.35731
10.873,4.9496
11.383,0.050976
11.077,5.6615
10.133,4.6369
7.6627,4.7233
5.8917,4.7323
1.797,1.0528
8.1498,0.16448
16.411,5.4872
4.9307,4.6171
3.3417,-0.50856
6.4097,-1.1913
6.9418,-1.4889
2.9944,3.5877
10.944,-0.091072
12.502,-1.0823
1.1252,4.054
11.643,-1.5181
9.0289,4.6903
5.4299,0.043183
4.754,0.34516
13.245,4.7024
11.883,-0.24194
7.4819,0.017855
1.6146,-0.29544
1.5718,1.3336
9.5858,-0.064259
6.9652,5.1803
8.5009,5.8415
10.663,4.8153
12.305,0.076669
4.9659,0.12854
10.681,0.068429
9.8016,4.9891
9.7333,4.9172
13.308,0.0012392
10.121,4.7206
9.5441,4.8646
12.732,6.1229
14.649,4.7921
2.2916,5.7277
9.0899,6.2007
8.6469,4.8341
1.9094,4.1463
0.78279,5.1088
9.8608,4.7006
9.5795,4.9064
1.0477,1.9483
11.864,-0.75086
7.3645,-0.52758
3.289,-0.025505
2.8287,0.13686
1.5918,-0.91253
7.3196,-1.0633
5.0232,0.076772
7.5885,-0.49022
7.5059,4.63
12.22,0.050094
9.7021,0.032579
13.005,6.0878
7.9116,4.6892
8.8968,0.088117
8.6727,0.096227
1.6475,4.7634
3.4819,5.204
8.1782,4.8598
1.3197,0.64096
12.628,4.7726
10.92,6.2574
0.70169,2.7744
15.736,5.342
8.6595,4.8126
2.8001,6.1811
3.8052,4.4311
1.2588,6.1224
7.3163,-1.5571
9.4227,-0.28097
0.4408,4.4027
8.9087,-0.17099
12.464,0.015914
5.6439,4.6292
8.1894,0.0020367
0.3906,-1.1264
2.5743,4.5355
10.467,-0.40614
6.9333,4.4937
6.7385,-0.15944
9.5001,-1.0562
2.126,4.0389
7.2376,5.976
11.687,4.8004
10.344,5.7397
15.441,4.6412
4.8703,5.1191
7.1054,0.077674
4.6416,4.7124
8.1091,0.067937
2.3318,5.1116
10.426,5.4561
13.046,4.8201
6.5991,5.2884
9.3169,4.7911
16.173,5.4105
6.5176,-1.314
6.6543,-0.012562
10.316,0.0064411
6.347,-1.0033
9.2454,-0.28473
2.7522,-0.6557
1.7499,1.7249
4.8251,1.5708
1.8502,-0.6308
3.7253,5.5296
11.167,6.0753
3.8914,5.6138
1.2194,5.6149
10.397,0.0079871
10.706,0.0062015
6.4288,5.7053
5.1901,5.0341
8.5467,5.5157
0.66156,2.7234
8.486,5.155
13.369,5.7373
3.2305,4.3348
2.8067,0.85309
2.4101,5.1511
1.8188,5.1306
13.018,0.045654
13.546,4.7977
10.932,0
10.744,4.6784
