Data properties:
 
Recording date: 30/04/2008
Recording time : 10:35:40:921 (corresponds to time 0)
Study: AlasdairTPOnlyRoughness
Subject: HW
Recording: hw2
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Filter settings:
 
Eye: Average
Validity level: Normal
Fixation radius: 50
Min duration: 100
 
Fix number	Timestamp	Duration	GazepointX	GazepointY
 
1	291	957	797	560
2	1268	259	795	489
3	1587	140	1211	1003
4	1786	159	1332	1238
5	1986	499	816	592
6	2504	618	880	657
7	3142	678	807	532
8	3840	120	808	527
9	3999	1116	833	508
10	5155	518	1052	625
11	5714	1934	803	538
12	7687	100	796	543
13	7827	140	1101	543
14	8026	179	1255	895
15	8246	259	916	936
16	8545	159	674	963
17	8744	299	403	920
18	9063	179	456	1013
19	9302	259	449	420
20	9601	199	923	538
21	9841	518	924	536
22	10379	1116	804	563
23	11635	738	811	549
24	12412	219	1060	711
25	12672	219	1082	420
26	12931	1116	882	412
27	14067	1974	787	461
28	16061	638	829	699
29	16739	1037	802	543
30	17795	498	791	459
31	18393	339	806	457
32	18772	558	1002	457
33	19370	2033	785	472
34	21424	159	631	779
35	21623	997	604	489
36	22660	2034	791	472
37	24733	339	977	871
38	25132	239	466	996
39	25431	219	775	316
40	25690	538	779	137
41	26468	1136	803	540
42	27644	578	813	355
43	28262	239	945	231
44	28521	160	1081	182
45	28740	179	954	892
46	28940	399	931	760
47	29378	259	696	934
48	29697	199	512	600
49	29937	459	632	773
50	30455	399	423	322
51	30894	299	728	407
52	31232	797	1170	579
53	32070	419	786	530
54	32508	1675	794	549
55	34223	179	1032	911
56	34482	160	984	947
57	34682	139	976	963
58	34901	279	976	945
59	35240	2093	828	546
60	37353	2193	824	454
61	39566	479	855	446
62	40064	419	899	629
63	40503	100	897	649
64	40722	1894	792	548
65	42636	897	702	446
66	43553	1754	795	522
67	45348	179	868	864
68	45547	738	916	931
69	46364	279	859	643
70	46663	1714	812	538
71	48398	179	735	369
72	48597	419	695	348
73	49275	1894	798	535
74	51189	139	935	643
75	51388	179	547	378
