0.030043,0.064914,0.078326,0.06867,0.078863,0.064914,0.078863,0.069742,0.076717,0.05633,0.053112,0.042918,0.043455,0.040773,0.030579,0.025215,0.024678,0.017167,0.01073,0.011803,0.0069742,0.0096567,0.0026824,0.0032189,0.0042918,0.001073,0.0021459,0.00053648,0,0.00053648,0,0,0,0,0,0,0,0,0.00053648,0,0,0,0,0,0,0,0,0,0,0,0.00053648,0,0,0,0,0,0,0,0,0
0.041906,0.073131,0.076417,0.073952,0.051767,0.06327,0.049302,0.05341,0.052588,0.04848,0.03862,0.041906,0.049302,0.037798,0.041906,0.032046,0.033689,0.030403,0.017256,0.025472,0.018077,0.011504,0.0073952,0.0073952,0.0073952,0.0057518,0.0041085,0.0024651,0.00082169,0.00082169,0,0.00082169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082169
0.046398,0.067155,0.07326,0.068376,0.052503,0.04884,0.046398,0.047619,0.057387,0.042735,0.046398,0.03663,0.03663,0.040293,0.034188,0.035409,0.041514,0.028083,0.035409,0.02442,0.025641,0.025641,0.007326,0.013431,0.008547,0.003663,0,0.002442,0.001221,0,0.001221,0.001221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036424,0.048013,0.081126,0.067881,0.056291,0.06457,0.043046,0.071192,0.061258,0.054636,0.051325,0.049669,0.036424,0.034768,0.039735,0.038079,0.034768,0.024834,0.023179,0.018212,0.0099338,0.0082781,0.0099338,0.013245,0.0082781,0.0049669,0.0033113,0,0.0066225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020833,0.041667,0.075,0.06875,0.079167,0.054167,0.0625,0.05625,0.058333,0.047917,0.05625,0.070833,0.041667,0.027083,0.03125,0.029167,0.039583,0.025,0.025,0.0083333,0.0125,0.0125,0.01875,0.014583,0.0083333,0.0020833,0.0083333,0,0,0.0020833,0.0020833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019753,0.02963,0.041975,0.074074,0.051852,0.064198,0.066667,0.074074,0.051852,0.061728,0.034568,0.064198,0.064198,0.061728,0.02716,0.034568,0.041975,0.017284,0.012346,0.017284,0.014815,0.014815,0.022222,0.0049383,0.0074074,0.012346,0,0.0049383,0.0049383,0,0,0,0.0024691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019284,0.041322,0.049587,0.077135,0.052342,0.060606,0.044077,0.057851,0.068871,0.060606,0.055096,0.038567,0.055096,0.046832,0.033058,0.027548,0.027548,0.022039,0.035813,0.046832,0.013774,0.011019,0.0027548,0.0082645,0.013774,0.0055096,0.011019,0.0055096,0.0027548,0.0055096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015244,0.042683,0.057927,0.051829,0.097561,0.085366,0.060976,0.064024,0.060976,0.045732,0.051829,0.064024,0.030488,0.033537,0.054878,0.027439,0.036585,0.02439,0.012195,0.021341,0.012195,0.015244,0.012195,0.0030488,0.0030488,0.0091463,0.0030488,0,0,0,0,0.0030488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027491,0.041237,0.037801,0.072165,0.092784,0.082474,0.041237,0.072165,0.075601,0.082474,0.044674,0.034364,0.034364,0.044674,0.030928,0.013746,0.027491,0.020619,0.030928,0.0034364,0.037801,0.0034364,0.020619,0.013746,0.0034364,0,0.0034364,0,0,0,0.0034364,0,0.0034364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030418,0.030418,0.087452,0.087452,0.041825,0.087452,0.041825,0.091255,0.045627,0.079848,0.034221,0.030418,0.04943,0.045627,0.011407,0.026616,0.011407,0.034221,0.022814,0.011407,0.015209,0.015209,0.015209,0.015209,0.011407,0,0.0076046,0.015209,0.0038023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
