0.030043,0.094957,0.17328,0.24195,0.32082,0.38573,0.46459,0.53433,0.61105,0.66738,0.72049,0.76341,0.80687,0.84764,0.87822,0.90343,0.92811,0.94528,0.95601,0.96781,0.97479,0.98444,0.98712,0.99034,0.99464,0.99571,0.99785,0.99839,0.99839,0.99893,0.99893,0.99893,0.99893,0.99893,0.99893,0.99893,0.99893,0.99893,0.99946,0.99946,0.99946,0.99946,0.99946,0.99946,0.99946,0.99946,0.99946,0.99946,0.99946,0.99946,1,1,1,1,1,1,1,1,1,1
0.041906,0.11504,0.19145,0.26541,0.31717,0.38044,0.42975,0.48316,0.53574,0.58422,0.62284,0.66475,0.71405,0.75185,0.79376,0.8258,0.85949,0.88989,0.90715,0.93262,0.9507,0.9622,0.9696,0.97699,0.98439,0.99014,0.99425,0.99671,0.99753,0.99836,0.99836,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,0.99918,1
0.046398,0.11355,0.18681,0.25519,0.30769,0.35653,0.40293,0.45055,0.50794,0.55067,0.59707,0.6337,0.67033,0.71062,0.74481,0.78022,0.82173,0.84982,0.88523,0.90965,0.93529,0.96093,0.96825,0.98168,0.99023,0.99389,0.99389,0.99634,0.99756,0.99756,0.99878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.036424,0.084437,0.16556,0.23344,0.28974,0.3543,0.39735,0.46854,0.5298,0.58444,0.63576,0.68543,0.72185,0.75662,0.79636,0.83444,0.86921,0.89404,0.91722,0.93543,0.94536,0.95364,0.96358,0.97682,0.9851,0.99007,0.99338,0.99338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.020833,0.0625,0.1375,0.20625,0.28542,0.33958,0.40208,0.45833,0.51667,0.56458,0.62083,0.69167,0.73333,0.76042,0.79167,0.82083,0.86042,0.88542,0.91042,0.91875,0.93125,0.94375,0.9625,0.97708,0.98542,0.9875,0.99583,0.99583,0.99583,0.99792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.019753,0.049383,0.091358,0.16543,0.21728,0.28148,0.34815,0.42222,0.47407,0.5358,0.57037,0.63457,0.69877,0.76049,0.78765,0.82222,0.8642,0.88148,0.89383,0.91111,0.92593,0.94074,0.96296,0.9679,0.97531,0.98765,0.98765,0.99259,0.99753,0.99753,0.99753,0.99753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.019284,0.060606,0.11019,0.18733,0.23967,0.30028,0.34435,0.4022,0.47107,0.53168,0.58678,0.62534,0.68044,0.72727,0.76033,0.78788,0.81543,0.83747,0.87328,0.92011,0.93388,0.9449,0.94766,0.95592,0.9697,0.97521,0.98623,0.99174,0.99449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.015244,0.057927,0.11585,0.16768,0.26524,0.35061,0.41159,0.47561,0.53659,0.58232,0.63415,0.69817,0.72866,0.7622,0.81707,0.84451,0.8811,0.90549,0.91768,0.93902,0.95122,0.96646,0.97866,0.98171,0.98476,0.9939,0.99695,0.99695,0.99695,0.99695,0.99695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.027491,0.068729,0.10653,0.17869,0.27148,0.35395,0.39519,0.46735,0.54296,0.62543,0.6701,0.70447,0.73883,0.78351,0.81443,0.82818,0.85567,0.87629,0.90722,0.91065,0.94845,0.95189,0.97251,0.98625,0.98969,0.98969,0.99313,0.99313,0.99313,0.99313,0.99656,0.99656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.030418,0.060837,0.14829,0.23574,0.27757,0.36502,0.40684,0.4981,0.54373,0.62357,0.65779,0.68821,0.73764,0.78327,0.79468,0.82129,0.8327,0.86692,0.88973,0.90114,0.91635,0.93156,0.94677,0.96198,0.97338,0.97338,0.98099,0.9962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
