11.8,27.95,34.3,9.45,7.15,5.35,1.55,2.6,3.5
14.05,23.3,18.05,2.9,5.6,5.75,1.8,3,4.1
24.25,15.333,42.4,3.25,3.8,4.25,2.25,2.7,4.1
11.7,17.737,45.25,4.2,3.5,8.1,1.75,3.1,4.15
13.5,17.105,26.6,1.8,2.6,4.45,1.3,1.65,2.3
13.35,35.9,61.15,5.35,4.8,8.4,2.15,2.5,3.6
11.35,18.75,25.7,7.5,3.1,7.6,2.2,2.5,3.55
9.99,21.92,28.28,3.24,6.54,11.18,1.6,2.41,7.26
