0.5749,1.6879
5.1085,2.4981
8.3703,-1.1588
2.0666,0.75093
2.5432,-1.178
2.786,3.1597
9.4616,3.6974
7.6481,4.5236
4.6882,-1.4957
9.6581,3.7779
3.9241,-1.5537
3.8394,1.0191
5.467,3.9855
1.2853,0.34654
2.9449,2.6295
3.8242,-1.5489
1.739,3.6787
7.4014,2.6325
7.2884,-1.3136
5.9406,3.9429
7.5984,-1.474
3.4132,1.1071
1.1529,-1.3505
7.5606,2.8226
8.04,3.2309
2.074,3.8353
5.8367,3.4234
6.2997,4.4326
7.1718,4.158
6.548,-1.5146
5.7186,4.4184
6.018,4.0077
3.1907,0.36
5.4216,4.3026
5.293,3.9942
5.2531,3.3146
5.2218,-0.96322
2.654,-1.3412
1.5309,1.2005
5.2643,-1.3397
1.0358,-0.34739
4.8496,-1.3761
4.6696,-1.3206
4.6995,3.5446
2.4832,1.4079
7.11,4.3572
8.2048,2.9617
2.283,3.7704
2.2848,3.5098
3.7827,2.9633
7.6126,3.0758
0.73352,0.2783
3.1304,0.54042
1.6006,1.3055
1.1736,1.9061
4.574,2.6452
3.7395,2.4038
4.7816,4.2707
8.4034,4.2452
5.002,0.68102
4.4611,2.9641
7.6788,4.0985
7.2859,4.3021
0.88666,0.42976
5.6923,4.1407
3.7728,-0.093477
6.4692,4.2372
8.4529,4.4449
7.0659,4.4123
9.3878,-1.2776
4.3345,4.0697
3.6127,4.4494
1.5119,2.0941
0.6885,2.9203
7.4789,3.6372
5.9012,3.2382
7.1003,3.2785
4.3143,1.2011
7.7117,4.0667
2.548,2.1972
9.4029,4.1146
6.5008,3.0022
6.5282,4.2533
5.7937,3.1734
5.2425,-0.46365
7.9292,3.0086
2.468,1.5436
6.3954,-1.2954
1.9676,1.511
6.2864,-1.3943
4.7085,4.566
2.9925,2.5396
6.8028,3.4564
6.0602,-1.038
0.71027,0.11849
3.9528,2.9018
8.787,2.8768
3.644,0.69415
1.9046,0.86026
2.326,4.3587
8.2126,3.1822
1.5939,1.159
1.1049,2.2052
6.2706,1.2786
4.1882,2.8072
6.8682,2.7914
3.778,2.1859
4.7891,3.8924
6.5956,3.3614
4.751,4.578
5.1714,-1.1434
6.8615,4.4107
5.921,4.5305
6.342,4.2027
10.432,-1.1371
5.7636,-1.2913
4.3056,-1.339
6.3593,-1.1307
8.1476,2.5899
1.6819,-1.1161
3.7332,2.1189
7.0169,4.2509
3.0959,1.6467
8.2226,-1.5627
4.1757,3.3807
4.2744,-0.9273
5.1256,3.1547
3.3436,4.3589
2.9683,3.3523
3.1281,-0.36756
0.88123,1.0304
2.8041,3.1775
5.6317,4.0832
1.3369,1.3685
6.6877,-0.56443
4.5151,3.2756
5.1128,1.9184
3.0033,3.136
1.1151,1.249
5.1243,-1.217
2.5419,-1.4317
3.5954,2.6028
3.3823,4.1175
5.7997,-0.95558
3.67,2.1512
2.1695,-1.1141
2.6145,-0.73091
3.184,3.279
1.6802,1.6108
2.426,1.7587
1.5212,2.2231
4.1351,-1.4978
3.7306,-1.4219
5.6252,0.11033
0.9748,0.83414
7.2959,4.3472
3.1184,-0.096992
2.6748,4.201
5.9972,4.215
4.3921,-1.5517
7.0546,0.47742
4.1142,4.0599
9.9154,4.0172
2.1695,-0.58156
1.9601,-0.59038
2.1551,-0.31682
2.6555,-0.28177
2.9187,0.56408
3.9412,-1.3434
6.8397,0.63275
3.0035,2.6405
3.9028,-1.2382
3.3122,-1.4131
3.6805,1.2462
4.6633,-0.49418
3.9597,-0.4466
4.3579,0.24871
4.5806,-1.3232
4.1817,-0.2761
5.1195,-1.3464
5.7218,-1.0128
2.5496,0.28011
2.8198,-0.90349
2.6026,-0.56475
1.1736,-0.59197
2.6086,-0.87194
3.5058,0.13919
5.7411,4.25
1.1295,0.73282
5.7506,0.058243
5.9663,-1.5147
2.6127,-0.43779
2.0113,0.25308
3.5224,-1.5613
2.83,-1.0009
6.5063,-0.51309
5.4851,2.8121
7.618,-1.3476
4.3836,1.8417
1.1077,1.8158
2.1881,3.736
8.1891,-1.191
5.7008,4.6536
3.3104,3.0248
3.8908,0.81588
1.1556,2.5213
3.3162,-0.26093
3.5254,3.0988
2.2167,4.0992
5.3263,4.6904
2.9029,1.7863
7.5926,4.3245
1.3226,0.5034
3.4089,-1.0278
4.1587,4.6882
2.1009,0.13625
1.805,1.249
5.3329,4.1714
11.219,-1.2177
6.2901,4.6938
2.1856,4.0796
2.4513,1.5434
3.2105,-0.062745
3.9203,2.8997
2.1893,-0.94876
4.8997,-1.0521
4.7416,4.0321
1.3501,0.36896
2.0389,4.3151
2.2733,4.428
5.8294,2.7899
2.6706,0.76318
7.6591,4.4949
7.8954,0.16133
4.2679,-0.30312
3.4893,0.13986
5.6931,-0.3543
4.335,2.7108
3.3934,-0.6979
4.1384,-0.97268
9.1955,4.2528
2.8339,-0.30677
1.4212,-0.67659
3.1281,3.5092
3.966,4.6447
2.1447,-0.10979
2.2859,1.048
3.2434,-0.60522
6.7492,-1.4342
3.3235,-0.035339
2.8429,1.4999
1.7667,1.5042
3.1569,0.11183
6.9412,0.14496
6.8491,3.8838
3.3619,-0.94127
1.6372,1.3432
2.1727,3.336
4.8108,0.95864
2.256,1.2608
1.3559,0.13664
6.8958,3.3689
4.6842,3.818
