8.9992,48.439,15.83,14.951,12.09,26.58,18.404,43.094,13.779,8.4661,1.3502,4.9589,1.4554,0.52392,18.57,0.9183,1.8903,1.4754,0.28899,0.46567,18.844,5.7692,1.0705,4.1675,0.5469,0.0072378,0.17899,5.9109,0.3871,0.8027,1.2757,2.0623,2.2915,0.47672,0.76176,0.071803,0.44613,4.0053,0.013306,0.80993,2.6031,1.8626,1.0718,0.39723,0.34307,0.80861,0.041841,0.071004,0.45207
55.822,54.974,11.114,0.33757,1.0757,2.457,3.2029,8.4304,11.053,6.9489,33.961,29.956,0.67922,4.4212,17.231,14.367,1.9356,3.3627,1.4185,2.2646,1.3557,0.4472,0.23134,0.14512,0.091829,4.3495,4.4891,0.78211,0.12994,0.38797,0.11746,2.0351,0.045748,0.042251,0.13987,0.11146,1.2568,0.062394,0.50719,0.17271,1.7648,0.80409,0.056307,5.5213,0.79922,0.91085,0.070378,0.19499,0.28986
55.045,35.5,28.535,27.078,11.725,20.526,16.553,18.818,1.5054,3.5855,2.0118,1.7753,3.7205,2.0577,0.25425,3.207,0.42075,0.11286,8.9255,2.2688,2.6288,0.39409,1.2568,0.83678,0.26213,0.53634,0.49362,2.9252,1.9129,16.135,2.0456,1.8669,0.37062,0.14359,0.024517,0.5602,1.2651,0.52829,1.0221,0.30232,0.66574,3.7413,0.48715,10.813,2.0385,0.79415,0.95512,1.4692,0.12532
37.653,23.251,0.61042,37.998,12.702,34.22,32.12,15.978,2.5573,9.2777,9.7244,5.7115,0.60935,4.8127,2.3223,0.098257,21.746,5.0101,2.8296,0.84777,4.808,0.7726,0.58221,0.53472,1.3653,0.051995,0.98834,2.5309,0.70306,0.33275,3.598,0.10283,1.9417,0.27444,0.93754,0.078583,0.10776,0.066252,0.29967,0.052336,0.72415,0.084665,5.231,3.3296,0.24011,1.3557,11.959,1.7452,0.72444
52.425,3.0083,54.746,21.474,11.972,10.848,0.97333,12.374,10.854,0.03353,8.9569,1.7175,1.6273,0.19483,2.667,13.092,0.77824,11.836,9.4847,3.458,1.0482,0.59921,1.5353,0.38741,5.4618,0.41821,1.0828,1.4327,7.1031,0.2643,0.70093,18.972,0.94976,0.85551,0.11612,3.9151,4.4132,0.46835,0.65616,0.72719,1.828,0.1851,0.1537,0.43452,0.084707,0.43041,0.19982,0.0027443,0.43643
50.774,7.8495,25.274,8.9748,31.662,9.4823,1.8636,4.3433,1.3107,0.7188,3.0332,6.7689,0.47259,5.5219,0.68586,0.22049,0.69738,32.392,6.5928,19.284,4.1635,0.29239,12.969,0.33942,0.3016,0.3773,0.27288,0.11361,0.10048,17.35,3.726,7.0966,1.103,0.80612,0.35511,2.9785,1.3595,10.109,1.5269,0.10523,0.024346,0.041779,0.052858,0.1451,3.2331,0.93199,0.91763,0.24889,1.6419
45.179,6.9341,11.824,11.059,32.815,4.7135,1.3053,1.8156,0.47614,0.20969,3.7812,6.4994,37.679,4.2267,6.2994,10.141,9.3032,3.1002,0.49682,0.8114,6.4921,0.074823,1.9906,1.9327,0.80628,0.54159,0.32445,1.7548,0.37621,1.1834,0.23311,2.1103,0.1517,0.58924,0.34442,0.12449,0.048005,0.43552,1.5587,0.55099,1.0266,0.03065,0.0804,0.082737,0.0093621,1.8828,0.17644,1.3432,0.41849
41.451,23.549,19.768,29.797,30.241,2.9795,5.6137,1.3933,8.7892,3.6265,10.054,8.2189,0.32687,21.014,2.6714,0.68198,1.7072,1.5215,0.22404,20.268,0.16104,0.51835,0.13406,0.80217,0.72211,6.7132,7.0371,18.352,5.4897,8.1434,0.6757,0.88417,0.059941,1.1884,1.2793,0.087319,4.6802,2.7139,2.0798,0.29138,0.64901,7.1053,0.16541,0.50043,0.12887,0.034108,0.27926,0.020132,0.020767
46.83,38.457,13.501,14.123,14.557,1.1895,54.19,3.8646,1.1358,2.641,15.136,7.7132,2.0892,4.0449,5.2553,1.0702,0.064055,4.2039,4.4373,6.8599,2.0944,0.208,1.6142,0.24091,2.3376,1.4702,0.62273,1.126,0.71298,0.095008,0.89756,0.557,0.15274,4.5004,1.3008,0.78925,0.06101,0.73989,0.48835,0.54497,0.070751,0.10493,0.0066182,0.11234,0.30415,0.22856,0.62869,0.0096615,0.083983
53.158,7.0042,3.3165,28.092,11.416,4.9797,10.264,3.2907,22.74,10.244,1.4664,0.17494,13.793,4.3094,1.4523,1.467,5.3695,0.15222,0.79406,10.59,22.779,0.55922,2.417,1.3736,40.754,7.2183,1.6677,7.3952,2.6752,1.7976,8.3055,0.92021,0.94128,0.85576,1.8812,1.1296,1.1411,4.372,0.45269,0.32401,0.51283,0.26794,0.27289,0.099568,2.5629,1.7794,0.43761,0.45784,1.7523
