54.625,12.116,6.5572,8.257,2.5025,4.1096,28.841,0.25786,3.1102,0.68609,11.171,0.97097,2.0497,0.37257,0.62132,0.12591,0.047894,0.15049,0.2667,0.083687,0.090679,0.054742,0.16337,0.22442,0.056009,0.30413,0.12047,0.33046,0.31601,1.3725,0.065317,0.18786,0.0093106,0.015427,0.022002,0.011643,0.061373,0.014208,0.317,0.058973,0.014596,0.013628,0.027885,0.0038793,0.0060949,0.040622,0.0013585,44.663,0.012316
46.649,23.854,6.6008,3.9797,0.8613,1.6123,2.5424,0.29789,0.46746,0.32311,0.81707,0.37782,0.067164,0.11724,0.24398,0.027092,0.18847,0.077255,0.085616,0.02736,0.13631,3.5934,0.10637,0.026283,0.096609,0.015297,4.9185,0.061399,3.2214,0.10584,0.11383,0.049819,0.0071532,0.017634,0.007249,16.22,0.0085536,0.02947,0.091431,0.0091263,0.0099293,1.3362,0.038623,0.0083268,0.18911,0.020671,0.0036535,0.26647,0.010956
42.216,43.496,7.8839,1.3608,0.047712,5.4352,8.9447,0.071131,1.8819,1.2166,0.094733,2.7054,0.62461,3.2358,6.4031,0.12073,0.95407,0.98904,0.1142,0.53374,0.032391,0.10401,0.042158,0.010029,0.011647,0.010105,0.031327,0.088666,0.38628,0.013582,12.624,0.0058956,0.045126,0.007348,0.76634,0.14099,0.13211,0.2494,18.632,0.129,0.007212,0.014168,0.07439,27.192,1.194,0.023192,0.00046933,0.012753,0.0016773
44.626,11.993,2.7396,3.1515,0.25889,16.069,1.2189,36.879,0.065928,0.10315,2.278,0.23951,0.421,0.074758,0.058945,3.7859,0.74797,0.11938,0.31189,0.038036,1.3027,0.73654,0.1232,0.024231,0.0060814,0.031622,0.089022,0.0098583,0.021785,0.16708,0.34121,0.063223,0.017382,0.059825,0.062493,0.0073113,0.0078626,0.00025473,0.015743,17.981,0.0032896,0.01356,0.013684,0.075555,0.023614,0.012596,0.010866,0.010199,0.020163
51.208,41.514,7.1674,1.9782,1.8806,0.11813,11.258,8.2477,0.14222,34.023,2.4215,0.99233,0.29574,8.5002,1.1504,1.8814,1.2446,1.0116,0.37437,0.078381,0.014425,0.24941,0.0079253,0.44041,1.1837,0.078157,0.016873,0.060072,1.1724,0.046165,0.28862,0.19219,0.16196,0.14589,0.015656,0.060174,0.078655,0.034325,0.25331,0.038873,0.026485,0.00048869,0.0023365,6.117,0.13177,0.90351,0.024117,0.0014986,0.1677
55.004,4.8034,5.5404,5.0396,4.0568,2.8662,0.26771,18.31,5.3609,0.40725,9.8854,0.11116,0.41872,0.20192,2.7057,0.23586,0.47637,0.70582,0.066026,0.023712,3.6363,0.16976,0.13639,0.042301,0.038137,0.026387,0.038225,0.026493,1.1557,0.027433,8.3479,0.16073,28.55,0.043892,0.0159,1.1248,0.063412,0.12175,0.25301,0.097863,0.0044899,0.023443,0.097358,0.2184,0.038891,0.074509,0.012837,0.016184,0.01504
44.637,9.0054,26.524,38.507,2.7737,8.2843,4.563,2.3916,16.314,0.69545,0.013883,1.5392,1.3369,1.2756,0.22039,0.83063,0.087619,0.37727,0.2658,0.18389,0.063022,0.82305,1.6366,0.82607,0.10524,0.00022347,0.061395,0.022136,0.0095902,0.053299,0.022115,9.748,0.021527,0.059347,0.016338,0.042826,0.097415,0.021762,0.014491,0.0026916,0.35482,0.016477,0.48101,0.0050139,0.23977,0.17809,0.035805,0.40359,0.045747
52.564,12.672,8.4401,43.642,1.4533,1.4808,0.057342,3.4177,0.92821,0.98279,0.40103,4.1592,0.48715,1.1237,0.12405,14.307,17.033,0.2194,0.060288,0.17646,1.269,0.49613,0.049683,0.078681,1.0522,0.38387,0.0028014,0.080839,0.072111,0.028062,0.024008,3.1342,0.18047,0.18058,0.10775,0.40037,0.88045,0.0012023,0.12486,0.36819,6.3826,0.056764,0.050434,0.049435,0.080366,0.084227,0.011951,0.079851,0.055272
54.073,16.848,4.024,7.5056,1.0623,6.2504,0.084526,1.0136,0.084285,0.087686,45.966,4.4524,2.2147,0.50797,0.45489,0.86474,0.24651,0.1077,0.16037,0.1235,4.3509,26.22,0.03665,0.4441,3.6313,0.039319,0.0053823,0.049599,0.084561,0.12019,0.032729,0,1.2295,0.024624,0.001353,0.13019,0.84338,0.042687,0.16106,0.032141,0.13818,0.038621,16.694,0.028719,1.1209,0.026868,0.072206,0.036421,0.0066649
43.7,4.5253,39.409,17.083,1.1706,2.1306,1.087,2.0384,0.1449,0.13897,0.18037,3.2192,1.0811,0.26542,0.043471,0.15009,0.54807,0.06953,0.40034,0.051198,0.026162,0.46722,0.029922,0.040146,1.0141,43.166,0.02853,0.014308,0.10146,5.789,0.26721,0.66812,0.057024,0.0077293,0.1358,0.13052,0.010225,0.0023568,0.012731,0.02056,0.04106,0.00072473,0.021981,0.012152,0.12083,6.6507,0.20168,0.030156,0.11749
28.43,28.421,4.5236,1.1484,5.6967,6.9821,27.853,0.45255,1.5351,0.09399,0.67246,0.3209,0.037548,0.087849,0.21328,0.094525,0.010111,0.030958,0.065522,0.045474,0.018151,8.6063,0.16753,1.8459,1.0466,6.4142,0.070905,0.0056788,0.044141,7.4289,0.021548,0.0093331,0.13182,0.11055,0.073527,0.029164,1.3335,0.010705,0.24914,0.59119,0.0048625,0.0045336,0.0033498,0.0052219,0.1314,1.4899,0.00065692,0.097691,0.0067517
49.631,30.367,2.3574,5.1382,17.107,0.029122,0.95538,0.74767,5.3421,6.3259,1.9518,0.89169,31.614,0.38556,3.1645,0.16983,0.39471,0.15137,0.032728,0.7665,0.025497,0.13268,0.051586,0.16888,0.58161,0.081339,1.3532,3.129,0.054441,0.077058,0.030959,0.029183,0.003348,0.012646,0.0032893,0.16972,0.039445,0.014531,0.098718,8.9062,1.1188,0.0049885,0.0028232,0.010886,0.001954,0.002849,0.3453,0.09442,0.019057
38.407,18.106,7.6816,2.1887,0.68216,0.044048,0.094619,6.5376,13.727,19.348,0.21634,0.28787,9.5983,0.029676,0.035085,7.8999,0.028595,0.40401,0.56559,0.2821,0.1929,0.041394,0.046002,0.0061467,0.094801,0.52482,0.0043008,0.15958,0.0019833,0.0090653,0.15879,0.071143,0.017717,0.14901,0.020935,0.31658,0.0098451,0.0031331,0.0085283,0.095123,0.0010314,0.0088554,0.1313,0.045076,0.053643,0.025564,0.012272,0.068988,0.0017669
38.141,2.1256,36.472,7.2696,3.9819,1.6623,4.3385,0.39604,0.33263,4.6219,0.25229,0.029719,1.8502,44.754,0.13182,2.3142,1.5732,0.10234,0.77391,3.0785,0.06431,0.0030688,0.02646,0.025385,0.027116,0.14448,0.7709,0.043688,0.0064985,0.37019,0.030869,1.3174,0.14292,0.03122,0.77111,0.054631,0.053681,0.1151,0.0097973,0.0088729,0.027273,0.0020162,0.074413,0.048285,0.045254,0.0099902,0.017079,1.5429,0.0035083
40.501,18.126,0.07461,0.23013,37.319,9.1745,5.277,0.49956,0.55131,0.021917,0.049352,0.020099,0.0057812,1.5058,0.1716,0.069014,0.34476,0.9919,20.159,0.0047899,0.26235,0.30394,0.31069,0.019382,0.040937,0.0040232,0.040901,1.8491,0.6462,0.082324,0.029387,2.8986,0.090912,4.9797,0.085227,0.099495,13.444,0.20034,0.0088437,0.02232,0.024527,0.46043,0.013554,0.13645,0.0010884,0.051367,0.002441,0.0015276,0.025193
54.399,36.053,2.71,3.7602,1.7459,0.20854,0.036944,0.12079,0.0070415,0.78688,0.45675,0.073127,0.01648,1.1544,0.0034058,0.04457,0.012753,0.0064499,2.8007,3.2381,0.025069,0.021921,1.3703,0.79802,0.11239,0.060976,1.4532,0.018306,24.694,0.1238,0.0011344,1.1641,0.009902,12.757,0.011483,0.033002,0.006047,0.2447,0.0032893,0.051754,0.0073109,0.08517,0.00017985,0.042053,0.025445,0.052982,0.059309,2.1501,1.3703
55.157,8.509,11.618,24.287,2.8818,0.15643,33.141,0.29579,0.40538,0.34104,0.013495,0.033738,0.74234,1.842,0.11504,0.071038,5.1434,2.2334,0.16241,0.31014,0.23909,0.22677,0.30174,0.14672,0.058742,0.44277,0.1363,0.40941,0.010747,0.055628,0.41019,0.84892,0.072955,0.05428,0.035905,0.1229,0.025932,0.037496,0.022336,0.008795,0.013772,0.013119,0.0036818,0.12567,0.017754,0.0020016,0.00096128,0.025024,0.056525
54.793,6.5556,36.721,19.19,3.3268,2.6271,24.409,0.45882,0.16743,1.154,13.323,0.59886,0.40014,0.15526,0.28093,0.07528,0.14038,1.7874,0.36588,0.21099,0.04102,2.1066,0.10684,0.039407,0.0048879,0.051753,0.24832,0.0050887,0.043731,0.12321,0.53043,0.012128,0.014632,1.0199,0.019363,0.0049249,0.037428,0.24666,0.026621,0.41098,0.012826,50.744,0.0029031,0.15859,0.18074,0.026852,0.42835,0.11077,0.021001
40.711,10.968,22.916,1.5684,1.783,0.022554,0.14087,8.4526,0.0016217,22.906,0.51871,0.35531,0.083055,0.24445,0.38469,3.0908,0.050277,0.082363,0.6487,0.19206,0.07475,1.249,0.3662,0.30655,0.09349,0.011091,0.0101,0.35153,0.0089106,0.65455,0.36226,0.024836,0.046222,0.45756,0.0042282,0.095953,0.0022449,0.018931,0.0026232,0.030647,1.8835,0.11013,0.17722,11.455,0.0015489,0.0027453,0.002155,0.026745,0.019239
45.341,14.606,8.939,2.3799,19.04,0.032191,4.3669,0.05594,4.4584,16.807,13.807,0.18037,0.64432,0.33894,0.31677,0.30631,0.208,0.0079591,0.05989,0.77766,0.42795,0.0093945,0.076967,0.26402,0.042532,0.15648,1.6061,0.010726,0.00011888,0.0019313,0.0037302,0.013679,0.099309,7.7991,0.0013536,0.0017978,0.0086562,0.018535,2.7524,1.5285,0.077105,0.089885,0.015915,0.00033303,0.006423,0.0086148,0.093266,0.11217,0.029772
