3.2401,3.2505
8.3066,3.1637
1.1381,-0.37777
3.3989,3.8641
1.7957,0.23591
6.6732,3.4182
11.968,4.2617
3.2401,6.1742
8.3066,6.2611
1.1381,3.5194
3.3989,5.5606
1.7957,2.9057
6.6732,6.0066
11.968,5.1631
3.1319,4.3568
6.3183,3.897
10.347,3.7305
7.7388,3.0162
5.8063,3.0115
4.4069,3.8597
4.5686,2.9571
5.7855,3.2663
3.1319,5.068
6.3183,5.5277
10.347,5.6943
7.7388,0.12543
5.8063,0.13008
4.4069,5.5651
4.5686,0.18445
5.7855,6.1585
2.479,0.30248
1.9305,0
3.8444,3.0936
3.4057,3.4057
3.6237,4.3628
5.5444,3.7162
6.8126,3.2918
4.9672,3.0402
4.7521,-0.8878
1.7217,-0.80608
1.4204,4.2064
2.479,2.8391
1.9305,3.1416
3.8444,0.047998
3.4057,6.0191
3.6237,5.062
5.5444,5.7086
6.8126,6.133
4.9672,0.10135
4.7521,4.0294
1.7217,3.9477
1.4204,5.2183
6.5751,3.1772
11.868,3.143
5.6302,3.0523
3.6798,4.1978
6.5751,6.2476
11.868,6.2818
5.6302,0.089314
3.6798,5.227
6.0212,4.1529
3.5075,0.17301
8.3598,3.1795
2.4001,2.8508
6.2931,3.9458
2.2131,4.3234
8.028,-1.3273
3.5345,-0.79882
2.3513,0.8916
8.6874,3.0475
5.6744,3.7509
7.5741,3.2498
1.4204,1.0648
6.0212,5.2719
3.5075,2.9686
8.3598,6.2453
2.4001,0.29079
6.2931,5.479
2.2131,5.1013
8.028,4.4689
3.5345,3.9404
2.3513,2.25
8.6874,0.094133
5.6744,5.6739
7.5741,6.175
1.4204,2.0767
11.283,3.071
2.0347,0.91409
1.5839,6.1983
1.212,1.3897
5.1881,3.2127
3.8429,6.2439
11.283,0.070575
2.0347,2.2275
1.5839,3.2265
1.212,1.7519
5.1881,6.2121
3.8429,3.1809
10.714,3.3682
2.2494,0.65843
6.4604,3.1002
10.714,6.0566
2.2494,2.4832
6.4604,0.041427
2.1687,2.4934
4.8999,3.2961
1.561,4.3838
12.578,4.6546
5.4117,4.874
4.0817,3.5114
5.7351,4.9241
4.9705,3.4889
2.1687,0.64815
4.8999,6.1287
1.561,5.0409
12.578,4.7702
5.4117,4.5508
4.0817,5.9134
5.7351,4.5007
4.9705,5.9359
0.77045,0.28728
1.8937,-0.86698
4.1183,0.49642
11.189,4.2401
0.77045,2.8543
1.8937,4.0086
4.1183,2.6452
11.189,5.1847
5.5006,5.5818
1.5982,1.5077
6.1419,3.1688
6.0242,3.553
5.5006,3.843
1.5982,1.6339
6.1419,6.2559
6.0242,5.8717
