strategy, trial, beta, ecc, phi, n, x, y 
optimal, 35, 1.650, 225, 135, 21, 764, 123
optimal, 35, 1.650, 225, 135, 22, 234, 905
optimal, 35, 1.650, 225, 135, 23, 213, 137
optimal, 35, 1.650, 225, 135, 24, 870, 731
optimal, 35, 1.650, 225, 135, 25, 804, 229
optimal, 35, 1.650, 225, 135, 26, 237, 825
optimal, 35, 1.650, 225, 135, 27, 827, 816
optimal, 35, 1.650, 225, 135, 28, 217, 178
optimal, 35, 1.650, 225, 135, 29, 184, 525
optimal, 35, 1.650, 225, 135, 30, 807, 177
optimal, 35, 1.650, 225, 135, 31, 267, 930
optimal, 35, 1.650, 225, 135, 32, 850, 551
optimal, 35, 1.650, 225, 135, 33, 211, 112
optimal, 35, 1.650, 225, 135, 34, 806, 922
optimal, 35, 1.650, 225, 135, 35, 787, 129
optimal, 35, 1.650, 225, 135, 36, 185, 540
optimal, 35, 1.650, 225, 135, 37, 219, 928
optimal, 35, 1.650, 225, 135, 38, 832, 514
optimal, 35, 1.650, 225, 135, 39, 186, 138
optimal, 35, 1.650, 225, 135, 40, 796, 940
optimal, 35, 1.650, 225, 135, 41, 808, 101
optimal, 35, 1.650, 225, 135, 42, 179, 846
optimal, 35, 1.650, 225, 135, 43, 206, 409
optimal, 35, 1.650, 225, 135, 44, 811, 846
optimal, 35, 1.650, 225, 135, 45, 250, 78
optimal, 35, 1.650, 225, 135, 46, 821, 454
optimal, 35, 1.650, 225, 135, 47, 823, 82
optimal, 35, 1.650, 225, 135, 48, 200, 904
optimal, 35, 1.650, 225, 135, 49, 228, 501
optimal, 35, 1.650, 225, 135, 50, 288, 532
stochastic, 36, 1.700, 225, 135, 1, 512, 513
stochastic, 36, 1.700, 225, 135, 2, 489, 444
stochastic, 36, 1.700, 225, 135, 3, 494, 245
stochastic, 36, 1.700, 225, 135, 4, 721, 260
stochastic, 36, 1.700, 225, 135, 5, 770, 287
stochastic, 36, 1.700, 225, 135, 6, 939, 142
stochastic, 36, 1.700, 225, 135, 7, 525, 167
stochastic, 36, 1.700, 225, 135, 8, 288, 532
optimal, 36, 1.700, 225, 135, 1, 512, 513
optimal, 36, 1.700, 225, 135, 2, 288, 532
stochastic, 37, 1.600, 225, 180, 1, 512, 512
stochastic, 37, 1.600, 225, 180, 2, 378, 332
optimal, 37, 1.600, 225, 180, 1, 512, 512
optimal, 37, 1.600, 225, 180, 2, 626, 749
optimal, 37, 1.600, 225, 180, 3, 616, 258
optimal, 37, 1.600, 225, 180, 4, 270, 710
optimal, 37, 1.600, 225, 180, 5, 283, 253
optimal, 37, 1.600, 225, 180, 6, 741, 734
optimal, 37, 1.600, 225, 180, 7, 765, 253
optimal, 37, 1.600, 225, 180, 8, 259, 780
optimal, 37, 1.600, 225, 180, 9, 243, 253
optimal, 37, 1.600, 225, 180, 10, 378, 332
stochastic, 38, 1.650, 225, 180, 1, 512, 513
stochastic, 38, 1.650, 225, 180, 2, 331, 548
stochastic, 38, 1.650, 225, 180, 3, 378, 332
optimal, 38, 1.650, 225, 180, 1, 512, 512
optimal, 38, 1.650, 225, 180, 2, 378, 332
stochastic, 39, 1.700, 225, 180, 1, 513, 513
stochastic, 39, 1.700, 225, 180, 2, 606, 547
stochastic, 39, 1.700, 225, 180, 3, 687, 449
stochastic, 39, 1.700, 225, 180, 4, 307, 689
stochastic, 39, 1.700, 225, 180, 5, 457, 560
stochastic, 39, 1.700, 225, 180, 6, 604, 465
stochastic, 39, 1.700, 225, 180, 7, 378, 332
optimal, 39, 1.700, 225, 180, 1, 513, 513
optimal, 39, 1.700, 225, 180, 2, 630, 776
optimal, 39, 1.700, 225, 180, 3, 351, 223
optimal, 39, 1.700, 225, 180, 4, 378, 332
stochastic, 40, 1.600, 225, 225, 1, 513, 512
stochastic, 40, 1.600, 225, 225, 2, 631, 871
stochastic, 40, 1.600, 225, 225, 3, 644, 834
stochastic, 40, 1.600, 225, 225, 4, 590, 896
stochastic, 40, 1.600, 225, 225, 5, 368, 885
stochastic, 40, 1.600, 225, 225, 6, 837, 917
stochastic, 40, 1.600, 225, 225, 7, 707, 939
stochastic, 40, 1.600, 225, 225, 8, 830, 883
stochastic, 40, 1.600, 225, 225, 9, 551, 977
stochastic, 40, 1.600, 225, 225, 10, 737, 801
stochastic, 40, 1.600, 225, 225, 11, 786, 729
stochastic, 40, 1.600, 225, 225, 12, 771, 879
stochastic, 40, 1.600, 225, 225, 13, 964, 562
stochastic, 40, 1.600, 225, 225, 14, 776, 804
stochastic, 40, 1.600, 225, 225, 15, 491, 861
stochastic, 40, 1.600, 225, 225, 16, 330, 695
stochastic, 40, 1.600, 225, 225, 17, 532, 817
stochastic, 40, 1.600, 225, 225, 18, 493, 910
stochastic, 40, 1.600, 225, 225, 19, 554, 804
stochastic, 40, 1.600, 225, 225, 20, 267, 178
stochastic, 40, 1.600, 225, 225, 21, 422, 86
stochastic, 40, 1.600, 225, 225, 22, 148, 143
stochastic, 40, 1.600, 225, 225, 23, 116, 176
stochastic, 40, 1.600, 225, 225, 24, 169, 724
stochastic, 40, 1.600, 225, 225, 25, 95, 382
stochastic, 40, 1.600, 225, 225, 26, 23, 288
stochastic, 40, 1.600, 225, 225, 27, 284, 76
stochastic, 40, 1.600, 225, 225, 28, 526, 769
stochastic, 40, 1.600, 225, 225, 29, 694, 755
stochastic, 40, 1.600, 225, 225, 30, 580, 350
stochastic, 40, 1.600, 225, 225, 31, 628, 525
stochastic, 40, 1.600, 225, 225, 32, 643, 762
stochastic, 40, 1.600, 225, 225, 33, 590, 912
stochastic, 40, 1.600, 225, 225, 34, 431, 954
stochastic, 40, 1.600, 225, 225, 35, 322, 813
stochastic, 40, 1.600, 225, 225, 36, 853, 848
stochastic, 40, 1.600, 225, 225, 37, 815, 554
stochastic, 40, 1.600, 225, 225, 38, 745, 757
stochastic, 40, 1.600, 225, 225, 39, 520, 681
stochastic, 40, 1.600, 225, 225, 40, 578, 743
stochastic, 40, 1.600, 225, 225, 41, 660, 462
stochastic, 40, 1.600, 225, 225, 42, 889, 134
stochastic, 40, 1.600, 225, 225, 43, 595, 303
optimal, 40, 1.600, 225, 225, 1, 513, 512
optimal, 40, 1.600, 225, 225, 2, 626, 749
optimal, 40, 1.600, 225, 225, 3, 616, 258
optimal, 40, 1.600, 225, 225, 4, 595, 303
stochastic, 41, 1.650, 225, 225, 1, 513, 512
stochastic, 41, 1.650, 225, 225, 2, 351, 575
stochastic, 41, 1.650, 225, 225, 3, 403, 102
stochastic, 41, 1.650, 225, 225, 4, 453, 221
stochastic, 41, 1.650, 225, 225, 5, 752, 92
stochastic, 41, 1.650, 225, 225, 6, 264, 5
stochastic, 41, 1.650, 225, 225, 7, 176, 920
stochastic, 41, 1.650, 225, 225, 8, 14, 808
stochastic, 41, 1.650, 225, 225, 9, 48, 827
stochastic, 41, 1.650, 225, 225, 10, 146, 770
stochastic, 41, 1.650, 225, 225, 11, 166, 719
stochastic, 41, 1.650, 225, 225, 12, 181, 793
stochastic, 41, 1.650, 225, 225, 13, 307, 925
stochastic, 41, 1.650, 225, 225, 14, 148, 710
stochastic, 41, 1.650, 225, 225, 15, 533, 636
stochastic, 41, 1.650, 225, 225, 16, 723, 344
stochastic, 41, 1.650, 225, 225, 17, 595, 303
optimal, 41, 1.650, 225, 225, 1, 512, 512
optimal, 41, 1.650, 225, 225, 2, 628, 784
optimal, 41, 1.650, 225, 225, 3, 590, 231
optimal, 41, 1.650, 225, 225, 4, 595, 303
stochastic, 42, 1.700, 225, 225, 1, 513, 512
stochastic, 42, 1.700, 225, 225, 2, 595, 303
optimal, 42, 1.700, 225, 225, 1, 512, 512
optimal, 42, 1.700, 225, 225, 2, 595, 303
stochastic, 43, 1.600, 225, 270, 1, 512, 512
stochastic, 43, 1.600, 225, 270, 2, 412, 333
stochastic, 43, 1.600, 225, 270, 3, 665, 721
stochastic, 43, 1.600, 225, 270, 4, 664, 734
stochastic, 43, 1.600, 225, 270, 5, 672, 514
stochastic, 43, 1.600, 225, 270, 6, 72, 896
stochastic, 43, 1.600, 225, 270, 7, 108, 879
stochastic, 43, 1.600, 225, 270, 8, 121, 917
stochastic, 43, 1.600, 225, 270, 9, 244, 950
stochastic, 43, 1.600, 225, 270, 10, 259, 974
stochastic, 43, 1.600, 225, 270, 11, 850, 932
stochastic, 43, 1.600, 225, 270, 12, 906, 827
stochastic, 43, 1.600, 225, 270, 13, 758, 564
stochastic, 43, 1.600, 225, 270, 14, 975, 216
stochastic, 43, 1.600, 225, 270, 15, 796, 130
stochastic, 43, 1.600, 225, 270, 16, 905, 411
stochastic, 43, 1.600, 225, 270, 17, 864, 246
stochastic, 43, 1.600, 225, 270, 18, 943, 338
stochastic, 43, 1.600, 225, 270, 19, 904, 360
stochastic, 43, 1.600, 225, 270, 20, 844, 541
stochastic, 43, 1.600, 225, 270, 21, 734, 476
stochastic, 43, 1.600, 225, 270, 22, 734, 473
optimal, 43, 1.600, 225, 270, 1, 513, 512
optimal, 43, 1.600, 225, 270, 2, 626, 749
optimal, 43, 1.600, 225, 270, 3, 616, 258
optimal, 43, 1.600, 225, 270, 4, 734, 473
stochastic, 44, 1.650, 225, 270, 1, 513, 512
stochastic, 44, 1.650, 225, 270, 2, 308, 768
stochastic, 44, 1.650, 225, 270, 3, 225, 895
stochastic, 44, 1.650, 225, 270, 4, 203, 841
stochastic, 44, 1.650, 225, 270, 5, 373, 878
stochastic, 44, 1.650, 225, 270, 6, 545, 311
stochastic, 44, 1.650, 225, 270, 7, 475, 762
stochastic, 44, 1.650, 225, 270, 8, 372, 952
stochastic, 44, 1.650, 225, 270, 9, 341, 796
stochastic, 44, 1.650, 225, 270, 10, 237, 384
stochastic, 44, 1.650, 225, 270, 11, 345, 562
stochastic, 44, 1.650, 225, 270, 12, 241, 204
stochastic, 44, 1.650, 225, 270, 13, 97, 517
stochastic, 44, 1.650, 225, 270, 14, 9, 409
stochastic, 44, 1.650, 225, 270, 15, 173, 443
stochastic, 44, 1.650, 225, 270, 16, 229, 291
stochastic, 44, 1.650, 225, 270, 17, 217, 462
stochastic, 44, 1.650, 225, 270, 18, 193, 446
stochastic, 44, 1.650, 225, 270, 19, 735, 425
stochastic, 44, 1.650, 225, 270, 20, 734, 473
optimal, 44, 1.650, 225, 270, 1, 513, 513
optimal, 44, 1.650, 225, 270, 2, 628, 784
optimal, 44, 1.650, 225, 270, 3, 590, 231
optimal, 44, 1.650, 225, 270, 4, 257, 747
optimal, 44, 1.650, 225, 270, 5, 250, 238
optimal, 44, 1.650, 225, 270, 6, 804, 314
optimal, 44, 1.650, 225, 270, 7, 734, 473
stochastic, 45, 1.700, 225, 270, 1, 512, 512
stochastic, 45, 1.700, 225, 270, 2, 734, 473
optimal, 45, 1.700, 225, 270, 1, 513, 513
optimal, 45, 1.700, 225, 270, 2, 734, 473
stochastic, 46, 1.600, 225, 315, 1, 512, 513
stochastic, 46, 1.600, 225, 315, 2, 472, 606
stochastic, 46, 1.600, 225, 315, 3, 450, 639
stochastic, 46, 1.600, 225, 315, 4, 294, 538
stochastic, 46, 1.600, 225, 315, 5, 454, 459
stochastic, 46, 1.600, 225, 315, 6, 348, 395
stochastic, 46, 1.600, 225, 315, 7, 220, 241
stochastic, 46, 1.600, 225, 315, 8, 351, 319
stochastic, 46, 1.600, 225, 315, 9, 532, 295
stochastic, 46, 1.600, 225, 315, 10, 554, 325
stochastic, 46, 1.600, 225, 315, 11, 353, 446
stochastic, 46, 1.600, 225, 315, 12, 439, 408
stochastic, 46, 1.600, 225, 315, 13, 603, 936
stochastic, 46, 1.600, 225, 315, 14, 839, 1011
stochastic, 46, 1.600, 225, 315, 15, 775, 821
stochastic, 46, 1.600, 225, 315, 16, 663, 680
optimal, 46, 1.600, 225, 315, 1, 513, 513
optimal, 46, 1.600, 225, 315, 2, 663, 680
stochastic, 47, 1.650, 225, 315, 1, 512, 513
stochastic, 47, 1.650, 225, 315, 2, 663, 680
optimal, 47, 1.650, 225, 315, 1, 513, 513
optimal, 47, 1.650, 225, 315, 2, 628, 784
optimal, 47, 1.650, 225, 315, 3, 663, 680
stochastic, 48, 1.700, 225, 315, 1, 512, 513
stochastic, 48, 1.700, 225, 315, 2, 354, 715
stochastic, 48, 1.700, 225, 315, 3, 663, 680
optimal, 48, 1.700, 225, 315, 1, 513, 512
optimal, 48, 1.700, 225, 315, 2, 663, 680
stochastic, 49, 1.600, 350, 0, 1, 512, 513
stochastic, 49, 1.600, 350, 0, 2, 353, 642
stochastic, 49, 1.600, 350, 0, 3, 573, 927
stochastic, 49, 1.600, 350, 0, 4, 144, 868
stochastic, 49, 1.600, 350, 0, 5, 111, 746
stochastic, 49, 1.600, 350, 0, 6, 380, 849
stochastic, 49, 1.600, 350, 0, 7, 107, 763
stochastic, 49, 1.600, 350, 0, 8, 122, 470
stochastic, 49, 1.600, 350, 0, 9, 148, 443
stochastic, 49, 1.600, 350, 0, 10, 293, 365
stochastic, 49, 1.600, 350, 0, 11, 551, 658
stochastic, 49, 1.600, 350, 0, 12, 723, 854
stochastic, 49, 1.600, 350, 0, 13, 682, 948
stochastic, 49, 1.600, 350, 0, 14, 111, 1007
stochastic, 49, 1.600, 350, 0, 15, 315, 286
stochastic, 49, 1.600, 350, 0, 16, 355, 12
stochastic, 49, 1.600, 350, 0, 17, 378, 18
stochastic, 49, 1.600, 350, 0, 18, 137, 21
stochastic, 49, 1.600, 350, 0, 19, 371, 159
stochastic, 49, 1.600, 350, 0, 20, 781, 57
stochastic, 49, 1.600, 350, 0, 21, 386, 401
stochastic, 49, 1.600, 350, 0, 22, 399, 264
stochastic, 49, 1.600, 350, 0, 23, 780, 259
stochastic, 49, 1.600, 350, 0, 24, 862, 512
optimal, 49, 1.600, 350, 0, 1, 513, 513
optimal, 49, 1.600, 350, 0, 2, 626, 749
optimal, 49, 1.600, 350, 0, 3, 616, 258
optimal, 49, 1.600, 350, 0, 4, 270, 710
optimal, 49, 1.600, 350, 0, 5, 283, 253
optimal, 49, 1.600, 350, 0, 6, 741, 734
optimal, 49, 1.600, 350, 0, 7, 765, 253
optimal, 49, 1.600, 350, 0, 8, 259, 780
optimal, 49, 1.600, 350, 0, 9, 243, 253
optimal, 49, 1.600, 350, 0, 10, 777, 755
optimal, 49, 1.600, 350, 0, 11, 777, 241
optimal, 49, 1.600, 350, 0, 12, 862, 512
stochastic, 50, 1.650, 350, 0, 1, 512, 512
stochastic, 50, 1.650, 350, 0, 2, 403, 260
stochastic, 50, 1.650, 350, 0, 3, 570, 242
stochastic, 50, 1.650, 350, 0, 4, 561, 101
stochastic, 50, 1.650, 350, 0, 5, 449, 343
stochastic, 50, 1.650, 350, 0, 6, 291, 461
stochastic, 50, 1.650, 350, 0, 7, 136, 309
stochastic, 50, 1.650, 350, 0, 8, 326, 141
stochastic, 50, 1.650, 350, 0, 9, 318, 418
stochastic, 50, 1.650, 350, 0, 10, 329, 582
stochastic, 50, 1.650, 350, 0, 11, 717, 547
stochastic, 50, 1.650, 350, 0, 12, 334, 814
stochastic, 50, 1.650, 350, 0, 13, 420, 211
stochastic, 50, 1.650, 350, 0, 14, 604, 412
stochastic, 50, 1.650, 350, 0, 15, 406, 308
stochastic, 50, 1.650, 350, 0, 16, 493, 283
stochastic, 50, 1.650, 350, 0, 17, 438, 104
stochastic, 50, 1.650, 350, 0, 18, 490, 326
stochastic, 50, 1.650, 350, 0, 19, 279, 272
stochastic, 50, 1.650, 350, 0, 20, 519, 527
stochastic, 50, 1.650, 350, 0, 21, 153, 626
stochastic, 50, 1.650, 350, 0, 22, 609, 616
stochastic, 50, 1.650, 350, 0, 23, 848, 511
stochastic, 50, 1.650, 350, 0, 24, 645, 545
stochastic, 50, 1.650, 350, 0, 25, 896, 527
stochastic, 50, 1.650, 350, 0, 26, 862, 512
optimal, 50, 1.650, 350, 0, 1, 512, 512
optimal, 50, 1.650, 350, 0, 2, 862, 512
stochastic, 51, 1.700, 350, 0, 1, 513, 513
stochastic, 51, 1.700, 350, 0, 2, 486, 463
stochastic, 51, 1.700, 350, 0, 3, 405, 719
stochastic, 51, 1.700, 350, 0, 4, 391, 745
stochastic, 51, 1.700, 350, 0, 5, 288, 883
stochastic, 51, 1.700, 350, 0, 6, 341, 905
stochastic, 51, 1.700, 350, 0, 7, 476, 665
stochastic, 51, 1.700, 350, 0, 8, 227, 575
stochastic, 51, 1.700, 350, 0, 9, 518, 347
stochastic, 51, 1.700, 350, 0, 10, 309, 1023
stochastic, 51, 1.700, 350, 0, 11, 22, 793
stochastic, 51, 1.700, 350, 0, 12, 994, 786
stochastic, 51, 1.700, 350, 0, 13, 909, 71
stochastic, 51, 1.700, 350, 0, 14, 776, 646
stochastic, 51, 1.700, 350, 0, 15, 862, 512
optimal, 51, 1.700, 350, 0, 1, 513, 512
optimal, 51, 1.700, 350, 0, 2, 862, 512
stochastic, 52, 1.600, 350, 45, 1, 512, 513
stochastic, 52, 1.600, 350, 45, 2, 596, 421
stochastic, 52, 1.600, 350, 45, 3, 794, 902
stochastic, 52, 1.600, 350, 45, 4, 465, 692
stochastic, 52, 1.600, 350, 45, 5, 349, 806
stochastic, 52, 1.600, 350, 45, 6, 51, 718
stochastic, 52, 1.600, 350, 45, 7, 72, 820
stochastic, 52, 1.600, 350, 45, 8, 174, 965
stochastic, 52, 1.600, 350, 45, 9, 974, 834
stochastic, 52, 1.600, 350, 45, 10, 696, 810
optimal, 52, 1.600, 350, 45, 1, 513, 513
optimal, 52, 1.600, 350, 45, 2, 626, 749
optimal, 52, 1.600, 350, 45, 3, 616, 258
optimal, 52, 1.600, 350, 45, 4, 270, 710
optimal, 52, 1.600, 350, 45, 5, 283, 253
optimal, 52, 1.600, 350, 45, 6, 741, 734
optimal, 52, 1.600, 350, 45, 7, 696, 810
stochastic, 53, 1.650, 350, 45, 1, 513, 512
stochastic, 53, 1.650, 350, 45, 2, 410, 695
stochastic, 53, 1.650, 350, 45, 3, 583, 577
stochastic, 53, 1.650, 350, 45, 4, 696, 810
optimal, 53, 1.650, 350, 45, 1, 512, 513
optimal, 53, 1.650, 350, 45, 2, 628, 784
optimal, 53, 1.650, 350, 45, 3, 590, 231
optimal, 53, 1.650, 350, 45, 4, 257, 747
optimal, 53, 1.650, 350, 45, 5, 250, 238
optimal, 53, 1.650, 350, 45, 6, 804, 314
optimal, 53, 1.650, 350, 45, 7, 775, 790
optimal, 53, 1.650, 350, 45, 8, 696, 810
stochastic, 54, 1.700, 350, 45, 1, 513, 513
stochastic, 54, 1.700, 350, 45, 2, 561, 620
stochastic, 54, 1.700, 350, 45, 3, 532, 449
stochastic, 54, 1.700, 350, 45, 4, 388, 545
stochastic, 54, 1.700, 350, 45, 5, 255, 301
stochastic, 54, 1.700, 350, 45, 6, 553, 747
stochastic, 54, 1.700, 350, 45, 7, 696, 810
optimal, 54, 1.700, 350, 45, 1, 512, 513
optimal, 54, 1.700, 350, 45, 2, 630, 776
optimal, 54, 1.700, 350, 45, 3, 696, 810
stochastic, 55, 1.600, 350, 90, 1, 513, 513
stochastic, 55, 1.600, 350, 90, 2, 356, 825
optimal, 55, 1.600, 350, 90, 1, 513, 512
optimal, 55, 1.600, 350, 90, 2, 626, 749
optimal, 55, 1.600, 350, 90, 3, 356, 825
stochastic, 56, 1.650, 350, 90, 1, 512, 512
stochastic, 56, 1.650, 350, 90, 2, 440, 215
stochastic, 56, 1.650, 350, 90, 3, 392, 237
stochastic, 56, 1.650, 350, 90, 4, 353, 101
stochastic, 56, 1.650, 350, 90, 5, 886, 172
stochastic, 56, 1.650, 350, 90, 6, 13, 301
stochastic, 56, 1.650, 350, 90, 7, 112, 51
stochastic, 56, 1.650, 350, 90, 8, 690, 143
stochastic, 56, 1.650, 350, 90, 9, 709, 319
stochastic, 56, 1.650, 350, 90, 10, 738, 295
stochastic, 56, 1.650, 350, 90, 11, 223, 265
stochastic, 56, 1.650, 350, 90, 12, 691, 155
stochastic, 56, 1.650, 350, 90, 13, 962, 160
stochastic, 56, 1.650, 350, 90, 14, 879, 300
stochastic, 56, 1.650, 350, 90, 15, 612, 128
stochastic, 56, 1.650, 350, 90, 16, 547, 94
stochastic, 56, 1.650, 350, 90, 17, 364, 261
stochastic, 56, 1.650, 350, 90, 18, 272, 522
stochastic, 56, 1.650, 350, 90, 19, 138, 546
stochastic, 56, 1.650, 350, 90, 20, 479, 236
stochastic, 56, 1.650, 350, 90, 21, 789, 354
stochastic, 56, 1.650, 350, 90, 22, 286, 794
stochastic, 56, 1.650, 350, 90, 23, 167, 951
stochastic, 56, 1.650, 350, 90, 24, 356, 825
optimal, 56, 1.650, 350, 90, 1, 513, 513
optimal, 56, 1.650, 350, 90, 2, 628, 784
optimal, 56, 1.650, 350, 90, 3, 356, 825
stochastic, 57, 1.700, 350, 90, 1, 512, 513
stochastic, 57, 1.700, 350, 90, 2, 526, 567
stochastic, 57, 1.700, 350, 90, 3, 626, 690
stochastic, 57, 1.700, 350, 90, 4, 356, 825
optimal, 57, 1.700, 350, 90, 1, 512, 513
optimal, 57, 1.700, 350, 90, 2, 630, 776
optimal, 57, 1.700, 350, 90, 3, 351, 223
optimal, 57, 1.700, 350, 90, 4, 805, 252
optimal, 57, 1.700, 350, 90, 5, 187, 759
optimal, 57, 1.700, 350, 90, 6, 356, 825
stochastic, 58, 1.600, 350, 135, 1, 512, 512
stochastic, 58, 1.600, 350, 135, 2, 494, 318
stochastic, 58, 1.600, 350, 135, 3, 739, 433
stochastic, 58, 1.600, 350, 135, 4, 815, 695
stochastic, 58, 1.600, 350, 135, 5, 790, 225
stochastic, 58, 1.600, 350, 135, 6, 477, 195
stochastic, 58, 1.600, 350, 135, 7, 932, 177
stochastic, 58, 1.600, 350, 135, 8, 554, 320
stochastic, 58, 1.600, 350, 135, 9, 934, 54
stochastic, 58, 1.600, 350, 135, 10, 206, 98
stochastic, 58, 1.600, 350, 135, 11, 32, 43
stochastic, 58, 1.600, 350, 135, 12, 295, 45
stochastic, 58, 1.600, 350, 135, 13, 92, 39
stochastic, 58, 1.600, 350, 135, 14, 569, 93
stochastic, 58, 1.600, 350, 135, 15, 809, 300
stochastic, 58, 1.600, 350, 135, 16, 875, 253
stochastic, 58, 1.600, 350, 135, 17, 898, 1
stochastic, 58, 1.600, 350, 135, 18, 907, 151
stochastic, 58, 1.600, 350, 135, 19, 531, 280
stochastic, 58, 1.600, 350, 135, 20, 457, 627
stochastic, 58, 1.600, 350, 135, 21, 527, 482
stochastic, 58, 1.600, 350, 135, 22, 323, 414
stochastic, 58, 1.600, 350, 135, 23, 378, 460
stochastic, 58, 1.600, 350, 135, 24, 588, 455
stochastic, 58, 1.600, 350, 135, 25, 541, 528
stochastic, 58, 1.600, 350, 135, 26, 401, 792
stochastic, 58, 1.600, 350, 135, 27, 304, 929
stochastic, 58, 1.600, 350, 135, 28, 503, 436
stochastic, 58, 1.600, 350, 135, 29, 362, 382
stochastic, 58, 1.600, 350, 135, 30, 695, 285
stochastic, 58, 1.600, 350, 135, 31, 604, 224
stochastic, 58, 1.600, 350, 135, 32, 869, 287
stochastic, 58, 1.600, 350, 135, 33, 838, 103
stochastic, 58, 1.600, 350, 135, 34, 432, 84
stochastic, 58, 1.600, 350, 135, 35, 749, 218
stochastic, 58, 1.600, 350, 135, 36, 497, 874
stochastic, 58, 1.600, 350, 135, 37, 87, 295
stochastic, 58, 1.600, 350, 135, 38, 400, 85
stochastic, 58, 1.600, 350, 135, 39, 231, 198
stochastic, 58, 1.600, 350, 135, 40, 646, 76
stochastic, 58, 1.600, 350, 135, 41, 464, 527
stochastic, 58, 1.600, 350, 135, 42, 453, 660
stochastic, 58, 1.600, 350, 135, 43, 164, 543
optimal, 58, 1.600, 350, 135, 1, 513, 512
optimal, 58, 1.600, 350, 135, 2, 626, 749
optimal, 58, 1.600, 350, 135, 3, 616, 258
optimal, 58, 1.600, 350, 135, 4, 270, 710
optimal, 58, 1.600, 350, 135, 5, 164, 543
stochastic, 59, 1.650, 350, 135, 1, 512, 513
stochastic, 59, 1.650, 350, 135, 2, 164, 543
optimal, 59, 1.650, 350, 135, 1, 513, 513
optimal, 59, 1.650, 350, 135, 2, 628, 784
optimal, 59, 1.650, 350, 135, 3, 590, 231
optimal, 59, 1.650, 350, 135, 4, 257, 747
optimal, 59, 1.650, 350, 135, 5, 250, 238
optimal, 59, 1.650, 350, 135, 6, 804, 314
optimal, 59, 1.650, 350, 135, 7, 775, 790
optimal, 59, 1.650, 350, 135, 8, 228, 750
optimal, 59, 1.650, 350, 135, 9, 164, 543
stochastic, 60, 1.700, 350, 135, 1, 513, 512
stochastic, 60, 1.700, 350, 135, 2, 164, 543
optimal, 60, 1.700, 350, 135, 1, 512, 513
optimal, 60, 1.700, 350, 135, 2, 164, 543
stochastic, 61, 1.600, 350, 180, 1, 513, 512
stochastic, 61, 1.600, 350, 180, 2, 456, 138
stochastic, 61, 1.600, 350, 180, 3, 303, 232
optimal, 61, 1.600, 350, 180, 1, 513, 513
optimal, 61, 1.600, 350, 180, 2, 626, 749
optimal, 61, 1.600, 350, 180, 3, 616, 258
optimal, 61, 1.600, 350, 180, 4, 270, 710
optimal, 61, 1.600, 350, 180, 5, 283, 253
optimal, 61, 1.600, 350, 180, 6, 741, 734
optimal, 61, 1.600, 350, 180, 7, 765, 253
optimal, 61, 1.600, 350, 180, 8, 259, 780
optimal, 61, 1.600, 350, 180, 9, 243, 253
optimal, 61, 1.600, 350, 180, 10, 777, 755
optimal, 61, 1.600, 350, 180, 11, 777, 241
optimal, 61, 1.600, 350, 180, 12, 234, 715
optimal, 61, 1.600, 350, 180, 13, 259, 256
optimal, 61, 1.600, 350, 180, 14, 769, 782
optimal, 61, 1.600, 350, 180, 15, 773, 265
optimal, 61, 1.600, 350, 180, 16, 269, 803
optimal, 61, 1.600, 350, 180, 17, 244, 236
optimal, 61, 1.600, 350, 180, 18, 785, 760
optimal, 61, 1.600, 350, 180, 19, 768, 231
optimal, 61, 1.600, 350, 180, 20, 213, 797
optimal, 61, 1.600, 350, 180, 21, 221, 243
optimal, 61, 1.600, 350, 180, 22, 791, 789
optimal, 61, 1.600, 350, 180, 23, 792, 221
optimal, 61, 1.600, 350, 180, 24, 187, 512
optimal, 61, 1.600, 350, 180, 25, 253, 862
optimal, 61, 1.600, 350, 180, 26, 838, 516
optimal, 61, 1.600, 350, 180, 27, 299, 150
optimal, 61, 1.600, 350, 180, 28, 738, 876
optimal, 61, 1.600, 350, 180, 29, 762, 141
optimal, 61, 1.600, 350, 180, 30, 205, 812
optimal, 61, 1.600, 350, 180, 31, 205, 180
optimal, 61, 1.600, 350, 180, 32, 303, 232
stochastic, 62, 1.650, 350, 180, 1, 512, 513
stochastic, 62, 1.650, 350, 180, 2, 543, 494
stochastic, 62, 1.650, 350, 180, 3, 239, 632
stochastic, 62, 1.650, 350, 180, 4, 260, 766
stochastic, 62, 1.650, 350, 180, 5, 586, 808
stochastic, 62, 1.650, 350, 180, 6, 397, 741
stochastic, 62, 1.650, 350, 180, 7, 183, 746
stochastic, 62, 1.650, 350, 180, 8, 260, 742
stochastic, 62, 1.650, 350, 180, 9, 198, 960
stochastic, 62, 1.650, 350, 180, 10, 216, 320
stochastic, 62, 1.650, 350, 180, 11, 303, 232
optimal, 62, 1.650, 350, 180, 1, 512, 513
optimal, 62, 1.650, 350, 180, 2, 628, 784
optimal, 62, 1.650, 350, 180, 3, 590, 231
optimal, 62, 1.650, 350, 180, 4, 303, 232
stochastic, 63, 1.700, 350, 180, 1, 513, 512
stochastic, 63, 1.700, 350, 180, 2, 303, 232
optimal, 63, 1.700, 350, 180, 1, 513, 513
optimal, 63, 1.700, 350, 180, 2, 630, 776
optimal, 63, 1.700, 350, 180, 3, 351, 223
