Obs, RMS, beta, ecc, nFix
4, 0.900, 1.650, 100.000, 2.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 2.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 3.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 1.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 5.000 
4, 0.900, 1.650, 225.000, 3.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 4.000 
4, 0.900, 1.650, 225.000, 1.000 
4, 0.900, 1.650, 225.000, 1.000 
4, 0.900, 1.650, 225.000, 1.000 
4, 0.900, 1.650, 225.000, 2.000 
4, 0.900, 1.650, 225.000, 3.000 
4, 0.900, 1.650, 225.000, 4.000 
4, 0.900, 1.650, 350.000, 2.000 
4, 0.900, 1.650, 350.000, 3.000 
4, 0.900, 1.650, 350.000, 4.000 
4, 0.900, 1.650, 350.000, 4.000 
4, 0.900, 1.650, 350.000, 4.000 
4, 0.900, 1.650, 350.000, 2.000 
4, 0.900, 1.650, 350.000, 3.000 
4, 0.900, 1.650, 350.000, 2.000 
4, 0.900, 1.650, 350.000, 8.000 
4, 0.900, 1.650, 350.000, 2.000 
4, 0.900, 1.650, 350.000, 3.000 
4, 0.900, 1.650, 350.000, 2.000 
4, 0.900, 1.650, 350.000, 4.000 
4, 0.900, 1.650, 350.000, 1.000 
4, 0.900, 1.650, 350.000, 2.000 
4, 0.900, 1.650, 350.000, 9.000 
4, 0.900, 1.650, 350.000, 4.000 
4, 0.900, 1.650, 350.000, 3.000 
4, 0.900, 1.650, 350.000, 1.000 
4, 0.900, 1.650, 350.000, 3.000 
4, 1.100, 1.650, 100.000, 3.000 
4, 1.100, 1.650, 100.000, 2.000 
4, 1.100, 1.650, 100.000, 1.000 
4, 1.100, 1.650, 100.000, 22.000 
4, 1.100, 1.650, 100.000, 5.000 
4, 1.100, 1.650, 100.000, 4.000 
4, 1.100, 1.650, 100.000, 1.000 
4, 1.100, 1.650, 100.000, 4.000 
4, 1.100, 1.650, 100.000, 1.000 
4, 1.100, 1.650, 100.000, 2.000 
4, 1.100, 1.650, 100.000, 1.000 
4, 1.100, 1.650, 100.000, 2.000 
4, 1.100, 1.650, 100.000, 3.000 
4, 1.100, 1.650, 100.000, 1.000 
4, 1.100, 1.650, 100.000, 1.000 
4, 1.100, 1.650, 100.000, 1.000 
4, 1.100, 1.650, 100.000, 4.000 
4, 1.100, 1.650, 100.000, 17.000 
4, 1.100, 1.650, 100.000, 4.000 
4, 1.100, 1.650, 100.000, 5.000 
4, 1.100, 1.650, 225.000, 3.000 
4, 1.100, 1.650, 225.000, 1.000 
4, 1.100, 1.650, 225.000, 2.000 
4, 1.100, 1.650, 225.000, 2.000 
4, 1.100, 1.650, 225.000, 6.000 
4, 1.100, 1.650, 225.000, 2.000 
4, 1.100, 1.650, 225.000, 5.000 
4, 1.100, 1.650, 225.000, 7.000 
4, 1.100, 1.650, 225.000, 3.000 
4, 1.100, 1.650, 225.000, 8.000 
4, 1.100, 1.650, 225.000, 2.000 
4, 1.100, 1.650, 225.000, 4.000 
4, 1.100, 1.650, 225.000, 11.000 
4, 1.100, 1.650, 225.000, 1.000 
4, 1.100, 1.650, 225.000, 2.000 
4, 1.100, 1.650, 225.000, 4.000 
4, 1.100, 1.650, 225.000, 3.000 
4, 1.100, 1.650, 225.000, 2.000 
4, 1.100, 1.650, 225.000, 1.000 
4, 1.100, 1.650, 225.000, 1.000 
4, 1.100, 1.650, 350.000, 10.000 
4, 1.100, 1.650, 350.000, 29.000 
4, 1.100, 1.650, 350.000, 3.000 
4, 1.100, 1.650, 350.000, 4.000 
4, 1.100, 1.650, 350.000, 15.000 
4, 1.100, 1.650, 350.000, 2.000 
4, 1.100, 1.650, 350.000, 19.000 
4, 1.100, 1.650, 350.000, 4.000 
4, 1.100, 1.650, 350.000, 3.000 
4, 1.100, 1.650, 350.000, 2.000 
4, 1.100, 1.650, 350.000, 4.000 
4, 1.100, 1.650, 350.000, 16.000 
4, 1.100, 1.650, 350.000, 4.000 
4, 1.100, 1.650, 350.000, 9.000 
4, 1.100, 1.650, 350.000, 6.000 
4, 1.100, 1.650, 350.000, 5.000 
4, 1.100, 1.650, 350.000, 8.000 
4, 1.100, 1.650, 350.000, 4.000 
4, 1.100, 1.650, 350.000, 11.000 
4, 1.100, 1.650, 350.000, 4.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 2.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 100.000, 1.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 225.000, 3.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 3.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 3.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 3.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 225.000, 1.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 225.000, 2.000 
4, 0.900, 1.700, 350.000, 5.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 1.000 
4, 0.900, 1.700, 350.000, 1.000 
4, 0.900, 1.700, 350.000, 5.000 
4, 0.900, 1.700, 350.000, 1.000 
4, 0.900, 1.700, 350.000, 1.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 4.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 1.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 0.900, 1.700, 350.000, 3.000 
4, 0.900, 1.700, 350.000, 1.000 
4, 0.900, 1.700, 350.000, 2.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 3.000 
4, 1.100, 1.700, 100.000, 4.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 5.000 
4, 1.100, 1.700, 100.000, 2.000 
4, 1.100, 1.700, 100.000, 2.000 
4, 1.100, 1.700, 100.000, 2.000 
4, 1.100, 1.700, 100.000, 2.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 3.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 100.000, 1.000 
4, 1.100, 1.700, 225.000, 3.000 
4, 1.100, 1.700, 225.000, 1.000 
4, 1.100, 1.700, 225.000, 2.000 
4, 1.100, 1.700, 225.000, 2.000 
4, 1.100, 1.700, 225.000, 7.000 
4, 1.100, 1.700, 225.000, 3.000 
4, 1.100, 1.700, 225.000, 1.000 
4, 1.100, 1.700, 225.000, 16.000 
4, 1.100, 1.700, 225.000, 3.000 
4, 1.100, 1.700, 225.000, 1.000 
4, 1.100, 1.700, 225.000, 3.000 
4, 1.100, 1.700, 225.000, 2.000 
4, 1.100, 1.700, 225.000, 2.000 
4, 1.100, 1.700, 225.000, 2.000 
4, 1.100, 1.700, 225.000, 4.000 
4, 1.100, 1.700, 225.000, 1.000 
4, 1.100, 1.700, 225.000, 4.000 
4, 1.100, 1.700, 225.000, 1.000 
4, 1.100, 1.700, 225.000, 2.000 
4, 1.100, 1.700, 225.000, 2.000 
4, 1.100, 1.700, 350.000, 12.000 
4, 1.100, 1.700, 350.000, 4.000 
4, 1.100, 1.700, 350.000, 4.000 
4, 1.100, 1.700, 350.000, 7.000 
4, 1.100, 1.700, 350.000, 4.000 
4, 1.100, 1.700, 350.000, 4.000 
4, 1.100, 1.700, 350.000, 2.000 
4, 1.100, 1.700, 350.000, 3.000 
4, 1.100, 1.700, 350.000, 6.000 
4, 1.100, 1.700, 350.000, 3.000 
4, 1.100, 1.700, 350.000, 7.000 
4, 1.100, 1.700, 350.000, 2.000 
4, 1.100, 1.700, 350.000, 1.000 
4, 1.100, 1.700, 350.000, 2.000 
4, 1.100, 1.700, 350.000, 7.000 
4, 1.100, 1.700, 350.000, 2.000 
4, 1.100, 1.700, 350.000, 8.000 
4, 1.100, 1.700, 350.000, 1.000 
4, 1.100, 1.700, 350.000, 1.000 
4, 1.100, 1.700, 350.000, 3.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 8.000 
5, 0.900, 1.600, 100.000, 12.000 
5, 0.900, 1.600, 100.000, 7.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 2.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 2.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 3.000 
5, 0.900, 1.600, 100.000, 3.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 4.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 2.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 100.000, 1.000 
5, 0.900, 1.600, 225.000, 4.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 3.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 53.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 3.000 
5, 0.900, 1.600, 225.000, 2.000 
5, 0.900, 1.600, 225.000, 5.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 3.000 
5, 0.900, 1.600, 225.000, 3.000 
5, 0.900, 1.600, 225.000, 1.000 
5, 0.900, 1.600, 225.000, 3.000 
5, 0.900, 1.600, 350.000, 3.000 
5, 0.900, 1.600, 350.000, 5.000 
5, 0.900, 1.600, 350.000, 1.000 
5, 0.900, 1.600, 350.000, 1.000 
5, 0.900, 1.600, 350.000, 2.000 
5, 0.900, 1.600, 350.000, 4.000 
5, 0.900, 1.600, 350.000, 6.000 
5, 0.900, 1.600, 350.000, 3.000 
5, 0.900, 1.600, 350.000, 4.000 
5, 0.900, 1.600, 350.000, 5.000 
5, 0.900, 1.600, 350.000, 10.000 
5, 0.900, 1.600, 350.000, 18.000 
5, 0.900, 1.600, 350.000, 9.000 
5, 0.900, 1.600, 350.000, 3.000 
5, 0.900, 1.600, 350.000, 1.000 
5, 0.900, 1.600, 350.000, 1.000 
5, 0.900, 1.600, 350.000, 4.000 
5, 0.900, 1.600, 350.000, 46.000 
5, 0.900, 1.600, 350.000, 8.000 
5, 0.900, 1.600, 350.000, 5.000 
5, 1.100, 1.600, 100.000, 72.000 
5, 1.100, 1.600, 100.000, 11.000 
5, 1.100, 1.600, 100.000, 23.000 
5, 1.100, 1.600, 100.000, 3.000 
5, 1.100, 1.600, 100.000, 4.000 
5, 1.100, 1.600, 100.000, 10.000 
5, 1.100, 1.600, 100.000, 77.000 
5, 1.100, 1.600, 100.000, 1.000 
5, 1.100, 1.600, 100.000, 1.000 
5, 1.100, 1.600, 100.000, 3.000 
5, 1.100, 1.600, 100.000, 1.000 
5, 1.100, 1.600, 100.000, 1.000 
5, 1.100, 1.600, 100.000, 2.000 
5, 1.100, 1.600, 100.000, 22.000 
5, 1.100, 1.600, 100.000, 6.000 
5, 1.100, 1.600, 100.000, 2.000 
5, 1.100, 1.600, 100.000, 4.000 
5, 1.100, 1.600, 100.000, 16.000 
5, 1.100, 1.600, 100.000, 2.000 
5, 1.100, 1.600, 100.000, 9.000 
5, 1.100, 1.600, 225.000, 4.000 
5, 1.100, 1.600, 225.000, 17.000 
5, 1.100, 1.600, 225.000, 12.000 
5, 1.100, 1.600, 225.000, 1.000 
5, 1.100, 1.600, 225.000, 10.000 
5, 1.100, 1.600, 225.000, 2.000 
5, 1.100, 1.600, 225.000, 2.000 
5, 1.100, 1.600, 225.000, 1.000 
5, 1.100, 1.600, 225.000, 18.000 
5, 1.100, 1.600, 225.000, 68.000 
5, 1.100, 1.600, 225.000, 33.000 
5, 1.100, 1.600, 225.000, 1.000 
5, 1.100, 1.600, 225.000, 10.000 
5, 1.100, 1.600, 225.000, 17.000 
5, 1.100, 1.600, 225.000, 2.000 
5, 1.100, 1.600, 225.000, 22.000 
5, 1.100, 1.600, 225.000, 1.000 
5, 1.100, 1.600, 225.000, 102.000 
5, 1.100, 1.600, 225.000, 2.000 
5, 1.100, 1.600, 350.000, 6.000 
5, 1.100, 1.600, 350.000, 3.000 
5, 1.100, 1.600, 350.000, 87.000 
5, 1.100, 1.600, 350.000, 3.000 
5, 1.100, 1.600, 350.000, 12.000 
5, 1.100, 1.600, 350.000, 5.000 
5, 1.100, 1.600, 350.000, 3.000 
5, 1.100, 1.600, 350.000, 9.000 
5, 1.100, 1.600, 350.000, 10.000 
5, 1.100, 1.600, 350.000, 10.000 
5, 1.100, 1.600, 350.000, 5.000 
5, 1.100, 1.600, 350.000, 26.000 
5, 1.100, 1.600, 350.000, 117.000 
5, 1.100, 1.600, 350.000, 164.000 
5, 1.100, 1.600, 350.000, 28.000 
5, 1.100, 1.600, 350.000, 1.000 
5, 1.100, 1.600, 350.000, 3.000 
5, 1.100, 1.600, 350.000, 19.000 
5, 1.100, 1.600, 350.000, 17.000 
5, 1.100, 1.600, 350.000, 4.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 2.000 
5, 0.900, 1.650, 100.000, 2.000 
5, 0.900, 1.650, 100.000, 2.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 100.000, 1.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 6.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 225.000, 2.000 
5, 0.900, 1.650, 225.000, 1.000 
5, 0.900, 1.650, 350.000, 3.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 3.000 
5, 0.900, 1.650, 350.000, 4.000 
5, 0.900, 1.650, 350.000, 1.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 1.000 
5, 0.900, 1.650, 350.000, 1.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 3.000 
5, 0.900, 1.650, 350.000, 3.000 
5, 0.900, 1.650, 350.000, 3.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 0.900, 1.650, 350.000, 1.000 
5, 0.900, 1.650, 350.000, 2.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 6.000 
5, 1.100, 1.650, 100.000, 2.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 3.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 4.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 4.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 2.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 1.000 
5, 1.100, 1.650, 100.000, 2.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 2.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 2.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 6.000 
5, 1.100, 1.650, 225.000, 2.000 
5, 1.100, 1.650, 225.000, 2.000 
5, 1.100, 1.650, 225.000, 3.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 2.000 
5, 1.100, 1.650, 225.000, 4.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 1.000 
5, 1.100, 1.650, 225.000, 2.000 
5, 1.100, 1.650, 225.000, 3.000 
5, 1.100, 1.650, 225.000, 14.000 
5, 1.100, 1.650, 225.000, 2.000 
5, 1.100, 1.650, 350.000, 7.000 
5, 1.100, 1.650, 350.000, 3.000 
5, 1.100, 1.650, 350.000, 5.000 
5, 1.100, 1.650, 350.000, 2.000 
5, 1.100, 1.650, 350.000, 5.000 
5, 1.100, 1.650, 350.000, 2.000 
5, 1.100, 1.650, 350.000, 12.000 
5, 1.100, 1.650, 350.000, 2.000 
5, 1.100, 1.650, 350.000, 2.000 
5, 1.100, 1.650, 350.000, 3.000 
5, 1.100, 1.650, 350.000, 2.000 
5, 1.100, 1.650, 350.000, 11.000 
5, 1.100, 1.650, 350.000, 2.000 
5, 1.100, 1.650, 350.000, 7.000 
5, 1.100, 1.650, 350.000, 4.000 
5, 1.100, 1.650, 350.000, 3.000 
5, 1.100, 1.650, 350.000, 1.000 
5, 1.100, 1.650, 350.000, 1.000 
5, 1.100, 1.650, 350.000, 6.000 
5, 1.100, 1.650, 350.000, 9.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 2.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 3.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 2.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 100.000, 2.000 
5, 0.900, 1.700, 100.000, 2.000 
5, 0.900, 1.700, 100.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 2.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 2.000 
5, 0.900, 1.700, 225.000, 3.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 2.000 
5, 0.900, 1.700, 225.000, 3.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 6.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 225.000, 2.000 
5, 0.900, 1.700, 225.000, 1.000 
5, 0.900, 1.700, 350.000, 2.000 
5, 0.900, 1.700, 350.000, 2.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 2.000 
5, 0.900, 1.700, 350.000, 6.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 5.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 2.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 2.000 
5, 0.900, 1.700, 350.000, 2.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 0.900, 1.700, 350.000, 2.000 
5, 0.900, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 100.000, 2.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 3.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 2.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 2.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 100.000, 2.000 
5, 1.100, 1.700, 100.000, 1.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 2.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 2.000 
5, 1.100, 1.700, 225.000, 2.000 
5, 1.100, 1.700, 225.000, 3.000 
5, 1.100, 1.700, 225.000, 3.000 
5, 1.100, 1.700, 225.000, 2.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 2.000 
5, 1.100, 1.700, 225.000, 3.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 2.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 1.000 
5, 1.100, 1.700, 225.000, 2.000 
5, 1.100, 1.700, 350.000, 6.000 
5, 1.100, 1.700, 350.000, 3.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 5.000 
5, 1.100, 1.700, 350.000, 4.000 
5, 1.100, 1.700, 350.000, 2.000 
5, 1.100, 1.700, 350.000, 2.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 2.000 
5, 1.100, 1.700, 350.000, 2.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 4.000 
5, 1.100, 1.700, 350.000, 2.000 
5, 1.100, 1.700, 350.000, 5.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 1.000 
5, 1.100, 1.700, 350.000, 1.000 
6, 0.900, 1.600, 100.000, 1.000 
6, 0.900, 1.600, 100.000, 5.000 
6, 0.900, 1.600, 100.000, 3.000 
6, 0.900, 1.600, 100.000, 47.000 
6, 0.900, 1.600, 100.000, 12.000 
6, 0.900, 1.600, 100.000, 6.000 
6, 0.900, 1.600, 100.000, 2.000 
6, 0.900, 1.600, 100.000, 3.000 
6, 0.900, 1.600, 100.000, 2.000 
6, 0.900, 1.600, 100.000, 2.000 
6, 0.900, 1.600, 100.000, 5.000 
6, 0.900, 1.600, 100.000, 31.000 
6, 0.900, 1.600, 100.000, 2.000 
6, 0.900, 1.600, 100.000, 2.000 
6, 0.900, 1.600, 100.000, 5.000 
6, 0.900, 1.600, 100.000, 5.000 
6, 0.900, 1.600, 100.000, 1.000 
6, 0.900, 1.600, 100.000, 1.000 
6, 0.900, 1.600, 100.000, 2.000 
6, 0.900, 1.600, 100.000, 1.000 
6, 0.900, 1.600, 225.000, 3.000 
6, 0.900, 1.600, 225.000, 3.000 
6, 0.900, 1.600, 225.000, 2.000 
6, 0.900, 1.600, 225.000, 3.000 
6, 0.900, 1.600, 225.000, 4.000 
