participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
4, 39, 1, 1.7, 165, 350, 412, 0.904
4, 40, 1, 1.6, 66, 887, 238, 20.358
4, 41, 1, 1.65, 116, 118, 681, 1.744
4, 42, 1, 1.65, 129, 366, 511, 0.906
4, 43, 1, 1.6, 34, 278, 259, 15.106
4, 44, 1, 1.65, 99, 813, 943, 2.679
4, 45, 1, 1.65, 96, 410, 204, 2.630
4, 46, 1, 1.6, 17, 727, 440, 1.124
4, 47, 1, 1.6, 20, 311, 555, 6.726
4, 48, 1, 1.7, 180, 228, 721, 0.989
4, 49, 1, 1.7, 219, 790, 322, 0.918
4, 50, 1, 1.7, 201, 785, 683, 0.987
4, 51, 1, 1.65, 100, 865, 377, 8.705
4, 52, 1, 1.7, 193, 581, 125, 1.120
4, 53, 1, 1.65, 95, 710, 666, 1.828
4, 54, 1, 1.6, 64, 734, 915, 1.421
4, 55, 1, 1.65, 93, 433, 877, 3.323
4, 56, 1, 1.65, 108, 407, 424, 1.004
4, 57, 1, 1.7, 188, 215, 467, 0.954
4, 58, 1, 1.65, 113, 796, 502, 1.327
4, 59, 1, 1.65, 98, 430, 772, 3.204
4, 60, 1, 1.7, 226, 905, 279, 2.301
4, 61, 1, 1.6, 42, 543, 656, 1.904
4, 62, 0, 1.6, 71, NaN, NaN, -1.000
4, 63, 0, 1.65, 156, NaN, NaN, -1.000
4, 64, 1, 1.7, 214, 696, 77, 1.192
4, 65, 1, 1.7, 194, 535, 120, 0.860
4, 66, 1, 1.6, 59, 87, 466, 17.931
4, 67, 1, 1.65, 115, 721, 497, 1.169
4, 68, 1, 1.65, 141, 832, 625, 1.959
4, 69, 1, 1.65, 124, 617, 260, 0.620
4, 70, 1, 1.7, 227, 430, 219, 0.629
4, 71, 0, 1.7, 239, NaN, NaN, -1.000
4, 72, 1, 1.7, 181, 535, 956, 1.448
4, 73, 0, 1.6, 80, NaN, NaN, -1.000
4, 74, 1, 1.6, 1, 622, 498, 14.695
4, 75, 1, 1.6, 23, 875, 608, 4.795
4, 76, 1, 1.6, 15, 698, 389, 2.196
4, 77, 0, 1.6, 73, NaN, NaN, -1.000
4, 78, 1, 1.6, 55, 380, 589, 0.759
4, 79, 1, 1.6, 5, 944, 756, 39.440
4, 80, 1, 1.65, 88, 141, 839, 2.929
4, 81, 1, 1.6, 49, 763, 275, 4.875
4, 82, 1, 1.6, 33, 536, 902, 0.986
4, 83, 1, 1.65, 134, 280, 642, 1.640
4, 84, 1, 1.65, 83, 403, 606, 0.727
4, 85, 1, 1.65, 114, 191, 718, 1.098
4, 86, 1, 1.7, 177, 90, 455, 0.892
4, 87, 0, 1.6, 72, NaN, NaN, -1.000
4, 88, 1, 1.6, 22, 388, 881, 4.625
4, 89, 1, 1.6, 38, 292, 481, 3.634
4, 90, 1, 1.7, 212, 318, 798, 1.070
4, 91, 1, 1.65, 86, 165, 894, 1.220
4, 92, 1, 1.6, 44, 803, 698, 3.703
4, 93, 1, 1.6, 63, 124, 462, 1.730
4, 94, 1, 1.7, 173, 462, 824, 0.991
4, 95, 1, 1.7, 178, 376, 310, 0.823
4, 96, 0, 1.65, 157, NaN, NaN, -1.000
4, 97, 1, 1.7, 167, 293, 404, 0.788
4, 98, 1, 1.7, 189, 84, 872, 3.180
4, 99, 0, 1.6, 76, NaN, NaN, -1.000
4, 100, 1, 1.6, 10, 204, 619, 1.575
4, 101, 1, 1.6, 69, 657, 196, 4.486
4, 102, 1, 1.7, 192, 382, 76, 1.448
4, 103, 0, 1.6, 75, NaN, NaN, -1.000
4, 104, 1, 1.7, 175, 404, 534, 0.688
4, 105, 1, 1.65, 94, 503, 836, 2.812
4, 106, 1, 1.6, 35, 897, 756, -1.000
4, 107, 1, 1.7, 199, 65, 271, 1.635
4, 108, 1, 1.6, 2, 913, 781, 1.912
4, 109, 1, 1.65, 133, 687, 206, 6.096
4, 110, 1, 1.65, 110, 381, 436, 0.963
4, 111, 1, 1.6, 8, 421, 916, 1.900
4, 112, 1, 1.6, 41, 594, 779, 1.285
4, 113, 0, 1.6, 74, NaN, NaN, -1.000
4, 114, 1, 1.65, 81, 451, 349, 0.715
4, 115, 1, 1.65, 126, 751, 433, 0.859
4, 116, 1, 1.6, 45, 814, 61, 7.788
4, 117, 1, 1.65, 102, 199, 927, 1.599
4, 118, 1, 1.7, 179, 873, 778, 1.625
4, 119, 1, 1.7, 174, 849, 171, 3.394
4, 120, 1, 1.7, 200, 511, 298, 0.847
4, 121, 1, 1.65, 117, 375, 144, 1.085
4, 122, 1, 1.6, 31, 380, 720, 1.670
4, 123, 1, 1.7, 221, 116, 832, 0.986
4, 124, 0, 1.65, 154, NaN, NaN, -1.000
4, 125, 1, 1.65, 149, 193, 503, 1.196
4, 126, 1, 1.65, 144, 171, 854, 1.192
4, 127, 1, 1.65, 111, 609, 580, 1.252
4, 128, 1, 1.6, 18, 312, 195, 1.972
4, 129, 1, 1.65, 92, 160, 196, 3.470
4, 130, 1, 1.65, 119, 369, 562, 0.883
4, 131, 1, 1.65, 91, 355, 171, 0.968
4, 132, 1, 1.6, 14, 208, 689, 1.131
4, 133, 1, 1.6, 24, 509, 922, 5.493
4, 134, 1, 1.6, 62, 716, 745, 12.166
4, 135, 1, 1.7, 204, 250, 842, 0.963
4, 136, 1, 1.6, 29, 745, 317, 2.506
4, 137, 0, 1.7, 237, NaN, NaN, -1.000
4, 138, 1, 1.7, 172, 485, 925, 0.940
4, 139, 1, 1.65, 146, 891, 788, 2.557
4, 140, 1, 1.6, 46, 426, 313, 0.821
4, 141, 1, 1.65, 121, 769, 758, 0.944
4, 142, 1, 1.7, 220, 848, 940, 0.942
4, 143, 1, 1.65, 139, 337, 490, 0.691
4, 144, 1, 1.65, 101, 636, 749, 0.716
4, 145, 0, 1.7, 231, NaN, NaN, -1.000
4, 146, 1, 1.6, 70, 865, 179, 1.011
4, 147, 1, 1.6, 26, 838, 677, 1.538
4, 148, 1, 1.6, 6, 181, 416, 2.804
4, 149, 1, 1.65, 140, 612, 166, 1.157
4, 150, 1, 1.6, 39, 528, 342, 0.927
4, 151, 1, 1.7, 168, 516, 740, 0.861
4, 152, 1, 1.7, 228, 871, 349, 0.835
4, 153, 1, 1.7, 198, 240, 956, 0.750
4, 154, 1, 1.65, 145, 859, 463, 1.032
4, 155, 1, 1.65, 106, 672, 402, 3.721
4, 156, 0, 1.65, 153, NaN, NaN, -1.000
4, 157, 1, 1.7, 208, 676, 188, 0.844
4, 158, 0, 1.7, 240, NaN, NaN, -1.000
4, 159, 1, 1.6, 67, 825, 931, 13.048
4, 160, 1, 1.7, 197, 105, 67, 0.907
4, 161, 1, 1.6, 21, 155, 715, 2.350
4, 162, 1, 1.6, 54, 622, 646, 26.149
4, 163, 1, 1.7, 186, 135, 964, 2.052
4, 164, 0, 1.65, 155, NaN, NaN, -1.000
4, 165, 1, 1.7, 210, 553, 639, 0.628
4, 166, 1, 1.65, 125, 895, 526, 2.214
4, 167, 1, 1.65, 142, 719, 95, 5.758
4, 168, 1, 1.7, 171, 269, 726, 0.906
4, 169, 0, 1.6, 77, NaN, NaN, -1.000
4, 170, 1, 1.7, 205, 270, 772, 1.636
4, 171, 1, 1.6, 48, 745, 422, 3.934
4, 172, 1, 1.6, 32, 712, 637, 0.860
4, 173, 0, 1.7, 233, NaN, NaN, -1.000
4, 174, 1, 1.7, 190, 576, 327, 0.644
4, 175, 1, 1.7, 224, 740, 668, 0.730
4, 176, 1, 1.65, 90, 753, 704, 1.027
4, 177, 1, 1.65, 85, 957, 271, 1.254
4, 178, 1, 1.6, 58, 735, 710, 1.280
4, 179, 1, 1.6, 56, 700, 96, 1.407
4, 180, 0, 1.7, 234, NaN, NaN, -1.000
4, 181, 1, 1.7, 207, 617, 620, 0.552
4, 182, 1, 1.6, 16, 852, 515, 0.704
4, 183, 1, 1.7, 211, 703, 694, 0.620
4, 184, 1, 1.7, 196, 296, 911, 0.741
4, 185, 1, 1.65, 137, 419, 486, 0.596
4, 186, 1, 1.6, 9, 143, 208, 1.840
4, 187, 1, 1.65, 109, 671, 858, 1.300
4, 188, 1, 1.6, 3, 842, 456, 11.834
4, 189, 1, 1.6, 19, 199, 699, 1.340
4, 190, 1, 1.6, 30, 859, 582, 2.623
4, 191, 1, 1.7, 164, 252, 602, 0.859
4, 192, 0, 1.7, 235, NaN, NaN, -1.000
4, 193, 1, 1.7, 229, 478, 936, 0.851
4, 194, 1, 1.6, 60, 453, 362, 4.433
4, 195, 0, 1.6, 79, NaN, NaN, -1.000
4, 196, 1, 1.7, 182, 731, 234, 0.569
4, 197, 0, 1.65, 158, NaN, NaN, -1.000
4, 198, 1, 1.65, 150, 420, 475, 0.693
4, 199, 1, 1.7, 202, 135, 98, 1.055
4, 200, 1, 1.6, 13, 867, 538, 22.614
4, 201, 1, 1.7, 185, 258, 956, 2.989
4, 202, 1, 1.6, 36, 916, 204, 1.205
4, 203, 1, 1.65, 107, 643, 716, 0.728
4, 204, 1, 1.7, 217, 77, 198, 1.062
4, 205, 1, 1.65, 131, 920, 773, 1.043
4, 206, 1, 1.65, 118, 581, 843, 0.849
4, 207, 1, 1.7, 176, 736, 583, 0.846
4, 208, 1, 1.6, 57, 377, 647, 25.777
4, 209, 1, 1.7, 161, 626, 73, 0.945
4, 210, 1, 1.65, 147, 455, 636, 0.535
4, 211, 1, 1.6, 51, 700, 218, 0.718
4, 212, 1, 1.6, 28, 350, 547, 0.952
4, 213, 1, 1.6, 25, 842, 661, 3.559
4, 214, 1, 1.65, 127, 567, 299, 4.198
4, 215, 1, 1.7, 215, 233, 529, 0.786
4, 216, 1, 1.65, 148, 254, 362, 5.960
4, 217, 1, 1.65, 103, 583, 647, 0.916
4, 218, 1, 1.7, 170, 742, 289, 0.907
4, 219, 1, 1.65, 136, 92, 278, 1.131
4, 220, 1, 1.65, 105, 954, 344, 1.821
4, 221, 1, 1.6, 43, 215, 389, 1.061
4, 222, 1, 1.65, 128, 879, 344, 0.893
4, 223, 1, 1.65, 84, 470, 891, 0.976
4, 224, 1, 1.65, 122, 443, 650, 0.856
4, 225, 0, 1.7, 238, NaN, NaN, -1.000
4, 226, 1, 1.65, 120, 269, 612, 0.821
4, 227, 1, 1.7, 163, 180, 636, 1.025
4, 228, 1, 1.7, 166, 316, 422, 0.800
4, 229, 1, 1.7, 184, 917, 294, 2.415
4, 230, 1, 1.65, 123, 823, 86, 2.658
4, 231, 1, 1.65, 89, 441, 912, 1.897
4, 232, 0, 1.65, 159, NaN, NaN, -1.000
4, 233, 1, 1.65, 82, 322, 374, 1.075
4, 234, 1, 1.7, 218, 389, 284, 0.679
4, 235, 1, 1.7, 203, 637, 574, 0.743
4, 236, 0, 1.6, 78, NaN, NaN, -1.000
4, 237, 1, 1.6, 52, 860, 644, 1.974
4, 238, 1, 1.7, 213, 315, 949, 1.137
4, 239, 1, 1.65, 104, 241, 562, 0.831
4, 240, 1, 1.65, 87, 244, 662, 0.874
