participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
7, 1, 1, 1.7, 178, 376, 310, 0.584
7, 2, 1, 1.6, 14, 208, 689, 2.143
7, 3, 1, 1.65, 148, 254, 362, 4.242
7, 4, 1, 1.7, 193, 581, 125, 0.932
7, 5, 1, 1.65, 147, 455, 636, 0.971
7, 6, 1, 1.6, 69, 657, 196, 31.852
7, 7, 0, 1.6, 74, NaN, NaN, -1.000
7, 8, 0, 1.6, 80, NaN, NaN, -1.000
7, 9, 1, 1.65, 114, 191, 718, 3.602
7, 10, 1, 1.6, 61, 158, 692, 3.400
7, 11, 1, 1.65, 92, 160, 196, 0.804
7, 12, 0, 1.65, 158, NaN, NaN, -1.000
7, 13, 1, 1.65, 96, 410, 204, 2.303
7, 14, 1, 1.65, 130, 632, 117, 12.552
7, 15, 1, 1.65, 121, 769, 758, 0.778
7, 16, 1, 1.7, 201, 785, 683, 0.598
7, 17, 1, 1.7, 167, 293, 404, 0.634
7, 18, 1, 1.65, 109, 671, 858, 1.438
7, 19, 1, 1.65, 127, 567, 299, 0.993
7, 20, 0, 1.65, 157, NaN, NaN, -1.000
7, 21, 1, 1.65, 123, 823, 86, 2.188
7, 22, 1, 1.6, 46, 426, 313, 0.734
7, 23, 1, 1.6, 34, 278, 259, 2.008
7, 24, 1, 1.65, 113, 796, 502, 1.211
7, 25, 1, 1.7, 194, 535, 120, 0.770
7, 26, 1, 1.7, 225, 773, 680, 0.673
7, 27, 1, 1.6, 27, 351, 297, 1.413
7, 28, 1, 1.65, 91, 355, 171, 8.982
7, 29, 1, 1.6, 23, 875, 608, 2.034
7, 30, 1, 1.6, 38, 292, 481, 19.406
7, 31, 0, 1.7, 239, NaN, NaN, -1.000
7, 32, 0, 1.6, 71, NaN, NaN, -1.000
7, 33, 1, 1.7, 209, 652, 175, 0.613
7, 34, 1, 1.65, 82, 322, 374, 0.815
7, 35, 1, 1.7, 191, 384, 889, 0.739
7, 36, 1, 1.7, 163, 180, 636, 0.722
7, 37, 1, 1.65, 144, 171, 854, 0.869
7, 38, 0, 1.7, 238, NaN, NaN, -1.000
7, 39, 1, 1.6, 47, 220, 659, 1.132
7, 40, 1, 1.7, 219, 790, 322, 0.992
7, 41, 0, 1.7, 233, NaN, NaN, -1.000
7, 42, 1, 1.6, 4, 631, 811, 1.319
7, 43, 1, 1.6, 57, 377, 647, 1.232
7, 44, 1, 1.65, 117, 375, 144, 11.450
7, 45, 1, 1.6, 70, 865, 179, 1.543
7, 46, 1, 1.65, 119, 369, 562, 0.684
7, 47, 1, 1.65, 129, 366, 511, 0.918
7, 48, 1, 1.7, 214, 696, 77, 1.008
7, 49, 0, 1.65, 160, NaN, NaN, -1.000
7, 50, 1, 1.6, 35, 897, 756, 13.668
7, 51, 1, 1.65, 84, 470, 891, 2.597
7, 52, 1, 1.6, 11, 279, 204, 6.421
7, 53, 1, 1.6, 44, 803, 698, 5.117
7, 54, 1, 1.65, 141, 832, 625, 1.320
7, 55, 1, 1.6, 16, 852, 515, 1.593
7, 56, 1, 1.7, 168, 516, 740, 0.946
7, 57, 1, 1.7, 217, 77, 198, 2.705
7, 58, 1, 1.65, 90, 753, 704, 1.567
7, 59, 1, 1.65, 124, 617, 260, 0.884
7, 60, 1, 1.6, 45, 814, 61, 5.706
7, 61, 1, 1.6, 8, 421, 916, 3.763
7, 62, 1, 1.65, 104, 241, 562, 2.267
7, 63, 1, 1.7, 224, 740, 668, 0.900
7, 64, 1, 1.7, 182, 731, 234, 0.863
7, 65, 1, 1.65, 139, 337, 490, 0.900
7, 66, 1, 1.6, 17, 727, 440, 0.751
7, 67, 1, 1.65, 102, 199, 927, 1.116
7, 68, 1, 1.7, 229, 478, 936, 0.741
7, 69, 1, 1.7, 213, 315, 949, 1.234
7, 70, 1, 1.65, 108, 407, 424, 1.043
7, 71, 1, 1.65, 107, 643, 716, 0.708
7, 72, 1, 1.65, 83, 403, 606, 0.707
7, 73, 0, 1.65, 153, NaN, NaN, -1.000
7, 74, 1, 1.6, 65, 280, 261, 12.836
7, 75, 1, 1.65, 137, 419, 486, 0.626
7, 76, 1, 1.7, 161, 626, 73, 0.902
7, 77, 0, 1.6, 79, NaN, NaN, -1.000
7, 78, 1, 1.7, 170, 742, 289, 1.772
7, 79, 1, 1.65, 138, 931, 611, 3.699
7, 80, 1, 1.6, 32, 712, 637, 1.177
7, 81, 1, 1.65, 125, 895, 526, 1.103
7, 82, 1, 1.6, 9, 143, 208, 3.117
7, 83, 1, 1.65, 145, 859, 463, 2.144
7, 84, 1, 1.65, 101, 636, 749, 0.898
7, 85, 1, 1.6, 48, 745, 422, 1.935
7, 86, 1, 1.6, 56, 700, 96, 1.896
7, 87, 1, 1.6, 68, 238, 246, 0.972
7, 88, 1, 1.7, 171, 269, 726, 0.755
7, 89, 1, 1.6, 53, 137, 213, 5.645
7, 90, 1, 1.65, 81, 451, 349, 0.827
7, 91, 1, 1.65, 110, 381, 436, 0.803
7, 92, 1, 1.7, 177, 90, 455, 0.853
7, 93, 1, 1.65, 140, 612, 166, 0.862
7, 94, 1, 1.65, 116, 118, 681, 1.075
7, 95, 1, 1.65, 143, 436, 385, 3.357
7, 96, 1, 1.6, 2, 913, 781, 1.938
7, 97, 1, 1.6, 7, 958, 939, 2.647
7, 98, 1, 1.65, 122, 443, 650, 0.786
7, 99, 1, 1.65, 100, 865, 377, 1.869
7, 100, 1, 1.65, 88, 141, 839, 1.166
7, 101, 1, 1.65, 132, 811, 835, 2.464
7, 102, 1, 1.65, 146, 891, 788, 0.865
7, 103, 1, 1.6, 60, 453, 362, 1.746
7, 104, 0, 1.65, 159, NaN, NaN, 0.433
7, 105, 1, 1.6, 54, 622, 646, -1.000
7, 106, 1, 1.6, 42, 543, 656, 1.217
7, 107, 1, 1.65, 85, 957, 271, 1.627
7, 108, 1, 1.6, 15, 698, 389, 0.886
7, 109, 1, 1.6, 36, 916, 204, 1.939
7, 110, 1, 1.6, 3, 842, 456, 0.981
7, 111, 1, 1.6, 10, 204, 619, 1.447
7, 112, 1, 1.65, 93, 433, 877, 1.053
7, 113, 1, 1.7, 184, 917, 294, 1.627
7, 114, 1, 1.6, 50, 451, 956, 24.715
7, 115, 1, 1.6, 1, 622, 498, 1.678
