participantNumber, trialNum, TargetPresent, beta, seed, r, phi, respose
5, 190, 1, 1.7, 26, 400, 315, 1
5, 191, 1, 1.7, 24, 300, 0, 1
5, 192, 1, 1.65, 15, 350, 135, 0
5, 193, 0, 1.65, 157, NaN, NaN, 0
5, 194, 0, 1.65, 145, NaN, NaN, 0
5, 195, 1, 1.7, 23, 100, 45, 1
5, 196, 0, 1.65, 166, NaN, NaN, 0
5, 197, 0, 1.6, 35, NaN, NaN, 0
5, 198, 0, 1.65, 188, NaN, NaN, 0
5, 199, 1, 1.6, 1, 100, 225, 0
5, 200, 1, 1.7, 26, 200, 90, 1
5, 201, 1, 1.6, 8, 200, 270, 1
5, 202, 1, 1.65, 17, 50, 0, 1
5, 203, 1, 1.65, 17, 200, 270, 1
5, 204, 1, 1.65, 18, 200, 135, 0
5, 205, 1, 1.6, 9, 400, 270, 0
5, 206, 1, 1.7, 21, 100, 135, 0
5, 207, 1, 1.7, 23, 300, 315, 1
5, 208, 0, 1.7, 203, NaN, NaN, 0
5, 209, 0, 1.6, 74, NaN, NaN, 0
5, 210, 1, 1.6, 2, 350, 225, 0
5, 211, 1, 1.6, 7, 100, 90, 1
5, 212, 1, 1.65, 17, 400, 315, 0
5, 213, 1, 1.6, 7, 200, 0, 1
5, 214, 1, 1.7, 21, 400, 270, 1
5, 215, 1, 1.6, 6, 50, 135, 1
5, 216, 1, 1.65, 13, 50, 270, 1
5, 217, 1, 1.65, 12, 150, 90, 1
5, 218, 1, 1.7, 21, 50, 315, 1
5, 219, 1, 1.65, 13, 50, 225, 1
5, 220, 1, 1.65, 15, 400, 270, 0
5, 221, 1, 1.7, 26, 100, 180, 1
5, 222, 1, 1.65, 18, 100, 45, 1
5, 223, 1, 1.65, 10, 200, 0, 1
5, 224, 1, 1.65, 18, 250, 225, 1
5, 225, 1, 1.65, 18, 250, 45, 1
5, 226, 1, 1.6, 9, 250, 225, 0
5, 227, 0, 1.65, 115, NaN, NaN, 0
5, 228, 1, 1.7, 27, 150, 135, 1
5, 229, 1, 1.65, 17, 400, 270, 1
5, 230, 1, 1.7, 21, 150, 225, 1
5, 231, 1, 1.6, 5, 250, 135, 0
5, 232, 0, 1.65, 143, NaN, NaN, 0
5, 233, 1, 1.6, 6, 300, 225, 0
5, 234, 1, 1.65, 18, 400, 45, 1
5, 235, 1, 1.7, 25, 300, 45, 1
5, 236, 1, 1.7, 22, 300, 0, 1
5, 237, 1, 1.7, 23, 200, 180, 1
5, 238, 1, 1.6, 5, 50, 270, 1
5, 239, 1, 1.6, 7, 400, 45, 0
5, 240, 1, 1.65, 10, 300, 315, 1
5, 241, 1, 1.7, 27, 250, 135, 1
5, 242, 1, 1.6, 2, 300, 270, 0
5, 243, 1, 1.6, 4, 250, 315, 0
5, 244, 0, 1.7, 233, NaN, NaN, 0
5, 245, 0, 1.7, 208, NaN, NaN, 0
5, 246, 1, 1.7, 27, 150, 270, 1
5, 247, 0, 1.6, 89, NaN, NaN, 0
5, 248, 1, 1.7, 20, 300, 45, 1
5, 249, 1, 1.65, 12, 100, 315, 1
5, 250, 0, 1.7, 280, NaN, NaN, 0
5, 251, 1, 1.6, 1, 250, 225, 0
5, 252, 1, 1.65, 15, 350, 90, 0
5, 253, 1, 1.7, 24, 250, 315, 1
5, 254, 1, 1.6, 4, 400, 0, 1
5, 255, 1, 1.6, 8, 350, 270, 1
5, 256, 1, 1.7, 20, 300, 0, 1
5, 257, 1, 1.7, 19, 350, 270, 1
5, 258, 1, 1.65, 10, 250, 315, 1
5, 259, 1, 1.6, 9, 150, 135, 0
5, 260, 1, 1.7, 25, 400, 0, 1
5, 261, 1, 1.7, 23, 400, 0, 1
5, 262, 1, 1.6, 8, 400, 180, 0
5, 263, 1, 1.6, 7, 350, 180, 0
5, 264, 0, 1.6, 45, NaN, NaN, 0
5, 265, 1, 1.6, 7, 100, 270, 1
5, 266, 0, 1.6, 47, NaN, NaN, 0
5, 267, 1, 1.65, 12, 250, 180, 1
5, 268, 1, 1.6, 3, 400, 270, 0
5, 269, 0, 1.65, 196, NaN, NaN, 0
5, 270, 1, 1.6, 3, 350, 45, 1
5, 271, 1, 1.6, 5, 50, 45, 1
5, 272, 1, 1.6, 3, 50, 0, 1
5, 273, 1, 1.65, 10, 100, 270, 1
5, 274, 1, 1.65, 15, 100, 315, 1
5, 275, 1, 1.6, 3, 100, 90, 0
5, 276, 1, 1.6, 1, 200, 270, 1
5, 277, 0, 1.6, 29, NaN, NaN, 0
5, 278, 1, 1.65, 17, 200, 135, 1
5, 279, 0, 1.6, 28, NaN, NaN, 0
5, 280, 1, 1.65, 10, 150, 180, 1
5, 281, 1, 1.6, 8, 400, 270, 0
5, 282, 1, 1.7, 19, 250, 270, 1
5, 283, 1, 1.7, 24, 300, 225, 1
5, 284, 1, 1.7, 26, 300, 270, 1
5, 285, 1, 1.7, 21, 200, 225, 1
5, 286, 1, 1.65, 18, 400, 0, 1
5, 287, 1, 1.65, 11, 250, 90, 1
5, 288, 1, 1.7, 22, 150, 135, 1
5, 289, 1, 1.7, 26, 350, 0, 1
5, 290, 1, 1.7, 23, 150, 315, 1
5, 291, 1, 1.6, 1, 50, 90, 1
5, 292, 0, 1.7, 250, NaN, NaN, 0
5, 293, 1, 1.65, 15, 200, 180, 0
5, 294, 1, 1.65, 17, 50, 225, 1
5, 295, 1, 1.65, 11, 100, 225, 1
5, 296, 1, 1.6, 7, 200, 225, 0
5, 297, 1, 1.6, 5, 150, 270, 0
5, 298, 1, 1.65, 18, 100, 225, 1
5, 299, 1, 1.6, 1, 250, 270, 0
5, 300, 1, 1.7, 25, 50, 225, 1
5, 301, 1, 1.7, 20, 400, 315, 0
5, 302, 1, 1.6, 3, 100, 45, 1
5, 303, 1, 1.65, 10, 200, 90, 1
5, 304, 1, 1.6, 1, 100, 270, 0
5, 305, 1, 1.65, 10, 350, 315, 0
5, 306, 0, 1.65, 184, NaN, NaN, 0
5, 307, 1, 1.65, 18, 250, 180, 0
5, 308, 1, 1.6, 2, 200, 180, 0
5, 309, 0, 1.6, 94, NaN, NaN, 0
5, 310, 1, 1.65, 16, 350, 45, 1
5, 311, 1, 1.65, 17, 250, 45, 1
5, 312, 1, 1.7, 20, 100, 180, 1
5, 313, 0, 1.65, 134, NaN, NaN, 0
5, 314, 1, 1.7, 21, 350, 0, 1
5, 315, 1, 1.7, 25, 50, 180, 1
5, 316, 0, 1.6, 49, NaN, NaN, 0
5, 317, 1, 1.7, 25, 300, 225, 1
5, 318, 1, 1.6, 8, 50, 225, 1
5, 319, 0, 1.65, 150, NaN, NaN, 0
5, 320, 0, 1.7, 246, NaN, NaN, 0
5, 321, 1, 1.65, 18, 400, 180, 0
5, 322, 1, 1.7, 26, 150, 225, 1
5, 323, 1, 1.7, 24, 400, 270, 1
5, 324, 1, 1.65, 17, 250, 135, 1
5, 325, 1, 1.7, 22, 50, 45, 1
5, 326, 1, 1.65, 18, 350, 90, 0
5, 327, 1, 1.65, 12, 200, 225, 0
5, 328, 0, 1.6, 98, NaN, NaN, 0
5, 329, 1, 1.6, 7, 100, 315, 1
5, 330, 1, 1.6, 2, 400, 225, 0
5, 331, 1, 1.65, 15, 150, 315, 1
5, 332, 1, 1.7, 21, 350, 180, 0
5, 333, 1, 1.7, 22, 350, 315, 1
5, 334, 1, 1.7, 24, 100, 45, 1
5, 335, 0, 1.7, 281, NaN, NaN, 0
5, 336, 1, 1.6, 3, 250, 225, 1
5, 337, 1, 1.65, 14, 200, 225, 0
5, 338, 1, 1.7, 20, 50, 180, 1
5, 339, 1, 1.6, 8, 100, 90, 1
5, 340, 1, 1.6, 9, 50, 45, 1
5, 341, 1, 1.65, 13, 100, 135, 1
5, 342, 1, 1.7, 25, 350, 225, 1
5, 343, 1, 1.6, 2, 150, 315, 0
5, 344, 1, 1.6, 1, 250, 0, 0
5, 345, 1, 1.7, 20, 300, 315, 1
5, 346, 1, 1.6, 4, 150, 45, 1
5, 347, 1, 1.7, 26, 100, 45, 1
5, 348, 1, 1.65, 17, 350, 315, 0
5, 349, 0, 1.65, 144, NaN, NaN, 0
5, 350, 0, 1.7, 236, NaN, NaN, 0
5, 351, 1, 1.7, 27, 350, 45, 1
5, 352, 1, 1.6, 4, 100, 270, 0
5, 353, 1, 1.6, 7, 400, 135, 0
5, 354, 1, 1.6, 1, 50, 225, 1
5, 355, 1, 1.6, 4, 100, 315, 1
5, 356, 1, 1.65, 18, 50, 135, 1
5, 357, 1, 1.65, 15, 250, 135, 1
5, 358, 1, 1.7, 20, 100, 90, 1
5, 359, 1, 1.65, 10, 350, 0, 1
5, 360, 1, 1.7, 22, 50, 0, 1
5, 361, 1, 1.7, 27, 150, 180, 1
5, 362, 1, 1.6, 3, 150, 270, 1
5, 363, 1, 1.6, 9, 300, 135, 0
5, 364, 1, 1.6, 8, 350, 90, 0
5, 365, 1, 1.6, 7, 300, 315, 0
5, 366, 1, 1.65, 14, 250, 45, 0
5, 367, 1, 1.7, 22, 300, 225, 1
5, 368, 1, 1.65, 11, 50, 315, 1
5, 369, 1, 1.65, 14, 50, 180, 1
5, 370, 1, 1.6, 7, 150, 180, 0
5, 371, 1, 1.65, 12, 350, 180, 0
5, 372, 1, 1.6, 8, 50, 315, 1
5, 373, 1, 1.6, 4, 100, 135, 1
5, 374, 0, 1.6, 76, NaN, NaN, 0
5, 375, 1, 1.65, 16, 100, 315, 1
5, 376, 1, 1.65, 13, 50, 0, 1
5, 377, 1, 1.6, 2, 400, 90, 0
5, 378, 1, 1.65, 11, 400, 0, 1
5, 379, 1, 1.6, 3, 350, 180, 0
5, 380, 1, 1.65, 13, 250, 225, 0
5, 381, 0, 1.6, 113, NaN, NaN, 0
5, 382, 1, 1.65, 15, 250, 225, 1
5, 383, 0, 1.6, 63, NaN, NaN, 0
5, 384, 1, 1.7, 25, 350, 270, 0
5, 385, 1, 1.65, 15, 50, 315, 1
5, 386, 1, 1.7, 24, 200, 315, 1
5, 387, 1, 1.6, 5, 400, 315, 0
5, 388, 0, 1.65, 182, NaN, NaN, 0
5, 389, 1, 1.65, 11, 400, 225, 1
5, 390, 1, 1.65, 16, 200, 135, 0
5, 391, 1, 1.7, 22, 50, 180, 1
5, 392, 0, 1.6, 73, NaN, NaN, 0
5, 393, 1, 1.6, 3, 400, 135, 0
5, 394, 0, 1.6, 109, NaN, NaN, 0
5, 395, 1, 1.7, 20, 150, 135, 1
5, 396, 1, 1.65, 14, 150, 0, 0
5, 397, 1, 1.6, 2, 300, 180, 0
5, 398, 1, 1.6, 4, 300, 315, 0
5, 399, 1, 1.7, 20, 350, 180, 0
5, 400, 1, 1.7, 27, 50, 135, 1
5, 401, 1, 1.7, 26, 250, 180, 0
5, 402, 1, 1.6, 2, 350, 180, 0
5, 403, 1, 1.65, 14, 400, 315, 0
5, 404, 1, 1.7, 23, 350, 315, 1
5, 405, 1, 1.65, 13, 150, 135, 1
5, 406, 1, 1.6, 8, 350, 180, 0
5, 407, 1, 1.6, 3, 400, 225, 0
5, 408, 0, 1.65, 199, NaN, NaN, 0
5, 409, 1, 1.65, 14, 50, 45, 1
5, 410, 1, 1.65, 11, 50, 0, 1
5, 411, 0, 1.65, 169, NaN, NaN, 0
5, 412, 1, 1.7, 22, 400, 45, 1
5, 413, 1, 1.65, 11, 100, 315, 1
5, 414, 1, 1.65, 10, 400, 135, 1
5, 415, 1, 1.7, 23, 50, 315, 1
5, 416, 1, 1.7, 21, 350, 90, 1
5, 417, 1, 1.6, 1, 100, 0, 0
5, 418, 1, 1.7, 19, 100, 45, 1
5, 419, 1, 1.6, 1, 300, 0, 0
5, 420, 1, 1.7, 20, 200, 0, 1
5, 421, 1, 1.7, 21, 300, 135, 0
5, 422, 1, 1.7, 23, 400, 180, 1
5, 423, 1, 1.6, 7, 50, 135, 1
5, 424, 1, 1.65, 11, 150, 45, 1
5, 425, 0, 1.7, 231, NaN, NaN, 0
5, 426, 1, 1.65, 13, 350, 90, 0
5, 427, 1, 1.65, 11, 350, 45, 1
5, 428, 1, 1.6, 5, 100, 270, 1
5, 429, 1, 1.65, 11, 100, 45, 1
5, 430, 1, 1.65, 12, 400, 0, 1
5, 431, 1, 1.65, 14, 200, 315, 1
5, 432, 1, 1.65, 15, 200, 0, 1
5, 433, 0, 1.7, 226, NaN, NaN, 0
5, 434, 1, 1.7, 24, 100, 225, 1
5, 435, 1, 1.7, 27, 200, 225, 1
5, 436, 1, 1.65, 14, 200, 0, 1
5, 437, 1, 1.6, 1, 300, 315, 0
5, 438, 1, 1.6, 8, 400, 315, 0
5, 439, 1, 1.65, 17, 250, 180, 0
5, 440, 1, 1.6, 9, 400, 315, 0
5, 441, 1, 1.7, 24, 350, 90, 1
5, 442, 1, 1.65, 11, 200, 45, 1
5, 443, 0, 1.7, 259, NaN, NaN, 0
5, 444, 1, 1.7, 23, 50, 0, 1
5, 445, 1, 1.7, 27, 150, 0, 1
5, 446, 1, 1.6, 7, 350, 270, 0
5, 447, 1, 1.65, 11, 200, 90, 1
5, 448, 1, 1.7, 27, 350, 0, 1
5, 449, 1, 1.7, 19, 50, 135, 1
5, 450, 1, 1.65, 14, 50, 270, 1
5, 451, 0, 1.6, 96, NaN, NaN, 0
5, 452, 1, 1.7, 23, 200, 90, 1
5, 453, 1, 1.65, 17, 50, 180, 1
5, 454, 1, 1.65, 16, 250, 90, 1
5, 455, 1, 1.65, 17, 300, 90, 1
5, 456, 1, 1.6, 3, 100, 270, 0
5, 457, 1, 1.65, 10, 350, 270, 1
5, 458, 1, 1.65, 11, 350, 0, 1
5, 459, 1, 1.7, 27, 250, 315, 1
5, 460, 1, 1.6, 1, 200, 0, 1
5, 461, 1, 1.65, 16, 350, 135, 0
5, 462, 1, 1.65, 14, 200, 45, 1
5, 463, 0, 1.65, 130, NaN, NaN, 1
5, 464, 1, 1.65, 18, 300, 45, 1
5, 465, 0, 1.65, 140, NaN, NaN, 0
5, 466, 1, 1.6, 7, 250, 315, 0
5, 467, 0, 1.6, 105, NaN, NaN, 0
5, 468, 1, 1.65, 11, 100, 135, 1
5, 469, 1, 1.65, 16, 400, 180, 0
5, 470, 1, 1.6, 7, 50, 225, 1
5, 471, 1, 1.65, 14, 350, 90, 0
5, 472, 1, 1.6, 2, 50, 0, 1
5, 473, 1, 1.7, 19, 150, 225, 1
5, 474, 1, 1.65, 15, 100, 225, 1
5, 475, 1, 1.65, 13, 350, 135, 0
5, 476, 0, 1.6, 71, NaN, NaN, 0
5, 477, 1, 1.7, 23, 50, 90, 1
5, 478, 1, 1.65, 12, 200, 0, 1
5, 479, 1, 1.65, 18, 100, 0, 1
5, 480, 0, 1.65, 165, NaN, NaN, 0
5, 481, 1, 1.65, 11, 400, 90, 1
5, 482, 1, 1.65, 17, 100, 270, 1
5, 483, 1, 1.7, 22, 100, 225, 1
5, 484, 1, 1.7, 26, 250, 315, 1
5, 485, 1, 1.6, 6, 150, 225, 1
5, 486, 1, 1.65, 18, 150, 180, 1
5, 487, 1, 1.65, 16, 150, 90, 1
5, 488, 1, 1.6, 4, 400, 45, 0
5, 489, 1, 1.6, 2, 200, 0, 0
5, 490, 1, 1.7, 21, 200, 0, 1
5, 491, 1, 1.6, 7, 350, 225, 0
5, 492, 0, 1.7, 200, NaN, NaN, 0
5, 493, 1, 1.7, 24, 50, 315, 1
5, 494, 1, 1.65, 15, 350, 180, 0
5, 495, 0, 1.65, 178, NaN, NaN, 0
5, 496, 1, 1.7, 24, 350, 270, 0
5, 497, 1, 1.6, 6, 350, 180, 0
5, 498, 1, 1.6, 5, 300, 45, 0
5, 499, 0, 1.7, 211, NaN, NaN, 0
5, 500, 1, 1.65, 12, 200, 270, 1
5, 501, 1, 1.65, 16, 150, 225, 1
5, 502, 1, 1.7, 26, 50, 90, 1
5, 503, 0, 1.6, 81, NaN, NaN, 0
5, 504, 1, 1.6, 2, 150, 45, 1
5, 505, 1, 1.7, 19, 50, 270, 1
5, 506, 1, 1.7, 20, 400, 45, 0
5, 507, 1, 1.6, 5, 100, 315, 0
5, 508, 0, 1.65, 172, NaN, NaN, 0
5, 509, 1, 1.65, 14, 300, 270, 1
5, 510, 1, 1.6, 9, 200, 225, 0
5, 511, 1, 1.7, 26, 150, 90, 1
5, 512, 1, 1.65, 13, 100, 225, 1
5, 513, 0, 1.6, 65, NaN, NaN, 0
5, 514, 1, 1.65, 12, 400, 180, 0
5, 515, 1, 1.7, 24, 100, 135, 1
5, 516, 1, 1.7, 25, 200, 180, 1
5, 517, 1, 1.65, 13, 400, 0, 0
5, 518, 1, 1.65, 16, 50, 270, 1
5, 519, 1, 1.7, 27, 100, 180, 1
5, 520, 1, 1.7, 19, 200, 180, 1
5, 521, 1, 1.65, 14, 150, 180, 0
5, 522, 1, 1.65, 15, 300, 0, 0
5, 523, 1, 1.7, 21, 200, 180, 1
5, 524, 1, 1.7, 23, 200, 315, 0
5, 525, 1, 1.7, 25, 250, 315, 1
5, 526, 1, 1.7, 22, 400, 0, 1
5, 527, 1, 1.65, 15, 250, 90, 0
5, 528, 1, 1.6, 7, 300, 270, 0
5, 529, 0, 1.65, 137, NaN, NaN, 0
5, 530, 1, 1.7, 20, 200, 135, 1
5, 531, 1, 1.65, 15, 150, 180, 0
5, 532, 1, 1.7, 19, 250, 0, 1
5, 533, 1, 1.7, 25, 250, 225, 0
5, 534, 1, 1.7, 20, 150, 315, 1
5, 535, 1, 1.6, 4, 100, 90, 1
5, 536, 1, 1.65, 13, 200, 45, 1
5, 537, 1, 1.6, 5, 400, 90, 1
5, 538, 1, 1.6, 5, 150, 225, 0
5, 539, 1, 1.6, 8, 50, 135, 1
5, 540, 1, 1.6, 3, 50, 45, 1
5, 541, 0, 1.7, 270, NaN, NaN, 0
5, 542, 1, 1.6, 9, 150, 225, 1
5, 543, 1, 1.7, 23, 350, 45, 1
5, 544, 1, 1.6, 9, 150, 90, 1
5, 545, 1, 1.6, 6, 100, 90, 0
5, 546, 0, 1.6, 50, NaN, NaN, 0
5, 547, 1, 1.65, 18, 400, 90, 1
5, 548, 1, 1.65, 17, 150, 180, 0
5, 549, 1, 1.65, 11, 150, 0, 1
5, 550, 1, 1.7, 26, 100, 0, 1
5, 551, 0, 1.7, 243, NaN, NaN, 0
