participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
3, 57, 1, 1.65, 107, 643, 716, 0.558
3, 58, 1, 1.7, 193, 581, 125, 0.680
3, 59, 1, 1.6, 31, 380, 720, 3.915
3, 60, 1, 1.6, 19, 199, 699, 1.724
3, 61, 1, 1.6, 66, 887, 238, 13.279
3, 62, 1, 1.65, 150, 420, 475, 0.597
3, 63, 1, 1.65, 105, 954, 344, 1.291
3, 64, 0, 1.65, 155, NaN, NaN, -1.000
3, 65, 1, 1.6, 30, 859, 582, 15.558
3, 66, 1, 1.65, 147, 455, 636, 0.632
3, 67, 1, 1.6, 25, 842, 661, 2.106
3, 68, 1, 1.7, 219, 790, 322, 0.935
3, 69, 1, 1.65, 130, 632, 117, 2.167
3, 70, 1, 1.65, 93, 433, 877, 3.803
3, 71, 0, 1.6, 78, NaN, NaN, -1.000
3, 72, 1, 1.7, 213, 315, 949, 0.786
3, 73, 1, 1.7, 192, 382, 76, 0.618
3, 74, 1, 1.7, 221, 116, 832, 0.620
3, 75, 1, 1.7, 177, 90, 455, 0.645
3, 76, 1, 1.7, 168, 516, 740, 0.690
3, 77, 1, 1.7, 171, 269, 726, 0.472
3, 78, 1, 1.6, 53, 137, 213, 6.181
3, 79, 1, 1.6, 33, 536, 902, 3.048
3, 80, 1, 1.7, 188, 215, 467, 1.506
3, 81, 1, 1.6, 35, 897, 756, 5.082
3, 82, 1, 1.6, 28, 350, 547, 1.166
3, 83, 1, 1.6, 1, 622, 498, 1.084
3, 84, 1, 1.7, 167, 293, 404, 0.546
3, 85, 1, 1.65, 106, 672, 402, 1.756
3, 86, 1, 1.6, 56, 700, 96, 2.747
3, 87, 1, 1.7, 162, 322, 623, 0.583
3, 88, 1, 1.65, 146, 891, 788, 1.949
3, 89, 1, 1.6, 6, 181, 416, 2.908
3, 90, 1, 1.7, 203, 637, 574, 0.619
3, 91, 1, 1.65, 82, 322, 374, 0.751
3, 92, 1, 1.65, 124, 617, 260, 0.928
3, 93, 1, 1.7, 222, 931, 161, 1.406
3, 94, 1, 1.7, 218, 389, 284, 0.548
3, 95, 1, 1.65, 100, 865, 377, 2.513
3, 96, 0, 1.6, 71, NaN, NaN, -1.000
3, 97, 1, 1.65, 92, 160, 196, 4.970
3, 98, 1, 1.6, 15, 698, 389, 1.220
3, 99, 1, 1.65, 90, 753, 704, 1.746
3, 100, 0, 1.6, 79, NaN, NaN, -1.000
3, 101, 1, 1.7, 220, 848, 940, 1.266
3, 102, 1, 1.6, 3, 842, 456, 1.528
3, 103, 1, 1.6, 23, 875, 608, 2.454
3, 104, 1, 1.6, 8, 421, 916, 3.081
3, 105, 1, 1.6, 54, 622, 646, -1.000
3, 106, 1, 1.6, 49, 763, 275, 1.922
3, 107, 1, 1.6, 59, 87, 466, 2.254
3, 108, 1, 1.65, 143, 436, 385, 0.884
3, 109, 1, 1.65, 88, 141, 839, 2.657
3, 110, 1, 1.65, 104, 241, 562, 1.516
3, 111, 1, 1.6, 51, 700, 218, 0.999
3, 112, 1, 1.7, 163, 180, 636, 1.457
3, 113, 1, 1.7, 208, 676, 188, 0.956
3, 114, 1, 1.6, 16, 852, 515, 1.705
3, 115, 1, 1.7, 172, 485, 925, 0.606
3, 116, 1, 1.7, 173, 462, 824, 0.587
3, 117, 1, 1.65, 140, 612, 166, 1.584
3, 118, 1, 1.6, 24, 509, 922, 5.876
3, 119, 1, 1.65, 126, 751, 433, 0.776
3, 120, 0, 1.7, 235, NaN, NaN, -1.000
3, 121, 1, 1.65, 142, 719, 95, 2.679
3, 122, 1, 1.6, 27, 351, 297, 0.635
3, 123, 1, 1.6, 46, 426, 313, 0.681
3, 124, 1, 1.65, 131, 920, 773, 1.434
3, 125, 1, 1.6, 5, 944, 756, 2.631
3, 126, 1, 1.65, 133, 687, 206, 2.994
3, 127, 1, 1.65, 95, 710, 666, 1.945
3, 128, 1, 1.6, 67, 825, 931, 4.738
3, 129, 1, 1.7, 189, 84, 872, 0.682
3, 130, 1, 1.65, 101, 636, 749, 0.501
3, 131, 1, 1.7, 170, 742, 289, 0.488
3, 132, 1, 1.65, 99, 813, 943, 1.440
3, 133, 1, 1.7, 216, 470, 721, 0.488
3, 134, 1, 1.6, 64, 734, 915, 2.323
3, 135, 1, 1.7, 191, 384, 889, 0.484
3, 136, 1, 1.7, 230, 235, 883, 0.550
3, 137, 1, 1.7, 205, 270, 772, 0.621
3, 138, 1, 1.6, 45, 814, 61, 2.943
3, 139, 0, 1.7, 237, NaN, NaN, -1.000
3, 140, 1, 1.65, 139, 337, 490, 0.585
3, 141, 1, 1.7, 175, 404, 534, 0.585
3, 142, 0, 1.7, 234, NaN, NaN, -1.000
3, 143, 1, 1.6, 63, 124, 462, 0.555
3, 144, 1, 1.7, 190, 576, 327, 0.500
3, 145, 1, 1.65, 149, 193, 503, 0.453
3, 146, 1, 1.7, 214, 696, 77, 1.063
3, 147, 1, 1.6, 37, 306, 678, 1.605
3, 148, 1, 1.6, 14, 208, 689, 0.573
3, 149, 1, 1.7, 181, 535, 956, 1.075
3, 150, 1, 1.65, 135, 550, 61, 2.102
3, 151, 1, 1.65, 132, 811, 835, 2.695
3, 152, 0, 1.7, 239, NaN, NaN, -1.000
3, 153, 0, 1.6, 75, NaN, NaN, -1.000
3, 154, 1, 1.6, 58, 735, 710, 2.632
3, 155, 1, 1.6, 12, 456, 955, 4.687
3, 156, 1, 1.7, 174, 849, 171, 0.785
3, 157, 1, 1.7, 186, 135, 964, 5.345
3, 158, 1, 1.65, 89, 441, 912, 1.160
3, 159, 1, 1.7, 165, 350, 412, 0.645
3, 160, 1, 1.7, 194, 535, 120, 0.521
3, 161, 1, 1.6, 7, 958, 939, 5.899
3, 162, 1, 1.65, 84, 470, 891, 2.251
3, 163, 1, 1.6, 47, 220, 659, 1.819
3, 164, 1, 1.7, 224, 740, 668, 0.761
3, 165, 1, 1.65, 108, 407, 424, 0.466
3, 166, 1, 1.6, 11, 279, 204, 3.424
3, 167, 1, 1.7, 195, 789, 385, 0.973
3, 168, 1, 1.65, 141, 832, 625, 0.801
3, 169, 1, 1.7, 199, 65, 271, 1.638
3, 170, 1, 1.6, 43, 215, 389, 2.358
3, 171, 1, 1.65, 112, 734, 524, 1.496
3, 172, 1, 1.65, 94, 503, 836, 1.374
3, 173, 1, 1.7, 209, 652, 175, 0.489
3, 174, 1, 1.65, 91, 355, 171, 0.498
3, 175, 1, 1.6, 69, 657, 196, 3.147
3, 176, 1, 1.65, 103, 583, 647, 0.863
3, 177, 0, 1.65, 156, NaN, NaN, -1.000
3, 178, 1, 1.7, 187, 719, 869, 1.323
3, 179, 1, 1.6, 9, 143, 208, 2.789
3, 180, 1, 1.6, 68, 238, 246, 0.693
3, 181, 1, 1.65, 113, 796, 502, 0.838
3, 182, 1, 1.65, 121, 769, 758, 1.532
3, 183, 1, 1.6, 60, 453, 362, 0.581
3, 184, 0, 1.7, 231, NaN, NaN, -1.000
3, 185, 1, 1.65, 127, 567, 299, 1.325
3, 186, 1, 1.6, 17, 727, 440, 0.489
3, 187, 1, 1.6, 55, 380, 589, 0.524
3, 188, 1, 1.65, 136, 92, 278, 4.261
3, 189, 1, 1.6, 57, 377, 647, 2.856
3, 190, 1, 1.6, 61, 158, 692, 0.717
3, 191, 0, 1.6, 72, NaN, NaN, -1.000
3, 192, 1, 1.6, 62, 716, 745, 2.416
3, 193, 1, 1.7, 183, 461, 177, 0.581
3, 194, 1, 1.7, 210, 553, 639, 0.503
3, 195, 1, 1.6, 39, 528, 342, 0.481
3, 196, 1, 1.65, 102, 199, 927, 0.624
3, 197, 0, 1.65, 152, NaN, NaN, -1.000
3, 198, 1, 1.6, 40, 444, 232, 0.656
3, 199, 1, 1.65, 144, 171, 854, 1.322
3, 200, 1, 1.65, 98, 430, 772, 0.678
3, 201, 1, 1.6, 13, 867, 538, 2.969
3, 202, 1, 1.65, 134, 280, 642, 1.061
3, 203, 1, 1.7, 225, 773, 680, 0.691
3, 204, 1, 1.7, 184, 917, 294, 1.699
3, 205, 1, 1.65, 111, 609, 580, 0.826
3, 206, 1, 1.6, 29, 745, 317, 2.155
3, 207, 0, 1.6, 77, NaN, NaN, -1.000
3, 208, 1, 1.7, 204, 250, 842, 0.548
3, 209, 1, 1.7, 197, 105, 67, 0.770
3, 210, 1, 1.6, 32, 712, 637, 1.818
3, 211, 1, 1.7, 176, 736, 583, 0.788
3, 212, 0, 1.65, 151, NaN, NaN, -1.000
3, 213, 0, 1.65, 154, NaN, NaN, -1.000
3, 214, 1, 1.65, 114, 191, 718, 1.443
3, 215, 1, 1.7, 202, 135, 98, 0.763
3, 216, 1, 1.65, 97, 641, 751, 0.845
3, 217, 0, 1.65, 158, NaN, NaN, -1.000
3, 218, 1, 1.65, 85, 957, 271, 1.748
3, 219, 0, 1.7, 232, NaN, NaN, -1.000
3, 220, 1, 1.7, 185, 258, 956, 2.938
3, 221, 1, 1.7, 164, 252, 602, 0.475
3, 222, 1, 1.7, 206, 676, 220, 0.547
3, 223, 1, 1.65, 83, 403, 606, 0.579
3, 224, 1, 1.65, 120, 269, 612, 0.514
3, 225, 1, 1.65, 116, 118, 681, 0.630
3, 226, 1, 1.7, 211, 703, 694, 1.325
3, 227, 1, 1.65, 129, 366, 511, 0.548
3, 228, 1, 1.65, 81, 451, 349, 0.480
3, 229, 1, 1.7, 228, 871, 349, 0.562
3, 230, 1, 1.6, 50, 451, 956, 9.790
3, 231, 1, 1.6, 44, 803, 698, 3.531
3, 232, 1, 1.6, 21, 155, 715, 0.774
3, 233, 1, 1.7, 229, 478, 936, 2.464
3, 234, 0, 1.6, 74, NaN, NaN, -1.000
3, 235, 1, 1.65, 119, 369, 562, 0.510
3, 236, 1, 1.65, 123, 823, 86, 1.097
3, 237, 1, 1.65, 109, 671, 858, 1.096
3, 238, 1, 1.7, 166, 316, 422, 0.476
3, 239, 1, 1.65, 87, 244, 662, 0.477
3, 240, 1, 1.7, 201, 785, 683, 0.726
