participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
9, 134, 0, 1.7, 231, NaN, NaN, -1.000
9, 135, 1, 1.6, 28, 350, 547, 0.768
9, 136, 1, 1.6, 57, 377, 647, 10.812
9, 137, 0, 1.65, 159, NaN, NaN, -1.000
9, 138, 1, 1.65, 140, 612, 166, 0.895
9, 139, 1, 1.65, 109, 671, 858, 0.817
9, 140, 1, 1.6, 20, 311, 555, 9.652
9, 141, 1, 1.6, 30, 859, 582, 4.194
9, 142, 1, 1.7, 214, 696, 77, 0.765
9, 143, 1, 1.7, 230, 235, 883, 1.392
9, 144, 1, 1.65, 139, 337, 490, 0.575
9, 145, 1, 1.65, 102, 199, 927, 0.623
9, 146, 1, 1.6, 11, 279, 204, 4.804
9, 147, 1, 1.65, 150, 420, 475, 0.779
9, 148, 1, 1.7, 229, 478, 936, 0.694
9, 149, 1, 1.7, 218, 389, 284, 0.515
9, 150, 1, 1.65, 135, 550, 61, 2.460
9, 151, 1, 1.65, 83, 403, 606, 0.647
9, 152, 1, 1.7, 193, 581, 125, 0.910
9, 153, 1, 1.7, 197, 105, 67, 0.996
9, 154, 0, 1.7, 240, NaN, NaN, -1.000
9, 155, 1, 1.65, 92, 160, 196, 2.499
9, 156, 1, 1.7, 192, 382, 76, 0.553
9, 157, 1, 1.7, 190, 576, 327, 0.525
9, 158, 1, 1.6, 6, 181, 416, 14.289
9, 159, 1, 1.65, 128, 879, 344, 1.257
9, 160, 1, 1.6, 42, 543, 656, 7.083
9, 161, 1, 1.65, 126, 751, 433, 0.564
9, 162, 1, 1.65, 120, 269, 612, 0.788
9, 163, 1, 1.65, 110, 381, 436, 0.466
9, 164, 1, 1.6, 53, 137, 213, 4.421
9, 165, 1, 1.7, 212, 318, 798, 0.595
9, 166, 0, 1.65, 157, NaN, NaN, -1.000
9, 167, 1, 1.6, 24, 509, 922, 13.596
9, 168, 1, 1.6, 2, 913, 781, 4.828
9, 169, 1, 1.65, 86, 165, 894, 0.884
9, 170, 1, 1.6, 10, 204, 619, 0.704
9, 171, 1, 1.6, 40, 444, 232, 1.084
9, 172, 1, 1.7, 204, 250, 842, 0.560
9, 173, 1, 1.6, 47, 220, 659, 2.818
9, 174, 1, 1.7, 225, 773, 680, 0.721
9, 175, 1, 1.6, 1, 622, 498, 0.885
9, 176, 1, 1.65, 105, 954, 344, 2.479
9, 177, 1, 1.65, 133, 687, 206, 0.775
9, 178, 1, 1.6, 22, 388, 881, 2.153
9, 179, 1, 1.7, 188, 215, 467, 1.364
9, 180, 1, 1.7, 164, 252, 602, 0.546
9, 181, 1, 1.7, 222, 931, 161, 0.692
9, 182, 1, 1.7, 202, 135, 98, 0.620
9, 183, 1, 1.7, 211, 703, 694, 0.585
9, 184, 1, 1.65, 129, 366, 511, 3.284
9, 185, 0, 1.65, 154, NaN, NaN, -1.000
9, 186, 1, 1.6, 49, 763, 275, 1.913
9, 187, 1, 1.65, 117, 375, 144, 1.147
9, 188, 1, 1.65, 131, 920, 773, 1.028
9, 189, 1, 1.65, 96, 410, 204, 2.645
9, 190, 1, 1.65, 89, 441, 912, 7.454
9, 191, 1, 1.7, 189, 84, 872, 1.146
9, 192, 1, 1.6, 12, 456, 955, 12.644
9, 193, 1, 1.7, 185, 258, 956, 1.777
9, 194, 1, 1.7, 182, 731, 234, 0.642
9, 195, 1, 1.65, 144, 171, 854, 1.193
9, 196, 0, 1.6, 79, NaN, NaN, -1.000
9, 197, 1, 1.6, 45, 814, 61, 1.684
9, 198, 1, 1.65, 88, 141, 839, 1.469
9, 199, 1, 1.7, 184, 917, 294, 0.897
9, 200, 1, 1.7, 175, 404, 534, 0.620
9, 201, 1, 1.7, 199, 65, 271, 1.292
9, 202, 1, 1.65, 116, 118, 681, 0.690
9, 203, 0, 1.65, 156, NaN, NaN, -1.000
9, 204, 1, 1.7, 224, 740, 668, 0.625
9, 205, 1, 1.65, 130, 632, 117, 4.040
9, 206, 1, 1.65, 134, 280, 642, 1.544
9, 207, 1, 1.7, 203, 637, 574, 0.645
9, 208, 1, 1.6, 4, 631, 811, 8.021
9, 209, 1, 1.65, 114, 191, 718, 1.194
9, 210, 1, 1.65, 127, 567, 299, 2.677
9, 211, 1, 1.65, 87, 244, 662, 0.573
9, 212, 1, 1.6, 50, 451, 956, 20.568
9, 213, 1, 1.65, 146, 891, 788, 1.495
9, 214, 1, 1.6, 32, 712, 637, 1.041
9, 215, 1, 1.7, 163, 180, 636, 0.800
9, 216, 1, 1.65, 149, 193, 503, 0.848
9, 217, 1, 1.6, 14, 208, 689, 8.344
9, 218, 1, 1.65, 98, 430, 772, 0.945
9, 219, 1, 1.6, 26, 838, 677, 1.626
9, 220, 1, 1.65, 99, 813, 943, 1.040
9, 221, 1, 1.7, 207, 617, 620, 0.644
9, 222, 1, 1.7, 201, 785, 683, 0.488
9, 223, 1, 1.6, 66, 887, 238, 40.348
9, 224, 1, 1.6, 61, 158, 692, 1.207
9, 225, 1, 1.65, 136, 92, 278, 4.622
9, 226, 1, 1.6, 3, 842, 456, 5.701
9, 227, 1, 1.65, 132, 811, 835, 1.471
9, 228, 1, 1.7, 228, 871, 349, 0.726
9, 229, 1, 1.65, 85, 957, 271, 0.920
9, 230, 1, 1.65, 111, 609, 580, 0.644
9, 231, 1, 1.7, 183, 461, 177, 0.496
9, 232, 1, 1.65, 119, 369, 562, 0.489
9, 233, 1, 1.6, 8, 421, 916, 3.465
9, 234, 1, 1.6, 54, 622, 646, 18.758
9, 235, 1, 1.65, 81, 451, 349, 0.516
9, 236, 0, 1.6, 72, NaN, NaN, -1.000
9, 237, 1, 1.65, 118, 581, 843, 0.835
9, 238, 0, 1.6, 73, NaN, NaN, -1.000
9, 239, 1, 1.6, 19, 199, 699, 1.518
9, 240, 0, 1.6, 78, NaN, NaN, -1.000
