participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
6, 69, 1, 1.7, 206, 676, 220, 1.048
6, 70, 1, 1.6, 19, 199, 699, 12.899
6, 71, 1, 1.6, 20, 311, 555, 1.085
6, 72, 1, 1.7, 185, 258, 956, 1.704
6, 73, 1, 1.6, 18, 312, 195, 2.723
6, 74, 1, 1.65, 107, 643, 716, 2.138
6, 75, 1, 1.7, 224, 740, 668, 0.817
6, 76, 0, 1.6, 79, NaN, NaN, -1.000
6, 77, 1, 1.65, 114, 191, 718, 2.380
6, 78, 1, 1.7, 190, 576, 327, 0.560
6, 79, 1, 1.65, 145, 859, 463, 1.718
6, 80, 1, 1.6, 28, 350, 547, 1.582
6, 81, 1, 1.7, 211, 703, 694, 0.862
6, 82, 1, 1.7, 180, 228, 721, 0.688
6, 83, 1, 1.7, 216, 470, 721, 0.560
6, 84, 1, 1.7, 184, 917, 294, 1.326
6, 85, 1, 1.6, 56, 700, 96, 1.231
6, 86, 1, 1.7, 193, 581, 125, 1.095
6, 87, 0, 1.6, 80, NaN, NaN, -1.000
6, 88, 1, 1.65, 127, 567, 299, 1.923
6, 89, 1, 1.65, 82, 322, 374, 1.640
6, 90, 1, 1.65, 98, 430, 772, 0.745
6, 91, 1, 1.6, 8, 421, 916, 13.714
6, 92, 1, 1.65, 92, 160, 196, 2.553
6, 93, 1, 1.65, 137, 419, 486, 0.560
6, 94, 1, 1.65, 112, 734, 524, 4.906
6, 95, 1, 1.6, 22, 388, 881, 20.718
6, 96, 1, 1.7, 219, 790, 322, 1.080
6, 97, 1, 1.7, 214, 696, 77, 1.294
6, 98, 1, 1.7, 203, 637, 574, 0.584
6, 99, 1, 1.65, 97, 641, 751, 0.677
6, 100, 1, 1.7, 209, 652, 175, 0.552
6, 101, 0, 1.65, 151, NaN, NaN, -1.000
6, 102, 1, 1.65, 122, 443, 650, 0.606
6, 103, 1, 1.7, 200, 511, 298, 0.534
6, 104, 1, 1.65, 136, 92, 278, 3.252
6, 105, 1, 1.7, 228, 871, 349, 0.836
6, 106, 1, 1.65, 134, 280, 642, 1.573
6, 107, 1, 1.6, 61, 158, 692, 0.822
6, 108, 1, 1.7, 222, 931, 161, 0.811
6, 109, 1, 1.6, 34, 278, 259, -1.000
6, 110, 1, 1.65, 126, 751, 433, 0.616
6, 111, 1, 1.7, 165, 350, 412, 0.559
6, 112, 1, 1.7, 191, 384, 889, 0.631
6, 113, 1, 1.7, 194, 535, 120, 0.884
6, 114, 1, 1.65, 84, 470, 891, 0.619
6, 115, 1, 1.6, 17, 727, 440, 0.707
6, 116, 1, 1.65, 113, 796, 502, 0.781
6, 117, 0, 1.7, 238, NaN, NaN, -1.000
6, 118, 1, 1.6, 9, 143, 208, 2.102
6, 119, 1, 1.6, 55, 380, 589, 0.536
6, 120, 1, 1.6, 65, 280, 261, -1.000
6, 121, 0, 1.6, 76, NaN, NaN, -1.000
6, 122, 1, 1.7, 192, 382, 76, 0.639
6, 123, 0, 1.65, 154, NaN, NaN, -1.000
6, 124, 1, 1.6, 4, 631, 811, 14.070
6, 125, 1, 1.65, 130, 632, 117, 1.624
6, 126, 1, 1.65, 103, 583, 647, 0.728
6, 127, 1, 1.65, 106, 672, 402, 1.659
6, 128, 1, 1.65, 89, 441, 912, 2.443
6, 129, 1, 1.6, 36, 916, 204, 4.001
6, 130, 1, 1.7, 183, 461, 177, 0.678
6, 131, 1, 1.65, 100, 865, 377, 1.808
6, 132, 0, 1.6, 78, NaN, NaN, -1.000
6, 133, 1, 1.6, 57, 377, 647, -1.000
6, 134, 0, 1.7, 234, NaN, NaN, -1.000
6, 135, 0, 1.7, 232, NaN, NaN, -1.000
6, 136, 1, 1.6, 52, 860, 644, 4.735
6, 137, 1, 1.6, 54, 622, 646, 49.347
6, 138, 1, 1.6, 67, 825, 931, 7.583
6, 139, 1, 1.65, 147, 455, 636, 0.580
6, 140, 1, 1.7, 227, 430, 219, 0.572
6, 141, 1, 1.7, 207, 617, 620, 0.530
6, 142, 0, 1.7, 240, NaN, NaN, -1.000
6, 143, 1, 1.65, 116, 118, 681, 0.947
6, 144, 1, 1.65, 105, 954, 344, 1.444
6, 145, 0, 1.65, 157, NaN, NaN, -1.000
6, 146, 1, 1.6, 29, 745, 317, 4.439
6, 147, 1, 1.7, 181, 535, 956, 3.682
6, 148, 1, 1.65, 90, 753, 704, 1.720
6, 149, 1, 1.7, 172, 485, 925, 0.620
6, 150, 1, 1.65, 118, 581, 843, 0.536
6, 151, 1, 1.6, 24, 509, 922, 22.298
6, 152, 1, 1.65, 117, 375, 144, 25.683
6, 153, 1, 1.6, 39, 528, 342, 0.630
6, 154, 1, 1.7, 169, 314, 115, 0.644
6, 155, 1, 1.7, 189, 84, 872, 1.121
6, 156, 1, 1.7, 176, 736, 583, 1.169
6, 157, 1, 1.65, 95, 710, 666, 4.185
6, 158, 1, 1.65, 110, 381, 436, 0.531
6, 159, 0, 1.7, 237, NaN, NaN, -1.000
6, 160, 1, 1.65, 99, 813, 943, 1.207
6, 161, 1, 1.7, 174, 849, 171, 0.800
6, 162, 1, 1.7, 167, 293, 404, 0.787
6, 163, 1, 1.65, 120, 269, 612, 0.749
6, 164, 1, 1.6, 40, 444, 232, 5.670
6, 165, 1, 1.7, 225, 773, 680, 0.816
6, 166, 1, 1.7, 195, 789, 385, 1.208
6, 167, 1, 1.65, 93, 433, 877, 0.836
6, 168, 1, 1.6, 11, 279, 204, 7.764
6, 169, 1, 1.6, 21, 155, 715, 5.210
6, 170, 1, 1.65, 129, 366, 511, 2.012
6, 171, 0, 1.65, 153, NaN, NaN, -1.000
6, 172, 1, 1.7, 171, 269, 726, 0.755
6, 173, 1, 1.65, 85, 957, 271, 1.167
6, 174, 1, 1.7, 178, 376, 310, 0.704
6, 175, 0, 1.65, 159, NaN, NaN, -1.000
6, 176, 1, 1.7, 230, 235, 883, 0.716
6, 177, 1, 1.7, 221, 116, 832, 0.810
6, 178, 1, 1.65, 150, 420, 475, 1.252
6, 179, 1, 1.7, 220, 848, 940, 1.335
6, 180, 1, 1.65, 111, 609, 580, 0.763
6, 181, 1, 1.6, 37, 306, 678, 0.835
6, 182, 1, 1.65, 81, 451, 349, 0.558
6, 183, 1, 1.7, 204, 250, 842, 0.566
6, 184, 1, 1.65, 102, 199, 927, 0.690
6, 185, 1, 1.7, 173, 462, 824, 0.632
6, 186, 1, 1.6, 43, 215, 389, 1.671
6, 187, 1, 1.6, 45, 814, 61, 1.980
6, 188, 1, 1.65, 101, 636, 749, 0.476
6, 189, 1, 1.65, 125, 895, 526, 1.833
6, 190, 1, 1.7, 213, 315, 949, 3.623
6, 191, 1, 1.6, 41, 594, 779, 1.495
6, 192, 1, 1.6, 25, 842, 661, 2.237
6, 193, 0, 1.6, 72, NaN, NaN, 15.981
6, 194, 0, 1.65, 156, NaN, NaN, -1.000
6, 195, 1, 1.6, 38, 292, 481, 11.445
6, 196, 1, 1.6, 68, 238, 246, 4.836
6, 197, 1, 1.7, 201, 785, 683, 0.713
6, 198, 1, 1.65, 86, 165, 894, 2.435
6, 199, 1, 1.7, 175, 404, 534, 1.168
6, 200, 1, 1.6, 63, 124, 462, 1.612
6, 201, 1, 1.7, 186, 135, 964, 0.812
6, 202, 1, 1.6, 3, 842, 456, 7.693
6, 203, 1, 1.7, 187, 719, 869, 0.688
6, 204, 1, 1.65, 143, 436, 385, 0.714
6, 205, 1, 1.65, 94, 503, 836, 0.716
6, 206, 1, 1.6, 48, 745, 422, 31.291
6, 207, 1, 1.7, 166, 316, 422, 0.536
6, 208, 1, 1.6, 27, 351, 297, 1.900
6, 209, 1, 1.65, 149, 193, 503, 2.344
6, 210, 1, 1.65, 83, 403, 606, 0.629
6, 211, 1, 1.6, 26, 838, 677, 1.928
6, 212, 0, 1.6, 77, NaN, NaN, -1.000
6, 213, 1, 1.6, 12, 456, 955, 1.805
6, 214, 1, 1.7, 226, 905, 279, 2.664
6, 215, 1, 1.6, 5, 944, 756, 20.714
6, 216, 1, 1.7, 161, 626, 73, 0.833
6, 217, 0, 1.6, 74, NaN, NaN, -1.000
6, 218, 1, 1.6, 70, 865, 179, 2.823
6, 219, 0, 1.7, 239, NaN, NaN, -1.000
6, 220, 1, 1.65, 142, 719, 95, 1.039
6, 221, 1, 1.6, 15, 698, 389, 1.584
6, 222, 1, 1.6, 35, 897, 756, 15.528
6, 223, 0, 1.7, 231, NaN, NaN, -1.000
6, 224, 1, 1.6, 64, 734, 915, 1.592
6, 225, 1, 1.65, 108, 407, 424, 2.661
6, 226, 1, 1.6, 59, 87, 466, 24.778
6, 227, 1, 1.6, 50, 451, 956, 7.252
6, 228, 0, 1.7, 236, NaN, NaN, -1.000
6, 229, 1, 1.65, 87, 244, 662, 1.153
6, 230, 1, 1.7, 197, 105, 67, 4.599
6, 231, 1, 1.6, 32, 712, 637, 1.973
6, 232, 1, 1.6, 14, 208, 689, 0.988
6, 233, 1, 1.6, 6, 181, 416, 3.399
6, 234, 0, 1.65, 160, NaN, NaN, -1.000
6, 235, 1, 1.7, 210, 553, 639, 0.486
6, 236, 1, 1.6, 49, 763, 275, 5.664
6, 237, 1, 1.65, 128, 879, 344, 0.839
6, 238, 1, 1.65, 132, 811, 835, 1.082
6, 239, 0, 1.6, 75, NaN, NaN, 27.198
6, 240, 1, 1.6, 53, 137, 213, 1.445
