participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
5, 122, 1, 1.7, 199, 65, 271, 0.815
5, 123, 1, 1.6, 48, 745, 422, 9.943
5, 124, 1, 1.65, 110, 381, 436, 0.632
5, 125, 1, 1.7, 197, 105, 67, 2.092
5, 126, 1, 1.7, 227, 430, 219, 1.447
5, 127, 1, 1.6, 32, 712, 637, 1.090
5, 128, 1, 1.6, 3, 842, 456, 4.017
5, 129, 1, 1.65, 100, 865, 377, 1.295
5, 130, 1, 1.65, 133, 687, 206, 2.063
5, 131, 0, 1.7, 231, NaN, NaN, -1.000
5, 132, 1, 1.65, 83, 403, 606, 0.714
5, 133, 1, 1.6, 28, 350, 547, 1.084
5, 134, 1, 1.65, 118, 581, 843, 0.765
5, 135, 1, 1.65, 88, 141, 839, 1.999
5, 136, 1, 1.6, 63, 124, 462, 1.347
5, 137, 1, 1.7, 182, 731, 234, 0.916
5, 138, 1, 1.7, 162, 322, 623, 0.608
5, 139, 1, 1.6, 24, 509, 922, 2.832
5, 140, 1, 1.7, 209, 652, 175, 1.011
5, 141, 1, 1.65, 137, 419, 486, 0.809
5, 142, 1, 1.6, 29, 745, 317, 1.992
5, 143, 1, 1.7, 219, 790, 322, 0.570
5, 144, 1, 1.7, 198, 240, 956, 0.764
5, 145, 1, 1.7, 196, 296, 911, 0.656
5, 146, 1, 1.65, 117, 375, 144, 1.190
5, 147, 1, 1.6, 64, 734, 915, 3.903
5, 148, 1, 1.7, 200, 511, 298, 0.631
5, 149, 1, 1.6, 30, 859, 582, 5.464
5, 150, 1, 1.65, 140, 612, 166, 2.931
5, 151, 1, 1.6, 19, 199, 699, 2.092
5, 152, 1, 1.7, 176, 736, 583, 1.134
5, 153, 1, 1.6, 57, 377, 647, 0.956
5, 154, 1, 1.6, 45, 814, 61, 2.023
5, 155, 1, 1.6, 69, 657, 196, 9.782
5, 156, 1, 1.7, 171, 269, 726, 1.276
5, 157, 1, 1.6, 40, 444, 232, 7.601
5, 158, 1, 1.6, 67, 825, 931, 5.184
5, 159, 1, 1.65, 96, 410, 204, 2.451
5, 160, 1, 1.65, 114, 191, 718, 1.339
5, 161, 1, 1.65, 111, 609, 580, 0.729
5, 162, 1, 1.7, 172, 485, 925, 0.679
5, 163, 1, 1.6, 37, 306, 678, 1.076
5, 164, 1, 1.6, 60, 453, 362, 2.336
5, 165, 1, 1.6, 27, 351, 297, 0.759
5, 166, 0, 1.6, 72, NaN, NaN, -1.000
5, 167, 1, 1.65, 127, 567, 299, 1.038
5, 168, 1, 1.6, 42, 543, 656, 0.999
5, 169, 1, 1.6, 49, 763, 275, 2.006
5, 170, 1, 1.65, 128, 879, 344, 1.291
5, 171, 1, 1.6, 1, 622, 498, 0.976
5, 172, 1, 1.6, 6, 181, 416, 5.903
5, 173, 0, 1.7, 233, NaN, NaN, -1.000
5, 174, 0, 1.65, 160, NaN, NaN, -1.000
5, 175, 1, 1.7, 175, 404, 534, 0.656
5, 176, 1, 1.65, 139, 337, 490, 0.672
5, 177, 1, 1.7, 178, 376, 310, 0.644
5, 178, 1, 1.65, 97, 641, 751, 0.832
5, 179, 1, 1.65, 130, 632, 117, 3.122
5, 180, 1, 1.7, 225, 773, 680, 0.713
5, 181, 1, 1.7, 161, 626, 73, 0.690
5, 182, 1, 1.65, 123, 823, 86, 1.124
5, 183, 1, 1.65, 129, 366, 511, 0.793
5, 184, 1, 1.6, 17, 727, 440, 0.852
5, 185, 1, 1.65, 125, 895, 526, 0.731
5, 186, 1, 1.6, 4, 631, 811, 17.527
5, 187, 1, 1.65, 95, 710, 666, 0.727
5, 188, 1, 1.65, 120, 269, 612, 0.995
5, 189, 1, 1.6, 70, 865, 179, 1.018
5, 190, 1, 1.6, 59, 87, 466, 8.032
5, 191, 1, 1.7, 208, 676, 188, 1.282
5, 192, 0, 1.65, 159, NaN, NaN, -1.000
5, 193, 1, 1.6, 51, 700, 218, 1.037
5, 194, 0, 1.6, 77, NaN, NaN, -1.000
5, 195, 1, 1.6, 62, 716, 745, 5.204
5, 196, 1, 1.65, 134, 280, 642, 0.979
5, 197, 0, 1.65, 154, NaN, NaN, -1.000
5, 198, 1, 1.7, 179, 873, 778, 0.797
5, 199, 0, 1.65, 157, NaN, NaN, -1.000
5, 200, 1, 1.7, 186, 135, 964, 1.900
5, 201, 1, 1.7, 177, 90, 455, 0.621
5, 202, 1, 1.7, 185, 258, 956, 1.008
5, 203, 1, 1.7, 201, 785, 683, 0.677
5, 204, 1, 1.6, 44, 803, 698, 1.009
5, 205, 1, 1.65, 141, 832, 625, 0.707
5, 206, 1, 1.7, 180, 228, 721, 0.842
5, 207, 1, 1.6, 58, 735, 710, 1.431
5, 208, 1, 1.7, 226, 905, 279, 1.143
5, 209, 1, 1.65, 143, 436, 385, 1.095
5, 210, 1, 1.65, 145, 859, 463, 0.925
5, 211, 1, 1.7, 218, 389, 284, 0.709
5, 212, 1, 1.65, 135, 550, 61, 3.689
5, 213, 1, 1.6, 68, 238, 246, 2.100
5, 214, 1, 1.65, 105, 954, 344, 1.419
5, 215, 1, 1.6, 35, 897, 756, 20.926
5, 216, 1, 1.7, 217, 77, 198, 0.860
5, 217, 1, 1.7, 228, 871, 349, 0.733
5, 218, 1, 1.65, 116, 118, 681, 0.687
5, 219, 1, 1.6, 22, 388, 881, 5.928
5, 220, 1, 1.7, 205, 270, 772, 0.714
5, 221, 1, 1.7, 174, 849, 171, 1.124
5, 222, 1, 1.6, 7, 958, 939, 1.338
5, 223, 1, 1.65, 121, 769, 758, 0.776
5, 224, 0, 1.7, 238, NaN, NaN, -1.000
5, 225, 0, 1.7, 234, NaN, NaN, -1.000
5, 226, 1, 1.65, 122, 443, 650, 0.651
5, 227, 1, 1.6, 15, 698, 389, 0.988
5, 228, 1, 1.65, 94, 503, 836, 1.159
5, 229, 1, 1.6, 26, 838, 677, 0.766
5, 230, 1, 1.65, 144, 171, 854, 0.997
5, 231, 0, 1.7, 240, NaN, NaN, -1.000
5, 232, 1, 1.7, 164, 252, 602, 0.776
5, 233, 1, 1.65, 124, 617, 260, 1.921
5, 234, 1, 1.6, 55, 380, 589, 0.620
5, 235, 1, 1.7, 222, 931, 161, 1.395
5, 236, 0, 1.6, 73, NaN, NaN, -1.000
5, 237, 1, 1.7, 165, 350, 412, 0.537
5, 238, 1, 1.6, 5, 944, 756, 1.451
5, 239, 0, 1.65, 156, NaN, NaN, -1.000
5, 240, 1, 1.7, 207, 617, 620, 0.641
