participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
5, 1, 1, 1.6, 36, 916, 204, 2.440
5, 2, 1, 1.6, 41, 594, 779, 2.168
5, 3, 1, 1.7, 167, 293, 404, 1.063
5, 4, 0, 1.65, 155, NaN, NaN, -1.000
5, 5, 1, 1.65, 142, 719, 95, 1.517
5, 6, 1, 1.65, 108, 407, 424, 1.014
5, 7, 1, 1.7, 163, 180, 636, 1.279
5, 8, 1, 1.65, 86, 165, 894, 1.108
5, 9, 1, 1.6, 18, 312, 195, 4.786
5, 10, 0, 1.6, 75, NaN, NaN, -1.000
5, 11, 1, 1.6, 12, 456, 955, 3.452
5, 12, 1, 1.65, 146, 891, 788, 1.556
5, 13, 1, 1.7, 195, 789, 385, 0.988
5, 14, 1, 1.6, 52, 860, 644, 1.396
5, 15, 1, 1.6, 43, 215, 389, 1.032
5, 16, 1, 1.7, 223, 126, 781, 0.893
5, 17, 1, 1.65, 93, 433, 877, 0.919
5, 18, 1, 1.65, 138, 931, 611, 1.452
5, 19, 1, 1.7, 193, 581, 125, 1.239
5, 20, 1, 1.6, 39, 528, 342, 0.920
5, 21, 1, 1.65, 84, 470, 891, 2.201
5, 22, 1, 1.65, 106, 672, 402, 3.087
5, 23, 1, 1.65, 101, 636, 749, 0.985
5, 24, 1, 1.65, 112, 734, 524, 9.241
5, 25, 1, 1.65, 107, 643, 716, 0.966
5, 26, 0, 1.6, 78, NaN, NaN, -1.000
5, 27, 0, 1.6, 79, NaN, NaN, -1.000
5, 28, 1, 1.65, 99, 813, 943, 1.340
5, 29, 1, 1.6, 38, 292, 481, 6.004
5, 30, 0, 1.65, 158, NaN, NaN, -1.000
5, 31, 1, 1.6, 10, 204, 619, 1.454
5, 32, 1, 1.7, 192, 382, 76, 0.819
5, 33, 0, 1.7, 236, NaN, NaN, -1.000
5, 34, 1, 1.7, 220, 848, 940, 1.131
5, 35, 1, 1.65, 82, 322, 374, 2.343
5, 36, 1, 1.7, 212, 318, 798, 0.876
5, 37, 1, 1.7, 191, 384, 889, 0.666
5, 38, 1, 1.7, 215, 233, 529, 0.821
5, 39, 1, 1.7, 173, 462, 824, 1.038
5, 40, 1, 1.7, 206, 676, 220, 0.931
5, 41, 1, 1.65, 85, 957, 271, 1.339
5, 42, 1, 1.7, 211, 703, 694, 0.775
5, 43, 1, 1.7, 187, 719, 869, 0.872
5, 44, 1, 1.7, 230, 235, 883, 0.841
5, 45, 1, 1.7, 188, 215, 467, 1.921
5, 46, 1, 1.65, 136, 92, 278, 3.404
5, 47, 1, 1.65, 113, 796, 502, 0.986
5, 48, 1, 1.6, 66, 887, 238, 2.368
5, 49, 1, 1.6, 9, 143, 208, 1.239
5, 50, 0, 1.7, 237, NaN, NaN, -1.000
5, 51, 1, 1.6, 65, 280, 261, -1.000
5, 52, 0, 1.7, 232, NaN, NaN, -1.000
5, 53, 1, 1.6, 8, 421, 916, 5.999
5, 54, 1, 1.65, 132, 811, 835, 2.361
5, 55, 1, 1.6, 50, 451, 956, 13.482
5, 56, 1, 1.6, 13, 867, 538, 1.948
5, 57, 1, 1.7, 190, 576, 327, 0.731
5, 58, 1, 1.7, 216, 470, 721, 0.680
5, 59, 1, 1.65, 89, 441, 912, 0.893
5, 60, 1, 1.7, 194, 535, 120, 0.692
5, 61, 1, 1.65, 98, 430, 772, 1.272
5, 62, 1, 1.7, 181, 535, 956, 0.776
5, 63, 1, 1.6, 16, 852, 515, 1.590
5, 64, 1, 1.6, 14, 208, 689, 2.280
5, 65, 0, 1.7, 239, NaN, NaN, -1.000
5, 66, 1, 1.6, 33, 536, 902, 1.026
5, 67, 1, 1.65, 92, 160, 196, 1.573
5, 68, 1, 1.65, 149, 193, 503, 0.882
5, 69, 1, 1.6, 21, 155, 715, 1.169
5, 70, 1, 1.65, 87, 244, 662, 0.984
5, 71, 0, 1.65, 151, NaN, NaN, -1.000
5, 72, 0, 1.6, 80, NaN, NaN, -1.000
5, 73, 0, 1.6, 71, NaN, NaN, -1.000
5, 74, 1, 1.65, 81, 451, 349, 0.845
5, 75, 1, 1.65, 103, 583, 647, 4.204
5, 76, 1, 1.65, 90, 753, 704, 1.230
5, 77, 1, 1.6, 31, 380, 720, 1.212
5, 78, 1, 1.65, 115, 721, 497, 0.831
5, 79, 1, 1.6, 47, 220, 659, 2.458
5, 80, 0, 1.65, 153, NaN, NaN, -1.000
5, 81, 1, 1.6, 54, 622, 646, 13.790
5, 82, 1, 1.6, 61, 158, 692, 1.255
5, 83, 1, 1.7, 210, 553, 639, 1.117
5, 84, 1, 1.7, 203, 637, 574, 0.762
5, 85, 1, 1.65, 150, 420, 475, 0.967
5, 86, 1, 1.65, 109, 671, 858, 0.943
5, 87, 1, 1.65, 147, 455, 636, 0.868
5, 88, 1, 1.6, 11, 279, 204, 7.997
5, 89, 0, 1.6, 74, NaN, NaN, -1.000
5, 90, 1, 1.7, 168, 516, 740, 0.914
5, 91, 1, 1.6, 34, 278, 259, 2.173
5, 92, 0, 1.7, 235, NaN, NaN, -1.000
5, 93, 1, 1.6, 2, 913, 781, 1.218
5, 94, 1, 1.7, 189, 84, 872, 0.915
5, 95, 1, 1.65, 131, 920, 773, 0.843
5, 96, 1, 1.7, 214, 696, 77, 0.894
5, 97, 1, 1.7, 184, 917, 294, 0.859
5, 98, 1, 1.6, 20, 311, 555, 2.680
5, 99, 1, 1.65, 91, 355, 171, 2.380
5, 100, 1, 1.7, 224, 740, 668, 0.729
5, 101, 1, 1.7, 183, 461, 177, 0.702
5, 102, 1, 1.7, 170, 742, 289, 0.772
5, 103, 1, 1.7, 229, 478, 936, 0.942
5, 104, 1, 1.7, 221, 116, 832, 0.831
5, 105, 1, 1.7, 204, 250, 842, 0.655
5, 106, 1, 1.7, 169, 314, 115, 0.763
5, 107, 0, 1.6, 76, NaN, NaN, -1.000
5, 108, 1, 1.65, 104, 241, 562, 2.419
5, 109, 1, 1.6, 53, 137, 213, 19.680
5, 110, 1, 1.65, 126, 751, 433, 1.078
5, 111, 0, 1.65, 152, NaN, NaN, -1.000
5, 112, 1, 1.6, 23, 875, 608, 1.399
5, 113, 1, 1.65, 148, 254, 362, 2.320
5, 114, 1, 1.6, 25, 842, 661, 6.126
5, 115, 1, 1.65, 102, 199, 927, 0.798
5, 116, 1, 1.7, 166, 316, 422, 0.692
5, 117, 1, 1.6, 56, 700, 96, 1.328
5, 118, 1, 1.6, 46, 426, 313, 2.231
5, 119, 1, 1.7, 202, 135, 98, 0.833
5, 120, 1, 1.7, 213, 315, 949, 0.883
5, 121, 1, 1.65, 119, 369, 562, 0.636
