participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
0, 1, 1, 1.65, 147, 455, 636, 0.635
0, 2, 1, 1.7, 167, 293, 404, 0.554
0, 3, 1, 1.6, 27, 351, 297, 0.825
0, 4, 1, 1.6, 55, 380, 589, 0.789
0, 5, 1, 1.65, 116, 118, 681, 1.307
0, 6, 1, 1.6, 17, 727, 440, 0.673
0, 7, 1, 1.7, 172, 485, 925, 0.638
0, 8, 1, 1.7, 174, 849, 171, 1.007
0, 9, 0, 1.7, 234, NaN, NaN, -1.000
0, 10, 1, 1.7, 193, 581, 125, 0.566
0, 11, 1, 1.65, 93, 433, 877, 1.696
0, 12, 1, 1.65, 89, 441, 912, 1.164
0, 13, 1, 1.7, 169, 314, 115, 0.981
0, 14, 1, 1.7, 228, 871, 349, 0.659
0, 15, 1, 1.7, 181, 535, 956, 0.711
0, 16, 1, 1.65, 118, 581, 843, 0.542
0, 17, 1, 1.65, 127, 567, 299, 5.412
0, 18, 1, 1.7, 217, 77, 198, 0.805
0, 19, 1, 1.6, 5, 944, 756, 1.112
0, 20, 1, 1.6, 70, 865, 179, 1.092
0, 21, 1, 1.65, 111, 609, 580, 0.602
0, 22, 1, 1.6, 56, 700, 96, 1.245
0, 23, 1, 1.6, 49, 763, 275, 3.095
0, 24, 1, 1.7, 221, 116, 832, 0.771
0, 25, 1, 1.6, 18, 312, 195, 0.794
0, 26, 1, 1.65, 81, 451, 349, 0.545
0, 27, 0, 1.6, 79, NaN, NaN, -1.000
0, 28, 1, 1.7, 185, 258, 956, 2.867
0, 29, 1, 1.7, 202, 135, 98, 0.588
0, 30, 1, 1.7, 225, 773, 680, 0.710
0, 31, 1, 1.7, 222, 931, 161, 0.623
0, 32, 1, 1.6, 40, 444, 232, 3.170
0, 33, 1, 1.7, 220, 848, 940, 1.057
0, 34, 1, 1.6, 2, 913, 781, 0.884
0, 35, 0, 1.65, 158, NaN, NaN, -1.000
0, 36, 1, 1.7, 161, 626, 73, 1.095
0, 37, 1, 1.7, 192, 382, 76, 0.553
0, 38, 0, 1.7, 232, NaN, NaN, -1.000
0, 39, 1, 1.7, 224, 740, 668, 0.625
0, 40, 1, 1.65, 94, 503, 836, 3.410
0, 41, 1, 1.7, 203, 637, 574, 0.609
0, 42, 1, 1.65, 90, 753, 704, 0.590
0, 43, 1, 1.6, 62, 716, 745, 2.544
0, 44, 1, 1.65, 135, 550, 61, 0.960
0, 45, 1, 1.6, 16, 852, 515, 2.042
0, 46, 1, 1.7, 170, 742, 289, 0.613
0, 47, 1, 1.65, 83, 403, 606, 0.733
0, 48, 1, 1.65, 120, 269, 612, 0.659
0, 49, 1, 1.7, 214, 696, 77, 0.591
0, 50, 1, 1.65, 96, 410, 204, 1.751
0, 51, 1, 1.65, 98, 430, 772, 0.722
0, 52, 1, 1.7, 190, 576, 327, 0.601
0, 53, 1, 1.7, 186, 135, 964, 1.557
0, 54, 1, 1.6, 34, 278, 259, 5.622
0, 55, 1, 1.65, 137, 419, 486, 0.481
0, 56, 1, 1.6, 7, 958, 939, 2.439
0, 57, 1, 1.6, 46, 426, 313, 0.684
0, 58, 1, 1.65, 133, 687, 206, 3.758
0, 59, 1, 1.7, 176, 736, 583, 0.937
0, 60, 1, 1.65, 97, 641, 751, 2.085
0, 61, 1, 1.7, 195, 789, 385, 0.639
0, 62, 1, 1.6, 4, 631, 811, 4.073
0, 63, 1, 1.7, 199, 65, 271, 0.624
0, 64, 1, 1.6, 68, 238, 246, 0.660
0, 65, 1, 1.7, 184, 917, 294, 1.441
0, 66, 1, 1.65, 112, 734, 524, 3.698
0, 67, 1, 1.6, 53, 137, 213, 6.597
0, 68, 1, 1.6, 37, 306, 678, 1.029
0, 69, 1, 1.6, 67, 825, 931, 5.682
0, 70, 1, 1.65, 132, 811, 835, 2.592
0, 71, 1, 1.7, 229, 478, 936, 1.070
0, 72, 1, 1.6, 29, 745, 317, 0.697
0, 73, 1, 1.65, 115, 721, 497, 0.672
0, 74, 1, 1.65, 121, 769, 758, 0.844
0, 75, 1, 1.6, 21, 155, 715, 1.697
0, 76, 1, 1.6, 52, 860, 644, 2.913
0, 77, 0, 1.6, 74, NaN, NaN, -1.000
0, 78, 1, 1.65, 136, 92, 278, 1.878
0, 79, 1, 1.65, 103, 583, 647, 1.470
0, 80, 1, 1.65, 92, 160, 196, 0.879
0, 81, 1, 1.6, 14, 208, 689, 1.399
0, 82, 0, 1.65, 151, NaN, NaN, -1.000
0, 83, 1, 1.6, 63, 124, 462, 1.213
0, 84, 1, 1.6, 48, 745, 422, 25.108
0, 85, 1, 1.65, 91, 355, 171, 2.428
0, 86, 1, 1.65, 105, 954, 344, 0.916
0, 87, 0, 1.6, 76, NaN, NaN, -1.000
0, 88, 1, 1.65, 109, 671, 858, 1.262
0, 89, 1, 1.6, 54, 622, 646, 14.102
0, 90, 1, 1.6, 31, 380, 720, 1.478
0, 91, 1, 1.65, 87, 244, 662, 0.700
0, 92, 1, 1.65, 113, 796, 502, 0.722
0, 93, 1, 1.65, 106, 672, 402, 1.165
0, 94, 1, 1.65, 140, 612, 166, 0.830
0, 95, 1, 1.6, 9, 143, 208, 1.648
0, 96, 1, 1.6, 35, 897, 756, 1.818
0, 97, 1, 1.6, 28, 350, 547, 1.627
0, 98, 1, 1.7, 216, 470, 721, 0.554
0, 99, 0, 1.65, 159, NaN, NaN, -1.000
0, 100, 1, 1.65, 145, 859, 463, 4.590
0, 101, 0, 1.7, 235, NaN, NaN, -1.000
0, 102, 1, 1.65, 126, 751, 433, 0.613
0, 103, 0, 1.7, 237, NaN, NaN, -1.000
0, 104, 1, 1.6, 58, 735, 710, 2.625
0, 105, 1, 1.7, 215, 233, 529, 0.785
0, 106, 1, 1.7, 208, 676, 188, 0.518
0, 107, 1, 1.6, 11, 279, 204, 1.239
0, 108, 1, 1.6, 61, 158, 692, 1.049
0, 109, 1, 1.7, 204, 250, 842, 0.675
0, 110, 0, 1.6, 71, NaN, NaN, -1.000
0, 111, 1, 1.65, 82, 322, 374, 0.664
0, 112, 1, 1.7, 183, 461, 177, 0.496
0, 113, 1, 1.6, 13, 867, 538, 1.313
0, 114, 1, 1.7, 213, 315, 949, 0.698
0, 115, 1, 1.65, 119, 369, 562, 0.509
0, 116, 1, 1.7, 206, 676, 220, 0.471
0, 117, 1, 1.7, 210, 553, 639, 0.564
0, 118, 1, 1.7, 168, 516, 740, 0.722
0, 119, 1, 1.7, 164, 252, 602, 0.698
0, 120, 1, 1.7, 179, 873, 778, 0.795
0, 121, 1, 1.65, 100, 865, 377, 2.993
0, 122, 0, 1.6, 75, NaN, NaN, -1.000
0, 123, 1, 1.6, 41, 594, 779, 0.907
0, 124, 1, 1.65, 107, 643, 716, 0.555
0, 125, 0, 1.7, 238, NaN, NaN, -1.000
0, 126, 1, 1.65, 142, 719, 95, 0.951
0, 127, 1, 1.7, 187, 719, 869, 0.915
0, 128, 1, 1.7, 227, 430, 219, 0.495
0, 129, 1, 1.7, 212, 318, 798, 0.482
0, 130, 1, 1.6, 26, 838, 677, 3.679
0, 131, 1, 1.65, 114, 191, 718, 1.103
0, 132, 1, 1.6, 30, 859, 582, 13.254
0, 133, 1, 1.65, 130, 632, 117, 0.951
0, 134, 0, 1.6, 78, NaN, NaN, -1.000
0, 135, 1, 1.6, 32, 712, 637, 2.823
0, 136, 1, 1.65, 128, 879, 344, 0.613
0, 137, 1, 1.6, 20, 311, 555, 0.889
0, 138, 1, 1.6, 25, 842, 661, 5.214
0, 139, 1, 1.65, 149, 193, 503, 0.894
0, 140, 1, 1.7, 171, 269, 726, 0.670
0, 141, 1, 1.6, 23, 875, 608, 4.080
0, 142, 1, 1.7, 177, 90, 455, 0.615
0, 143, 1, 1.7, 207, 617, 620, 0.638
0, 144, 0, 1.7, 231, NaN, NaN, -1.000
0, 145, 1, 1.65, 124, 617, 260, 0.637
0, 146, 1, 1.65, 86, 165, 894, 1.660
0, 147, 1, 1.7, 223, 126, 781, 0.781
0, 148, 1, 1.6, 1, 622, 498, 2.259
0, 149, 1, 1.7, 175, 404, 534, 0.686
0, 150, 0, 1.7, 236, NaN, NaN, -1.000
0, 151, 1, 1.6, 10, 204, 619, 1.599
0, 152, 1, 1.7, 178, 376, 310, 0.722
0, 153, 1, 1.7, 209, 652, 175, 0.579
0, 154, 1, 1.6, 22, 388, 881, 3.128
0, 155, 1, 1.65, 146, 891, 788, 1.012
0, 156, 1, 1.6, 6, 181, 416, 34.135
0, 157, 0, 1.65, 157, NaN, NaN, -1.000
0, 158, 1, 1.6, 44, 803, 698, 7.780
0, 159, 1, 1.6, 59, 87, 466, 10.854
0, 160, 1, 1.65, 138, 931, 611, 0.854
0, 161, 1, 1.7, 218, 389, 284, 0.711
0, 162, 1, 1.6, 47, 220, 659, 4.178
0, 163, 1, 1.7, 182, 731, 234, 0.799
0, 164, 1, 1.65, 125, 895, 526, 4.302
0, 165, 1, 1.65, 85, 957, 271, 1.275
0, 166, 1, 1.7, 191, 384, 889, 0.757
0, 167, 1, 1.6, 24, 509, 922, 8.505
0, 168, 1, 1.7, 197, 105, 67, 1.445
0, 169, 1, 1.65, 108, 407, 424, 0.742
0, 170, 1, 1.7, 166, 316, 422, 0.675
0, 171, 0, 1.6, 80, NaN, NaN, -1.000
0, 172, 1, 1.6, 57, 377, 647, 1.995
0, 173, 1, 1.65, 148, 254, 362, 1.214
0, 174, 1, 1.6, 43, 215, 389, 1.047
0, 175, 1, 1.6, 3, 842, 456, 3.130
0, 176, 1, 1.65, 88, 141, 839, 1.394
0, 177, 1, 1.6, 12, 456, 955, 2.419
0, 178, 1, 1.7, 163, 180, 636, 1.142
0, 179, 1, 1.6, 8, 421, 916, 1.739
0, 180, 0, 1.65, 156, NaN, NaN, -1.000
