participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
1, 1, 1, 1.6, 50, 451, 956, 13.433
1, 2, 1, 1.7, 45, 842, 661, 1.188
1, 3, 1, 1.6, 18, 312, 195, 1.153
1, 4, 1, 1.65, 92, 160, 196, 0.938
1, 5, 0, 1.6, 19, NaN, NaN, -1.000
1, 6, 0, 1.6, 53, NaN, NaN, -1.000
1, 7, 1, 1.7, 125, 721, 497, 0.739
1, 8, 1, 1.7, 130, 269, 612, 1.113
1, 9, 1, 1.7, 167, 293, 404, 0.840
1, 10, 1, 1.7, 123, 796, 502, 0.861
1, 11, 0, 1.7, 175, NaN, NaN, -1.000
1, 12, 1, 1.65, 68, 735, 710, 0.729
1, 13, 1, 1.65, 67, 377, 647, 1.740
1, 14, 1, 1.65, 106, 672, 402, 1.684
1, 15, 1, 1.65, 69, 87, 466, 1.374
1, 16, 1, 1.65, 80, 865, 179, 1.991
1, 17, 1, 1.7, 49, 745, 317, 1.074
1, 18, 1, 1.6, 40, 444, 232, 1.422
1, 19, 1, 1.65, 79, 657, 196, 1.092
1, 20, 1, 1.6, 1, 622, 498, 3.966
1, 21, 1, 1.6, 46, 426, 313, 1.796
1, 22, 1, 1.65, 84, 470, 891, 3.683
1, 23, 0, 1.7, 176, NaN, NaN, -1.000
1, 24, 0, 1.65, 37, NaN, NaN, -1.000
1, 25, 0, 1.6, 18, NaN, NaN, -1.000
1, 26, 1, 1.65, 62, 860, 644, 4.566
1, 27, 1, 1.7, 159, 193, 503, 0.755
1, 28, 1, 1.6, 25, 842, 661, 1.427
1, 29, 1, 1.7, 170, 742, 289, 0.816
1, 30, 1, 1.65, 95, 710, 666, 0.948
1, 31, 1, 1.65, 61, 700, 218, 0.837
1, 32, 1, 1.6, 23, 875, 608, 2.986
1, 33, 0, 1.6, 17, NaN, NaN, -1.000
1, 34, 1, 1.65, 98, 430, 772, 2.781
1, 35, 1, 1.7, 152, 719, 95, 0.937
1, 36, 1, 1.7, 153, 436, 385, 0.621
1, 37, 1, 1.7, 48, 350, 547, 0.625
1, 38, 1, 1.7, 160, 420, 475, 0.525
1, 39, 1, 1.6, 13, 867, 538, 3.812
1, 40, 1, 1.7, 156, 891, 788, 0.892
1, 41, 0, 1.65, 120, NaN, NaN, 1.595
1, 42, 1, 1.6, 47, 220, 659, 2.168
1, 43, 1, 1.65, 28, 312, 195, 1.449
