participantNumber, trialNum, TargetPresent, beta, seed, r, phi, respose
4, 61, 1, 1.7, 24, 200, 225, 1
4, 62, 1, 1.6, 5, 350, 180, 1
4, 63, 1, 1.7, 26, 400, 45, 1
4, 64, 1, 1.7, 21, 50, 225, 0
4, 65, 1, 1.6, 1, 300, 225, 1
4, 66, 1, 1.65, 12, 300, 225, 1
4, 67, 1, 1.6, 4, 300, 270, 1
4, 68, 1, 1.7, 25, 300, 45, 0
4, 69, 1, 1.7, 24, 350, 180, 1
4, 70, 1, 1.7, 21, 200, 315, 0
4, 71, 1, 1.7, 19, 150, 45, -1
4, 72, 1, 1.65, 16, 150, 270, 0
4, 73, 1, 1.6, 8, 350, 180, 1
4, 74, 1, 1.6, 9, 250, 225, 1
4, 75, 1, 1.7, 22, 100, 90, 0
4, 76, 1, 1.65, 10, 100, 135, 0
4, 77, 1, 1.65, 14, 350, 315, 1
4, 78, 1, 1.6, 7, 250, 0, 0
4, 79, 1, 1.6, 3, 400, 225, 1
4, 80, 1, 1.65, 18, 350, 45, 1
4, 81, 1, 1.65, 18, 300, 270, 0
4, 82, 1, 1.7, 25, 150, 45, 0
4, 83, 1, 1.6, 7, 400, 135, 1
4, 84, 1, 1.7, 21, 200, 135, 1
4, 85, 1, 1.6, 1, 250, 90, 1
4, 86, 1, 1.65, 11, 300, 135, 1
4, 87, 1, 1.6, 7, 100, 315, 1
4, 88, 1, 1.7, 25, 50, 225, 0
4, 89, 1, 1.6, 4, 150, 45, 1
4, 90, 1, 1.7, 21, 250, 90, 0
4, 91, 1, 1.65, 11, 50, 135, 0
4, 92, 1, 1.7, 27, 150, 315, 0
4, 93, 1, 1.65, 12, 200, 90, 0
4, 94, 1, 1.6, 1, 350, 90, 0
4, 95, 0, 1.6, 33, NaN, NaN, 1
4, 96, 1, 1.65, 13, 250, 45, 1
4, 97, 1, 1.7, 26, 50, 315, 0
4, 98, 1, 1.65, 12, 350, 180, 1
4, 99, 1, 1.6, 8, 150, 90, 1
4, 100, 1, 1.6, 5, 250, 45, 1
4, 101, 1, 1.65, 18, 200, 135, 1
4, 102, 1, 1.7, 24, 200, 0, 0
4, 103, 1, 1.6, 1, 200, 225, 0
4, 104, 1, 1.6, 4, 50, 180, 0
4, 105, 1, 1.7, 23, 400, 270, 1
4, 106, 1, 1.6, 7, 150, 45, 1
4, 107, 1, 1.6, 4, 250, 90, 0
4, 108, 1, 1.6, 5, 150, 45, 0
4, 109, 1, 1.6, 8, 100, 180, 1
4, 110, 1, 1.6, 1, 300, 315, 1
4, 111, 1, 1.6, 4, 150, 315, 0
4, 112, 1, 1.6, 1, 200, 135, 1
4, 113, 1, 1.7, 27, 350, 0, -1
4, 114, 0, 1.6, 112, NaN, NaN, 1
4, 115, 1, 1.6, 6, 150, 270, 1
4, 116, 1, 1.65, 12, 100, 180, 0
4, 117, 0, 1.7, 226, NaN, NaN, 1
4, 118, 1, 1.65, 15, 50, 135, 0
4, 119, 1, 1.7, 23, 100, 270, 1
4, 120, 1, 1.65, 11, 300, 270, 0
4, 121, 1, 1.6, 8, 100, 270, 0
4, 122, 1, 1.7, 19, 250, 90, 0
4, 123, 0, 1.7, 204, NaN, NaN, 1
4, 124, 1, 1.65, 16, 300, 225, 1
4, 125, 1, 1.65, 12, 400, 315, 1
4, 126, 0, 1.7, 229, NaN, NaN, 1
4, 127, 1, 1.7, 25, 100, 45, 0
4, 128, 1, 1.6, 9, 150, 0, 1
4, 129, 1, 1.65, 18, 200, 0, 1
4, 130, 1, 1.7, 21, 150, 135, 0
4, 131, 1, 1.6, 8, 50, 270, 0
4, 132, 1, 1.65, 17, 100, 270, 0
4, 133, 0, 1.65, 131, NaN, NaN, 0
4, 134, 0, 1.65, 173, NaN, NaN, 1
4, 135, 1, 1.7, 23, 150, 45, 0
4, 136, 1, 1.65, 16, 50, 225, 0
4, 137, 1, 1.65, 11, 200, 180, 0
4, 138, 1, 1.65, 15, 100, 270, 0
4, 139, 1, 1.65, 12, 100, 270, 0
4, 140, 1, 1.6, 9, 300, 270, 0
4, 141, 1, 1.6, 8, 350, 225, 1
4, 142, 0, 1.6, 28, NaN, NaN, 1
4, 143, 1, 1.7, 23, 150, 180, 0
4, 144, 1, 1.7, 24, 50, 0, 0
4, 145, 0, 1.7, 218, NaN, NaN, 1
4, 146, 1, 1.6, 5, 200, 180, 1
4, 147, 1, 1.6, 5, 200, 0, 1
4, 148, 0, 1.65, 187, NaN, NaN, 1
4, 149, 1, 1.65, 15, 100, 225, 0
4, 150, 0, 1.7, 283, NaN, NaN, -1
4, 151, 0, 1.65, 141, NaN, NaN, 1
4, 152, 0, 1.7, 216, NaN, NaN, 1
4, 153, 1, 1.65, 18, 400, 270, 1
4, 154, 1, 1.6, 6, 200, 45, 1
4, 155, 1, 1.65, 14, 400, 45, 1
4, 156, 1, 1.6, 9, 300, 180, 1
4, 157, 1, 1.65, 12, 50, 90, 0
4, 158, 1, 1.6, 3, 100, 90, 1
4, 159, 1, 1.65, 11, 150, 45, 0
4, 160, 0, 1.6, 80, NaN, NaN, 1
4, 161, 1, 1.65, 11, 250, 180, 1
4, 162, 1, 1.65, 14, 150, 135, 0
4, 163, 1, 1.7, 21, 150, 270, 1
4, 164, 1, 1.65, 15, 350, 180, 1
4, 165, 1, 1.65, 10, 350, 45, 1
4, 166, 1, 1.7, 19, 350, 90, 0
4, 167, 1, 1.7, 27, 400, 180, 0
4, 168, 0, 1.65, 133, NaN, NaN, 1
4, 169, 1, 1.7, 23, 150, 0, 0
4, 170, 1, 1.7, 25, 250, 180, 1
4, 171, 1, 1.6, 8, 350, 315, 1
4, 172, 0, 1.7, 215, NaN, NaN, 1
4, 173, 1, 1.6, 2, 100, 45, 0
4, 174, 1, 1.65, 12, 350, 225, 1
4, 175, 0, 1.6, 113, NaN, NaN, 1
4, 176, 1, 1.6, 7, 150, 135, 1
4, 177, 0, 1.6, 48, NaN, NaN, 1
4, 178, 1, 1.7, 20, 150, 225, 0
4, 179, 1, 1.6, 9, 150, 270, 1
4, 180, 1, 1.6, 8, 250, 90, 1
4, 181, 1, 1.6, 6, 300, 135, -1
4, 182, 1, 1.65, 17, 350, 90, 1
4, 183, 1, 1.65, 14, 300, 270, 0
4, 184, 1, 1.6, 9, 300, 225, 1
4, 185, 1, 1.65, 12, 200, 270, 0
4, 186, 1, 1.65, 15, 250, 90, 1
4, 187, 1, 1.65, 12, 350, 270, 0
4, 188, 0, 1.65, 190, NaN, NaN, 1
4, 189, 1, 1.6, 3, 250, 135, 1
4, 190, 1, 1.65, 13, 200, 270, 0
4, 191, 1, 1.6, 2, 50, 180, 0
4, 192, 1, 1.7, 26, 50, 180, 0
4, 193, 0, 1.7, 240, NaN, NaN, 1
4, 194, 1, 1.6, 9, 150, 45, 1
4, 195, 1, 1.65, 10, 350, 270, 1
4, 196, 1, 1.6, 9, 300, 45, 1
4, 197, 1, 1.6, 8, 300, 0, 1
4, 198, 1, 1.6, 1, 50, 0, 1
4, 199, 1, 1.6, 5, 250, 135, 1
4, 200, 1, 1.7, 26, 250, 0, 1
4, 201, 1, 1.6, 1, 300, 180, 1
4, 202, 1, 1.7, 20, 300, 135, 1
4, 203, 1, 1.65, 11, 150, 135, 0
4, 204, 1, 1.6, 4, 300, 225, 1
4, 205, 0, 1.65, 129, NaN, NaN, 1
4, 206, 1, 1.6, 6, 50, 315, 0
4, 207, 1, 1.7, 25, 250, 225, 1
4, 208, 1, 1.6, 5, 100, 180, 0
4, 209, 1, 1.65, 11, 200, 225, 1
4, 210, 1, 1.6, 7, 100, 0, 1
4, 211, 1, 1.65, 15, 50, 180, 0
4, 212, 1, 1.6, 3, 250, 180, 1
4, 213, 0, 1.6, 59, NaN, NaN, 1
4, 214, 1, 1.6, 6, 400, 315, 1
4, 215, 1, 1.7, 27, 50, 90, 0
4, 216, 1, 1.7, 26, 300, 225, 1
4, 217, 1, 1.7, 19, 250, 135, 1
4, 218, 1, 1.7, 22, 350, 315, 0
4, 219, 1, 1.6, 4, 250, 180, 0
4, 220, 1, 1.65, 10, 250, 270, 1
4, 221, 1, 1.7, 24, 200, 315, 0
4, 222, 1, 1.6, 5, 400, 135, 1
4, 223, 0, 1.6, 30, NaN, NaN, 1
4, 224, 1, 1.6, 8, 300, 45, 1
4, 225, 0, 1.7, 234, NaN, NaN, 1
4, 226, 1, 1.6, 5, 150, 0, -1
4, 227, 1, 1.65, 13, 200, 90, 1
4, 228, 1, 1.6, 6, 400, 0, 1
4, 229, 1, 1.65, 17, 300, 0, 1
4, 230, 0, 1.65, 194, NaN, NaN, 1
4, 231, 0, 1.7, 236, NaN, NaN, 1
4, 232, 1, 1.7, 22, 150, 90, 0
4, 233, 1, 1.6, 4, 100, 225, 1
4, 234, 1, 1.65, 12, 150, 315, 1
4, 235, 1, 1.7, 23, 300, 270, 0
4, 236, 0, 1.7, 276, NaN, NaN, 1
4, 237, 1, 1.7, 22, 300, 225, 0
4, 238, 1, 1.65, 16, 50, 180, 0
4, 239, 1, 1.6, 2, 350, 225, 1
4, 240, 1, 1.6, 2, 100, 225, 0
4, 241, 1, 1.6, 1, 150, 0, 1
4, 242, 1, 1.6, 8, 50, 90, 0
4, 243, 1, 1.7, 27, 150, 180, 0
4, 244, 1, 1.7, 19, 300, 135, 0
4, 245, 1, 1.6, 7, 50, 180, 0
4, 246, 1, 1.7, 25, 150, 225, 0
4, 247, 1, 1.65, 12, 350, 0, 1
4, 248, 1, 1.7, 20, 150, 90, 0
4, 249, 1, 1.65, 18, 350, 0, 1
4, 250, 1, 1.7, 24, 250, 225, 0
4, 251, 0, 1.7, 200, NaN, NaN, 1
4, 252, 1, 1.65, 10, 50, 45, 0
4, 253, 1, 1.65, 13, 150, 180, 0
4, 254, 1, 1.7, 22, 200, 135, 1
4, 255, 1, 1.6, 1, 250, 45, 1
4, 256, 1, 1.65, 13, 150, 225, 0
4, 257, 1, 1.7, 19, 400, 225, 0
4, 258, 0, 1.7, 250, NaN, NaN, 1
4, 259, 0, 1.6, 62, NaN, NaN, 1
4, 260, 1, 1.65, 17, 350, 315, 1
4, 261, 1, 1.65, 14, 400, 180, 1
4, 262, 1, 1.7, 27, 250, 180, 0
4, 263, 1, 1.65, 13, 350, 90, 1
4, 264, 1, 1.6, 9, 400, 225, 1
4, 265, 1, 1.6, 5, 300, 225, 1
4, 266, 1, 1.7, 25, 300, 135, 0
4, 267, 1, 1.7, 26, 300, 270, 0
4, 268, 1, 1.7, 25, 100, 270, 0
4, 269, 1, 1.6, 1, 100, 45, 1
4, 270, 1, 1.6, 4, 100, 135, 0
4, 271, 1, 1.65, 11, 150, 180, 0
4, 272, 1, 1.7, 22, 200, 90, 0
4, 273, 1, 1.7, 21, 300, 315, 1
4, 274, 1, 1.65, 15, 300, 45, 0
4, 275, 1, 1.7, 19, 250, 45, 0
4, 276, 1, 1.7, 21, 100, 180, -1
4, 277, 1, 1.7, 22, 250, 180, 0
4, 278, 0, 1.6, 29, NaN, NaN, 1
4, 279, 1, 1.65, 11, 200, 45, 0
4, 280, 1, 1.65, 17, 350, 225, 1
4, 281, 1, 1.6, 7, 50, 270, 0
4, 282, 1, 1.7, 26, 100, 0, 0
4, 283, 1, 1.65, 16, 200, 270, 0
4, 284, 1, 1.6, 8, 400, 135, 0
4, 285, 1, 1.7, 20, 250, 0, 1
4, 286, 1, 1.6, 2, 150, 315, 1
4, 287, 1, 1.7, 21, 350, 0, 0
4, 288, 0, 1.7, 205, NaN, NaN, 1
4, 289, 1, 1.65, 13, 300, 135, 1
4, 290, 1, 1.6, 6, 100, 270, 1
4, 291, 1, 1.6, 8, 300, 180, 1
4, 292, 0, 1.6, 88, NaN, NaN, 1
4, 293, 1, 1.7, 27, 350, 135, 1
4, 294, 1, 1.6, 7, 350, 45, 1
4, 295, 1, 1.7, 27, 400, 225, 1
4, 296, 1, 1.6, 5, 100, 90, 0
4, 297, 1, 1.7, 19, 350, 180, 0
4, 298, 1, 1.7, 21, 350, 315, 1
4, 299, 1, 1.6, 9, 150, 90, 0
4, 300, 1, 1.65, 10, 150, 0, 1
4, 301, 0, 1.6, 78, NaN, NaN, 1
4, 302, 1, 1.65, 13, 100, 135, 0
4, 303, 1, 1.7, 21, 400, 90, 1
4, 304, 1, 1.6, 5, 350, 225, 1
4, 305, 1, 1.6, 1, 150, 45, 1
4, 306, 1, 1.65, 16, 300, 180, 0
4, 307, 1, 1.7, 26, 200, 180, 0
4, 308, 1, 1.6, 8, 400, 225, 1
4, 309, 1, 1.7, 21, 350, 45, 1
4, 310, 1, 1.7, 24, 350, 315, 0
4, 311, 1, 1.65, 18, 250, 90, 0
4, 312, 1, 1.65, 10, 150, 135, 1
4, 313, 1, 1.6, 3, 400, 270, 1
4, 314, 0, 1.7, 225, NaN, NaN, 1
4, 315, 0, 1.6, 67, NaN, NaN, 1
4, 316, 1, 1.7, 19, 400, 315, 1
4, 317, 1, 1.7, 24, 250, 135, 1
4, 318, 0, 1.65, 167, NaN, NaN, 1
4, 319, 0, 1.7, 232, NaN, NaN, 1
4, 320, 1, 1.6, 5, 400, 45, 1
4, 321, 0, 1.6, 85, NaN, NaN, 1
4, 322, 1, 1.65, 13, 50, 135, 0
4, 323, 1, 1.65, 11, 150, 90, 0
4, 324, 1, 1.6, 1, 200, 0, 1
4, 325, 1, 1.6, 3, 100, 180, 1
4, 326, 0, 1.7, 268, NaN, NaN, 1
4, 327, 1, 1.7, 21, 400, 270, 0
4, 328, 1, 1.7, 25, 400, 180, 1
4, 329, 0, 1.6, 71, NaN, NaN, 1
4, 330, 1, 1.7, 21, 200, 270, 1
4, 331, 1, 1.6, 6, 150, 225, 1
4, 332, 1, 1.7, 22, 400, 0, 0
4, 333, 1, 1.6, 1, 200, 315, 1
4, 334, 1, 1.65, 12, 200, 0, 1
4, 335, 1, 1.6, 4, 250, 45, 1
4, 336, 1, 1.7, 22, 400, 270, -1
4, 337, 1, 1.7, 27, 200, 135, 0
4, 338, 1, 1.6, 9, 50, 270, 0
4, 339, 0, 1.7, 211, NaN, NaN, 1
4, 340, 0, 1.6, 53, NaN, NaN, 1
4, 341, 1, 1.7, 21, 400, 135, 1
4, 342, 0, 1.7, 275, NaN, NaN, 1
4, 343, 1, 1.7, 23, 300, 45, 1
4, 344, 1, 1.6, 2, 250, 0, 1
4, 345, 1, 1.65, 10, 350, 225, 1
4, 346, 1, 1.7, 27, 50, 135, 0
4, 347, 1, 1.6, 6, 50, 90, 0
4, 348, 1, 1.7, 25, 150, 315, 0
4, 349, 1, 1.7, 26, 350, 135, 1
4, 350, 1, 1.6, 2, 150, 0, 0
4, 351, 1, 1.6, 7, 400, 180, 0
4, 352, 1, 1.6, 8, 150, 180, 1
4, 353, 1, 1.7, 27, 250, 270, 0
4, 354, 1, 1.7, 27, 200, 45, 1
4, 355, 1, 1.65, 16, 350, 90, 1
4, 356, 0, 1.65, 174, NaN, NaN, 1
4, 357, 0, 1.65, 163, NaN, NaN, 1
4, 358, 1, 1.7, 25, 200, 270, 0
4, 359, 1, 1.6, 9, 150, 135, 1
4, 360, 1, 1.7, 21, 150, 315, 0
4, 361, 1, 1.6, 5, 300, 90, 1
4, 362, 1, 1.6, 5, 100, 45, 1
4, 363, 1, 1.65, 11, 350, 315, 1
4, 364, 1, 1.65, 12, 350, 45, 1
4, 365, 1, 1.65, 15, 400, 225, 0
4, 366, 0, 1.7, 227, NaN, NaN, 1
4, 367, 1, 1.7, 20, 400, 45, 1
4, 368, 1, 1.7, 23, 400, 0, 0
4, 369, 1, 1.7, 25, 50, 0, 0
4, 370, 1, 1.65, 13, 250, 90, 0
4, 371, 1, 1.65, 12, 150, 180, 0
4, 372, 1, 1.6, 3, 350, 135, 1
4, 373, 1, 1.65, 16, 100, 315, 0
4, 374, 1, 1.6, 8, 50, 45, 0
4, 375, 1, 1.65, 10, 300, 180, 1
4, 376, 0, 1.7, 217, NaN, NaN, 1
4, 377, 1, 1.65, 10, 300, 135, 0
4, 378, 0, 1.6, 79, NaN, NaN, 1
4, 379, 1, 1.6, 8, 200, 225, 0
4, 380, 1, 1.6, 8, 250, 135, 1
4, 381, 1, 1.65, 12, 50, 135, 0
4, 382, 1, 1.7, 19, 200, 90, 0
4, 383, 1, 1.65, 10, 200, 225, 0
4, 384, 1, 1.7, 20, 250, 315, 1
4, 385, 1, 1.6, 3, 300, 180, 1
4, 386, 1, 1.65, 14, 150, 180, 1
4, 387, 1, 1.65, 18, 100, 180, 0
4, 388, 1, 1.6, 2, 300, 45, 1
4, 389, 1, 1.65, 12, 400, 135, 1
4, 390, 1, 1.6, 6, 250, 0, 1
4, 391, 1, 1.65, 11, 100, 0, 0
4, 392, 1, 1.6, 9, 50, 315, 0
4, 393, 1, 1.6, 5, 250, 180, 1
4, 394, 1, 1.6, 2, 300, 270, 1
4, 395, 1, 1.65, 16, 100, 270, 0
4, 396, 1, 1.7, 23, 300, 225, 0
4, 397, 1, 1.65, 17, 250, 45, 1
4, 398, 1, 1.7, 26, 250, 315, 0
4, 399, 1, 1.6, 7, 250, 225, 1
4, 400, 1, 1.7, 27, 100, 90, 0
4, 401, 1, 1.6, 6, 50, 180, 0
4, 402, 1, 1.65, 15, 200, 225, 0
4, 403, 1, 1.65, 15, 50, 315, 0
4, 404, 1, 1.6, 7, 250, 90, 0
4, 405, 1, 1.6, 7, 400, 315, 0
4, 406, 1, 1.6, 2, 300, 90, 1
4, 407, 1, 1.6, 8, 400, 45, 1
4, 408, 1, 1.65, 12, 400, 0, 1
4, 409, 1, 1.7, 19, 100, 90, 0
4, 410, 0, 1.65, 180, NaN, NaN, 1
4, 411, 1, 1.7, 22, 100, 315, 0
4, 412, 0, 1.7, 252, NaN, NaN, 1
4, 413, 1, 1.7, 20, 300, 90, 1
4, 414, 1, 1.6, 1, 100, 225, 0
4, 415, 1, 1.6, 6, 400, 270, 1
4, 416, 1, 1.7, 24, 400, 90, 1
4, 417, 1, 1.6, 6, 200, 270, 1
4, 418, 1, 1.6, 7, 400, 45, -1
4, 419, 1, 1.65, 10, 150, 45, 0
4, 420, 1, 1.7, 26, 250, 225, 0
4, 421, 1, 1.7, 22, 350, 180, 1
4, 422, 1, 1.65, 18, 350, 225, 1
4, 423, 1, 1.65, 13, 150, 270, 0
4, 424, 1, 1.7, 20, 300, 225, 1
4, 425, 1, 1.6, 4, 250, 270, 1
4, 426, 1, 1.65, 10, 250, 225, 0
4, 427, 1, 1.6, 1, 250, 225, 1
4, 428, 1, 1.7, 21, 250, 315, 0
4, 429, 1, 1.7, 23, 250, 180, 1
4, 430, 1, 1.65, 17, 150, 315, 0
4, 431, 1, 1.7, 24, 350, 45, 1
4, 432, 1, 1.65, 10, 400, 0, 1
4, 433, 1, 1.6, 6, 200, 90, 1
4, 434, 1, 1.7, 23, 350, 225, 1
4, 435, 1, 1.65, 18, 250, 45, 0
4, 436, 1, 1.6, 6, 150, 90, 1
4, 437, 1, 1.6, 1, 100, 0, 0
4, 438, 1, 1.65, 17, 200, 180, 0
4, 439, 1, 1.65, 11, 100, 135, 0
4, 440, 1, 1.6, 9, 100, 225, -1
4, 441, 1, 1.7, 26, 350, 180, 0
4, 442, 0, 1.6, 82, NaN, NaN, 1
4, 443, 1, 1.7, 23, 100, 315, 0
4, 444, 0, 1.7, 228, NaN, NaN, 1
4, 445, 1, 1.6, 1, 400, 270, 1
4, 446, 1, 1.65, 14, 300, 45, 1
4, 447, 0, 1.6, 108, NaN, NaN, 1
4, 448, 1, 1.6, 4, 200, 180, 1
4, 449, 1, 1.6, 2, 150, 270, 0
4, 450, 1, 1.65, 12, 150, 270, 0
4, 451, 1, 1.7, 19, 150, 135, 0
4, 452, 1, 1.65, 13, 50, 225, 0
4, 453, 1, 1.7, 21, 150, 0, 0
4, 454, 1, 1.6, 8, 250, 225, 1
4, 455, 1, 1.7, 23, 150, 90, 0
4, 456, 1, 1.65, 13, 250, 225, 1
4, 457, 1, 1.7, 20, 200, 270, 0
4, 458, 1, 1.65, 17, 350, 180, 1
4, 459, 1, 1.65, 18, 50, 45, 0
4, 460, 1, 1.6, 8, 200, 180, 1
4, 461, 1, 1.65, 18, 300, 45, 1
4, 462, 1, 1.65, 12, 250, 0, 0
4, 463, 1, 1.7, 26, 350, 315, 1
4, 464, 1, 1.65, 18, 400, 180, -1
4, 465, 1, 1.65, 13, 350, 225, 1
4, 466, 0, 1.65, 184, NaN, NaN, 1
4, 467, 1, 1.65, 18, 250, 270, 0
4, 468, 1, 1.7, 21, 250, 135, 1
4, 469, 1, 1.65, 11, 400, 225, 1
4, 470, 1, 1.65, 15, 350, 90, 1
4, 471, 1, 1.7, 20, 100, 45, 0
4, 472, 0, 1.65, 143, NaN, NaN, 1
4, 473, 1, 1.6, 4, 250, 315, 1
4, 474, 1, 1.65, 18, 300, 225, 1
4, 475, 1, 1.6, 9, 50, 225, 1
4, 476, 1, 1.7, 19, 300, 0, 0
4, 477, 1, 1.7, 26, 300, 315, 0
4, 478, 1, 1.65, 18, 50, 270, 0
4, 479, 1, 1.6, 9, 300, 90, 1
4, 480, 1, 1.7, 20, 300, 315, 0
4, 481, 1, 1.7, 26, 200, 315, 0
4, 482, 1, 1.7, 25, 300, 225, 1
4, 483, 1, 1.7, 20, 100, 225, 0
4, 484, 1, 1.6, 5, 400, 315, 1
4, 485, 1, 1.65, 15, 150, 135, 0
4, 486, 1, 1.6, 9, 250, 45, 1
4, 487, 1, 1.7, 26, 350, 45, 1
4, 488, 1, 1.7, 26, 150, 270, 0
4, 489, 1, 1.6, 5, 100, 315, 1
4, 490, 1, 1.6, 5, 50, 0, 0
4, 491, 1, 1.65, 12, 300, 135, 1
4, 492, 1, 1.7, 23, 50, 90, 0
4, 493, 1, 1.6, 1, 400, 315, 1
4, 494, 1, 1.6, 6, 300, 90, 0
4, 495, 1, 1.7, 22, 400, 45, 1
4, 496, 0, 1.7, 281, NaN, NaN, 1
4, 497, 1, 1.7, 19, 200, 180, 0
4, 498, 1, 1.6, 4, 350, 135, 1
4, 499, 1, 1.6, 3, 200, 180, 1
4, 500, 0, 1.7, 220, NaN, NaN, 1
4, 501, 1, 1.7, 27, 200, 0, 1
4, 502, 1, 1.7, 21, 250, 270, 1
4, 503, 1, 1.7, 25, 250, 45, 0
4, 504, 0, 1.7, 267, NaN, NaN, 1
4, 505, 1, 1.65, 13, 150, 0, 0
4, 506, 0, 1.7, 202, NaN, NaN, 1
4, 507, 0, 1.65, 150, NaN, NaN, 1
4, 508, 1, 1.7, 21, 250, 225, 0
4, 509, 1, 1.7, 25, 50, 45, 0
4, 510, 1, 1.65, 10, 250, 135, 1
4, 511, 1, 1.65, 18, 100, 135, 0
4, 512, 1, 1.6, 7, 250, 270, 1
4, 513, 1, 1.6, 9, 200, 135, 1
4, 514, 1, 1.7, 19, 50, 180, 0
4, 515, 0, 1.65, 179, NaN, NaN, 1
4, 516, 0, 1.6, 57, NaN, NaN, 1
4, 517, 1, 1.65, 12, 300, 0, 1
4, 518, 0, 1.6, 77, NaN, NaN, 1
4, 519, 1, 1.65, 13, 200, 135, 1
4, 520, 1, 1.65, 15, 50, 45, 0
4, 521, 1, 1.65, 15, 250, 315, 1
4, 522, 1, 1.65, 10, 300, 0, 1
4, 523, 1, 1.7, 27, 300, 180, 1
4, 524, 1, 1.65, 16, 100, 0, 1
4, 525, 0, 1.6, 64, NaN, NaN, 1
4, 526, 1, 1.65, 18, 250, 135, 1
4, 527, 1, 1.7, 26, 200, 225, 0
4, 528, 0, 1.6, 39, NaN, NaN, 1
4, 529, 1, 1.7, 23, 200, 315, 0
4, 530, 1, 1.6, 5, 250, 270, 1
4, 531, 1, 1.7, 19, 300, 90, 1
4, 532, 1, 1.7, 20, 50, 135, 0
4, 533, 1, 1.65, 14, 350, 0, 1
4, 534, 1, 1.6, 3, 300, 135, 0
4, 535, 1, 1.7, 27, 300, 0, 0
4, 536, 1, 1.65, 13, 50, 180, 0
4, 537, 1, 1.7, 22, 50, 315, 0
4, 538, 1, 1.7, 27, 250, 315, 0
4, 539, 1, 1.6, 4, 200, 315, 0
4, 540, 1, 1.6, 3, 150, 135, 0
4, 541, 0, 1.7, 282, NaN, NaN, 1
4, 542, 1, 1.65, 12, 150, 225, 0
4, 543, 1, 1.7, 27, 300, 225, 0
4, 544, 1, 1.65, 14, 350, 90, 1
4, 545, 1, 1.6, 3, 50, 90, 0
4, 546, 1, 1.7, 25, 400, 270, 0
4, 547, 1, 1.65, 12, 350, 315, 1
4, 548, 1, 1.65, 10, 200, 90, 0
4, 549, 1, 1.7, 19, 250, 225, 0
4, 550, 1, 1.6, 5, 400, 225, 1
4, 551, 1, 1.7, 27, 400, 270, 0
