-1.4602,-1.4143,-1.2036,-0.94361,-0.88034,-0.67781,-0.46536,-0.27637,-0.036267,0.085149,0.0053048,0.014267,-0.00044875,0.083937,0.12358,0.013165,0.091203,-0.078064,-0.21694,-0.14484,-0.21585,-0.42092,-0.49516,-0.13758,-0.10653,-0.25158,-0.087879,-0.016899,0.23109,0.1311,0.30752,0.52232,0.63796,0.6429,0.50438,0.48791,0.61237,0.66399,0.843,0.87514,0.89265,1.1192,1.1078,1.1402,1.1191,0.87864,0.68498,0.56418,0.48278,0.55613,0.43885,0.36392,0.3502,0.20036,0.044054,0.0057871,-0.076101,-0.33964,-0.45814,-0.60948,-0.60861,-0.58612,-0.35222,-0.41261,-0.56881,-0.46333,-0.39547,-0.44258,-0.42643,-0.1296,0.10075,0.11594,-0.072513,0.12795,0.13621,0.010307,0.10912,-0.090464,-0.073989,-0.34526,-0.45793,-0.48546,-0.47478,-0.56298,-0.60571,-0.70175,-0.784,-1.0415,-1.2364,-1.3446,-1.4054,-1.4471,-1.5627,-1.7391,-1.739,-1.6405,-1.5964,-1.7971,-1.5626,-1.2956,-1.3614,-1.2337,-1.1711,-1.3586,-1.4714,-1.4073,-1.6042,-1.6595,-1.7327,-1.8459,-1.9165,-1.7813,-1.858,-1.8491,-1.9325,-2.259,-2.3199,-2.2317,-1.9915,-1.8515,-1.9399,-1.8161,-1.6527,-1.6563,-1.4384,-1.5947,-1.5618,-1.5511
-1.353,-1.276,-1.2655,-1.0417,-0.8832,-0.6965,-0.52076,-0.24436,-0.11925,-0.062396,-0.095973,-0.025123,-0.088073,0.011107,0.12278,0.01416,-0.037926,-0.33517,-0.42523,-0.17339,-0.099016,-0.19788,-0.28949,-0.083641,-0.2017,-0.17437,0.06194,0.091278,0.23829,0.24916,0.29021,0.36511,0.48192,0.49652,0.48895,0.62231,0.63051,0.56744,0.62156,0.85816,0.92429,1.1086,1.1521,1.0981,1.1141,1.0213,0.85377,0.69622,0.6181,0.42601,0.31425,0.33149,0.37763,0.29993,0.022558,-0.0074561,-0.039426,-0.31296,-0.51768,-0.6116,-0.66275,-0.71244,-0.41769,-0.3521,-0.44741,-0.49131,-0.43999,-0.56883,-0.5117,-0.21762,0.08345,-0.01018,0.033567,0.21041,0.2177,0.15923,0.12732,-0.091827,-0.276,-0.40121,-0.37866,-0.46216,-0.52609,-0.46852,-0.53303,-0.64499,-0.68815,-1.0273,-1.2738,-1.3713,-1.4013,-1.5499,-1.6761,-1.7959,-1.6586,-1.5469,-1.5793,-1.6306,-1.6739,-1.5383,-1.6451,-1.5521,-1.5235,-1.7849,-1.9196,-1.9228,-1.8932,-1.9314,-1.7981,-1.9664,-2.0991,-2.23,-2.1117,-2.0136,-2.0649,-2.3489,-2.3082,-2.1786,-2.0801,-1.9638,-1.9905,-1.8898,-1.7731,-1.7021,-1.5431,-1.3106,-1.2882,-1.3645
-1.3569,-1.1376,-1.1485,-0.99235,-0.92479,-0.8465,-0.61661,-0.34676,-0.25097,-0.20984,-0.18606,-0.16501,-0.15383,-0.021963,0.16106,-0.050219,-0.20244,-0.32039,-0.32128,-0.25573,-0.10371,-0.18322,-0.3059,-0.24149,-0.32555,-0.13956,0.0587,-0.015949,0.093869,0.12903,0.18382,0.27745,0.4552,0.5201,0.46801,0.63633,0.61256,0.49865,0.61818,0.70718,0.85677,1.093,1.1421,1.1065,1.0424,0.99445,0.96024,0.68452,0.63738,0.44856,0.43952,0.44037,0.52888,0.46574,0.11131,0.028533,-0.12329,-0.45078,-0.63475,-0.68199,-0.6325,-0.56833,-0.42474,-0.3535,-0.30215,-0.49808,-0.5953,-0.67474,-0.49834,-0.19482,0.027038,0.050386,0.063515,0.20574,0.17683,0.081623,0.015161,0.02321,-0.1852,-0.22362,-0.32228,-0.34887,-0.30866,-0.3285,-0.42181,-0.57999,-0.69853,-1.0031,-1.0835,-1.2014,-1.3191,-1.6277,-1.8563,-1.8355,-1.8016,-1.6559,-1.5539,-1.4823,-1.6086,-1.7244,-1.7251,-1.718,-1.8924,-2.2223,-2.1162,-2.1825,-2.2048,-2.0281,-1.9646,-2.2098,-2.3248,-2.3593,-2.3039,-2.1296,-2.0844,-2.0699,-2.0984,-2.1391,-1.9974,-1.891,-1.9233,-1.8196,-1.6362,-1.6377,-1.4101,-1.186,-1.2672,-1.3213
-1.3976,-1.0881,-1.1537,-1.1968,-1.179,-1.0813,-0.81161,-0.59621,-0.53931,-0.25515,-0.1877,-0.29527,-0.13717,-0.056608,0.030282,-0.056682,-0.17031,-0.29488,-0.40275,-0.41385,-0.25127,-0.19949,-0.25843,-0.40395,-0.46056,-0.34012,-0.10866,0.0007631,-0.10058,-0.078186,0.078918,0.12083,0.40564,0.55793,0.58077,0.6092,0.49917,0.43705,0.54538,0.70374,0.85508,1.1584,1.2707,1.1979,1.0288,0.92618,0.966,0.75011,0.61899,0.58194,0.54496,0.57126,0.64714,0.46824,0.20296,-0.11774,-0.40183,-0.54184,-0.67678,-0.69568,-0.63307,-0.40051,-0.3137,-0.34612,-0.48737,-0.62531,-0.59139,-0.64003,-0.63474,-0.24714,-0.060382,-0.015555,-0.031787,-0.031855,-0.065172,-0.26149,-0.34167,-0.16856,-0.16195,-0.12439,-0.14422,-0.05652,-0.20084,-0.32772,-0.4847,-0.60528,-0.71857,-0.89432,-0.98548,-0.98692,-1.2566,-1.6265,-1.848,-1.7127,-1.6725,-1.7587,-1.5348,-1.4797,-1.4435,-1.6151,-1.7369,-1.8585,-2.1523,-2.4048,-2.3502,-2.2915,-2.4033,-2.2834,-2.3259,-2.4737,-2.4977,-2.4171,-2.3519,-2.1778,-2.0362,-2.0524,-2.0127,-1.996,-1.8452,-1.8039,-1.7946,-1.6049,-1.4491,-1.4635,-1.3617,-1.3795,-1.3437,-1.3878
-1.4223,-1.2699,-1.1731,-1.2214,-1.0878,-1.074,-0.97522,-0.8728,-0.67373,-0.37783,-0.36627,-0.28088,-0.047462,0.14618,0.006893,0.081643,-0.028577,-0.20669,-0.2988,-0.40103,-0.28776,-0.21172,-0.36197,-0.48465,-0.46374,-0.34843,-0.28097,-0.30975,-0.39691,-0.2449,-0.032318,0.1811,0.36709,0.48576,0.61159,0.49428,0.48225,0.51314,0.65701,0.66197,0.83264,1.0925,1.2709,1.1942,0.97243,1.0072,0.88778,0.8374,0.66941,0.54872,0.46487,0.4559,0.46884,0.3085,0.022271,-0.18532,-0.39378,-0.5112,-0.58293,-0.69425,-0.61431,-0.42462,-0.42462,-0.32787,-0.37686,-0.63897,-0.61221,-0.6235,-0.34191,-0.25873,-0.29428,0.02307,0.053725,-0.014286,-0.20335,-0.36182,-0.39671,-0.32009,-0.23829,-0.14868,-0.12874,-0.092753,-0.19131,-0.39269,-0.65283,-0.80526,-0.7667,-0.88616,-1.0519,-1.0555,-1.19,-1.6099,-1.7167,-1.7267,-1.631,-1.6251,-1.4748,-1.3612,-1.3671,-1.5295,-1.7629,-2.1616,-2.3693,-2.525,-2.5057,-2.4802,-2.5374,-2.3773,-2.4791,-2.4084,-2.4281,-2.4664,-2.2478,-2.1672,-2.1081,-2.1594,-1.9269,-1.7073,-1.7774,-1.6518,-1.5289,-1.4864,-1.3536,-1.3878,-1.405,-1.4051,-1.4157,-1.3722
-1.4548,-1.3012,-1.2623,-1.0511,-1.0439,-1.0815,-0.9547,-0.93239,-0.77666,-0.43241,-0.33703,-0.27901,0.097078,0.37011,0.23821,0.10458,-0.011472,-0.22046,-0.21989,-0.3565,-0.2992,-0.21593,-0.32337,-0.41392,-0.52098,-0.52885,-0.52135,-0.43515,-0.48975,-0.41686,-0.079692,0.18679,0.20109,0.37607,0.40446,0.33754,0.48049,0.43266,0.60949,0.72382,0.83447,1.1623,1.3045,1.1543,0.91191,0.82279,0.88528,0.95723,0.697,0.54713,0.38222,0.28469,0.38267,0.24277,-0.13015,-0.25308,-0.30955,-0.45971,-0.35303,-0.4881,-0.47071,-0.44445,-0.39443,-0.39115,-0.276,-0.49469,-0.66115,-0.60697,-0.29004,-0.33957,-0.089528,0.064139,0.046394,-0.058284,-0.18482,-0.35481,-0.37938,-0.34063,-0.10348,-0.028198,-0.10249,-0.15896,-0.24434,-0.39758,-0.56261,-0.61422,-0.72999,-1.0204,-1.1346,-1.2572,-1.5638,-1.6813,-1.6754,-1.711,-1.5226,-1.4669,-1.4274,-1.3271,-1.3662,-1.6415,-1.8646,-2.147,-2.4094,-2.398,-2.5741,-2.6976,-2.6534,-2.7055,-2.6691,-2.5927,-2.5455,-2.5824,-2.4186,-2.2547,-2.2573,-2.2205,-2.0061,-1.7601,-1.7101,-1.6218,-1.5402,-1.497,-1.3474,-1.2641,-1.3868,-1.3819,-1.2899,-1.3872
-1.2864,-1.232,-1.2681,-1.1509,-1.134,-1.0908,-0.98441,-0.94442,-0.81932,-0.48894,-0.22076,-0.1182,0.14479,0.17962,0.13271,0.051801,-0.049903,-0.062494,-0.12817,-0.13459,-0.18855,-0.17023,-0.28983,-0.25175,-0.33367,-0.5358,-0.63444,-0.53869,-0.515,-0.45692,-0.2344,0.005184,0.13518,0.24781,0.38616,0.49348,0.61148,0.51357,0.52819,0.55399,0.79977,1.051,1.1979,1.0846,0.8855,0.69241,0.8637,0.95286,0.66254,0.48969,0.24421,0.16816,0.1751,0.12027,-0.093152,-0.15878,-0.24859,-0.40947,-0.41953,-0.47247,-0.47393,-0.53177,-0.4156,-0.4315,-0.51118,-0.55166,-0.75691,-0.74221,-0.56861,-0.375,-0.13798,-0.1265,-0.25562,-0.13222,-0.30007,-0.48159,-0.50945,-0.48594,-0.28733,-0.10315,0.1097,0.021139,-0.12605,-0.28753,-0.30386,-0.34455,-0.61835,-0.93511,-1.157,-1.3893,-1.5798,-1.6768,-1.557,-1.4797,-1.3577,-1.3978,-1.3211,-1.2947,-1.5425,-1.6725,-1.8302,-2.0839,-2.3947,-2.5272,-2.6485,-2.8553,-2.9551,-3.003,-2.815,-2.7631,-2.7235,-2.6724,-2.5299,-2.3662,-2.3768,-2.1538,-1.9666,-1.7352,-1.551,-1.5803,-1.466,-1.3926,-1.1779,-1.0771,-1.3115,-1.1608,-1.1313,-1.3009
-1.2205,-1.2628,-1.2151,-1.2139,-1.0651,-0.9513,-0.88359,-0.7733,-0.63919,-0.47324,-0.26603,-0.043418,0.09915,0.30714,0.31578,0.23034,0.12657,0.018814,-0.0038745,0.017491,0.019421,-0.15362,-0.33497,-0.39729,-0.37694,-0.48595,-0.67528,-0.68076,-0.69692,-0.50007,-0.43737,-0.13191,0.022746,0.19527,0.34031,0.41442,0.60467,0.53823,0.46558,0.51447,0.74246,0.81068,0.88422,0.84917,0.85468,0.79952,0.60709,0.59794,0.58892,0.31584,0.19169,0.20961,0.13236,0.031931,-0.054816,-0.19591,-0.31084,-0.41429,-0.27832,-0.40264,-0.42511,-0.4877,-0.37008,-0.50794,-0.64558,-0.72815,-0.76651,-0.80121,-0.66305,-0.42872,-0.4796,-0.35983,-0.33295,-0.30413,-0.45757,-0.40159,-0.36535,-0.5295,-0.57231,-0.2375,0.013995,0.035983,-0.14808,-0.25109,-0.36299,-0.3886,-0.35751,-0.68663,-1.0325,-1.3721,-1.5169,-1.5483,-1.3914,-1.2492,-1.4359,-1.4878,-1.482,-1.5957,-1.6635,-1.7717,-1.9236,-2.0251,-2.3588,-2.5198,-2.6566,-2.9086,-3.0637,-2.9958,-2.9265,-2.8624,-2.7199,-2.743,-2.5678,-2.3149,-2.2142,-2.0227,-1.6516,-1.5015,-1.5614,-1.5043,-1.4391,-1.36,-1.1463,-1.0852,-1.1097,-1.0981,-1.0136,-1.0493
-1.1654,-1.2325,-1.2794,-1.1078,-1.0052,-0.97796,-0.81483,-0.71827,-0.57209,-0.32731,-0.14313,-0.016593,0.093319,0.19402,0.27683,0.34614,0.26103,0.25217,0.28178,0.23263,0.11263,-0.12322,-0.34945,-0.44755,-0.522,-0.64885,-0.73479,-0.71069,-0.52165,-0.40584,-0.35834,-0.20871,-0.0037186,0.125,0.19765,0.31068,0.44581,0.56024,0.57075,0.62274,0.55687,0.54493,0.46014,0.5604,0.68706,0.55049,0.38859,0.2955,0.37589,0.30762,0.25224,0.1711,0.21449,0.13352,0.042966,-0.15343,-0.32749,-0.36383,-0.30249,-0.36912,-0.36086,-0.40221,-0.27739,-0.48113,-0.60838,-0.64673,-0.69273,-0.65124,-0.77783,-0.58261,-0.55513,-0.64333,-0.46823,-0.38339,-0.41772,-0.36602,-0.32044,-0.45844,-0.39936,-0.21163,-0.043785,-0.038179,-0.29774,-0.29585,-0.29337,-0.37558,-0.40574,-0.67684,-0.99842,-1.2794,-1.2391,-1.1125,-1.1401,-1.2427,-1.5165,-1.6013,-1.684,-1.7778,-1.735,-1.8108,-1.9359,-2.0047,-2.2001,-2.4106,-2.5684,-2.8778,-2.9217,-2.8521,-2.745,-2.6861,-2.6807,-2.7659,-2.7199,-2.4394,-2.1642,-1.8513,-1.6836,-1.6127,-1.6193,-1.4739,-1.3786,-1.3029,-1.2038,-1.0214,-1.0253,-1.0735,-0.99713,-1.0809
-1.2285,-1.2271,-1.3001,-1.0705,-1.0155,-0.9596,-0.96649,-0.78553,-0.40301,-0.20563,-0.015916,0.008569,-0.021304,0.062717,0.22702,0.45957,0.49818,0.52001,0.42197,0.38112,0.25035,-0.06487,-0.32116,-0.37146,-0.45132,-0.70254,-0.71711,-0.57331,-0.28436,-0.06428,-0.13836,-0.075904,0.069212,0.059092,0.1177,0.26241,0.37865,0.41545,0.58433,0.53499,0.51129,0.48475,0.47064,0.37686,0.4648,0.26111,0.18992,0.23513,0.39127,0.49353,0.27156,0.15449,0.26635,0.21328,0.1735,-0.020515,-0.17458,-0.39877,-0.38358,-0.32939,-0.28786,-0.3903,-0.49488,-0.58564,-0.74985,-0.73359,-0.82601,-0.73523,-0.75313,-0.75915,-0.69833,-0.68481,-0.47956,-0.29229,-0.23739,-0.23253,-0.23342,-0.2907,-0.39544,-0.35527,-0.10675,-0.10453,-0.25886,-0.39965,-0.35768,-0.41976,-0.41792,-0.66564,-0.71239,-0.91659,-1.0177,-0.8746,-1.0493,-1.2371,-1.4203,-1.5963,-1.6254,-1.7883,-1.9035,-1.7887,-1.8536,-1.9557,-2.155,-2.3479,-2.549,-2.7197,-2.7927,-2.7048,-2.6326,-2.4944,-2.6546,-2.7914,-2.656,-2.3445,-2.1883,-1.9828,-1.8312,-1.6321,-1.6307,-1.3444,-1.2242,-1.271,-1.1401,-0.88391,-0.99077,-1.046,-0.99031,-1.1056
