Data properties:
 
Recording date: 9/23/2008
Recording time : 10:43:44:652 (corresponds to time 0)
Study: SD Experiment
Subject: MY
Recording: My9
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Timestamp	Found	GazepointX	GazepointY
 
1	None	-1600	-1200
20	None	-1600	-1200
40	None	-1600	-1200
60	None	-1600	-1200
80	Both	706	458
100	RightOnly	738	466
120	Both	708	482
140	Both	694	474
160	Both	691	466
180	Both	696	466
200	Both	687	482
220	Both	704	467
240	Both	736	533
260	Both	753	567
280	Both	758	563
300	Both	778	575
320	Both	770	554
339	Both	755	584
359	Both	779	587
379	Both	777	570
399	Both	779	581
419	Both	784	599
439	Both	800	646
459	Both	799	648
479	Both	798	627
499	Both	809	645
519	RightOnly	823	610
539	Both	803	646
559	Both	798	650
579	Both	809	627
599	Both	798	642
619	Both	811	642
639	Both	810	647
658	Both	801	648
678	RightOnly	819	639
698	Both	810	678
718	Both	812	663
738	Both	817	663
758	Both	812	683
778	Both	807	681
798	Both	804	696
818	RightOnly	814	670
838	Both	818	704
858	RightOnly	822	675
878	RightOnly	814	673
898	RightOnly	812	703
918	RightOnly	812	678
938	RightOnly	797	661
958	RightOnly	827	680
977	RightOnly	818	657
997	Both	809	660
1017	RightOnly	826	679
1037	RightOnly	827	667
1057	RightOnly	811	666
1077	RightOnly	816	651
1097	RightOnly	812	660
1117	RightOnly	817	667
1137	RightOnly	823	678
1157	RightOnly	817	659
1177	Both	813	685
1197	RightOnly	832	645
1217	RightOnly	830	639
1237	RightOnly	823	636
1257	RightOnly	815	665
1277	RightOnly	826	652
1296	RightOnly	815	637
1316	RightOnly	831	665
1336	RightOnly	827	676
1356	RightOnly	828	653
1376	RightOnly	809	684
1396	RightOnly	828	678
1416	RightOnly	831	678
1436	RightOnly	830	680
1456	RightOnly	836	665
1476	RightOnly	830	670
1496	RightOnly	819	675
1516	RightOnly	821	656
1536	RightOnly	827	678
1556	RightOnly	838	669
1576	RightOnly	826	696
1596	RightOnly	821	674
1615	RightOnly	833	669
1635	RightOnly	836	665
1655	RightOnly	822	690
1675	RightOnly	828	652
1695	RightOnly	824	655
1715	RightOnly	827	673
1735	RightOnly	825	664
1755	RightOnly	811	681
1775	RightOnly	832	669
1795	Both	817	627
1815	RightOnly	810	642
1835	Both	819	628
1855	Both	818	648
1875	RightOnly	834	617
1895	Both	827	638
1915	RightOnly	797	642
1934	None	-1600	-1200
1954	None	-1600	-1200
1974	None	-1600	-1200
1994	None	-1600	-1200
2014	None	-1600	-1200
2034	None	-1600	-1200
2054	None	-1600	-1200
2074	Both	799	627
2094	Both	790	629
2114	Both	793	636
2134	Both	785	620
2154	Both	793	596
2174	Both	798	599
2194	Both	795	598
2214	Both	785	622
2233	Both	786	595
2253	Both	786	621
2273	Both	773	597
2293	Both	773	596
2313	Both	773	601
2333	Both	777	611
2353	Both	798	603
2373	Both	792	618
2393	Both	795	612
2413	Both	800	620
2433	Both	787	634
2453	Both	811	615
2473	Both	808	614
2493	Both	805	625
2513	Both	817	609
2533	Both	812	617
2552	Both	823	615
2572	Both	812	604
2592	Both	814	612
2612	Both	812	629
2632	Both	796	601
2652	Both	804	592
2672	Both	810	614
2692	Both	810	609
2712	Both	812	614
2732	Both	808	596
