Data properties:
 
Recording date: 9/17/2008
Recording time : 11:40:38:346 (corresponds to time 0)
Study: SD Experiment
Subject: MY
Recording: MYT
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Timestamp	Found	GazepointX	GazepointY
 
20	None	-1600	-1200
40	None	-1600	-1200
59	None	-1600	-1200
79	Both	486	701
99	Both	489	718
119	Both	490	700
139	Both	478	698
159	Both	488	676
179	Both	492	713
199	Both	482	719
219	Both	527	667
239	Both	627	575
259	Both	631	532
279	Both	630	539
299	Both	645	545
319	Both	636	524
339	Both	648	512
358	Both	668	527
378	Both	654	530
398	Both	663	516
418	Both	797	570
438	Both	804	550
458	Both	802	572
478	Both	792	596
498	Both	799	586
518	Both	797	569
538	Both	804	593
558	Both	798	584
578	Both	802	609
598	Both	798	595
618	Both	806	618
638	Both	799	597
658	Both	804	613
677	Both	827	613
697	Both	803	600
717	Both	808	610
737	Both	802	618
757	Both	819	640
777	Both	807	625
797	Both	787	613
817	Both	788	635
837	Both	790	626
857	Both	805	621
877	Both	786	612
897	Both	793	619
917	Both	792	627
937	Both	790	631
957	Both	798	642
976	Both	805	656
996	Both	806	654
1016	Both	802	654
1036	Both	814	667
1056	Both	804	654
1076	Both	794	637
1096	Both	810	641
1116	Both	815	646
1136	Both	794	623
1156	Both	802	642
1176	Both	804	630
1196	Both	803	647
1216	Both	804	653
1236	Both	811	645
1256	Both	810	666
1276	Both	820	645
1295	Both	817	668
1315	Both	819	649
1335	Both	812	644
1355	Both	815	647
1375	Both	812	663
1395	Both	801	650
1415	Both	818	639
1435	Both	810	660
1455	Both	808	639
1475	Both	811	662
1495	Both	811	650
1515	Both	823	652
1535	Both	809	647
1555	Both	808	668
1575	Both	815	643
1595	Both	815	667
1614	Both	804	666
1634	Both	814	662
1654	Both	819	655
1674	Both	804	663
1694	Both	809	648
1714	Both	812	635
1734	Both	808	654
1754	Both	804	651
1774	Both	809	638
1794	Both	821	643
1814	Both	827	649
1834	RightOnly	828	642
1854	Both	819	630
1874	Both	818	625
1894	Both	826	619
1914	Both	808	636
1933	Both	814	640
1953	Both	815	640
1973	Both	821	639
1993	Both	823	638
2013	Both	818	634
2033	Both	820	630
2053	Both	823	658
2073	Both	825	651
2093	Both	822	659
2113	Both	827	655
2133	Both	835	653
2153	Both	826	642
2173	Both	835	647
2193	Both	826	635
2213	Both	823	640
2232	Both	824	648
2252	Both	824	640
2272	Both	820	656
2292	Both	818	656
2312	Both	822	661
2332	Both	824	664
2352	Both	810	656
2372	Both	813	656
2392	Both	813	669
2412	Both	822	650
2432	Both	804	643
2452	Both	806	641
2472	Both	804	645
2492	Both	803	639
2512	Both	812	642
2532	Both	814	617
2551	Both	804	661
2571	Both	807	643
2591	Both	804	630
2611	Both	815	637
2631	Both	805	639
2651	Both	809	618
2671	Both	799	626
2691	Both	798	607
2711	Both	795	610
2731	Both	805	614
2751	Both	803	609
2771	Both	808	616
2791	Both	810	616
2811	Both	806	624
2831	Both	804	621
2851	Both	812	614
2870	Both	807	604
2890	Both	817	616
2910	Both	801	627
2930	Both	813	625
2950	Both	807	632
2970	Both	810	624
2990	Both	811	619
3010	Both	816	627
3030	Both	821	625
3050	Both	826	638
3070	Both	806	622
3090	Both	820	627
3110	Both	804	616
3130	Both	811	627
3150	Both	797	624
3170	Both	812	629
3189	Both	810	639
3209	Both	791	619
3229	Both	797	627
3249	Both	804	634
3269	Both	792	639
3289	Both	805	653
3309	Both	796	647
3329	Both	802	627
3349	Both	812	637
3369	Both	799	655
3389	Both	803	638
3409	Both	808	630
3429	Both	804	660
3449	Both	799	646
3469	Both	800	640
3489	Both	804	650
3508	Both	795	632
3528	Both	808	653
3548	Both	809	655
3568	Both	809	652
3588	Both	802	636
3608	Both	803	647
3628	Both	802	651
3648	Both	790	653
3668	Both	793	639
3688	Both	790	644
3708	Both	810	648
3728	Both	806	642
3748	Both	801	647
3768	Both	803	639
3788	Both	807	626
3808	Both	802	620
3827	Both	799	637
3847	Both	806	635
3867	Both	798	631
3887	Both	793	628
3907	Both	808	605
3927	Both	808	622
3947	RightOnly	812	621
3967	Both	790	628
3987	Both	805	627
4007	Both	807	639
4027	Both	803	633
4047	Both	803	630
4067	Both	806	643
4087	Both	803	646
4107	Both	801	651
4127	RightOnly	823	663
4146	Both	807	654
4166	Both	806	660
4186	RightOnly	826	652
4206	Both	796	660
4226	Both	798	647
4246	Both	805	666
4266	Both	808	660
4286	Both	819	660
4306	Both	810	663
4326	Both	793	636
4346	RightOnly	814	636
4366	Both	801	645
4386	Both	794	649
4406	RightOnly	819	643
4426	Both	805	643
4446	Both	813	658
4465	Both	809	644
4485	Both	801	659
4505	Both	809	662
4525	Both	799	655
4545	Both	804	629
4565	Both	807	640
4585	RightOnly	827	656
4605	Both	805	655
4625	Both	807	648
4645	Both	810	645
4665	Both	803	639
4685	Both	803	634
4705	RightOnly	834	611
4725	Both	813	621
4745	Both	810	642
4765	Both	817	634
4784	Both	809	631
4804	Both	806	635
4824	Both	809	639
4844	Both	812	645
4864	Both	812	650
4884	RightOnly	847	638
4904	Both	816	627
4924	Both	807	626
4944	Both	808	629
4964	Both	832	627
4984	Both	804	633
5004	Both	814	638
5024	Both	804	641
5044	Both	822	617
5064	Both	823	616
5084	Both	801	634
5103	Both	812	614
5123	Both	808	629
5143	Both	805	625
5163	Both	815	626
5183	Both	804	634
5203	Both	806	636
5223	RightOnly	827	623
5243	Both	817	626
5263	Both	800	623
5283	Both	805	626
5303	Both	815	616
5323	Both	791	623
5343	Both	789	618
5363	Both	791	629
5383	Both	804	627
5403	Both	796	634
5422	Both	787	626
5442	Both	790	632
5462	Both	797	641
5482	Both	806	629
5502	Both	808	631
5522	Both	808	642
5542	Both	796	626
5562	Both	800	619
5582	Both	793	633
5602	Both	798	627
5622	Both	800	641
5642	Both	803	632
5662	Both	791	618
5682	Both	807	627
5702	Both	808	633
5722	Both	811	639
5741	Both	820	641
5761	Both	807	628
5781	Both	814	637
5801	Both	817	647
5821	Both	812	641
5841	RightOnly	820	637
5861	Both	820	650
5881	Both	812	660
5901	Both	792	652
5921	Both	808	646
5941	Both	808	649
5961	Both	805	650
5981	Both	806	646
6001	Both	809	636
6021	Both	804	637
6041	Both	802	631
6060	Both	808	642
6080	Both	799	642
6100	Both	807	636
6120	Both	795	644
6140	Both	809	640
6160	Both	817	645
6180	Both	816	641
6200	Both	813	650
6220	Both	810	650
6240	Both	797	635
6260	Both	798	645
6280	Both	803	635
6300	Both	808	654
6320	Both	810	638
6340	Both	811	627
6360	Both	809	654
6379	Both	799	638
6399	Both	810	628
6419	Both	816	636
6439	Both	810	621
6459	Both	795	618
6479	Both	801	635
6499	Both	807	650
6519	Both	804	643
6539	Both	814	659
6559	Both	815	647
6579	Both	816	650
6599	Both	807	649
6619	RightOnly	841	644
6639	Both	821	645
6659	Both	816	644
6679	Both	811	647
6698	Both	824	640
6718	Both	820	659
6738	Both	807	664
6758	Both	804	664
6778	Both	809	649
6798	Both	812	638
6818	Both	823	654
6838	Both	814	651
6858	Both	812	652
6878	Both	815	640
6898	Both	818	667
6918	Both	812	649
6938	Both	821	651
6958	Both	818	666
6978	Both	813	639
6998	Both	800	640
7017	Both	808	648
7037	Both	815	647
7057	Both	810	648
7077	Both	814	645
7097	Both	802	635
7117	Both	796	652
7137	Both	800	629
7157	Both	807	650
7177	Both	815	641
7197	Both	809	668
7217	Both	802	645
7237	Both	809	639
7257	Both	804	628
7277	Both	803	647
7297	Both	817	646
7317	Both	804	665
7336	Both	813	647
7356	Both	789	622
7376	Both	796	634
7396	Both	789	633
7416	Both	803	636
7436	Both	794	611
7456	Both	788	612
7476	Both	791	613
7496	Both	792	628
7516	Both	793	602
7536	Both	794	603
7556	Both	792	615
7576	Both	784	597
7596	Both	780	592
7616	Both	781	559
7636	Both	779	566
7655	Both	790	558
7675	Both	791	550
7695	Both	795	585
7715	Both	786	551
7735	Both	782	574
7755	Both	792	581
7775	Both	810	584
7795	Both	816	587
7815	Both	813	582
7835	Both	805	572
7855	Both	816	568
7875	Both	815	575
7895	Both	814	560
7915	Both	812	578
7935	Both	807	567
7955	Both	816	579
7974	Both	815	553
7994	Both	794	590
8014	Both	797	572
8034	Both	792	555
8054	Both	803	582
8074	Both	795	570
8094	Both	799	593
8114	Both	789	571
8134	Both	788	589
8154	Both	803	576
8174	Both	790	582
8194	Both	797	576
8214	Both	799	575
8234	Both	788	570
8254	Both	796	598
8274	Both	796	558
8293	Both	811	580
8313	Both	804	578
8333	Both	789	583
8353	Both	802	585
8373	Both	792	584
8393	Both	808	580
8413	Both	792	586
8433	Both	798	575
8453	Both	805	580
8473	Both	796	582
8493	Both	814	575
8513	Both	797	599
8533	Both	801	595
8553	Both	808	579
8573	Both	802	612
8593	Both	813	596
8612	Both	800	583
8632	Both	809	603
8652	Both	802	598
8672	Both	804	588
8692	Both	814	585
8712	Both	798	575
8732	Both	795	601
8752	Both	804	601
8772	Both	813	601
8792	Both	804	596
8812	Both	805	616
8832	Both	803	639
8852	Both	793	606
8872	Both	810	604
8892	Both	806	621
8911	Both	813	602
8931	Both	802	618
8951	Both	811	621
8971	Both	802	592
8991	Both	808	615
9011	Both	811	619
9031	Both	805	593
9051	Both	790	604
9071	Both	801	630
9091	Both	810	579
9111	Both	804	586
9131	Both	803	583
9151	Both	805	584
9171	Both	808	579
9190	Both	792	588
9210	Both	815	586
9230	Both	807	578
9250	Both	816	581
9270	Both	807	585
9290	Both	807	595
9310	Both	807	606
9330	Both	802	613
9350	Both	804	589
9370	Both	795	588
9390	Both	803	582
9410	Both	804	609
9430	Both	791	591
9450	Both	795	575
9470	Both	790	577
9490	Both	795	587
9510	Both	802	589
9529	Both	792	582
9549	Both	792	564
9569	Both	802	602
9589	Both	789	602
9609	Both	804	579
9629	Both	793	575
9649	Both	800	602
9669	Both	802	588
9689	Both	805	587
9709	Both	800	608
9729	Both	802	602
9749	Both	809	584
9769	Both	801	592
9789	Both	794	590
9809	Both	806	605
9828	Both	802	600
9848	Both	800	599
9868	Both	796	576
9888	Both	799	576
9908	Both	807	574
9928	Both	799	584
9948	Both	803	543
9968	Both	783	571
9988	Both	794	548
10008	Both	804	561
10028	Both	797	544
10048	Both	800	562
10068	Both	799	563
10088	Both	800	574
10108	Both	803	569
10128	Both	801	563
10147	Both	799	554
10167	Both	804	560
10187	Both	800	566
10207	Both	803	556
10227	Both	807	533
10247	Both	804	552
10267	Both	802	561
10287	Both	795	543
10307	Both	822	535
10327	Both	810	565
10347	Both	815	564
10367	Both	814	558
10387	Both	809	581
10407	Both	798	557
10427	Both	813	553
10447	Both	812	555
10466	Both	815	570
10486	Both	815	582
10506	Both	802	580
10526	Both	815	581
10546	Both	798	579
10566	Both	812	570
10586	Both	808	571
10606	Both	804	603
10626	Both	790	594
10646	Both	801	589
10666	Both	798	596
10686	Both	791	599
10706	Both	793	597
10726	Both	803	609
10746	Both	799	594
10766	Both	793	620
10785	Both	804	606
10805	Both	798	609
10825	Both	812	615
10845	Both	786	606
10865	Both	808	606
10885	Both	802	614
10905	Both	804	603
10925	Both	797	612
10945	Both	803	608
10965	Both	809	605
10985	Both	810	617
11005	Both	801	604
11025	Both	789	588
11045	Both	796	592
11065	Both	784	607
11085	Both	793	575
11104	Both	788	606
11124	Both	806	593
11144	Both	798	599
11164	Both	796	610
11184	Both	811	609
11204	Both	809	628
11224	Both	806	611
11244	Both	798	619
11264	Both	803	613
11284	Both	804	612
11304	Both	806	632
11324	Both	816	629
11344	Both	801	620
11364	Both	795	599
11384	Both	801	626
11404	Both	797	651
11423	Both	813	608
11443	Both	810	632
11463	Both	811	617
11483	Both	799	627
11503	Both	806	627
11523	Both	811	616
11543	Both	804	614
11563	Both	809	634
11583	Both	815	635
11603	Both	804	612
11623	Both	802	627
11643	Both	812	608
11663	Both	804	624
11683	Both	816	606
11703	Both	792	629
11723	Both	772	606
11742	Both	756	610
11762	Both	753	607
11782	Both	887	627
11802	Both	893	618
11822	Both	891	643
11842	Both	889	627
11862	Both	891	626
11882	Both	887	635
11902	Both	824	613
11922	Both	805	611
11942	Both	819	617
11962	Both	816	621
11982	Both	809	610
12002	Both	816	640
12022	Both	815	616
12042	Both	818	618
12061	Both	831	612
12081	Both	816	628
12101	Both	825	608
12121	Both	824	618
12141	Both	837	603
12161	Both	798	652
12181	Both	785	625
12201	Both	795	641
12221	Both	796	629
12241	Both	806	627
12261	Both	800	615
12281	Both	793	629
12301	Both	781	616
12321	Both	802	595
12341	Both	786	624
12361	Both	801	614
12380	Both	790	602
12400	Both	790	605
12420	Both	785	611
12440	Both	800	613
12460	Both	801	618
12480	Both	786	630
12500	Both	797	595
12520	Both	805	620
12540	Both	795	626
12560	Both	799	598
12580	Both	800	614
12600	Both	803	617
12620	Both	799	591
12640	Both	793	585
12660	Both	798	589
12679	Both	800	603
12699	Both	795	612
12719	Both	805	615
12739	Both	787	622
12759	Both	800	636
12779	Both	791	613
12799	Both	789	612
12819	Both	788	584
12839	Both	761	599
12859	Both	776	586
12879	Both	779	591
12899	Both	775	608
12919	Both	762	580
12939	Both	772	608
12959	Both	776	606
12979	Both	786	609
12998	Both	779	605
13018	Both	781	614
13038	Both	794	596
13058	Both	777	620
13078	Both	773	622
13098	Both	787	617
13118	Both	791	607
13138	Both	808	617
13158	Both	804	633
13178	Both	805	621
13198	Both	798	638
13218	Both	808	644
13238	Both	803	616
13258	Both	812	655
13278	Both	792	629
13298	Both	810	618
13317	Both	815	639
13337	Both	815	636
13357	Both	808	616
13377	Both	809	650
13397	Both	807	640
13417	Both	816	631
13437	Both	810	648
13457	Both	805	634
13477	Both	800	638
13497	Both	806	655
13517	Both	801	634
13537	Both	814	637
13557	Both	805	626
13577	Both	796	631
13597	Both	805	602
13617	Both	799	595
13636	Both	817	597
13656	Both	808	607
13676	Both	810	615
13696	Both	803	618
13716	Both	805	612
13736	Both	813	594
13756	Both	800	586
13776	Both	813	588
13796	Both	817	575
13816	Both	791	582
13836	Both	796	577
13856	Both	803	578
13876	Both	804	581
13896	Both	772	557
13916	Both	759	551
13936	Both	774	564
13955	Both	768	551
13975	Both	787	566
13995	Both	783	561
14015	Both	779	561
14035	Both	766	561
14055	Both	774	568
14075	Both	783	537
14095	Both	769	553
14115	Both	773	546
14135	Both	770	540
14155	Both	769	538
14175	Both	772	549
14195	Both	772	532
14215	Both	776	531
14235	Both	782	529
14255	Both	800	561
14274	Both	811	555
14294	Both	813	582
14314	Both	804	563
14334	Both	797	569
14354	Both	815	565
14374	Both	814	549
14394	Both	803	537
14414	Both	807	573
14434	Both	808	566
14454	Both	811	558
14474	Both	803	560
14494	Both	806	555
14514	Both	810	623
14534	Both	795	630
14554	Both	791	632
14574	Both	789	657
14593	Both	779	658
14614	Both	790	654
14633	Both	794	631
14653	Both	791	644
14673	Both	790	637
14693	Both	798	638
14713	Both	794	631
14733	Both	789	628
14753	Both	808	641
14773	Both	798	644
14793	Both	790	631
14813	Both	784	627
14833	Both	795	615
14853	Both	792	638
14873	Both	790	626
14892	Both	798	578
14912	Both	798	569
14932	Both	800	587
14952	Both	796	613
14972	Both	788	595
