Data properties:
 
Recording date: 9/10/2008
Recording time : 14:59:50:358 (corresponds to time 0)
Study: Alasdair SD
Subject: AlasdairClarke
Recording: AC12
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Data: 
  
Timestamp	Number	GazepointX (L)	GazepointY (L)	CamX (L)	CamY (L)	Distance (L)	Pupil (L)	Validity (L)	GazepointX (R)	GazepointY (R)	CamX (R)	CamY (R)	Distance (R)	Pupil (R)	Validity (R)
5579	280	793	593	0.703	0.444	560.700	4.322	0	778	601	0.383	0.440	561.798	4.216	0
5599	281	773	623	0.703	0.444	560.709	4.133	0	769	569	0.382	0.440	560.321	3.997	0
5619	282	786	614	0.703	0.444	560.364	4.330	0	769	575	0.383	0.440	560.307	4.033	0
5639	283	793	611	0.703	0.444	559.756	4.193	0	783	637	0.383	0.440	559.968	4.043	0
5659	284	797	540	0.703	0.444	559.766	4.229	0	796	549	0.383	0.440	558.883	4.020	0
5679	285	814	587	0.703	0.445	559.268	4.232	0	789	555	0.383	0.440	558.909	4.034	0
5699	286	822	578	0.703	0.445	559.270	4.256	0	773	606	0.383	0.440	559.034	4.109	0
5719	287	779	566	0.703	0.445	558.424	4.232	0	761	592	0.383	0.440	558.912	3.974	0
5739	288	792	575	0.703	0.444	558.204	4.205	0	778	590	0.383	0.440	558.823	4.132	0
5759	289	794	584	0.703	0.444	557.616	4.329	0	795	620	0.383	0.440	558.766	3.984	0
5779	290	780	594	0.703	0.444	557.485	4.171	0	763	616	0.383	0.440	558.766	4.078	0
5799	291	795	567	0.703	0.444	557.484	4.242	0	764	577	0.383	0.440	558.861	3.978	0
5819	292	815	622	0.703	0.445	557.631	4.201	0	797	587	0.383	0.440	558.645	3.955	0
5838	293	787	601	0.703	0.445	557.703	4.359	0	789	572	0.383	0.440	558.559	4.014	0
5858	294	762	560	0.703	0.445	557.747	4.200	0	800	607	0.383	0.440	558.681	4.172	0
5878	295	781	585	0.703	0.445	557.747	4.234	0	753	573	0.383	0.440	558.557	4.010	0
5898	296	781	543	0.703	0.445	557.748	4.245	0	786	575	0.383	0.440	558.498	4.065	0
5918	297	783	591	0.703	0.445	557.741	4.301	0	748	586	0.383	0.440	558.498	4.006	0
5938	298	789	589	0.703	0.445	557.464	4.189	0	807	603	0.383	0.441	558.498	4.048	0
5958	299	793	588	0.703	0.446	557.155	4.185	0	791	592	0.383	0.441	558.579	4.086	0
5978	300	764	587	0.703	0.445	556.926	4.280	0	769	637	0.383	0.441	558.521	3.968	0
5998	301	799	594	0.703	0.445	556.787	4.057	0	825	558	0.383	0.440	558.521	3.974	0
6018	302	825	606	0.703	0.445	556.557	4.203	0	786	595	0.383	0.440	558.521	4.008	0
6038	303	759	609	0.703	0.445	556.418	4.225	0	788	592	0.383	0.440	558.520	4.017	0
6058	304	782	575	0.703	0.445	556.421	4.186	0	797	635	0.383	0.440	558.532	3.974	0
6078	305	830	581	0.703	0.445	556.621	4.236	0	762	525	0.382	0.440	558.530	4.045	0
6098	306	805	640	0.703	0.445	556.597	4.290	0	760	531	0.382	0.440	558.573	3.996	0
6118	307	764	591	0.703	0.445	556.425	4.158	0	742	618	0.382	0.440	558.571	3.968	0
6138	308	767	515	0.703	0.445	556.287	4.362	0	784	630	0.382	0.440	558.692	4.051	0
6157	309	800	643	0.703	0.445	556.387	4.136	0	818	572	0.382	0.440	558.848	4.053	0
6177	310	813	593	0.703	0.445	556.636	4.056	0	781	650	0.382	0.441	558.931	3.969	0
6197	311	778	575	0.703	0.445	556.776	4.149	0	806	601	0.382	0.441	559.129	4.008	0
6217	312	792	603	0.703	0.445	556.779	4.233	0	767	590	0.382	0.441	558.963	4.036	0
6237	313	778	648	0.703	0.445	556.986	4.164	0	804	545	0.382	0.441	558.963	4.037	0
6257	314	787	613	0.703	0.445	557.073	4.240	0	776	641	0.382	0.440	559.011	4.002	0
6277	315	785	611	0.702	0.445	557.202	4.280	0	777	546	0.382	0.441	559.052	3.860	0
6297	316	776	571	0.702	0.445	557.201	4.262	0	829	593	0.382	0.441	559.192	3.989	0
6317	317	791	593	0.702	0.445	557.027	4.200	0	793	586	0.382	0.441	559.193	4.028	0
6337	318	795	547	0.702	0.445	556.735	4.300	0	755	600	0.382	0.441	559.174	3.864	0
6357	319	774	577	0.702	0.445	556.734	4.153	0	785	601	0.382	0.441	559.275	4.108	0
6377	320	779	614	0.702	0.445	556.731	4.286	0	775	585	0.382	0.441	559.346	3.922	0
6397	321	780	612	0.702	0.445	558.246	4.175	0	794	590	0.382	0.440	560.985	3.996	0
6417	322	793	691	0.702	0.444	558.780	4.172	0	784	601	0.382	0.440	560.832	4.004	0
6437	323	782	563	0.702	0.444	558.605	4.253	0	768	623	0.382	0.440	561.906	4.025	0
6457	324	795	573	0.702	0.444	558.411	4.162	0	772	594	0.382	0.440	561.926	3.949	0
6477	325	815	626	0.702	0.444	558.371	4.100	0	802	578	0.382	0.440	561.338	4.165	0
6496	326	771	593	0.702	0.444	557.436	4.208	0	821	566	0.382	0.440	560.047	4.131	0
6516	327	770	606	0.702	0.444	556.869	4.122	0	787	614	0.382	0.440	559.082	4.046	0
6536	328	800	605	0.702	0.444	556.780	4.087	0	772	607	0.382	0.440	559.083	3.971	0
6556	329	812	630	0.702	0.444	556.625	4.205	0	763	583	0.382	0.440	560.266	3.963	0
6576	330	765	605	0.702	0.444	556.778	4.251	0	779	561	0.382	0.440	560.604	4.041	0
6596	331	807	570	0.702	0.445	556.656	4.293	0	827	556	0.382	0.440	561.875	4.156	0
6616	332	776	625	0.702	0.445	555.554	4.199	0	792	588	0.382	0.441	563.062	4.065	0
6636	333	789	624	0.702	0.445	555.609	4.092	0	763	599	0.382	0.441	563.356	3.999	0
6656	334	832	585	0.702	0.445	554.789	4.159	0	765	540	0.382	0.440	563.397	4.108	0
6676	335	776	574	0.702	0.445	554.768	4.213	0	791	610	0.382	0.440	563.257	4.063	0
6696	336	772	607	0.702	0.445	555.599	4.286	0	848	576	0.382	0.440	562.987	4.162	0
6716	337	791	611	0.702	0.445	554.301	4.182	0	783	602	0.382	0.441	563.259	4.001	0
6736	338	798	637	0.702	0.445	554.301	4.083	0	788	643	0.382	0.441	563.392	4.049	0
6756	339	760	614	0.702	0.445	554.282	4.333	0	784	613	0.382	0.441	563.517	4.163	0
6776	340	794	653	0.702	0.445	554.230	4.188	0	795	583	0.382	0.440	563.984	4.069	0
6795	341	798	603	0.702	0.445	554.130	4.094	0	763	545	0.382	0.440	563.945	4.100	0
6816	342	806	616	0.702	0.445	554.127	4.099	0	781	607	0.382	0.440	563.958	3.858	0
6835	343	791	558	0.702	0.445	554.125	4.163	0	784	596	0.382	0.440	563.957	4.116	0
6855	344	797	569	0.702	0.445	555.424	4.195	0	783	582	0.382	0.441	563.606	4.144	0
6875	345	805	590	0.702	0.445	556.531	4.201	0	794	603	0.382	0.441	563.394	4.048	0
6895	346	778	564	0.702	0.445	557.294	4.070	0	804	578	0.382	0.441	563.392	4.089	0
6915	347	785	599	0.702	0.445	557.295	4.176	0	794	616	0.382	0.441	563.389	4.054	0
6935	348	810	581	0.702	0.445	557.295	4.121	0	790	610	0.382	0.441	563.451	4.023	0
6955	349	757	577	0.702	0.445	557.189	4.118	0	779	583	0.382	0.441	563.518	3.983	0
6975	350	829	572	0.702	0.445	557.226	4.183	0	739	605	0.382	0.441	563.522	3.932	0
6995	351	797	608	0.702	0.445	557.261	4.163	0	774	562	0.382	0.441	563.650	4.143	0
7015	352	793	618	0.702	0.445	557.310	4.141	0	765	542	0.382	0.441	563.649	4.089	0
7035	353	791	618	0.702	0.445	557.311	4.184	0	770	594	0.382	0.441	563.645	3.990	0
7055	354	804	578	0.702	0.445	557.632	4.137	0	774	559	0.382	0.441	563.701	4.019	0
7075	355	761	594	0.702	0.445	557.636	4.141	0	782	562	0.382	0.441	563.492	3.974	0
7095	356	793	552	0.702	0.445	557.641	4.125	0	816	608	0.382	0.441	563.322	3.963	0
7114	357	804	575	0.702	0.445	557.823	4.043	0	807	541	0.382	0.441	561.629	4.056	0
7134	358	780	608	0.702	0.445	557.615	4.072	0	765	605	0.382	0.441	560.349	3.911	0
7154	359	812	578	0.702	0.445	557.608	4.077	0	792	625	0.382	0.441	561.521	3.891	0
7174	360	807	535	0.702	0.445	556.293	4.161	0	791	630	0.382	0.441	560.369	4.070	0
7194	361	831	607	0.702	0.445	555.648	4.001	0	767	590	0.382	0.440	559.147	4.085	0
7214	362	843	620	0.702	0.445	556.758	3.982	0	776	640	0.382	0.441	559.003	4.021	0
7234	363	802	560	0.702	0.445	557.065	4.092	0	773	626	0.382	0.441	559.000	3.917	0
7254	364	814	608	0.702	0.445	557.200	4.099	0	773	514	0.382	0.441	558.952	4.085	0
7274	365	823	555	0.702	0.446	557.202	4.084	0	768	620	0.382	0.441	558.951	3.919	0
7294	366	787	617	0.702	0.446	557.092	4.131	0	777	583	0.382	0.441	558.949	4.046	0
7314	367	807	609	0.702	0.445	557.378	4.101	0	771	611	0.382	0.441	560.692	4.027	0
7334	368	804	604	0.702	0.445	557.374	4.115	0	751	581	0.382	0.441	562.063	3.966	0
7354	369	799	558	0.702	0.446	557.189	4.146	0	785	616	0.382	0.441	562.097	3.983	0
7374	370	809	607	0.702	0.446	557.126	4.061	0	773	610	0.382	0.442	561.584	3.946	0
7394	371	802	583	0.702	0.446	557.127	4.227	0	787	606	0.382	0.442	563.152	4.078	0
7414	372	818	559	0.702	0.446	557.222	4.093	0	768	627	0.382	0.441	561.687	4.070	0
7433	373	807	578	0.702	0.446	557.662	4.130	0	787	611	0.382	0.441	560.411	4.045	0
7453	374	816	621	0.702	0.446	558.161	4.080	0	781	609	0.382	0.441	560.429	3.948	0
7473	375	803	579	0.702	0.446	558.173	4.088	0	778	616	0.382	0.442	560.543	4.068	0
7493	376	822	623	0.702	0.446	558.698	4.008	0	776	634	0.382	0.441	560.457	3.845	0
7513	377	808	577	0.702	0.445	559.560	4.097	0	777	582	0.382	0.441	560.106	3.969	0
7533	378	833	552	0.702	0.445	560.190	4.097	0	761	569	0.382	0.441	558.980	3.876	0
7553	379	821	562	0.702	0.445	559.938	4.035	0	770	585	0.382	0.441	558.979	3.979	0
7573	380	808	585	0.702	0.446	559.169	3.919	0	781	572	0.382	0.442	560.073	3.914	0
7593	381	805	587	0.702	0.446	558.838	4.135	0	746	615	0.382	0.442	560.056	3.865	0
7613	382	803	570	0.702	0.446	560.416	4.097	0	810	648	0.382	0.442	559.127	3.882	0
7633	383	804	571	0.702	0.445	559.508	4.070	0	730	644	0.382	0.441	560.341	3.773	0
7653	384	847	526	0.702	0.445	558.826	4.068	0	801	590	0.382	0.441	561.539	3.756	0
7673	385	818	549	0.702	0.446	558.830	4.038	0	757	561	0.382	0.442	562.777	3.792	0
7693	386	832	554	0.702	0.447	560.276	4.098	0	737	620	0.382	0.443	562.932	3.863	0
7713	387	828	555	0.703	0.447	561.226	4.032	0	766	634	0.382	0.442	562.934	3.929	0
7733	388	800	555	0.703	0.446	561.231	3.944	0	762	612	0.382	0.442	561.964	3.814	0
7752	389	844	543	0.703	0.445	560.944	3.944	0	752	582	0.382	0.441	561.385	3.892	0
7772	390	843	575	0.702	0.445	560.944	4.058	0	789	620	0.382	0.441	561.682	3.968	0
7792	391	823	573	0.703	0.446	560.943	3.983	0	792	591	0.382	0.442	560.539	3.845	0
7812	392	816	523	0.703	0.447	560.458	4.118	0	801	578	0.382	0.442	560.539	3.957	0
7832	393	764	653	0.703	0.446	559.828	4.029	0	780	639	0.382	0.442	559.248	3.852	0
7852	394	822	597	0.703	0.446	559.661	4.134	0	740	638	0.382	0.441	559.152	3.852	0
7872	395	804	592	0.703	0.446	559.471	4.015	0	785	598	0.382	0.441	559.055	3.875	0
7892	396	820	548	0.703	0.447	559.360	4.095	0	733	670	0.382	0.442	558.818	3.831	0
7912	397	802	593	0.703	0.447	559.442	4.009	0	758	599	0.382	0.442	558.811	3.853	0
7932	398	796	596	0.703	0.447	559.298	4.145	0	754	575	0.382	0.442	558.498	3.851	0
7952	399	823	594	0.703	0.446	558.775	4.068	0	746	606	0.382	0.442	558.500	3.901	0
7972	400	835	620	0.702	0.446	558.185	4.037	0	752	622	0.382	0.442	558.439	4.010	0
7992	401	806	606	0.702	0.447	557.664	4.112	0	797	573	0.382	0.442	558.930	3.890	0
8012	402	811	581	0.702	0.447	557.406	4.119	0	761	621	0.382	0.443	559.155	3.891	0
8032	403	819	600	0.703	0.447	557.405	4.105	0	776	598	0.382	0.443	561.011	4.075	0
8052	404	799	524	0.703	0.447	557.403	4.203	0	766	605	0.382	0.442	561.939	3.934	0
8071	405	802	603	0.703	0.446	557.746	4.252	0	758	627	0.382	0.442	561.963	3.833	0
8091	406	805	627	0.702	0.447	558.242	4.019	0	746	582	0.382	0.442	561.224	4.013	0
8111	407	818	608	0.702	0.447	558.285	4.060	0	775	594	0.382	0.443	561.189	3.970	0
8131	408	817	589	0.702	0.447	558.735	4.041	0	782	625	0.382	0.443	561.643	3.909	0
8151	409	818	627	0.702	0.446	558.741	4.061	0	822	620	0.382	0.442	561.493	3.992	0
8171	410	800	560	0.702	0.446	559.083	4.280	0	769	565	0.382	0.442	561.502	3.934	0
8191	411	829	572	0.702	0.446	559.401	4.079	0	789	603	0.382	0.442	560.386	3.909	0
8211	412	823	639	0.702	0.447	560.061	4.058	0	768	632	0.382	0.442	561.617	4.036	0
8231	413	805	569	0.702	0.447	559.728	4.294	0	764	627	0.382	0.442	563.443	3.871	0
8251	414	815	542	0.702	0.447	559.325	4.179	0	770	563	0.382	0.442	563.762	3.954	0
8271	415	823	544	0.702	0.446	558.912	4.199	0	747	593	0.382	0.442	563.877	4.043	0
8291	416	812	639	0.702	0.446	558.595	4.113	0	766	604	0.382	0.442	564.058	3.892	0
8311	417	810	594	0.702	0.447	558.765	4.061	0	778	595	0.382	0.442	563.877	3.916	0
8331	418	835	571	0.702	0.446	557.655	4.132	0	763	584	0.382	0.442	564.060	3.992	0
8351	419	828	583	0.702	0.447	557.529	4.248	0	777	650	0.382	0.442	563.878	3.838	0
8371	420	785	578	0.702	0.447	557.528	4.269	0	731	551	0.382	0.442	562.018	3.989	0
8390	421	809	556	0.702	0.447	557.634	4.124	0	756	569	0.382	0.442	562.238	3.935	0
8410	422	790	628	0.702	0.447	557.703	4.115	0	777	621	0.382	0.442	562.762	3.971	0
8430	423	799	607	0.702	0.447	557.640	4.061	0	765	630	0.381	0.442	562.412	3.837	0
8450	424	768	579	0.702	0.446	557.642	4.136	0	743	627	0.381	0.442	562.430	3.878	0
8470	425	823	583	0.702	0.446	557.914	4.104	0	763	674	0.381	0.442	560.746	3.961	0
8490	426	800	652	0.702	0.446	558.143	4.021	0	766	615	0.381	0.442	560.270	3.970	0
8510	427	781	625	0.702	0.446	558.499	4.082	0	776	650	0.381	0.442	559.961	3.936	0
8530	428	840	607	0.702	0.446	558.643	4.058	0	744	580	0.382	0.442	558.782	3.961	0
8550	429	798	569	0.702	0.447	558.873	4.130	0	735	632	0.382	0.442	558.630	3.791	0
8570	430	828	597	0.702	0.446	558.876	4.018	0	766	639	0.382	0.442	558.595	3.883	0
8590	431	815	565	0.702	0.446	558.840	4.001	0	752	630	0.382	0.442	558.472	3.834	0
8610	432	828	560	0.702	0.446	558.841	4.187	0	771	638	0.381	0.442	558.598	3.986	0
8630	433	799	584	0.702	0.447	558.539	4.084	0	735	625	0.381	0.442	558.717	3.839	0
8650	434	827	574	0.702	0.447	558.157	4.015	0	782	617	0.381	0.442	558.649	3.892	0
8670	435	830	573	0.702	0.447	557.821	4.028	0	781	589	0.381	0.443	558.732	3.886	0
8690	436	797	611	0.702	0.447	557.636	3.942	0	779	627	0.381	0.443	558.881	3.922	0
8709	437	837	568	0.702	0.447	557.528	3.985	0	746	620	0.381	0.442	559.073	3.749	0
8729	438	784	625	0.702	0.447	557.528	3.991	0	744	629	0.381	0.442	559.076	3.714	0
8749	439	815	571	0.702	0.447	557.577	4.018	0	768	641	0.381	0.442	559.004	3.788	0
8769	440	817	597	0.702	0.447	557.751	3.977	0	733	606	0.381	0.443	558.833	3.834	0
8789	441	825	647	0.702	0.447	557.864	3.987	0	775	610	0.381	0.443	558.982	3.798	0
8809	442	807	576	0.702	0.447	557.765	4.007	0	733	575	0.381	0.443	558.829	3.801	0
8829	443	803	559	0.702	0.447	557.960	4.100	0	772	606	0.381	0.442	558.878	3.823	0
8849	444	788	565	0.702	0.447	558.045	4.031	0	777	552	0.381	0.442	558.708	3.770	0
8869	445	808	576	0.702	0.447	558.028	3.932	0	765	654	0.381	0.443	558.840	3.930	0
8889	446	805	561	0.702	0.447	557.916	4.094	0	793	597	0.381	0.443	558.972	3.788	0
8909	447	810	543	0.702	0.447	557.688	3.929	0	794	629	0.381	0.443	559.093	3.805	0
8929	448	818	556	0.702	0.447	557.687	3.953	0	752	602	0.381	0.443	559.118	3.789	0
8949	449	794	562	0.702	0.447	557.409	4.075	0	776	529	0.381	0.443	559.117	3.879	0
8969	450	820	568	0.702	0.447	557.401	3.984	0	750	620	0.381	0.443	559.031	3.839	0
8989	451	782	563	0.702	0.447	557.400	3.890	0	773	633	0.381	0.443	559.104	3.910	0
9008	452	835	585	0.702	0.447	557.433	3.912	0	776	635	0.381	0.443	559.132	3.772	0
9028	453	806	537	0.702	0.447	557.435	4.009	0	752	608	0.381	0.443	559.170	3.711	0
9048	454	803	661	0.702	0.447	557.437	4.032	0	758	573	0.381	0.443	559.103	3.793	0
9068	455	775	535	0.702	0.447	557.140	4.000	0	758	617	0.381	0.443	558.984	3.855	0
9088	456	785	572	0.702	0.447	557.160	3.971	0	740	625	0.381	0.443	559.078	3.663	0
9108	457	824	591	0.702	0.447	557.158	3.857	0	754	570	0.381	0.443	559.204	3.900	0
9128	458	794	586	0.702	0.447	557.028	3.942	0	740	576	0.381	0.443	559.028	3.788	0
9148	459	788	635	0.702	0.447	556.983	3.929	0	775	592	0.381	0.442	559.183	3.870	0
9168	460	816	613	0.702	0.447	557.048	3.847	0	745	607	0.381	0.443	558.958	3.748	0
9188	461	840	553	0.702	0.447	557.136	3.926	0	810	627	0.381	0.443	559.312	3.894	0
9208	462	831	534	0.702	0.447	557.289	3.975	0	810	600	0.381	0.443	559.465	3.862	0
9228	463	809	538	0.702	0.447	557.257	4.008	0	760	570	0.381	0.443	559.369	3.771	0
9248	464	811	563	0.702	0.447	557.115	3.892	0	788	615	0.381	0.442	559.330	3.753	0
9268	465	834	545	0.702	0.447	557.236	3.906	0	762	582	0.381	0.442	559.330	3.731	0
9288	466	829	578	0.702	0.447	557.453	3.960	0	746	641	0.381	0.442	559.156	3.649	0
9308	467	799	558	0.702	0.447	557.711	3.914	0	769	615	0.381	0.443	559.329	3.655	0
9328	468	812	595	0.702	0.447	557.885	3.919	0	784	622	0.381	0.443	559.329	3.800	0
9348	469	816	577	0.702	0.447	558.275	3.882	0	751	621	0.381	0.443	561.202	3.774	0
9367	470	786	606	0.702	0.447	558.601	3.983	0	749	555	0.381	0.443	560.973	3.666	0
9387	471	803	541	0.702	0.447	558.665	3.984	0	790	589	0.381	0.442	560.458	3.683	0
9407	472	812	546	0.702	0.447	558.665	3.924	0	774	587	0.381	0.443	561.596	3.820	0
9427	473	809	604	0.702	0.447	558.664	3.899	0	747	639	0.381	0.443	561.479	3.759	0
9447	474	828	565	0.702	0.447	558.659	3.867	0	780	595	0.381	0.443	560.529	3.805	0
9467	475	815	608	0.702	0.447	558.659	3.847	0	766	592	0.381	0.443	559.434	3.783	0
9487	476	826	559	0.702	0.447	558.657	3.920	0	740	628	0.381	0.443	559.215	3.662	0
9507	477	826	527	0.702	0.447	558.659	4.039	0	793	596	0.381	0.442	559.373	3.859	0
9527	478	835	564	0.702	0.447	558.615	3.798	0	780	674	0.381	0.443	559.361	3.753	0
9547	479	842	647	0.702	0.447	558.751	3.924	0	740	596	0.381	0.443	559.360	3.762	0
9567	480	813	567	0.702	0.447	558.777	3.930	0	793	623	0.381	0.443	559.386	3.731	0
9587	481	793	586	0.702	0.447	558.769	3.935	0	756	644	0.381	0.443	559.385	3.793	0
9607	482	791	565	0.702	0.447	558.769	3.993	0	775	608	0.381	0.443	559.526	3.783	0
9627	483	802	553	0.702	0.447	558.798	3.994	0	764	577	0.381	0.443	559.614	3.792	0
9647	484	817	555	0.702	0.447	558.834	3.970	0	771	601	0.381	0.443	559.594	3.781	0
9667	485	833	593	0.702	0.447	558.835	3.996	0	752	588	0.381	0.443	559.592	3.717	0
9687	486	812	590	0.702	0.447	558.836	4.015	0	766	535	0.381	0.443	559.494	3.759	0
9706	487	816	597	0.702	0.447	559.009	3.986	0	790	612	0.381	0.443	559.585	3.839	0
9726	488	819	613	0.702	0.447	559.313	3.977	0	800	583	0.381	0.443	559.585	3.934	0
9746	489	807	597	0.702	0.448	559.316	3.952	0	771	607	0.381	0.443	559.619	3.766	0
9766	490	803	575	0.702	0.447	559.941	3.943	0	761	579	0.381	0.443	561.295	3.749	0
9786	491	813	538	0.702	0.447	561.413	4.023	0	761	605	0.381	0.443	560.950	3.746	0
9806	492	820	547	0.702	0.447	562.378	4.034	0	759	619	0.381	0.443	562.393	3.816	0
9826	493	783	525	0.702	0.447	563.215	4.017	0	776	641	0.381	0.443	563.642	3.860	0
9846	494	755	616	0.702	0.447	563.503	4.137	0	788	585	0.381	0.443	563.941	3.740	0
9866	495	842	562	0.702	0.447	563.797	3.918	0	793	635	0.381	0.443	563.660	3.947	0
9886	496	856	534	0.702	0.447	563.625	3.955	0	778	614	0.381	0.443	563.422	3.822	0
9906	497	808	578	0.702	0.447	563.224	3.978	0	747	609	0.381	0.443	563.092	3.765	0
9926	498	828	562	0.702	0.447	561.760	4.019	0	754	609	0.381	0.443	563.304	3.753	0
9946	499	796	601	0.702	0.447	562.173	4.067	0	802	654	0.381	0.442	563.229	3.887	0
9965	500	832	551	0.702	0.447	562.303	4.008	0	767	594	0.381	0.443	561.563	3.711	0
9985	501	783	546	0.702	0.448	562.275	4.032	0	760	611	0.381	0.443	560.348	3.818	0
10005	502	834	536	0.702	0.448	562.306	4.067	0	766	584	0.381	0.443	560.325	3.827	0
10025	503	844	558	0.702	0.447	562.887	3.995	0	762	621	0.381	0.443	559.490	3.781	0
10045	504	812	587	0.702	0.447	562.884	4.035	0	746	625	0.381	0.443	559.256	3.789	0
10065	505	817	549	0.702	0.447	563.228	3.954	0	785	647	0.381	0.443	559.255	3.929	0
10085	506	793	594	0.702	0.447	562.876	4.080	0	777	615	0.381	0.443	559.373	3.814	0
10105	507	822	546	0.702	0.447	562.960	3.948	0	765	605	0.381	0.443	559.457	3.819	0
10125	508	798	534	0.702	0.447	562.824	3.981	0	778	652	0.381	0.443	559.504	3.824	0
10145	509	829	524	0.702	0.447	562.826	3.953	0	730	634	0.381	0.443	561.345	3.830	0
10165	510	833	569	0.702	0.447	562.597	4.018	0	794	620	0.381	0.442	561.026	3.871	0
10185	511	813	538	0.702	0.447	563.044	4.009	0	761	615	0.381	0.442	561.021	3.772	0
10205	512	816	569	0.702	0.447	562.957	4.053	0	788	640	0.381	0.442	560.947	3.742	0
10225	513	816	540	0.702	0.447	562.957	3.937	0	803	575	0.381	0.442	560.889	3.846	0
10245	514	837	579	0.702	0.447	562.689	3.925	0	768	606	0.381	0.443	559.962	3.847	0
10265	515	800	550	0.702	0.447	562.541	4.000	0	755	620	0.381	0.442	559.919	3.716	0
10285	516	805	595	0.702	0.447	562.544	3.953	0	719	615	0.381	0.443	559.673	3.770	0
10304	517	804	538	0.702	0.447	562.939	4.014	0	759	634	0.381	0.443	559.821	3.691	0
10324	518	818	519	0.702	0.447	562.682	4.057	0	762	606	0.381	0.443	560.056	3.763	0
10344	519	821	575	0.702	0.447	562.619	3.963	0	777	608	0.381	0.443	561.497	3.679	0
10364	520	829	577	0.702	0.447	562.682	3.870	0	769	625	0.381	0.443	562.674	3.762	0
10384	521	837	540	0.702	0.447	562.682	3.956	0	761	603	0.381	0.443	563.571	3.792	0
10404	522	792	535	0.702	0.447	562.682	3.983	0	747	586	0.381	0.443	563.751	3.626	0
10424	523	814	583	0.702	0.447	562.441	4.000	0	734	647	0.381	0.443	563.885	3.683	0
10444	524	830	552	0.702	0.447	562.437	3.913	0	804	602	0.381	0.442	563.920	3.844	0
10464	525	838	521	0.702	0.447	562.465	3.931	0	742	605	0.381	0.442	563.923	3.707	0
10484	526	831	545	0.702	0.447	562.522	3.805	0	783	644	0.381	0.442	564.281	3.733	0
10504	527	834	532	0.702	0.447	562.641	3.798	0	772	621	0.381	0.442	564.286	3.695	0
10524	528	834	550	0.702	0.447	563.182	3.928	0	750	625	0.381	0.442	563.924	3.787	0
10544	529	840	542	0.702	0.447	563.186	4.000	0	735	541	0.381	0.442	562.534	3.695	0
10564	530	807	574	0.702	0.447	563.191	3.933	0	751	573	0.381	0.442	562.532	3.618	0
10584	531	796	537	0.702	0.447	562.444	3.879	0	782	582	0.381	0.442	563.080	3.699	0
10603	532	854	600	0.702	0.447	561.616	3.737	0	779	608	0.381	0.442	562.655	3.719	0
10623	533	869	529	0.702	0.447	560.687	3.897	0	768	604	0.381	0.442	560.617	3.744	0
10643	534	814	538	0.702	0.447	560.712	3.826	0	783	619	0.381	0.443	561.599	3.648	0
10663	535	816	569	0.702	0.448	560.715	3.790	0	736	602	0.381	0.443	561.101	3.596	0
10683	536	815	544	0.702	0.448	561.039	3.806	0	744	601	0.381	0.443	560.986	3.627	0
10703	537	829	578	0.702	0.448	562.391	3.733	0	752	534	0.381	0.443	559.857	3.626	0
10723	538	840	523	0.702	0.447	563.687	3.805	0	743	633	0.381	0.442	559.859	3.562	0
10743	539	819	508	0.702	0.447	564.240	3.791	0	736	580	0.381	0.442	561.289	3.579	0
10763	540	831	528	0.702	0.447	564.237	3.796	0	740	630	0.381	0.443	562.574	3.561	0
10783	541	855	501	0.702	0.448	564.416	3.821	0	753	582	0.381	0.443	562.595	3.588	0
10803	542	864	550	0.702	0.448	564.246	3.832	0	724	569	0.381	0.444	562.334	3.608	0
10823	543	816	573	0.702	0.448	564.025	3.735	0	732	593	0.381	0.443	562.316	3.535	0
10843	544	830	546	0.702	0.446	563.791	3.877	0	742	560	0.381	0.442	562.295	3.600	0
10863	545	835	558	0.702	0.446	563.307	3.783	0	740	607	0.381	0.442	560.831	3.584	0
10883	546	818	572	0.702	0.447	561.472	3.782	0	735	632	0.381	0.443	559.844	3.701	0
10903	547	812	575	0.702	0.448	560.036	3.858	0	777	587	0.381	0.444	559.839	3.729	0
