1.7,400,90,0,11.768,8.5635,10.527
1.7,Inf,Inf,0,20.791,22.264,8.821
1.7,400,135,0,29.373,9.8899,6.9213
1.6,250,90,0,22.691,5.314,5.0803
1.65,250,270,0,32.86,16.731,24.865
1.7,50,225,1,20.938,8.3837,10.163
1.7,Inf,Inf,0,17.555,9.0307,13.4
1.65,200,45,0,45.322,8.5912,11.553
1.7,300,90,0,16.847,6.5683,7.5246
1.7,100,0,0,23.497,8.0434,17.227
1.65,250,315,0,12.151,8.7342,9.8899
1.7,200,315,1,29.641,6.6548,14.35
1.6,400,180,0,29.404,8.1737,11.625
1.7,450,270,0,12.796,6.6332,10.736
1.7,400,0,0,18.376,4.8403,11.148
1.65,200,225,0,30.331,8.4346,9.7312
1.65,300,315,0,10.061,6.5124,9.5768
1.7,200,180,0,20.456,5.287,11.326
1.6,250,90,0,29.914,8.7301,9.9964
1.65,Inf,Inf,0,25.83,8.5262,10.596
1.6,100,270,1,55.866,15.203,13.49
1.7,Inf,Inf,0,46.2,6.7753,14.399
1.6,450,45,0,52.416,11.862,14.192
1.7,100,135,1,36.924,7.1747,16.469
1.65,400,135,0,51.378,8.6162,15.858
1.65,450,180,0,51.319,11.498,17.088
1.65,100,225,0,21.055,6.9007,8.275
1.65,450,90,0,12.416,8.6685,10.875
1.65,Inf,Inf,0,30.857,12.024,10.845
1.7,100,315,1,30.232,6.7047,10.172
1.65,350,0,0,40.693,7.8011,21.002
1.7,100,180,1,14.185,8.2606,13.317
1.7,250,90,1,14.62,8.9576,10.374
1.65,100,90,0,25.848,10.035,12.392
1.7,400,180,1,46.547,16.169,12.453
1.6,100,45,0,27.781,10.296,7.3667
1.6,400,270,0,41.89,5.5806,14.524
1.6,450,90,1,22.104,8.63,13.874
1.65,350,225,0,11.567,8.6355,7.6904
1.65,50,135,1,25.119,8.2433,12.394
1.7,Inf,Inf,0,38.239,13.526,10.761
1.7,100,45,1,28.152,5.8979,15.793
1.65,300,225,0,20.97,8.7137,21.009
1.7,250,270,0,29.929,10.494,15.109
1.65,400,315,0,37.562,5.5997,18.148
1.7,350,0,0,16.959,7.285,10.302
1.6,250,135,0,25.423,17.336,14.593
1.7,300,180,1,20.002,12.041,12.581
1.6,300,225,0,18.271,7.421,10.365
1.65,100,45,0,21.805,2.9277,21.024
1.65,Inf,Inf,0,17.916,10.569,12.398
1.6,Inf,Inf,0,15.653,10.007,7.9313
1.65,400,180,2,74.506,18.419,30.168
1.6,50,315,2,322.13,17.415,18.593
1.65,100,180,1,51.556,24.095,21.24
1.65,450,135,2,82.117,43.147,39.576
1.7,350,45,0,34.251,14.56,17.046
1.6,400,270,2,660.86,841.64,616.32
1.6,Inf,Inf,2,330.82,13.867,32.588
1.65,Inf,Inf,2,295.68,12.722,25.862
1.7,450,180,2,321.74,18.032,25.515
1.65,150,0,2,270.71,663.65,493.35
1.65,450,45,0,33.378,17.275,20.927
1.7,200,90,1,29.798,19.167,17.855
1.6,50,225,1,28.005,12.977,27.028
1.7,150,135,0,39.5,10.291,20.881
1.6,100,90,2,75.982,15.008,14.068
1.7,300,315,0,51.406,21.567,37.91
1.65,250,0,2,122.59,20.436,50.895
1.65,50,45,2,123.5,11.222,23.895
1.6,50,0,2,1538.8,1316.3,969.57
1.6,450,0,0,36.672,6.2564,22.421
1.6,50,180,2,136.34,25.796,18.023
1.65,50,0,2,141.28,23.718,32.338
1.7,250,180,2,191.95,27.588,14.081
1.7,400,225,2,157.02,17.718,21.933
1.6,150,135,2,162.1,20.485,11.739
1.7,150,135,2,144.91,30.303,13.761
1.7,Inf,Inf,2,476.84,870.01,605.05
1.6,Inf,Inf,2,116.44,27.359,78.162
1.7,50,270,2,152.49,22.627,18.507
