participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
1, 1, 0, 1.6, 73, NaN, NaN, -1.000
1, 2, 1, 1.7, 202, 135, 98, -1.000
1, 3, 1, 1.7, 195, 789, 385, 0.632
1, 4, 0, 1.6, 76, NaN, NaN, -1.000
1, 5, 1, 1.65, 96, 410, 204, 1.058
1, 6, 1, 1.65, 124, 617, 260, 0.671
1, 7, 1, 1.6, 45, 814, 61, -1.000
1, 8, 1, 1.65, 126, 751, 433, 0.622
1, 9, 1, 1.7, 165, 350, 412, 0.532
1, 10, 0, 1.7, 238, NaN, NaN, -1.000
1, 11, 1, 1.7, 190, 576, 327, 0.585
1, 12, 1, 1.7, 184, 917, 294, 0.687
1, 13, 1, 1.6, 4, 631, 811, 3.432
1, 14, 1, 1.6, 56, 700, 96, 2.915
1, 15, 1, 1.6, 40, 444, 232, 0.698
1, 16, 1, 1.7, 198, 240, 956, -1.000
1, 17, 1, 1.6, 39, 528, 342, 2.244
1, 18, 1, 1.65, 121, 769, 758, 0.744
1, 19, 1, 1.65, 140, 612, 166, 0.614
1, 20, 1, 1.6, 70, 865, 179, 0.969
1, 21, 1, 1.6, 30, 859, 582, 6.853
1, 22, 1, 1.7, 185, 258, 956, 3.684
1, 23, 1, 1.7, 223, 126, 781, 0.723
1, 24, 1, 1.7, 174, 849, 171, 0.849
1, 25, 0, 1.6, 77, NaN, NaN, -1.000
1, 26, 1, 1.7, 178, 376, 310, 1.607
1, 27, 1, 1.6, 5, 944, 756, 2.565
1, 28, 1, 1.7, 222, 931, 161, -1.000
1, 29, 1, 1.65, 119, 369, 562, 0.562
1, 30, 0, 1.6, 74, NaN, NaN, -1.000
1, 31, 1, 1.6, 32, 712, 637, 0.852
1, 32, 1, 1.65, 86, 165, 894, -1.000
1, 33, 1, 1.7, 171, 269, 726, 0.683
1, 34, 1, 1.65, 108, 407, 424, 0.537
1, 35, 1, 1.6, 44, 803, 698, 6.286
1, 36, 1, 1.65, 107, 643, 716, 0.603
1, 37, 1, 1.7, 169, 314, 115, 1.517
1, 38, 1, 1.6, 52, 860, 644, 1.870
1, 39, 1, 1.65, 98, 430, 772, 1.614
1, 40, 1, 1.65, 113, 796, 502, 0.802
1, 41, 1, 1.65, 89, 441, 912, 1.080
1, 42, 1, 1.7, 209, 652, 175, 0.612
1, 43, 1, 1.65, 117, 375, 144, 2.798
1, 44, 1, 1.65, 141, 832, 625, 0.753
1, 45, 1, 1.6, 31, 380, 720, 1.282
1, 46, 1, 1.7, 170, 742, 289, 0.864
1, 47, 1, 1.6, 54, 622, 646, 22.935
1, 48, 1, 1.65, 150, 420, 475, 0.957
1, 49, 1, 1.7, 168, 516, 740, 0.981
1, 50, 1, 1.7, 207, 617, 620, 0.606
1, 51, 1, 1.6, 50, 451, 956, 23.522
1, 52, 1, 1.65, 133, 687, 206, 0.964
1, 53, 0, 1.7, 233, NaN, NaN, -1.000
1, 54, 0, 1.65, 155, NaN, NaN, -1.000
1, 55, 1, 1.65, 83, 403, 606, 0.586
1, 56, 1, 1.6, 66, 887, 238, 4.123
1, 57, 1, 1.6, 22, 388, 881, 1.443
1, 58, 1, 1.7, 214, 696, 77, 0.846
1, 59, 1, 1.65, 100, 865, 377, 1.319
1, 60, 0, 1.6, 75, NaN, NaN, 16.641
1, 61, 1, 1.65, 137, 419, 486, 0.576
1, 62, 1, 1.6, 63, 124, 462, 0.863
1, 63, 1, 1.7, 205, 270, 772, 0.949
1, 64, 0, 1.65, 156, NaN, NaN, -1.000
1, 65, 1, 1.65, 104, 241, 562, 1.347
1, 66, 1, 1.7, 217, 77, 198, 29.546
1, 67, 1, 1.65, 111, 609, 580, 0.801
1, 68, 1, 1.7, 176, 736, 583, 0.585
1, 69, 1, 1.7, 228, 871, 349, 0.560
1, 70, 0, 1.7, 234, NaN, NaN, -1.000
1, 71, 1, 1.65, 122, 443, 650, 0.706
1, 72, 1, 1.7, 161, 626, 73, 0.788
1, 73, 0, 1.6, 79, NaN, NaN, 21.451
1, 74, 1, 1.65, 110, 381, 436, 0.693
1, 75, 1, 1.65, 143, 436, 385, 7.501
1, 76, 1, 1.65, 145, 859, 463, 0.702
1, 77, 1, 1.65, 82, 322, 374, 0.790
1, 78, 1, 1.6, 27, 351, 297, 3.458
1, 79, 1, 1.7, 196, 296, 911, 0.840
1, 80, 1, 1.6, 14, 208, 689, 1.044
1, 81, 1, 1.6, 51, 700, 218, 2.856
1, 82, 1, 1.65, 138, 931, 611, 0.777
1, 83, 1, 1.6, 25, 842, 661, 0.935
1, 84, 1, 1.6, 69, 657, 196, 32.587
1, 85, 1, 1.6, 36, 916, 204, 11.894
1, 86, 1, 1.7, 221, 116, 832, 0.826
1, 87, 1, 1.6, 49, 763, 275, 0.935
1, 88, 1, 1.65, 115, 721, 497, 0.823
1, 89, 1, 1.7, 163, 180, 636, 0.697
1, 90, 1, 1.7, 212, 318, 798, 0.564
1, 91, 0, 1.65, 154, NaN, NaN, -1.000
1, 92, 1, 1.6, 60, 453, 362, 0.464
1, 93, 1, 1.65, 103, 583, 647, 0.986
1, 94, 1, 1.6, 7, 958, 939, 30.427
1, 95, 1, 1.6, 42, 543, 656, 0.811
1, 96, 1, 1.6, 15, 698, 389, 0.928
1, 97, 0, 1.65, 152, NaN, NaN, -1.000
1, 98, 1, 1.7, 189, 84, 872, 32.534
1, 99, 1, 1.6, 23, 875, 608, 1.740
1, 100, 1, 1.6, 37, 306, 678, 2.973
1, 101, 1, 1.7, 215, 233, 529, 0.937
1, 102, 1, 1.6, 47, 220, 659, 1.075
1, 103, 1, 1.65, 106, 672, 402, 11.995
1, 104, 1, 1.65, 105, 954, 344, 0.938
1, 105, 1, 1.7, 200, 511, 298, 0.563
1, 106, 1, 1.7, 216, 470, 721, 0.578
1, 107, 1, 1.6, 61, 158, 692, 1.892
1, 108, 1, 1.6, 16, 852, 515, 0.949
1, 109, 1, 1.65, 123, 823, 86, 30.845
1, 110, 1, 1.7, 210, 553, 639, 0.514
1, 111, 1, 1.7, 181, 535, 956, 0.754
1, 112, 1, 1.6, 64, 734, 915, 1.416
1, 113, 1, 1.65, 94, 503, 836, 3.118
1, 114, 1, 1.65, 120, 269, 612, 0.780
1, 115, 1, 1.6, 58, 735, 710, 1.308
1, 116, 1, 1.7, 226, 905, 279, 1.304
1, 117, 1, 1.6, 55, 380, 589, 0.732
1, 118, 0, 1.6, 80, NaN, NaN, 28.238
1, 119, 1, 1.7, 164, 252, 602, 0.560
1, 120, 1, 1.65, 92, 160, 196, 3.002
1, 121, 1, 1.65, 102, 199, 927, 53.062
1, 122, 1, 1.6, 21, 155, 715, 1.184
1, 123, 1, 1.7, 224, 740, 668, 0.743
1, 124, 1, 1.6, 2, 913, 781, 2.317
1, 125, 1, 1.65, 101, 636, 749, 0.775
1, 126, 1, 1.7, 194, 535, 120, 0.754
1, 127, 1, 1.7, 186, 135, 964, 53.882
1, 128, 1, 1.65, 134, 280, 642, 0.884
1, 129, 1, 1.6, 68, 238, 246, 0.754
1, 130, 1, 1.7, 219, 790, 322, 0.697
1, 131, 1, 1.6, 19, 199, 699, 1.227
1, 132, 1, 1.7, 201, 785, 683, 0.515
1, 133, 1, 1.6, 65, 280, 261, 20.314
1, 134, 1, 1.6, 46, 426, 313, 0.612
1, 135, 0, 1.65, 151, NaN, NaN, -1.000
1, 136, 1, 1.6, 43, 215, 389, 0.696
1, 137, 1, 1.65, 136, 92, 278, 1.157
1, 138, 1, 1.6, 34, 278, 259, 13.811
1, 139, 1, 1.7, 206, 676, 220, 0.466
1, 140, 1, 1.65, 84, 470, 891, 1.636
1, 141, 1, 1.7, 225, 773, 680, 0.513
1, 142, 1, 1.6, 38, 292, 481, 1.305
1, 143, 0, 1.7, 237, NaN, NaN, -1.000
1, 144, 0, 1.7, 239, NaN, NaN, -1.000
1, 145, 1, 1.7, 193, 581, 125, 0.555
1, 146, 1, 1.65, 130, 632, 117, 0.801
1, 147, 1, 1.7, 229, 478, 936, 0.888
1, 148, 1, 1.7, 204, 250, 842, 0.731
1, 149, 1, 1.6, 12, 456, 955, 2.193
1, 150, 1, 1.65, 99, 813, 943, 52.354
1, 151, 1, 1.65, 81, 451, 349, 0.526
1, 152, 1, 1.7, 220, 848, 940, 40.330
1, 153, 1, 1.7, 188, 215, 467, 1.211
1, 154, 1, 1.65, 132, 811, 835, 1.770
1, 155, 1, 1.65, 97, 641, 751, 0.619
1, 156, 1, 1.6, 6, 181, 416, 1.682
1, 157, 1, 1.6, 48, 745, 422, 36.413
1, 158, 1, 1.7, 227, 430, 219, 0.620
1, 159, 1, 1.6, 17, 727, 440, 0.616
1, 160, 1, 1.6, 1, 622, 498, 1.126
1, 161, 1, 1.7, 211, 703, 694, 0.558
1, 162, 1, 1.6, 28, 350, 547, 1.773
1, 163, 1, 1.6, 11, 279, 204, 3.495
1, 164, 1, 1.7, 187, 719, 869, 1.011
1, 165, 1, 1.6, 35, 897, 756, 4.604
1, 166, 1, 1.6, 53, 137, 213, 2.017
1, 167, 1, 1.65, 127, 567, 299, 0.769
1, 168, 1, 1.6, 24, 509, 922, 0.936
1, 169, 0, 1.65, 159, NaN, NaN, -1.000
1, 170, 1, 1.6, 9, 143, 208, 1.925
1, 171, 0, 1.6, 78, NaN, NaN, -1.000
1, 172, 0, 1.6, 71, NaN, NaN, 22.874
1, 173, 1, 1.65, 112, 734, 524, 28.755
1, 174, 1, 1.65, 93, 433, 877, 1.223
1, 175, 1, 1.7, 218, 389, 284, 0.589
1, 176, 1, 1.6, 10, 204, 619, 0.735
1, 177, 1, 1.7, 179, 873, 778, 0.762
1, 178, 1, 1.6, 20, 311, 555, 14.910
1, 179, 1, 1.7, 180, 228, 721, 1.609
1, 180, 1, 1.7, 199, 65, 271, 1.150
1, 181, 1, 1.7, 213, 315, 949, 0.777
1, 182, 1, 1.7, 183, 461, 177, 0.695
1, 183, 1, 1.6, 18, 312, 195, 0.887
1, 184, 1, 1.6, 59, 87, 466, 22.251
1, 185, 1, 1.7, 203, 637, 574, 0.537
1, 186, 1, 1.6, 33, 536, 902, 0.983
1, 187, 1, 1.6, 57, 377, 647, 5.189
1, 188, 1, 1.65, 125, 895, 526, 2.183
1, 189, 1, 1.7, 167, 293, 404, 0.554
1, 190, 0, 1.7, 236, NaN, NaN, -1.000
1, 191, 1, 1.6, 3, 842, 456, 1.692
1, 192, 1, 1.65, 147, 455, 636, 0.476
1, 193, 1, 1.6, 8, 421, 916, 2.476
1, 194, 1, 1.65, 90, 753, 704, 0.684
1, 195, 1, 1.65, 135, 550, 61, 2.196
1, 196, 1, 1.6, 26, 838, 677, 1.067
1, 197, 0, 1.7, 235, NaN, NaN, -1.000
1, 198, 1, 1.7, 192, 382, 76, 0.531
1, 199, 1, 1.65, 148, 254, 362, 3.615
1, 200, 0, 1.65, 160, NaN, NaN, -1.000
1, 201, 1, 1.7, 177, 90, 455, 0.682
