participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
1, 202, 1, 1.6, 67, 825, 931, 37.037
1, 203, 1, 1.65, 128, 879, 344, 1.342
1, 204, 1, 1.65, 149, 193, 503, 1.280
1, 205, 1, 1.65, 109, 671, 858, 0.744
1, 206, 1, 1.65, 139, 337, 490, 0.934
1, 207, 1, 1.65, 87, 244, 662, 0.520
1, 208, 1, 1.6, 41, 594, 779, 0.713
1, 209, 0, 1.7, 240, NaN, NaN, -1.000
1, 210, 1, 1.7, 162, 322, 623, 0.946
1, 211, 0, 1.7, 232, NaN, NaN, -1.000
1, 212, 1, 1.7, 166, 316, 422, 0.448
1, 213, 1, 1.6, 62, 716, 745, 3.373
1, 214, 1, 1.65, 91, 355, 171, 1.922
1, 215, 1, 1.7, 182, 731, 234, 0.491
1, 216, 1, 1.65, 114, 191, 718, 0.719
1, 217, 1, 1.7, 208, 676, 188, 0.468
1, 218, 1, 1.65, 144, 171, 854, 0.897
1, 219, 1, 1.7, 197, 105, 67, 38.832
1, 220, 1, 1.65, 129, 366, 511, 1.636
1, 221, 0, 1.65, 158, NaN, NaN, -1.000
1, 222, 1, 1.65, 142, 719, 95, 1.186
1, 223, 1, 1.65, 95, 710, 666, 2.628
1, 224, 1, 1.7, 191, 384, 889, 0.758
1, 225, 1, 1.7, 175, 404, 534, 0.576
1, 226, 1, 1.65, 88, 141, 839, 0.771
1, 227, 1, 1.65, 118, 581, 843, 0.466
1, 228, 1, 1.7, 230, 235, 883, 0.830
1, 229, 1, 1.6, 13, 867, 538, 1.189
1, 230, 1, 1.6, 29, 745, 317, 0.650
1, 231, 0, 1.7, 231, NaN, NaN, -1.000
1, 232, 1, 1.65, 85, 957, 271, 0.511
1, 233, 1, 1.65, 131, 920, 773, 0.681
1, 234, 1, 1.65, 146, 891, 788, 0.876
1, 235, 0, 1.65, 153, NaN, NaN, -1.000
1, 236, 0, 1.6, 72, NaN, NaN, -1.000
1, 237, 1, 1.65, 116, 118, 681, 1.005
1, 238, 1, 1.7, 173, 462, 824, 0.804
1, 239, 1, 1.7, 172, 485, 925, 0.530
1, 240, 0, 1.65, 157, NaN, NaN, -1.000
