participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
4, 1, 0, 1.6, 74, NaN, NaN, -1.000
4, 2, 1, 1.7, 162, 511, 298, 0.550
4, 3, 1, 1.65, 90, 381, 436, 0.567
4, 4, 1, 1.7, 195, 656, 236, 0.612
4, 5, 1, 1.65, 103, 617, 260, 1.210
4, 6, 1, 1.6, 66, 433, 877, 1.988
4, 7, 1, 1.6, 31, 306, 678, 1.584
4, 8, 1, 1.7, 214, 715, 473, 0.676
4, 9, 1, 1.6, 54, 124, 462, 4.065
4, 10, 0, 1.7, 236, NaN, NaN, -1.000
4, 11, 1, 1.6, 62, 244, 662, 1.987
4, 12, 1, 1.7, 218, 632, 702, 0.827
4, 13, 1, 1.65, 102, 443, 650, 0.494
4, 14, 1, 1.6, 24, 350, 547, 0.456
4, 15, 1, 1.7, 187, 197, 733, 0.492
4, 16, 1, 1.65, 136, 404, 534, 0.371
4, 17, 1, 1.65, 120, 455, 636, 0.398
4, 18, 1, 1.6, 67, 503, 836, 1.041
4, 19, 1, 1.6, 16, 311, 555, 0.790
4, 20, 1, 1.6, 38, 803, 698, 1.787
4, 21, 1, 1.6, 56, 238, 246, 0.843
4, 22, 1, 1.7, 229, 340, 517, 0.635
4, 23, 1, 1.7, 198, 283, 378, 0.600
4, 24, 1, 1.7, 197, 752, 550, 0.551
4, 25, 1, 1.6, 10, 208, 689, 2.119
4, 26, 1, 1.6, 25, 745, 317, 1.756
4, 27, 1, 1.65, 99, 369, 562, 1.113
4, 28, 1, 1.65, 104, 895, 526, 1.032
4, 29, 1, 1.7, 178, 740, 668, 0.953
4, 30, 0, 1.7, 232, NaN, NaN, -1.000
4, 31, 1, 1.6, 4, 181, 416, 2.310
4, 32, 1, 1.6, 33, 528, 342, 2.910
4, 33, 1, 1.6, 29, 536, 902, 7.849
4, 34, 1, 1.65, 128, 316, 422, 0.756
4, 35, 1, 1.6, 50, 87, 466, 3.766
4, 36, 0, 1.7, 231, NaN, NaN, -1.000
4, 37, 1, 1.6, 41, 745, 422, 4.604
4, 38, 1, 1.6, 61, 470, 891, 1.355
4, 39, 1, 1.65, 132, 742, 289, 1.427
4, 40, 0, 1.6, 76, NaN, NaN, -1.000
4, 41, 0, 1.65, 151, NaN, NaN, -1.000
4, 42, 1, 1.65, 86, 672, 402, 0.539
4, 43, 1, 1.6, 65, 355, 171, 1.860
4, 44, 1, 1.65, 144, 461, 177, 0.647
4, 45, 1, 1.65, 111, 687, 206, 0.662
4, 46, 0, 1.6, 75, NaN, NaN, -1.000
4, 47, 1, 1.7, 210, 919, 331, 0.591
4, 48, 1, 1.7, 188, 141, 535, 0.627
4, 49, 1, 1.65, 134, 485, 925, 2.670
4, 50, 1, 1.7, 185, 186, 514, 0.552
4, 51, 1, 1.7, 166, 270, 772, 0.440
4, 52, 0, 1.6, 80, NaN, NaN, 1.521
4, 53, 1, 1.7, 207, 418, 418, 0.516
4, 54, 1, 1.6, 40, 220, 659, 8.150
4, 55, 1, 1.7, 228, 777, 390, 0.768
4, 56, 1, 1.65, 118, 436, 385, 0.590
4, 57, 1, 1.65, 89, 671, 858, 1.007
4, 58, 1, 1.7, 184, 383, 545, 0.493
4, 59, 1, 1.6, 44, 700, 218, 7.969
4, 60, 1, 1.7, 171, 553, 639, 0.590
4, 61, 1, 1.6, 1, 622, 498, 5.095
4, 62, 1, 1.7, 204, 791, 389, 0.697
4, 63, 1, 1.6, 8, 456, 955, -1.000
4, 64, 1, 1.7, 216, 342, 902, 0.757
4, 65, 1, 1.65, 100, 269, 612, 0.495
4, 66, 1, 1.7, 224, 945, 575, 0.875
4, 67, 0, 1.7, 237, NaN, NaN, -1.000
4, 68, 1, 1.6, 60, 403, 606, 12.213
4, 69, 0, 1.7, 238, NaN, NaN, -1.000
4, 70, 1, 1.65, 122, 193, 503, 0.717
4, 71, 1, 1.7, 201, 609, 340, 0.770
4, 72, 1, 1.65, 95, 721, 497, 0.539
4, 73, 1, 1.7, 164, 637, 574, 0.504
4, 74, 1, 1.6, 51, 453, 362, 3.017
4, 75, 0, 1.6, 72, NaN, NaN, -1.000
4, 76, 1, 1.7, 217, 631, 678, 0.656
4, 77, 1, 1.6, 2, 842, 456, 1.697
4, 78, 0, 1.65, 155, NaN, NaN, -1.000
4, 79, 1, 1.6, 5, 421, 916, 1.465
4, 80, 0, 1.6, 78, NaN, NaN, -1.000
4, 81, 1, 1.6, 6, 204, 619, 1.677
4, 82, 1, 1.6, 15, 199, 699, 0.983
4, 83, 1, 1.7, 212, 410, 518, 0.574
4, 84, 1, 1.6, 3, 631, 811, 1.751
4, 85, 1, 1.6, 46, 622, 646, 7.277
4, 86, 1, 1.7, 211, 752, 421, 0.582
4, 87, 1, 1.65, 91, 609, 580, 0.502
4, 88, 1, 1.6, 59, 322, 374, 1.020
4, 89, 1, 1.7, 186, 433, 677, 0.541
4, 90, 0, 1.65, 157, NaN, NaN, -1.000
4, 91, 1, 1.6, 45, 860, 644, 1.590
4, 92, 1, 1.65, 116, 612, 166, 1.342
4, 93, 1, 1.65, 150, 535, 120, 0.529
4, 94, 1, 1.65, 142, 535, 956, 5.373
4, 95, 1, 1.6, 69, 410, 204, 1.259
4, 96, 1, 1.6, 47, 380, 589, 0.734
4, 97, 1, 1.65, 97, 375, 144, 0.921
4, 98, 1, 1.6, 49, 735, 710, 1.365
4, 99, 1, 1.65, 108, 366, 511, 0.529
4, 100, 1, 1.7, 174, 233, 529, 0.419
4, 101, 1, 1.6, 18, 388, 881, 0.813
4, 102, 1, 1.65, 137, 736, 583, 0.588
4, 103, 1, 1.6, 23, 351, 297, 0.693
4, 104, 1, 1.6, 34, 444, 232, 1.245
4, 105, 1, 1.65, 87, 643, 716, 0.636
4, 106, 1, 1.6, 36, 543, 656, 0.539
4, 107, 1, 1.65, 125, 180, 636, 0.893
4, 108, 1, 1.65, 131, 314, 115, 1.520
4, 109, 1, 1.65, 98, 581, 843, 0.837
4, 110, 1, 1.65, 146, 215, 467, 0.588
4, 111, 0, 1.65, 158, NaN, NaN, -1.000
4, 112, 1, 1.65, 107, 879, 344, 1.247
4, 113, 1, 1.6, 55, 280, 261, 0.840
4, 114, 1, 1.7, 189, 344, 448, 0.519
4, 115, 1, 1.6, 64, 753, 704, 2.802
4, 116, 1, 1.65, 133, 269, 726, 1.973
4, 117, 0, 1.65, 154, NaN, NaN, -1.000
4, 118, 1, 1.65, 147, 576, 327, 0.589
4, 119, 1, 1.7, 161, 789, 385, 0.522
4, 120, 1, 1.65, 110, 811, 835, 1.019
4, 121, 1, 1.7, 173, 318, 798, 0.481
4, 122, 1, 1.65, 93, 796, 502, 0.636
4, 123, 1, 1.6, 58, 451, 349, 1.258
4, 124, 1, 1.65, 117, 832, 625, 1.089
4, 125, 0, 1.6, 77, NaN, NaN, -1.000
4, 126, 1, 1.6, 43, 451, 956, 3.217
4, 127, 1, 1.6, 48, 377, 647, 0.699
4, 128, 1, 1.7, 163, 785, 683, 0.708
4, 129, 0, 1.65, 156, NaN, NaN, -1.000
4, 130, 1, 1.7, 193, 368, 293, 0.755
4, 131, 1, 1.6, 17, 155, 715, 4.334
4, 132, 1, 1.65, 106, 567, 299, 1.034
4, 133, 1, 1.65, 115, 337, 490, 0.609
4, 134, 1, 1.7, 190, 483, 153, 0.478
4, 135, 1, 1.6, 13, 727, 440, 1.989
4, 136, 1, 1.65, 121, 254, 362, 0.782
4, 137, 1, 1.65, 112, 280, 642, 0.586
4, 138, 1, 1.6, 27, 380, 720, 1.390
4, 139, 1, 1.7, 176, 389, 284, 0.491
4, 140, 1, 1.65, 135, 462, 824, 0.409
4, 141, 1, 1.6, 7, 279, 204, 8.888
4, 142, 1, 1.65, 85, 241, 562, 0.763
4, 143, 1, 1.6, 57, 657, 196, 1.677
4, 144, 1, 1.7, 222, 823, 684, 1.544
4, 145, 0, 1.65, 160, NaN, NaN, -1.000
4, 146, 0, 1.65, 159, NaN, NaN, -1.000
4, 147, 1, 1.65, 105, 751, 433, 0.867
4, 148, 1, 1.7, 225, 668, 792, 0.627
4, 149, 1, 1.7, 172, 703, 694, 0.448
4, 150, 1, 1.65, 149, 581, 125, 0.746
4, 151, 1, 1.7, 175, 470, 721, 0.481
4, 152, 1, 1.65, 82, 865, 377, 0.705
4, 153, 1, 1.7, 180, 430, 219, 0.455
4, 154, 1, 1.7, 196, 698, 682, 0.551
4, 155, 1, 1.65, 94, 191, 718, 1.304
4, 156, 1, 1.65, 83, 636, 749, 0.530
4, 157, 1, 1.7, 182, 478, 936, 0.598
4, 158, 1, 1.65, 140, 873, 778, 0.685
