participantNumber, trialNum, TargetPresent, beta, seed, x, y, RT
5, 69, 1, 1.7, 228, 777, 390, 0.759
5, 70, 1, 1.6, 39, 426, 313, 2.425
5, 71, 1, 1.7, 205, 623, 181, 0.577
5, 72, 1, 1.7, 176, 389, 284, 0.493
5, 73, 1, 1.7, 216, 342, 902, 0.752
5, 74, 1, 1.6, 30, 278, 259, 4.986
5, 75, 1, 1.65, 117, 832, 625, 0.665
5, 76, 1, 1.65, 98, 581, 843, 0.604
5, 77, 1, 1.7, 181, 871, 349, 0.766
5, 78, 1, 1.65, 115, 337, 490, 1.069
5, 79, 1, 1.65, 93, 796, 502, 0.590
5, 80, 1, 1.6, 64, 753, 704, 1.424
5, 81, 1, 1.6, 2, 842, 456, 2.020
5, 82, 1, 1.6, 32, 292, 481, 0.828
5, 83, 1, 1.65, 102, 443, 650, 0.676
5, 84, 0, 1.6, 77, NaN, NaN, -1.000
5, 85, 1, 1.6, 31, 306, 678, 0.921
5, 86, 0, 1.6, 72, NaN, NaN, -1.000
5, 87, 0, 1.6, 71, NaN, NaN, -1.000
5, 88, 1, 1.65, 122, 193, 503, 1.346
5, 89, 1, 1.6, 48, 377, 647, 0.614
5, 90, 1, 1.7, 215, 198, 457, 0.561
5, 91, 1, 1.7, 187, 197, 733, 0.493
5, 92, 1, 1.6, 57, 657, 196, 2.603
5, 93, 1, 1.65, 95, 721, 497, 0.511
5, 94, 1, 1.6, 4, 181, 416, 1.521
5, 95, 1, 1.65, 114, 931, 611, 1.064
5, 96, 1, 1.65, 110, 811, 835, 0.981
5, 97, 1, 1.7, 204, 791, 389, 0.481
5, 98, 1, 1.6, 6, 204, 619, 1.363
5, 99, 1, 1.7, 174, 233, 529, 0.600
5, 100, 1, 1.6, 59, 322, 374, 4.033
5, 101, 1, 1.7, 192, 744, 409, 0.522
5, 102, 1, 1.7, 171, 553, 639, 0.446
5, 103, 1, 1.65, 111, 687, 206, 0.750
5, 104, 1, 1.6, 17, 155, 715, 2.768
5, 105, 1, 1.65, 94, 191, 718, 0.469
5, 106, 1, 1.6, 56, 238, 246, 0.871
5, 107, 1, 1.65, 124, 322, 623, 0.410
5, 108, 1, 1.7, 172, 703, 694, 0.708
5, 109, 1, 1.7, 185, 186, 514, 0.483
5, 110, 1, 1.6, 55, 280, 261, 0.749
5, 111, 1, 1.6, 26, 859, 582, 1.138
5, 112, 1, 1.65, 134, 485, 925, 1.521
5, 113, 1, 1.7, 200, 584, 164, 0.863
5, 114, 1, 1.65, 100, 269, 612, 0.673
5, 115, 1, 1.7, 203, 655, 686, 0.729
5, 116, 1, 1.6, 9, 867, 538, 0.816
5, 117, 1, 1.6, 38, 803, 698, 1.139
5, 118, 1, 1.65, 88, 407, 424, 1.268
5, 119, 1, 1.65, 96, 118, 681, 0.839
5, 120, 1, 1.7, 183, 673, 913, 0.577
5, 121, 1, 1.7, 220, 528, 621, 0.472
5, 122, 0, 1.6, 76, NaN, NaN, -1.000
5, 123, 1, 1.6, 13, 727, 440, 5.898
5, 124, 1, 1.7, 161, 789, 385, 0.527
5, 125, 1, 1.65, 84, 583, 647, 0.568
5, 126, 0, 1.7, 231, NaN, NaN, -1.000
5, 127, 1, 1.6, 46, 622, 646, 1.447
5, 128, 1, 1.6, 1, 622, 498, 2.319
5, 129, 1, 1.7, 182, 478, 936, 0.829
5, 130, 1, 1.6, 61, 470, 891, 2.851
5, 131, 1, 1.7, 177, 790, 322, 0.794
5, 132, 0, 1.7, 232, NaN, NaN, -1.000
5, 133, 1, 1.6, 60, 403, 606, 2.022
5, 134, 1, 1.7, 168, 617, 620, 0.544
5, 135, 1, 1.7, 166, 270, 772, 0.768
5, 136, 1, 1.7, 195, 656, 236, 0.712
5, 137, 1, 1.7, 209, 319, 173, 0.856
5, 138, 1, 1.7, 223, 466, 927, 0.914
5, 139, 1, 1.6, 33, 528, 342, 5.800
5, 140, 1, 1.65, 107, 879, 344, 0.651
5, 141, 1, 1.7, 190, 483, 153, 0.589
5, 142, 1, 1.6, 41, 745, 422, 1.036
5, 143, 1, 1.7, 219, 523, 732, 0.517
5, 144, 1, 1.65, 150, 535, 120, 0.998
5, 145, 1, 1.7, 197, 752, 550, 0.649
5, 146, 1, 1.65, 116, 612, 166, 0.931
5, 147, 1, 1.6, 50, 87, 466, 3.220
5, 148, 1, 1.7, 210, 919, 331, 1.458
5, 149, 1, 1.7, 180, 430, 219, 0.560
5, 150, 1, 1.7, 163, 785, 683, 0.577
5, 151, 1, 1.7, 212, 410, 518, 0.482
5, 152, 1, 1.7, 193, 368, 293, 0.507
5, 153, 0, 1.6, 80, NaN, NaN, -1.000
5, 154, 1, 1.65, 81, 430, 772, 0.684
5, 155, 1, 1.65, 126, 252, 602, 0.584
5, 156, 1, 1.6, 53, 716, 745, 0.831
5, 157, 0, 1.65, 158, NaN, NaN, -1.000
5, 158, 1, 1.65, 139, 376, 310, 1.153
5, 159, 1, 1.65, 141, 228, 721, 0.961
5, 160, 1, 1.6, 15, 199, 699, 0.986
5, 161, 1, 1.6, 21, 842, 661, 1.421
5, 162, 1, 1.65, 99, 369, 562, 1.637
5, 163, 1, 1.6, 52, 158, 692, 0.840
5, 164, 1, 1.65, 101, 769, 758, 1.525
5, 165, 1, 1.7, 165, 250, 842, 0.850
5, 166, 1, 1.65, 118, 436, 385, 0.508
5, 167, 1, 1.7, 196, 698, 682, 0.686
5, 168, 0, 1.7, 240, NaN, NaN, 3.196
5, 169, 1, 1.6, 62, 244, 662, 2.270
5, 170, 1, 1.7, 217, 631, 678, 1.067
5, 171, 1, 1.65, 138, 90, 455, 1.606
5, 172, 1, 1.7, 225, 668, 792, 0.566
5, 173, 1, 1.65, 85, 241, 562, 1.238
5, 174, 1, 1.7, 167, 676, 220, 0.731
5, 175, 1, 1.7, 206, 526, 219, 0.581
5, 176, 1, 1.7, 170, 652, 175, 0.734
5, 177, 1, 1.6, 25, 745, 317, 1.731
5, 178, 1, 1.6, 11, 698, 389, 0.744
5, 179, 1, 1.65, 120, 455, 636, 0.519
5, 180, 1, 1.6, 51, 453, 362, 4.093
5, 181, 1, 1.65, 105, 751, 433, 0.704
5, 182, 1, 1.65, 87, 643, 716, 0.517
5, 183, 1, 1.65, 135, 462, 824, 0.495
5, 184, 1, 1.6, 10, 208, 689, 1.490
5, 185, 0, 1.6, 74, NaN, NaN, -1.000
5, 186, 1, 1.6, 28, 712, 637, 0.747
5, 187, 1, 1.65, 127, 350, 412, 2.358
5, 188, 1, 1.6, 65, 355, 171, 3.967
5, 189, 1, 1.65, 89, 671, 858, 0.652
5, 190, 0, 1.65, 156, NaN, NaN, -1.000
5, 191, 1, 1.65, 82, 865, 377, 0.673
5, 192, 1, 1.6, 68, 710, 666, 0.682
5, 193, 1, 1.7, 189, 344, 448, 0.482
5, 194, 1, 1.6, 42, 763, 275, 1.679
5, 195, 0, 1.65, 159, NaN, NaN, -1.000
5, 196, 1, 1.65, 145, 719, 869, 0.687
5, 197, 1, 1.7, 198, 283, 378, 0.555
5, 198, 1, 1.6, 69, 410, 204, 3.957
5, 199, 1, 1.7, 186, 433, 677, 0.475
5, 200, 1, 1.7, 213, 174, 538, 0.615
5, 201, 1, 1.65, 136, 404, 534, 0.625
5, 202, 1, 1.7, 226, 463, 201, 0.718
5, 203, 1, 1.6, 58, 451, 349, 1.622
5, 204, 0, 1.65, 157, NaN, NaN, -1.000
5, 205, 1, 1.65, 144, 461, 177, 0.602
5, 206, 1, 1.6, 36, 543, 656, 0.637
5, 207, 0, 1.7, 237, NaN, NaN, -1.000
5, 208, 1, 1.6, 20, 509, 922, 0.649
5, 209, 1, 1.65, 129, 293, 404, 0.518
5, 210, 1, 1.6, 14, 312, 195, 3.051
5, 211, 1, 1.6, 63, 441, 912, 1.389
5, 212, 1, 1.6, 67, 503, 836, 0.947
5, 213, 1, 1.65, 112, 280, 642, 0.848
5, 214, 1, 1.7, 221, 326, 602, 0.507
5, 215, 0, 1.65, 155, NaN, NaN, -1.000
5, 216, 1, 1.6, 23, 351, 297, 0.875
5, 217, 1, 1.7, 208, 154, 394, 0.834
5, 218, 1, 1.6, 5, 421, 916, 2.908
5, 219, 0, 1.65, 160, NaN, NaN, -1.000
5, 220, 1, 1.7, 188, 141, 535, 0.718
5, 221, 1, 1.7, 199, 887, 261, 0.694
5, 222, 1, 1.7, 173, 318, 798, 0.496
5, 223, 1, 1.65, 148, 384, 889, 0.529
5, 224, 1, 1.65, 119, 859, 463, 1.286
5, 225, 1, 1.6, 43, 451, 956, 1.755
5, 226, 0, 1.6, 73, NaN, NaN, -1.000
5, 227, 1, 1.7, 184, 383, 545, 0.733
5, 228, 1, 1.7, 178, 740, 668, 0.717
5, 229, 1, 1.65, 140, 873, 778, 0.990
5, 230, 1, 1.65, 146, 215, 467, 0.896
5, 231, 1, 1.6, 24, 350, 547, 0.625
5, 232, 1, 1.7, 229, 340, 517, 0.449
5, 233, 1, 1.65, 137, 736, 583, 0.526
5, 234, 1, 1.7, 164, 637, 574, 0.494
5, 235, 1, 1.65, 109, 632, 117, 1.131
5, 236, 1, 1.65, 128, 316, 422, 0.843
5, 237, 1, 1.6, 19, 875, 608, 1.189
5, 238, 0, 1.7, 234, NaN, NaN, -1.000
5, 239, 1, 1.65, 133, 269, 726, 3.512
5, 240, 1, 1.7, 227, 807, 634, 0.592
