strategy, trial, beta, x,y, n 
optimal, 22, 1.600, 45, 510, 112 
optimal, 22, 1.600, 46, 432, 874 
optimal, 22, 1.600, 47, 118, 488 
optimal, 22, 1.600, 48, 887, 154 
optimal, 22, 1.600, 49, 112, 145 
optimal, 22, 1.600, 50, 115, 873 
optimal, 22, 1.600, 51, NaN, NaN 
stochastic, 23, 1.600, 1, 513, 512 
stochastic, 23, 1.600, 2, 517, 430 
stochastic, 23, 1.600, 3, 462, 736 
stochastic, 23, 1.600, 4, 465, 760 
stochastic, 23, 1.600, 5, 697, 735 
stochastic, 23, 1.600, 6, 858, 589 
stochastic, 23, 1.600, 7, 871, 746 
stochastic, 23, 1.600, 8, 90, 865 
stochastic, 23, 1.600, 9, 250, 889 
stochastic, 23, 1.600, 10, 368, 578 
stochastic, 23, 1.600, 11, 237, 618 
stochastic, 23, 1.600, 12, 451, 808 
stochastic, 23, 1.600, 13, 60, 912 
stochastic, 23, 1.600, 14, 148, 905 
stochastic, 23, 1.600, 15, 700, 229 
stochastic, 23, 1.600, 16, 770, 200 
stochastic, 23, 1.600, 17, 957, 116 
stochastic, 23, 1.600, 18, 737, 241 
stochastic, 23, 1.600, 19, 824, 907 
stochastic, 23, 1.600, 20, 887, 880 
stochastic, 23, 1.600, 21, 948, 951 
stochastic, 23, 1.600, 22, 695, 798 
stochastic, 23, 1.600, 23, 638, 558 
stochastic, 23, 1.600, 24, 649, 485 
stochastic, 23, 1.600, 25, 354, 858 
stochastic, 23, 1.600, 26, 579, 845 
stochastic, 23, 1.600, 27, 852, 888 
stochastic, 23, 1.600, 28, 364, 824 
stochastic, 23, 1.600, 29, 471, 652 
stochastic, 23, 1.600, 30, 474, 820 
stochastic, 23, 1.600, 31, 386, 685 
stochastic, 23, 1.600, 32, 588, 815 
stochastic, 23, 1.600, 33, 537, 309 
stochastic, 23, 1.600, 34, 282, 840 
stochastic, 23, 1.600, 35, 59, 807 
stochastic, 23, 1.600, 36, 100, 428 
stochastic, 23, 1.600, 37, 278, 259 
optimal, 23, 1.600, 1, 513, 512 
optimal, 23, 1.600, 2, 278, 259 
stochastic, 24, 1.600, 1, 513, 513 
stochastic, 24, 1.600, 2, 621, 478 
stochastic, 24, 1.600, 3, 669, 522 
stochastic, 24, 1.600, 4, 410, 313 
stochastic, 24, 1.600, 5, 552, 399 
stochastic, 24, 1.600, 6, 609, 460 
stochastic, 24, 1.600, 7, 942, 726 
stochastic, 24, 1.600, 8, 653, 681 
stochastic, 24, 1.600, 9, 414, 568 
stochastic, 24, 1.600, 10, 434, 563 
stochastic, 24, 1.600, 11, 395, 603 
stochastic, 24, 1.600, 12, 628, 561 
stochastic, 24, 1.600, 13, 468, 682 
stochastic, 24, 1.600, 14, 194, 784 
stochastic, 24, 1.600, 15, 357, 606 
stochastic, 24, 1.600, 16, 423, 187 
stochastic, 24, 1.600, 17, 234, 122 
stochastic, 24, 1.600, 18, 80, 323 
stochastic, 24, 1.600, 19, 302, 302 
stochastic, 24, 1.600, 20, 439, 160 
stochastic, 24, 1.600, 21, 264, 316 
stochastic, 24, 1.600, 22, 945, 135 
stochastic, 24, 1.600, 23, 908, 329 
stochastic, 24, 1.600, 24, 571, 430 
stochastic, 24, 1.600, 25, 543, 656 
optimal, 24, 1.600, 1, 513, 512 
optimal, 24, 1.600, 2, 749, 759 
optimal, 24, 1.600, 3, 745, 262 
optimal, 24, 1.600, 4, 265, 736 
optimal, 24, 1.600, 5, 237, 273 
optimal, 24, 1.600, 6, 738, 762 
optimal, 24, 1.600, 7, 691, 249 
optimal, 24, 1.600, 8, 267, 787 
optimal, 24, 1.600, 9, 273, 229 
optimal, 24, 1.600, 10, 817, 485 
optimal, 24, 1.600, 11, 213, 545 
optimal, 24, 1.600, 12, 685, 833 
optimal, 24, 1.600, 13, 543, 656 
stochastic, 25, 1.600, 1, 512, 513 
stochastic, 25, 1.600, 2, 812, 446 
stochastic, 25, 1.600, 3, 881, 124 
stochastic, 25, 1.600, 4, 930, 137 
stochastic, 25, 1.600, 5, 362, 256 
stochastic, 25, 1.600, 6, 672, 582 
stochastic, 25, 1.600, 7, 1017, 963 
stochastic, 25, 1.600, 8, 824, 360 
stochastic, 25, 1.600, 9, 785, 153 
stochastic, 25, 1.600, 10, 133, 152 
stochastic, 25, 1.600, 11, 360, 95 
stochastic, 25, 1.600, 12, 564, 186 
stochastic, 25, 1.600, 13, 785, 96 
stochastic, 25, 1.600, 14, 230, 188 
stochastic, 25, 1.600, 15, 479, 273 
stochastic, 25, 1.600, 16, 9, 140 
stochastic, 25, 1.600, 17, 398, 211 
stochastic, 25, 1.600, 18, 181, 416 
optimal, 25, 1.600, 1, 512, 513 
optimal, 25, 1.600, 2, 749, 759 
optimal, 25, 1.600, 3, 745, 262 
optimal, 25, 1.600, 4, 265, 736 
optimal, 25, 1.600, 5, 181, 416 
stochastic, 26, 1.600, 1, 513, 513 
stochastic, 26, 1.600, 2, 177, 459 
stochastic, 26, 1.600, 3, 391, 206 
stochastic, 26, 1.600, 4, 535, 95 
stochastic, 26, 1.600, 5, 695, 281 
stochastic, 26, 1.600, 6, 425, 272 
stochastic, 26, 1.600, 7, 482, 588 
stochastic, 26, 1.600, 8, 532, 577 
stochastic, 26, 1.600, 9, 815, 634 
stochastic, 26, 1.600, 10, 891, 287 
stochastic, 26, 1.600, 11, 605, 563 
stochastic, 26, 1.600, 12, 674, 568 
stochastic, 26, 1.600, 13, 762, 491 
stochastic, 26, 1.600, 14, 510, 565 
stochastic, 26, 1.600, 15, 607, 388 
stochastic, 26, 1.600, 16, 454, 360 
stochastic, 26, 1.600, 17, 661, 350 
stochastic, 26, 1.600, 18, 690, 364 
stochastic, 26, 1.600, 19, 381, 562 
stochastic, 26, 1.600, 20, 493, 415 
stochastic, 26, 1.600, 21, 593, 594 
stochastic, 26, 1.600, 22, 232, 231 
stochastic, 26, 1.600, 23, 52, 102 
stochastic, 26, 1.600, 24, 450, 322 
stochastic, 26, 1.600, 25, 305, 446 
stochastic, 26, 1.600, 26, 456, 447 
stochastic, 26, 1.600, 27, 604, 492 
stochastic, 26, 1.600, 28, 140, 628 
stochastic, 26, 1.600, 29, 199, 699 
optimal, 26, 1.600, 1, 512, 513 
optimal, 26, 1.600, 2, 749, 759 
optimal, 26, 1.600, 3, 745, 262 
optimal, 26, 1.600, 4, 265, 736 
optimal, 26, 1.600, 5, 237, 273 
optimal, 26, 1.600, 6, 738, 762 
optimal, 26, 1.600, 7, 691, 249 
optimal, 26, 1.600, 8, 267, 787 
optimal, 26, 1.600, 9, 273, 229 
optimal, 26, 1.600, 10, 817, 485 
optimal, 26, 1.600, 11, 213, 545 
optimal, 26, 1.600, 12, 685, 833 
optimal, 26, 1.600, 13, 758, 172 
optimal, 26, 1.600, 14, 254, 208 
optimal, 26, 1.600, 15, 261, 821 
optimal, 26, 1.600, 16, 833, 806 
optimal, 26, 1.600, 17, 791, 216 
optimal, 26, 1.600, 18, 242, 213 
optimal, 26, 1.600, 19, 218, 828 
optimal, 26, 1.600, 20, 840, 542 
optimal, 26, 1.600, 21, 206, 468 
optimal, 26, 1.600, 22, 199, 699 
stochastic, 27, 1.600, 1, 512, 513 
stochastic, 27, 1.600, 2, 508, 917 
stochastic, 27, 1.600, 3, 69, 823 
stochastic, 27, 1.600, 4, 26, 869 
stochastic, 27, 1.600, 5, 32, 796 
stochastic, 27, 1.600, 6, 141, 950 
stochastic, 27, 1.600, 7, 260, 771 
stochastic, 27, 1.600, 8, 393, 832 
stochastic, 27, 1.600, 9, 371, 306 
stochastic, 27, 1.600, 10, 279, 204 
optimal, 27, 1.600, 1, 512, 513 
optimal, 27, 1.600, 2, 749, 759 
optimal, 27, 1.600, 3, 745, 262 
optimal, 27, 1.600, 4, 265, 736 
optimal, 27, 1.600, 5, 237, 273 
optimal, 27, 1.600, 6, 279, 204 
stochastic, 28, 1.600, 1, 512, 512 
stochastic, 28, 1.600, 2, 215, 389 
optimal, 28, 1.600, 1, 513, 513 
optimal, 28, 1.600, 2, 749, 759 
optimal, 28, 1.600, 3, 745, 262 
optimal, 28, 1.600, 4, 265, 736 
optimal, 28, 1.600, 5, 237, 273 
optimal, 28, 1.600, 6, 738, 762 
optimal, 28, 1.600, 7, 691, 249 
optimal, 28, 1.600, 8, 267, 787 
optimal, 28, 1.600, 9, 273, 229 
optimal, 28, 1.600, 10, 215, 389 
stochastic, 29, 1.600, 1, 512, 513 
stochastic, 29, 1.600, 2, 322, 482 
stochastic, 29, 1.600, 3, 355, 529 
stochastic, 29, 1.600, 4, 247, 463 
stochastic, 29, 1.600, 5, 155, 194 
stochastic, 29, 1.600, 6, 129, 321 
stochastic, 29, 1.600, 7, 578, 144 
stochastic, 29, 1.600, 8, 745, 422 
optimal, 29, 1.600, 1, 512, 513 
optimal, 29, 1.600, 2, 749, 759 
optimal, 29, 1.600, 3, 745, 422 
stochastic, 30, 1.600, 1, 512, 512 
stochastic, 30, 1.600, 2, 595, 695 
stochastic, 30, 1.600, 3, 473, 576 
stochastic, 30, 1.600, 4, 525, 115 
stochastic, 30, 1.600, 5, 886, 221 
stochastic, 30, 1.600, 6, 964, 75 
stochastic, 30, 1.600, 7, 999, 428 
stochastic, 30, 1.600, 8, 502, 527 
stochastic, 30, 1.600, 9, 720, 243 
stochastic, 30, 1.600, 10, 801, 302 
stochastic, 30, 1.600, 11, 847, 283 
stochastic, 30, 1.600, 12, 207, 785 
stochastic, 30, 1.600, 13, 452, 384 
stochastic, 30, 1.600, 14, 526, 465 
stochastic, 30, 1.600, 15, 611, 491 
stochastic, 30, 1.600, 16, 304, 317 
stochastic, 30, 1.600, 17, 156, 392 
stochastic, 30, 1.600, 18, 55, 735 
stochastic, 30, 1.600, 19, 994, 352 
stochastic, 30, 1.600, 20, 916, 204 
optimal, 30, 1.600, 1, 512, 512 
optimal, 30, 1.600, 2, 749, 759 
optimal, 30, 1.600, 3, 745, 262 
optimal, 30, 1.600, 4, 265, 736 
optimal, 30, 1.600, 5, 237, 273 
optimal, 30, 1.600, 6, 738, 762 
optimal, 30, 1.600, 7, 691, 249 
optimal, 30, 1.600, 8, 267, 787 
optimal, 30, 1.600, 9, 273, 229 
optimal, 30, 1.600, 10, 817, 485 
optimal, 30, 1.600, 11, 213, 545 
optimal, 30, 1.600, 12, 685, 833 
optimal, 30, 1.600, 13, 758, 172 
optimal, 30, 1.600, 14, 254, 208 
optimal, 30, 1.600, 15, 261, 821 
optimal, 30, 1.600, 16, 833, 806 
optimal, 30, 1.600, 17, 791, 216 
optimal, 30, 1.600, 18, 242, 213 
optimal, 30, 1.600, 19, 218, 828 
optimal, 30, 1.600, 20, 840, 542 
optimal, 30, 1.600, 21, 206, 468 
optimal, 30, 1.600, 22, 500, 868 
optimal, 30, 1.600, 23, 525, 160 
optimal, 30, 1.600, 24, 825, 846 
optimal, 30, 1.600, 25, 865, 189 
optimal, 30, 1.600, 26, 916, 204 
stochastic, 31, 1.600, 1, 512, 513 
stochastic, 31, 1.600, 2, 341, 823 
stochastic, 31, 1.600, 3, 380, 624 
stochastic, 31, 1.600, 4, 154, 606 
stochastic, 31, 1.600, 5, 212, 651 
stochastic, 31, 1.600, 6, 202, 602 
stochastic, 31, 1.600, 7, 123, 722 
stochastic, 31, 1.600, 8, 112, 940 
stochastic, 31, 1.600, 9, 508, 980 
stochastic, 31, 1.600, 10, 740, 913 
stochastic, 31, 1.600, 11, 815, 756 
stochastic, 31, 1.600, 12, 774, 829 
stochastic, 31, 1.600, 13, 890, 895 
stochastic, 31, 1.600, 14, 888, 974 
stochastic, 31, 1.600, 15, 880, 198 
stochastic, 31, 1.600, 16, 601, 43 
stochastic, 31, 1.600, 17, 672, 202 
stochastic, 31, 1.600, 18, 532, 42 
stochastic, 31, 1.600, 19, 545, 836 
stochastic, 31, 1.600, 20, 559, 915 
stochastic, 31, 1.600, 21, 869, 888 
stochastic, 31, 1.600, 22, 756, 376 
stochastic, 31, 1.600, 23, 758, 418 
stochastic, 31, 1.600, 24, 448, 557 
stochastic, 31, 1.600, 25, 108, 676 
stochastic, 31, 1.600, 26, 26, 455 
stochastic, 31, 1.600, 27, 204, 619 
optimal, 31, 1.600, 1, 512, 512 
optimal, 31, 1.600, 2, 749, 759 
optimal, 31, 1.600, 3, 745, 262 
optimal, 31, 1.600, 4, 265, 736 
optimal, 31, 1.600, 5, 237, 273 
optimal, 31, 1.600, 6, 738, 762 
optimal, 31, 1.600, 7, 691, 249 
optimal, 31, 1.600, 8, 267, 787 
optimal, 31, 1.600, 9, 273, 229 
optimal, 31, 1.600, 10, 204, 619 
stochastic, 32, 1.600, 1, 512, 512 
stochastic, 32, 1.600, 2, 197, 561 
stochastic, 32, 1.600, 3, 143, 208 
optimal, 32, 1.600, 1, 512, 513 
optimal, 32, 1.600, 2, 749, 759 
optimal, 32, 1.600, 3, 745, 262 
optimal, 32, 1.600, 4, 265, 736 
optimal, 32, 1.600, 5, 237, 273 
optimal, 32, 1.600, 6, 738, 762 
optimal, 32, 1.600, 7, 691, 249 
optimal, 32, 1.600, 8, 267, 787 
optimal, 32, 1.600, 9, 273, 229 
optimal, 32, 1.600, 10, 817, 485 
optimal, 32, 1.600, 11, 213, 545 
optimal, 32, 1.600, 12, 685, 833 
optimal, 32, 1.600, 13, 758, 172 
optimal, 32, 1.600, 14, 254, 208 
optimal, 32, 1.600, 15, 261, 821 
optimal, 32, 1.600, 16, 833, 806 
optimal, 32, 1.600, 17, 791, 216 
optimal, 32, 1.600, 18, 242, 213 
optimal, 32, 1.600, 19, 218, 828 
optimal, 32, 1.600, 20, 840, 542 
optimal, 32, 1.600, 21, 206, 468 
optimal, 32, 1.600, 22, 500, 868 
optimal, 32, 1.600, 23, 525, 160 
optimal, 32, 1.600, 24, 825, 846 
optimal, 32, 1.600, 25, 865, 189 
optimal, 32, 1.600, 26, 174, 158 
optimal, 32, 1.600, 27, 167, 815 
optimal, 32, 1.600, 28, 548, 494 
optimal, 32, 1.600, 29, 827, 857 
optimal, 32, 1.600, 30, 143, 514 
optimal, 32, 1.600, 31, 831, 143 
optimal, 32, 1.600, 32, 245, 139 
optimal, 32, 1.600, 33, 143, 208 
stochastic, 33, 1.600, 1, 512, 513 
stochastic, 33, 1.600, 2, 461, 614 
stochastic, 33, 1.600, 3, 313, 561 
stochastic, 33, 1.600, 4, 461, 480 
stochastic, 33, 1.600, 5, 538, 614 
stochastic, 33, 1.600, 6, 671, 649 
stochastic, 33, 1.600, 7, 87, 916 
stochastic, 33, 1.600, 8, 147, 1022 
stochastic, 33, 1.600, 9, 22, 840 
stochastic, 33, 1.600, 10, 527, 595 
stochastic, 33, 1.600, 11, 483, 605 
stochastic, 33, 1.600, 12, 563, 572 
stochastic, 33, 1.600, 13, 783, 501 
stochastic, 33, 1.600, 14, 777, 723 
stochastic, 33, 1.600, 15, 604, 785 
stochastic, 33, 1.600, 16, 834, 787 
stochastic, 33, 1.600, 17, 958, 939 
optimal, 33, 1.600, 1, 513, 513 
optimal, 33, 1.600, 2, 749, 759 
optimal, 33, 1.600, 3, 745, 262 
optimal, 33, 1.600, 4, 265, 736 
optimal, 33, 1.600, 5, 237, 273 
optimal, 33, 1.600, 6, 738, 762 
optimal, 33, 1.600, 7, 691, 249 
optimal, 33, 1.600, 8, 267, 787 
optimal, 33, 1.600, 9, 273, 229 
optimal, 33, 1.600, 10, 817, 485 
optimal, 33, 1.600, 11, 213, 545 
optimal, 33, 1.600, 12, 685, 833 
optimal, 33, 1.600, 13, 758, 172 
optimal, 33, 1.600, 14, 254, 208 
optimal, 33, 1.600, 15, 261, 821 
optimal, 33, 1.600, 16, 833, 806 
optimal, 33, 1.600, 17, 791, 216 
optimal, 33, 1.600, 18, 242, 213 
optimal, 33, 1.600, 19, 218, 828 
optimal, 33, 1.600, 20, 840, 542 
optimal, 33, 1.600, 21, 206, 468 
optimal, 33, 1.600, 22, 500, 868 
optimal, 33, 1.600, 23, 525, 160 
optimal, 33, 1.600, 24, 825, 846 
optimal, 33, 1.600, 25, 865, 189 
optimal, 33, 1.600, 26, 174, 158 
optimal, 33, 1.600, 27, 167, 815 
optimal, 33, 1.600, 28, 548, 494 
optimal, 33, 1.600, 29, 827, 857 
optimal, 33, 1.600, 30, 143, 514 
optimal, 33, 1.600, 31, 831, 143 
optimal, 33, 1.600, 32, 245, 139 
optimal, 33, 1.600, 33, 200, 900 
optimal, 33, 1.600, 34, 872, 499 
optimal, 33, 1.600, 35, 524, 862 
optimal, 33, 1.600, 36, 508, 135 
optimal, 33, 1.600, 37, 150, 497 
optimal, 33, 1.600, 38, 859, 839 
optimal, 33, 1.600, 39, 874, 189 
optimal, 33, 1.600, 40, 131, 131 
optimal, 33, 1.600, 41, 155, 879 
optimal, 33, 1.600, 42, 525, 502 
optimal, 33, 1.600, 43, 881, 502 
optimal, 33, 1.600, 44, 870, 890 
optimal, 33, 1.600, 45, 510, 112 
optimal, 33, 1.600, 46, 432, 874 
optimal, 33, 1.600, 47, 118, 488 
optimal, 33, 1.600, 48, 887, 154 
optimal, 33, 1.600, 49, 112, 145 
optimal, 33, 1.600, 50, 115, 873 
optimal, 33, 1.600, 51, NaN, NaN 
stochastic, 34, 1.600, 1, 512, 512 
stochastic, 34, 1.600, 2, 306, 678 
optimal, 34, 1.600, 1, 512, 513 
optimal, 34, 1.600, 2, 749, 759 
optimal, 34, 1.600, 3, 745, 262 
optimal, 34, 1.600, 4, 265, 736 
optimal, 34, 1.600, 5, 306, 678 
stochastic, 35, 1.600, 1, 512, 512 
stochastic, 35, 1.600, 2, 521, 295 
stochastic, 35, 1.600, 3, 686, 241 
stochastic, 35, 1.600, 4, 779, 504 
stochastic, 35, 1.600, 5, 951, 339 
stochastic, 35, 1.600, 6, 874, 187 
stochastic, 35, 1.600, 7, 242, 131 
stochastic, 35, 1.600, 8, 3, 11 
stochastic, 35, 1.600, 9, 125, 257 
stochastic, 35, 1.600, 10, 148, 352 
stochastic, 35, 1.600, 11, 313, 351 
stochastic, 35, 1.600, 12, 278, 103 
stochastic, 35, 1.600, 13, 264, 201 
stochastic, 35, 1.600, 14, 834, 271 
stochastic, 35, 1.600, 15, 914, 380 
stochastic, 35, 1.600, 16, 852, 404 
stochastic, 35, 1.600, 17, 913, 414 
stochastic, 35, 1.600, 18, 1004, 362 
stochastic, 35, 1.600, 19, 990, 738 
stochastic, 35, 1.600, 20, 877, 985 
stochastic, 35, 1.600, 21, 646, 702 
stochastic, 35, 1.600, 22, 795, 479 
stochastic, 35, 1.600, 23, 333, 251 
stochastic, 35, 1.600, 24, 599, 230 
stochastic, 35, 1.600, 25, 800, 684 
stochastic, 35, 1.600, 26, 421, 916 
optimal, 35, 1.600, 1, 512, 512 
optimal, 35, 1.600, 2, 749, 759 
optimal, 35, 1.600, 3, 745, 262 
optimal, 35, 1.600, 4, 265, 736 
optimal, 35, 1.600, 5, 237, 273 
optimal, 35, 1.600, 6, 738, 762 
optimal, 35, 1.600, 7, 691, 249 
optimal, 35, 1.600, 8, 267, 787 
optimal, 35, 1.600, 9, 273, 229 
optimal, 35, 1.600, 10, 817, 485 
optimal, 35, 1.600, 11, 213, 545 
optimal, 35, 1.600, 12, 685, 833 
optimal, 35, 1.600, 13, 758, 172 
optimal, 35, 1.600, 14, 254, 208 
optimal, 35, 1.600, 15, 261, 821 
optimal, 35, 1.600, 16, 833, 806 
optimal, 35, 1.600, 17, 791, 216 
optimal, 35, 1.600, 18, 242, 213 
optimal, 35, 1.600, 19, 218, 828 
optimal, 35, 1.600, 20, 840, 542 
optimal, 35, 1.600, 21, 206, 468 
optimal, 35, 1.600, 22, 500, 868 
optimal, 35, 1.600, 23, 421, 916 
stochastic, 36, 1.600, 1, 513, 512 
stochastic, 36, 1.600, 2, 365, 390 
stochastic, 36, 1.600, 3, 456, 387 
stochastic, 36, 1.600, 4, 367, 295 
stochastic, 36, 1.600, 5, 292, 481 
optimal, 36, 1.600, 1, 513, 512 
optimal, 36, 1.600, 2, 749, 759 
optimal, 36, 1.600, 3, 745, 262 
optimal, 36, 1.600, 4, 265, 736 
optimal, 36, 1.600, 5, 237, 273 
optimal, 36, 1.600, 6, 738, 762 
optimal, 36, 1.600, 7, 691, 249 
optimal, 36, 1.600, 8, 267, 787 
optimal, 36, 1.600, 9, 273, 229 
optimal, 36, 1.600, 10, 817, 485 
optimal, 36, 1.600, 11, 213, 545 
optimal, 36, 1.600, 12, 685, 833 
optimal, 36, 1.600, 13, 758, 172 
optimal, 36, 1.600, 14, 254, 208 
optimal, 36, 1.600, 15, 261, 821 
optimal, 36, 1.600, 16, 833, 806 
optimal, 36, 1.600, 17, 791, 216 
optimal, 36, 1.600, 18, 242, 213 
optimal, 36, 1.600, 19, 218, 828 
optimal, 36, 1.600, 20, 840, 542 
optimal, 36, 1.600, 21, 206, 468 
optimal, 36, 1.600, 22, 500, 868 
optimal, 36, 1.600, 23, 525, 160 
optimal, 36, 1.600, 24, 825, 846 
optimal, 36, 1.600, 25, 865, 189 
optimal, 36, 1.600, 26, 174, 158 
optimal, 36, 1.600, 27, 167, 815 
optimal, 36, 1.600, 28, 548, 494 
optimal, 36, 1.600, 29, 827, 857 
optimal, 36, 1.600, 30, 143, 514 
optimal, 36, 1.600, 31, 292, 481 
stochastic, 37, 1.600, 1, 513, 512 
stochastic, 37, 1.600, 2, 715, 335 
stochastic, 37, 1.600, 3, 603, 243 
stochastic, 37, 1.600, 4, 412, 447 
stochastic, 37, 1.600, 5, 316, 138 
stochastic, 37, 1.600, 6, 199, 199 
stochastic, 37, 1.600, 7, 157, 132 
stochastic, 37, 1.600, 8, 268, 734 
stochastic, 37, 1.600, 9, 536, 902 
optimal, 37, 1.600, 1, 512, 512 
optimal, 37, 1.600, 2, 749, 759 
optimal, 37, 1.600, 3, 536, 902 
stochastic, 38, 1.600, 1, 513, 513 
stochastic, 38, 1.600, 2, 749, 734 
stochastic, 38, 1.600, 3, 913, 781 
optimal, 38, 1.600, 1, 513, 512 
optimal, 38, 1.600, 2, 749, 759 
optimal, 38, 1.600, 3, 745, 262 
optimal, 38, 1.600, 4, 265, 736 
optimal, 38, 1.600, 5, 237, 273 
optimal, 38, 1.600, 6, 738, 762 
optimal, 38, 1.600, 7, 913, 781 
stochastic, 39, 1.600, 1, 512, 512 
stochastic, 39, 1.600, 2, 243, 336 
stochastic, 39, 1.600, 3, 178, 435 
stochastic, 39, 1.600, 4, 168, 615 
stochastic, 39, 1.600, 5, 396, 669 
stochastic, 39, 1.600, 6, 535, 680 
stochastic, 39, 1.600, 7, 855, 303 
stochastic, 39, 1.600, 8, 266, 431 
stochastic, 39, 1.600, 9, 596, 658 
stochastic, 39, 1.600, 10, 815, 757 
stochastic, 39, 1.600, 11, 832, 429 
stochastic, 39, 1.600, 12, 835, 460 
stochastic, 39, 1.600, 13, 959, 329 
stochastic, 39, 1.600, 14, 760, 239 
stochastic, 39, 1.600, 15, 421, 455 
stochastic, 39, 1.600, 16, 355, 351 
stochastic, 39, 1.600, 17, 331, 36 
stochastic, 39, 1.600, 18, 752, 46 
stochastic, 39, 1.600, 19, 490, 111 
stochastic, 39, 1.600, 20, 180, 142 
stochastic, 39, 1.600, 21, 387, 221 
stochastic, 39, 1.600, 22, 429, 745 
stochastic, 39, 1.600, 23, 479, 724 
stochastic, 39, 1.600, 24, 262, 626 
stochastic, 39, 1.600, 25, 119, 798 
stochastic, 39, 1.600, 26, 467, 804 
stochastic, 39, 1.600, 27, 207, 579 
stochastic, 39, 1.600, 28, 184, 549 
stochastic, 39, 1.600, 29, 62, 539 
stochastic, 39, 1.600, 30, 119, 338 
stochastic, 39, 1.600, 31, 306, 249 
stochastic, 39, 1.600, 32, 539, 295 
stochastic, 39, 1.600, 33, 617, 233 
stochastic, 39, 1.600, 34, 571, 108 
stochastic, 39, 1.600, 35, 475, 170 
stochastic, 39, 1.600, 36, 485, 122 
stochastic, 39, 1.600, 37, 656, 401 
stochastic, 39, 1.600, 38, 464, 173 
stochastic, 39, 1.600, 39, 576, 124 
stochastic, 39, 1.600, 40, 820, 769 
stochastic, 39, 1.600, 41, 596, 494 
stochastic, 39, 1.600, 42, 918, 507 
stochastic, 39, 1.600, 43, 944, 756 
optimal, 39, 1.600, 1, 512, 513 
optimal, 39, 1.600, 2, 749, 759 
optimal, 39, 1.600, 3, 944, 756 
stochastic, 40, 1.600, 1, 513, 512 
stochastic, 40, 1.600, 2, 988, 316 
stochastic, 40, 1.600, 3, 738, 204 
stochastic, 40, 1.600, 4, 697, 187 
stochastic, 40, 1.600, 5, 887, 128 
stochastic, 40, 1.600, 6, 933, 800 
stochastic, 40, 1.600, 7, 797, 655 
stochastic, 40, 1.600, 8, 772, 668 
stochastic, 40, 1.600, 9, 756, 297 
stochastic, 40, 1.600, 10, 599, 397 
stochastic, 40, 1.600, 11, 384, 409 
stochastic, 40, 1.600, 12, 794, 405 
stochastic, 40, 1.600, 13, 735, 372 
stochastic, 40, 1.600, 14, 695, 550 
stochastic, 40, 1.600, 15, 792, 238 
stochastic, 40, 1.600, 16, 249, 136 
stochastic, 40, 1.600, 17, 170, 84 
stochastic, 40, 1.600, 18, 52, 320 
stochastic, 40, 1.600, 19, 114, 355 
stochastic, 40, 1.600, 20, 367, 317 
stochastic, 40, 1.600, 21, 388, 364 
stochastic, 40, 1.600, 22, 477, 300 
stochastic, 40, 1.600, 23, 497, 407 
stochastic, 40, 1.600, 24, 678, 502 
stochastic, 40, 1.600, 25, 75, 453 
stochastic, 40, 1.600, 26, 69, 763 
stochastic, 40, 1.600, 27, 168, 964 
stochastic, 40, 1.600, 28, 662, 876 
stochastic, 40, 1.600, 29, 776, 795 
stochastic, 40, 1.600, 30, 778, 823 
stochastic, 40, 1.600, 31, 897, 756 
optimal, 40, 1.600, 1, 513, 513 
optimal, 40, 1.600, 2, 749, 759 
optimal, 40, 1.600, 3, 745, 262 
optimal, 40, 1.600, 4, 265, 736 
optimal, 40, 1.600, 5, 237, 273 
optimal, 40, 1.600, 6, 738, 762 
optimal, 40, 1.600, 7, 691, 249 
optimal, 40, 1.600, 8, 267, 787 
optimal, 40, 1.600, 9, 273, 229 
optimal, 40, 1.600, 10, 817, 485 
optimal, 40, 1.600, 11, 213, 545 
optimal, 40, 1.600, 12, 685, 833 
optimal, 40, 1.600, 13, 897, 756 
stochastic, 41, 1.600, 1, 513, 513 
stochastic, 41, 1.600, 2, 287, 363 
stochastic, 41, 1.600, 3, 727, 440 
optimal, 41, 1.600, 1, 512, 513 
optimal, 41, 1.600, 2, 749, 759 
optimal, 41, 1.600, 3, 745, 262 
optimal, 41, 1.600, 4, 265, 736 
optimal, 41, 1.600, 5, 237, 273 
optimal, 41, 1.600, 6, 738, 762 
optimal, 41, 1.600, 7, 691, 249 
optimal, 41, 1.600, 8, 267, 787 
optimal, 41, 1.600, 9, 273, 229 
optimal, 41, 1.600, 10, 817, 485 
optimal, 41, 1.600, 11, 213, 545 
optimal, 41, 1.600, 12, 685, 833 
optimal, 41, 1.600, 13, 758, 172 
optimal, 41, 1.600, 14, 254, 208 
optimal, 41, 1.600, 15, 261, 821 
optimal, 41, 1.600, 16, 833, 806 
optimal, 41, 1.600, 17, 791, 216 
optimal, 41, 1.600, 18, 727, 440 
stochastic, 42, 1.600, 1, 512, 513 
stochastic, 42, 1.600, 2, 414, 737 
stochastic, 42, 1.600, 3, 359, 653 
stochastic, 42, 1.600, 4, 508, 567 
stochastic, 42, 1.600, 5, 797, 422 
stochastic, 42, 1.600, 6, 714, 319 
stochastic, 42, 1.600, 7, 703, 416 
stochastic, 42, 1.600, 8, 760, 623 
stochastic, 42, 1.600, 9, 534, 659 
stochastic, 42, 1.600, 10, 1023, 948 
stochastic, 42, 1.600, 11, 151, 836 
