strategy, trial, beta, x,y, n 
optimal, 124, 1.700, 2, 293, 404 
stochastic, 125, 1.700, 1, 512, 512 
stochastic, 125, 1.700, 2, 796, 502 
optimal, 125, 1.700, 1, 513, 512 
optimal, 125, 1.700, 2, 796, 502 
stochastic, 126, 1.700, 1, 512, 513 
stochastic, 126, 1.700, 2, 694, 333 
stochastic, 126, 1.700, 3, 745, 317 
optimal, 126, 1.700, 1, 513, 512 
optimal, 126, 1.700, 2, 609, 799 
optimal, 126, 1.700, 3, 619, 190 
optimal, 126, 1.700, 4, 162, 703 
optimal, 126, 1.700, 5, 202, 199 
optimal, 126, 1.700, 6, 876, 655 
optimal, 126, 1.700, 7, 745, 317 
stochastic, 127, 1.700, 1, 513, 512 
stochastic, 127, 1.700, 2, 522, 481 
stochastic, 127, 1.700, 3, 193, 503 
optimal, 127, 1.700, 1, 512, 512 
optimal, 127, 1.700, 2, 609, 799 
optimal, 127, 1.700, 3, 619, 190 
optimal, 127, 1.700, 4, 162, 703 
optimal, 127, 1.700, 5, 193, 503 
stochastic, 128, 1.700, 1, 512, 512 
stochastic, 128, 1.700, 2, 353, 310 
stochastic, 128, 1.700, 3, 375, 127 
stochastic, 128, 1.700, 4, 172, 318 
stochastic, 128, 1.700, 5, 292, 463 
stochastic, 128, 1.700, 6, 662, 631 
stochastic, 128, 1.700, 7, 447, 139 
stochastic, 128, 1.700, 8, 713, 170 
stochastic, 128, 1.700, 9, 394, 143 
stochastic, 128, 1.700, 10, 296, 54 
stochastic, 128, 1.700, 11, 733, 284 
stochastic, 128, 1.700, 12, 742, 289 
optimal, 128, 1.700, 1, 512, 513 
optimal, 128, 1.700, 2, 609, 799 
optimal, 128, 1.700, 3, 619, 190 
optimal, 128, 1.700, 4, 742, 289 
stochastic, 129, 1.700, 1, 513, 512 
stochastic, 129, 1.700, 2, 164, 560 
stochastic, 129, 1.700, 3, 610, 367 
stochastic, 129, 1.700, 4, 647, 105 
stochastic, 129, 1.700, 5, 719, 95 
optimal, 129, 1.700, 1, 513, 512 
optimal, 129, 1.700, 2, 609, 799 
optimal, 129, 1.700, 3, 619, 190 
optimal, 129, 1.700, 4, 719, 95 
stochastic, 130, 1.700, 1, 512, 512 
stochastic, 130, 1.700, 2, 436, 385 
optimal, 130, 1.700, 1, 513, 513 
optimal, 130, 1.700, 2, 609, 799 
optimal, 130, 1.700, 3, 619, 190 
optimal, 130, 1.700, 4, 162, 703 
optimal, 130, 1.700, 5, 202, 199 
optimal, 130, 1.700, 6, 876, 655 
optimal, 130, 1.700, 7, 848, 204 
optimal, 130, 1.700, 8, 249, 872 
optimal, 130, 1.700, 9, 188, 233 
optimal, 130, 1.700, 10, 436, 385 
stochastic, 131, 1.700, 1, 512, 513 
stochastic, 131, 1.700, 2, 350, 547 
optimal, 131, 1.700, 1, 513, 513 
optimal, 131, 1.700, 2, 350, 547 
stochastic, 132, 1.700, 1, 512, 513 
stochastic, 132, 1.700, 2, 420, 475 
optimal, 132, 1.700, 1, 513, 513 
optimal, 132, 1.700, 2, 609, 799 
optimal, 132, 1.700, 3, 619, 190 
optimal, 132, 1.700, 4, 162, 703 
optimal, 132, 1.700, 5, 202, 199 
optimal, 132, 1.700, 6, 876, 655 
optimal, 132, 1.700, 7, 420, 475 
stochastic, 133, 1.700, 1, 513, 513 
stochastic, 133, 1.700, 2, 326, 131 
stochastic, 133, 1.700, 3, 52, 42 
stochastic, 133, 1.700, 4, 568, 75 
stochastic, 133, 1.700, 5, 377, 219 
stochastic, 133, 1.700, 6, 99, 381 
stochastic, 133, 1.700, 7, 177, 154 
stochastic, 133, 1.700, 8, 479, 47 
stochastic, 133, 1.700, 9, 1019, 86 
stochastic, 133, 1.700, 10, 451, 236 
stochastic, 133, 1.700, 11, 511, 208 
stochastic, 133, 1.700, 12, 519, 977 
stochastic, 133, 1.700, 13, 372, 579 
stochastic, 133, 1.700, 14, 109, 694 
stochastic, 133, 1.700, 15, 777, 396 
stochastic, 133, 1.700, 16, 585, 358 
stochastic, 133, 1.700, 17, 641, 399 
stochastic, 133, 1.700, 18, 597, 456 
stochastic, 133, 1.700, 19, 650, 449 
stochastic, 133, 1.700, 20, 649, 642 
stochastic, 133, 1.700, 21, 891, 788 
optimal, 133, 1.700, 1, 512, 513 
optimal, 133, 1.700, 2, 609, 799 
optimal, 133, 1.700, 3, 891, 788 
stochastic, 134, 1.700, 1, 512, 513 
stochastic, 134, 1.700, 2, 468, 464 
stochastic, 134, 1.700, 3, 361, 788 
stochastic, 134, 1.700, 4, 767, 510 
stochastic, 134, 1.700, 5, 769, 758 
optimal, 134, 1.700, 1, 512, 512 
optimal, 134, 1.700, 2, 769, 758 
stochastic, 135, 1.700, 1, 512, 512 
stochastic, 135, 1.700, 2, 464, 517 
stochastic, 135, 1.700, 3, 191, 718 
optimal, 135, 1.700, 1, 513, 512 
optimal, 135, 1.700, 2, 609, 799 
optimal, 135, 1.700, 3, 191, 718 
stochastic, 136, 1.700, 1, 513, 512 
stochastic, 136, 1.700, 2, 483, 641 
stochastic, 136, 1.700, 3, 509, 528 
stochastic, 136, 1.700, 4, 316, 422 
optimal, 136, 1.700, 1, 513, 512 
optimal, 136, 1.700, 2, 316, 422 
stochastic, 137, 1.700, 1, 513, 513 
stochastic, 137, 1.700, 2, 626, 73 
optimal, 137, 1.700, 1, 512, 512 
optimal, 137, 1.700, 2, 609, 799 
optimal, 137, 1.700, 3, 619, 190 
optimal, 137, 1.700, 4, 626, 73 
stochastic, 138, 1.700, 1, 512, 513 
stochastic, 138, 1.700, 2, 609, 580 
optimal, 138, 1.700, 1, 512, 512 
optimal, 138, 1.700, 2, 609, 580 
stochastic, 139, 1.700, 1, 513, 512 
stochastic, 139, 1.700, 2, 337, 490 
optimal, 139, 1.700, 1, 513, 512 
optimal, 139, 1.700, 2, 609, 799 
optimal, 139, 1.700, 3, 619, 190 
optimal, 139, 1.700, 4, 162, 703 
optimal, 139, 1.700, 5, 202, 199 
optimal, 139, 1.700, 6, 876, 655 
optimal, 139, 1.700, 7, 848, 204 
optimal, 139, 1.700, 8, 249, 872 
optimal, 139, 1.700, 9, 188, 233 
optimal, 139, 1.700, 10, 853, 869 
optimal, 139, 1.700, 11, 853, 251 
optimal, 139, 1.700, 12, 174, 738 
optimal, 139, 1.700, 13, 337, 490 
stochastic, 140, 1.700, 1, 512, 512 
stochastic, 140, 1.700, 2, 657, 293 
stochastic, 140, 1.700, 3, 875, 608 
optimal, 140, 1.700, 1, 513, 513 
optimal, 140, 1.700, 2, 875, 608 
stochastic, 141, 1.700, 1, 512, 513 
stochastic, 141, 1.700, 2, 612, 538 
stochastic, 141, 1.700, 3, 734, 524 
optimal, 141, 1.700, 1, 512, 512 
optimal, 141, 1.700, 2, 734, 524 
stochastic, 142, 1.700, 1, 513, 513 
stochastic, 142, 1.700, 2, 651, 409 
stochastic, 142, 1.700, 3, 832, 625 
optimal, 142, 1.700, 1, 512, 513 
optimal, 142, 1.700, 2, 609, 799 
optimal, 142, 1.700, 3, 619, 190 
optimal, 142, 1.700, 4, 162, 703 
optimal, 142, 1.700, 5, 202, 199 
optimal, 142, 1.700, 6, 876, 655 
optimal, 142, 1.700, 7, 832, 625 
stochastic, 143, 1.700, 1, 512, 513 
stochastic, 143, 1.700, 2, 201, 452 
stochastic, 143, 1.700, 3, 153, 277 
stochastic, 143, 1.700, 4, 127, 686 
stochastic, 143, 1.700, 5, 539, 848 
stochastic, 143, 1.700, 6, 607, 762 
stochastic, 143, 1.700, 7, 377, 675 
stochastic, 143, 1.700, 8, 210, 930 
stochastic, 143, 1.700, 9, 231, 889 
stochastic, 143, 1.700, 10, 294, 910 
stochastic, 143, 1.700, 11, 153, 791 
stochastic, 143, 1.700, 12, 119, 916 
stochastic, 143, 1.700, 13, 97, 890 
stochastic, 143, 1.700, 14, 377, 881 
stochastic, 143, 1.700, 15, 135, 893 
stochastic, 143, 1.700, 16, 213, 947 
stochastic, 143, 1.700, 17, 201, 904 
stochastic, 143, 1.700, 18, 482, 782 
stochastic, 143, 1.700, 19, 717, 654 
stochastic, 143, 1.700, 20, 208, 368 
stochastic, 143, 1.700, 21, 68, 690 
stochastic, 143, 1.700, 22, 269, 440 
stochastic, 143, 1.700, 23, 538, 631 
stochastic, 143, 1.700, 24, 423, 513 
stochastic, 143, 1.700, 25, 426, 404 
stochastic, 143, 1.700, 26, 364, 805 
stochastic, 143, 1.700, 27, 257, 847 
stochastic, 143, 1.700, 28, 465, 876 
stochastic, 143, 1.700, 29, 308, 673 
stochastic, 143, 1.700, 30, 516, 737 
stochastic, 143, 1.700, 31, 319, 493 
stochastic, 143, 1.700, 32, 233, 843 
stochastic, 143, 1.700, 33, 578, 655 
stochastic, 143, 1.700, 34, 880, 735 
stochastic, 143, 1.700, 35, 857, 637 
stochastic, 143, 1.700, 36, 332, 510 
stochastic, 143, 1.700, 37, 516, 402 
stochastic, 143, 1.700, 38, 455, 477 
stochastic, 143, 1.700, 39, 799, 626 
stochastic, 143, 1.700, 40, 473, 686 
stochastic, 143, 1.700, 41, 434, 735 
stochastic, 143, 1.700, 42, 733, 658 
stochastic, 143, 1.700, 43, 231, 682 
stochastic, 143, 1.700, 44, 281, 306 
stochastic, 143, 1.700, 45, 242, 470 
stochastic, 143, 1.700, 46, 144, 602 
stochastic, 143, 1.700, 47, 40, 437 
stochastic, 143, 1.700, 48, 6, 76 
stochastic, 143, 1.700, 49, 201, 381 
stochastic, 143, 1.700, 50, 311, 59 
stochastic, 143, 1.700, 51, NaN, NaN 
optimal, 143, 1.700, 1, 512, 513 
optimal, 143, 1.700, 2, 609, 799 
optimal, 143, 1.700, 3, 619, 190 
optimal, 143, 1.700, 4, 162, 703 
optimal, 143, 1.700, 5, 202, 199 
optimal, 143, 1.700, 6, 876, 655 
optimal, 143, 1.700, 7, 848, 204 
optimal, 143, 1.700, 8, 249, 872 
optimal, 143, 1.700, 9, 188, 233 
optimal, 143, 1.700, 10, 853, 869 
optimal, 143, 1.700, 11, 853, 251 
optimal, 143, 1.700, 12, 174, 738 
optimal, 143, 1.700, 13, 251, 188 
optimal, 143, 1.700, 14, 550, 61 
stochastic, 144, 1.700, 1, 513, 513 
stochastic, 144, 1.700, 2, 671, 838 
stochastic, 144, 1.700, 3, 431, 322 
stochastic, 144, 1.700, 4, 109, 519 
stochastic, 144, 1.700, 5, 823, 172 
stochastic, 144, 1.700, 6, 649, 814 
stochastic, 144, 1.700, 7, 920, 773 
optimal, 144, 1.700, 1, 512, 513 
optimal, 144, 1.700, 2, 609, 799 
optimal, 144, 1.700, 3, 619, 190 
optimal, 144, 1.700, 4, 162, 703 
optimal, 144, 1.700, 5, 202, 199 
optimal, 144, 1.700, 6, 876, 655 
optimal, 144, 1.700, 7, 848, 204 
optimal, 144, 1.700, 8, 249, 872 
optimal, 144, 1.700, 9, 188, 233 
optimal, 144, 1.700, 10, 853, 869 
optimal, 144, 1.700, 11, 920, 773 
stochastic, 145, 1.700, 1, 513, 513 
stochastic, 145, 1.700, 2, 375, 144 
optimal, 145, 1.700, 1, 513, 513 
optimal, 145, 1.700, 2, 609, 799 
optimal, 145, 1.700, 3, 619, 190 
optimal, 145, 1.700, 4, 375, 144 
stochastic, 146, 1.700, 1, 513, 512 
stochastic, 146, 1.700, 2, 516, 740 
optimal, 146, 1.700, 1, 513, 513 
optimal, 146, 1.700, 2, 516, 740 
stochastic, 147, 1.700, 1, 513, 512 
stochastic, 147, 1.700, 2, 564, 384 
stochastic, 147, 1.700, 3, 673, 303 
stochastic, 147, 1.700, 4, 690, 262 
stochastic, 147, 1.700, 5, 419, 297 
stochastic, 147, 1.700, 6, 230, 770 
stochastic, 147, 1.700, 7, 241, 707 
stochastic, 147, 1.700, 8, 433, 495 
stochastic, 147, 1.700, 9, 838, 677 
optimal, 147, 1.700, 1, 513, 513 
optimal, 147, 1.700, 2, 838, 677 
stochastic, 148, 1.700, 1, 513, 512 
stochastic, 148, 1.700, 2, 720, 522 
stochastic, 148, 1.700, 3, 689, 515 
stochastic, 148, 1.700, 4, 537, 331 
stochastic, 148, 1.700, 5, 378, 776 
stochastic, 148, 1.700, 6, 509, 922 
optimal, 148, 1.700, 1, 512, 513 
optimal, 148, 1.700, 2, 609, 799 
optimal, 148, 1.700, 3, 509, 922 
stochastic, 149, 1.700, 1, 513, 512 
stochastic, 149, 1.700, 2, 118, 681 
optimal, 149, 1.700, 1, 513, 512 
optimal, 149, 1.700, 2, 609, 799 
optimal, 149, 1.700, 3, 619, 190 
optimal, 149, 1.700, 4, 162, 703 
optimal, 149, 1.700, 5, 202, 199 
optimal, 149, 1.700, 6, 876, 655 
optimal, 149, 1.700, 7, 848, 204 
optimal, 149, 1.700, 8, 249, 872 
optimal, 149, 1.700, 9, 118, 681 
stochastic, 150, 1.700, 1, 513, 513 
stochastic, 150, 1.700, 2, 702, 673 
stochastic, 150, 1.700, 3, 499, 726 
stochastic, 150, 1.700, 4, 213, 195 
stochastic, 150, 1.700, 5, 145, 215 
stochastic, 150, 1.700, 6, 112, 833 
stochastic, 150, 1.700, 7, 388, 881 
optimal, 150, 1.700, 1, 512, 512 
optimal, 150, 1.700, 2, 609, 799 
optimal, 150, 1.700, 3, 619, 190 
optimal, 150, 1.700, 4, 162, 703 
optimal, 150, 1.700, 5, 202, 199 
optimal, 150, 1.700, 6, 876, 655 
optimal, 150, 1.700, 7, 848, 204 
optimal, 150, 1.700, 8, 249, 872 
optimal, 150, 1.700, 9, 388, 881 
stochastic, 151, 1.700, 1, 513, 512 
stochastic, 151, 1.700, 2, 630, 417 
stochastic, 151, 1.700, 3, 765, 393 
stochastic, 151, 1.700, 4, 221, 161 
stochastic, 151, 1.700, 5, 351, 28 
stochastic, 151, 1.700, 6, 271, 145 
stochastic, 151, 1.700, 7, 419, 486 
optimal, 151, 1.700, 1, 513, 512 
optimal, 151, 1.700, 2, 419, 486 
stochastic, 152, 1.700, 1, 512, 513 
stochastic, 152, 1.700, 2, 338, 286 
stochastic, 152, 1.700, 3, 314, 115 
optimal, 152, 1.700, 1, 513, 513 
optimal, 152, 1.700, 2, 609, 799 
optimal, 152, 1.700, 3, 619, 190 
optimal, 152, 1.700, 4, 314, 115 
stochastic, 153, 1.700, 1, 513, 513 
stochastic, 153, 1.700, 2, 351, 297 
optimal, 153, 1.700, 1, 512, 512 
optimal, 153, 1.700, 2, 609, 799 
optimal, 153, 1.700, 3, 619, 190 
optimal, 153, 1.700, 4, 351, 297 
stochastic, 154, 1.700, 1, 512, 512 
stochastic, 154, 1.700, 2, 443, 650 
optimal, 154, 1.700, 1, 512, 513 
optimal, 154, 1.700, 2, 443, 650 
stochastic, 155, 1.700, 1, 513, 513 
stochastic, 155, 1.700, 2, 826, 524 
stochastic, 155, 1.700, 3, 692, 312 
stochastic, 155, 1.700, 4, 823, 86 
optimal, 155, 1.700, 1, 513, 513 
optimal, 155, 1.700, 2, 609, 799 
optimal, 155, 1.700, 3, 619, 190 
optimal, 155, 1.700, 4, 162, 703 
optimal, 155, 1.700, 5, 202, 199 
optimal, 155, 1.700, 6, 876, 655 
optimal, 155, 1.700, 7, 848, 204 
optimal, 155, 1.700, 8, 249, 872 
optimal, 155, 1.700, 9, 188, 233 
optimal, 155, 1.700, 10, 853, 869 
optimal, 155, 1.700, 11, 853, 251 
optimal, 155, 1.700, 12, 823, 86 
stochastic, 156, 1.700, 1, 513, 512 
stochastic, 156, 1.700, 2, 252, 602 
optimal, 156, 1.700, 1, 513, 513 
optimal, 156, 1.700, 2, 609, 799 
optimal, 156, 1.700, 3, 619, 190 
optimal, 156, 1.700, 4, 162, 703 
optimal, 156, 1.700, 5, 202, 199 
optimal, 156, 1.700, 6, 876, 655 
optimal, 156, 1.700, 7, 848, 204 
optimal, 156, 1.700, 8, 249, 872 
optimal, 156, 1.700, 9, 188, 233 
optimal, 156, 1.700, 10, 853, 869 
optimal, 156, 1.700, 11, 853, 251 
optimal, 156, 1.700, 12, 174, 738 
optimal, 156, 1.700, 13, 251, 188 
optimal, 156, 1.700, 14, 811, 812 
optimal, 156, 1.700, 15, 780, 195 
optimal, 156, 1.700, 16, 219, 802 
optimal, 156, 1.700, 17, 252, 602 
stochastic, 157, 1.700, 1, 512, 512 
stochastic, 157, 1.700, 2, 879, 344 
optimal, 157, 1.700, 1, 512, 512 
optimal, 157, 1.700, 2, 609, 799 
optimal, 157, 1.700, 3, 619, 190 
optimal, 157, 1.700, 4, 162, 703 
optimal, 157, 1.700, 5, 202, 199 
optimal, 157, 1.700, 6, 876, 655 
optimal, 157, 1.700, 7, 848, 204 
optimal, 157, 1.700, 8, 879, 344 
stochastic, 158, 1.700, 1, 512, 512 
stochastic, 158, 1.700, 2, 895, 526 
optimal, 158, 1.700, 1, 513, 512 
optimal, 158, 1.700, 2, 609, 799 
optimal, 158, 1.700, 3, 895, 526 
stochastic, 159, 1.700, 1, 512, 512 
stochastic, 159, 1.700, 2, 722, 476 
stochastic, 159, 1.700, 3, 390, 555 
stochastic, 159, 1.700, 4, 344, 909 
stochastic, 159, 1.700, 5, 421, 858 
stochastic, 159, 1.700, 6, 581, 843 
optimal, 159, 1.700, 1, 512, 512 
optimal, 159, 1.700, 2, 609, 799 
optimal, 159, 1.700, 3, 581, 843 
stochastic, 160, 1.700, 1, 513, 513 
stochastic, 160, 1.700, 2, 617, 260 
optimal, 160, 1.700, 1, 512, 512 
optimal, 160, 1.700, 2, 617, 260 
stochastic, 161, 1.700, 1, 513, 512 
stochastic, 161, 1.700, 2, 575, 247 
stochastic, 161, 1.700, 3, 92, 278 
optimal, 161, 1.700, 1, 513, 513 
optimal, 161, 1.700, 2, 609, 799 
optimal, 161, 1.700, 3, 619, 190 
optimal, 161, 1.700, 4, 162, 703 
optimal, 161, 1.700, 5, 202, 199 
optimal, 161, 1.700, 6, 92, 278 
stochastic, 162, 1.700, 1, 512, 513 
stochastic, 162, 1.700, 2, 604, 330 
stochastic, 162, 1.700, 3, 499, 156 
stochastic, 162, 1.700, 4, 256, 652 
stochastic, 162, 1.700, 5, 155, 715 
optimal, 162, 1.700, 1, 512, 513 
optimal, 162, 1.700, 2, 609, 799 
optimal, 162, 1.700, 3, 155, 715 
stochastic, 163, 1.700, 1, 512, 513 
stochastic, 163, 1.700, 2, 420, 642 
stochastic, 163, 1.700, 3, 379, 780 
stochastic, 163, 1.700, 4, 752, 388 
stochastic, 163, 1.700, 5, 687, 206 
optimal, 163, 1.700, 1, 512, 513 
optimal, 163, 1.700, 2, 609, 799 
optimal, 163, 1.700, 3, 619, 190 
optimal, 163, 1.700, 4, 687, 206 
stochastic, 164, 1.700, 1, 513, 513 
stochastic, 164, 1.700, 2, 106, 568 
stochastic, 164, 1.700, 3, 359, 508 
stochastic, 164, 1.700, 4, 625, 391 
stochastic, 164, 1.700, 5, 618, 252 
stochastic, 164, 1.700, 6, 400, 587 
stochastic, 164, 1.700, 7, 488, 358 
stochastic, 164, 1.700, 8, 723, 256 
stochastic, 164, 1.700, 9, 658, 110 
stochastic, 164, 1.700, 10, 783, 131 
stochastic, 164, 1.700, 11, 740, 223 
stochastic, 164, 1.700, 12, 313, 166 
stochastic, 164, 1.700, 13, 64, 98 
stochastic, 164, 1.700, 14, 354, 587 
stochastic, 164, 1.700, 15, 900, 451 
stochastic, 164, 1.700, 16, 808, 190 
stochastic, 164, 1.700, 17, 844, 187 
stochastic, 164, 1.700, 18, 864, 273 
stochastic, 164, 1.700, 19, 370, 107 
stochastic, 164, 1.700, 20, 10, 698 
stochastic, 164, 1.700, 21, 171, 854 
optimal, 164, 1.700, 1, 513, 513 
optimal, 164, 1.700, 2, 609, 799 
optimal, 164, 1.700, 3, 619, 190 
optimal, 164, 1.700, 4, 162, 703 
optimal, 164, 1.700, 5, 171, 854 
stochastic, 165, 1.700, 1, 513, 513 
stochastic, 165, 1.700, 2, 633, 265 
stochastic, 165, 1.700, 3, 632, 117 
optimal, 165, 1.700, 1, 512, 513 
optimal, 165, 1.700, 2, 609, 799 
optimal, 165, 1.700, 3, 619, 190 
optimal, 165, 1.700, 4, 632, 117 
stochastic, 166, 1.700, 1, 512, 512 
stochastic, 166, 1.700, 2, 322, 623 
optimal, 166, 1.700, 1, 513, 513 
optimal, 166, 1.700, 2, 322, 623 
stochastic, 167, 1.700, 1, 513, 512 
stochastic, 167, 1.700, 2, 455, 636 
optimal, 167, 1.700, 1, 512, 512 
optimal, 167, 1.700, 2, 455, 636 
stochastic, 168, 1.700, 1, 513, 512 
stochastic, 168, 1.700, 2, 355, 609 
stochastic, 168, 1.700, 3, 422, 620 
stochastic, 168, 1.700, 4, 354, 894 
stochastic, 168, 1.700, 5, 572, 764 
stochastic, 168, 1.700, 6, 578, 737 
stochastic, 168, 1.700, 7, 811, 835 
optimal, 168, 1.700, 1, 512, 512 
optimal, 168, 1.700, 2, 609, 799 
optimal, 168, 1.700, 3, 811, 835 
stochastic, 169, 1.700, 1, 512, 513 
stochastic, 169, 1.700, 2, 751, 433 
optimal, 169, 1.700, 1, 512, 512 
optimal, 169, 1.700, 2, 609, 799 
optimal, 169, 1.700, 3, 619, 190 
optimal, 169, 1.700, 4, 162, 703 
optimal, 169, 1.700, 5, 202, 199 
optimal, 169, 1.700, 6, 876, 655 
optimal, 169, 1.700, 7, 751, 433 
stochastic, 170, 1.700, 1, 512, 513 
stochastic, 170, 1.700, 2, 846, 478 
stochastic, 170, 1.700, 3, 931, 611 
optimal, 170, 1.700, 1, 512, 513 
optimal, 170, 1.700, 2, 609, 799 
optimal, 170, 1.700, 3, 931, 611 
stochastic, 171, 1.700, 1, 513, 513 
stochastic, 171, 1.700, 2, 622, 889 
stochastic, 171, 1.700, 3, 665, 802 
stochastic, 171, 1.700, 4, 859, 582 
optimal, 171, 1.700, 1, 513, 513 
optimal, 171, 1.700, 2, 609, 799 
optimal, 171, 1.700, 3, 619, 190 
optimal, 171, 1.700, 4, 162, 703 
optimal, 171, 1.700, 5, 202, 199 
optimal, 171, 1.700, 6, 876, 655 
optimal, 171, 1.700, 7, 859, 582 
stochastic, 172, 1.700, 1, 512, 513 
stochastic, 172, 1.700, 2, 567, 299 
optimal, 172, 1.700, 1, 513, 513 
optimal, 172, 1.700, 2, 567, 299 
stochastic, 173, 1.700, 1, 512, 513 
stochastic, 173, 1.700, 2, 280, 642 
optimal, 173, 1.700, 1, 513, 513 
optimal, 173, 1.700, 2, 280, 642 
stochastic, 174, 1.700, 1, 512, 512 
stochastic, 174, 1.700, 2, 768, 700 
stochastic, 174, 1.700, 3, 859, 463 
optimal, 174, 1.700, 1, 513, 513 
optimal, 174, 1.700, 2, 609, 799 
optimal, 174, 1.700, 3, 619, 190 
optimal, 174, 1.700, 4, 162, 703 
optimal, 174, 1.700, 5, 202, 199 
optimal, 174, 1.700, 6, 876, 655 
optimal, 174, 1.700, 7, 848, 204 
optimal, 174, 1.700, 8, 249, 872 
optimal, 174, 1.700, 9, 188, 233 
optimal, 174, 1.700, 10, 853, 869 
optimal, 174, 1.700, 11, 853, 251 
optimal, 174, 1.700, 12, 174, 738 
optimal, 174, 1.700, 13, 251, 188 
optimal, 174, 1.700, 14, 811, 812 
optimal, 174, 1.700, 15, 859, 463 
stochastic, 175, 1.700, 1, 512, 512 
stochastic, 175, 1.700, 2, 366, 511 
optimal, 175, 1.700, 1, 513, 513 
optimal, 175, 1.700, 2, 366, 511 
stochastic, 176, 1.700, 1, 513, 513 
stochastic, 176, 1.700, 2, 355, 481 
stochastic, 176, 1.700, 3, 100, 500 
stochastic, 176, 1.700, 4, 229, 535 
stochastic, 176, 1.700, 5, 350, 412 
optimal, 176, 1.700, 1, 513, 513 
optimal, 176, 1.700, 2, 350, 412 
stochastic, 177, 1.700, 1, 512, 513 
stochastic, 177, 1.700, 2, 369, 562 
optimal, 177, 1.700, 1, 512, 512 
optimal, 177, 1.700, 2, 369, 562 
stochastic, 178, 1.700, 1, 512, 513 
stochastic, 178, 1.700, 2, 729, 386 
stochastic, 178, 1.700, 3, 811, 488 
stochastic, 178, 1.700, 4, 740, 500 
stochastic, 178, 1.700, 5, 900, 394 
stochastic, 178, 1.700, 6, 940, 351 
stochastic, 178, 1.700, 7, 944, 328 
stochastic, 178, 1.700, 8, 758, 439 
stochastic, 178, 1.700, 9, 1021, 409 
stochastic, 178, 1.700, 10, 203, 534 
stochastic, 178, 1.700, 11, 180, 636 
optimal, 178, 1.700, 1, 513, 512 
optimal, 178, 1.700, 2, 180, 636 
stochastic, 179, 1.700, 1, 513, 512 
stochastic, 179, 1.700, 2, 254, 362 
optimal, 179, 1.700, 1, 513, 513 
optimal, 179, 1.700, 2, 254, 362 
stochastic, 180, 1.700, 1, 513, 513 
stochastic, 180, 1.700, 2, 418, 494 
stochastic, 180, 1.700, 3, 438, 553 
stochastic, 180, 1.700, 4, 451, 426 
stochastic, 180, 1.700, 5, 612, 166 
optimal, 180, 1.700, 1, 512, 513 
optimal, 180, 1.700, 2, 609, 799 
optimal, 180, 1.700, 3, 619, 190 
optimal, 180, 1.700, 4, 612, 166 
