person,trial,beta,numFix
3,240,1.7,13
5,240,1.7,2
7,240,1.7,3
3,241,1.7,1
5,241,1.7,4
9,241,1.7,2
3,242,1.7,2
9,242,1.7,2
3,246,1.7,5
4,247,1.7,4
7,247,1.7,4
4,248,1.7,2
7,248,1.7,2
9,248,1.7,1
3,249,1.7,2
4,249,1.7,11
6,250,1.7,16
9,251,1.7,2
5,252,1.7,2
7,252,1.7,3
3,253,1.7,9
7,253,1.7,4
4,254,1.7,1
7,254,1.7,3
4,255,1.7,3
5,255,1.7,3
6,255,1.7,1
5,257,1.7,1
7,257,1.7,3
3,258,1.7,2
4,258,1.7,3
7,258,1.7,3
7,259,1.7,5
3,260,1.7,3
5,260,1.7,1
7,260,1.7,3
